57.925,27.667,31,24,17.167,19.833,190.82,28.952,3162.5,7600,5287.5,7487.5,5387.5,7612.5,5312.5,7987.5,5287.5,370.12,24.883
57.695,28.667,32.167,24,17.167,19.833,306.72,70.208,3162.5,7612.5,5312.5,7487.5,5400,7612.5,5300,7962.5,5312.5,751.1,194.9
59.555,30.667,33,24,17.167,19.833,339.53,117.35,3150,7600,5312.5,7475,5400,7625,5262.5,7975,5275,283.72,78.683
60.62,31.167,35.5,24,17.167,19.833,316.9,106.75,3162.5,7612.5,5325,7500,5387.5,7625,5287.5,7950,5275,23.467,33.217
60.73,31.5,35.167,24,17.333,20,349.63,102.65,3150,7612.5,5300,7475,5400,7612.5,5287.5,7975,5287.5,0,272.6
60.345,32.333,36,24,17.333,20.167,355.13,66.101,3162.5,7587.5,5300,7475,5387.5,7600,5300,7975,5262.5,0,0
61.04,33,37,24,17.667,20.5,411.42,59.377,3162.5,7637.5,5287.5,7475,5387.5,7587.5,5300,8000,5300,0,66.017
60.9,33.5,35.833,24,17.667,20.5,390.33,79.722,3150,7612.5,5275,7475,5400,7612.5,5262.5,7975,5262.5,0,10.75
60.78,33.667,37.5,24,17.667,20.5,313.47,95.519,3150,7637.5,5287.5,7475,5400,7612.5,5300,7975,5287.5,0,9.2667
60.9,34.333,36.333,24,17.667,20.5,446.25,74.572,3150,7587.5,5300,7475,5387.5,7600,5275,7987.5,5262.5,0,13.683
61.02,34,37.833,24.333,17.667,20.667,393.88,54.025,3150,7612.5,5287.5,7475,5400,7587.5,5325,7987.5,5275,0,10.2
61.285,33.667,37.667,24.667,17.833,20.833,421.63,108.48,3162.5,7600,5300,7487.5,5400,7612.5,5300,8000,5275,0,0
61.45,33.5,38.667,24.667,18,20.833,412.53,65.411,3150,7625,5300,7475,5400,7600,5325,7975,5262.5,0,21.917
61.295,33.5,39.667,24.667,18,21.167,313.95,62.145,3150,7625,5287.5,7487.5,5400,7612.5,5312.5,7962.5,5275,0,11.283
60.935,35.333,38.5,24.833,18,21.333,389.55,68.219,3150,7625,5275,7462.5,5400,7600,5312.5,7975,5287.5,0,9.8
61.25,35.167,37.5,24.833,18,21.333,425.45,81.994,3150,7600,5300,7462.5,5387.5,7612.5,5300,7962.5,5275,0,10.167
60.925,34.833,37.667,24.833,18,21.333,447.17,163.9,3162.5,7612.5,5300,7475,5387.5,7587.5,5300,7987.5,5262.5,0,10.633
60.64,35,38.833,24.833,18.167,21.333,446.2,99.961,3150,7637.5,5287.5,7487.5,5400,7600,5312.5,7975,5250,0,0
60.815,35.333,37.667,24.833,18.167,21.167,419.08,74.503,3150,7625,5287.5,7475,5400,7587.5,5287.5,7975,5262.5,0,21.05
