pic0: pic0=NB_ht_bus1_bandwidth,umask0=0x01
pic1: pic1=NB_ht_bus1_bandwidth,umask=0x02
pic2: pic2=NB_ht_bus1_bandwidth,umask=0x04
pic3: pic3=NB_ht_bus1_bandwidth,umask=0x08,sys
   time cpu event      pic0      pic1      pic2      pic3 
  5.005   1  tick  18080925  21523182  21523182  21523182 
  5.008   0  tick   1965163   4686183   4686183   4686183 
 10.005   1  tick  81885902 120552584 120552584 120552584 
 10.005   0  tick   3274468  24270583  24270583  24270583 
 15.005   0  tick   1643121     18218     18218     18218 
 15.005   1  tick  65787866  84325687  84325687  84325687 
 20.005   1  tick  48006253  51785534  51785548  51785548 
 20.006   0  tick    547296      6209      6209      6209 
 25.005   0  tick   1086203     12392     12392     12392 
 25.005   1  tick  46320081  36569058  36569044  36569044 
 30.005   1  tick  75174954 112514974 112514990 112514998 
 30.005   0  tick   2955440     19088     19088     19088 
 35.005   0  tick   1528539     17874     17874     17874 
 35.008   1  tick  38881384  17848650  17848634  17848626 
 40.005   1  tick  36702485  17225590  17225598  17225598 
 40.005   0  tick     98259     26760     26760     26760 
 45.005   1  tick  57852022  62948580  62948572  62948572 
 45.005   0  tick   2866585     19860     19860     19860 
 50.005   1  tick  79428572 128257459 128257477 128257483 
 50.076   0  tick   2923565     18116     18116     18116 
 55.005   0  tick     61178       396       396       396 
 55.005   1  tick  39764615  27537854  27537836  27537830 
 60.005   1  tick  61224554  62201367  62201378  62201392 
 60.005   0  tick   1586211     19403     19403     19403 
 65.005   1  tick  61601727  60493282  60493271  60493257 
 65.005   0  tick   1596493     18218     18218     18218 
 70.005   1  tick  57102438  52603837  52603854  52603861 
 70.005   0  tick   1587910     18694     18694     18694 
 75.005   0  tick    287167      3068      3068      3068 
 75.005   1  tick  43474359  30172760  30172743  30172736 
 80.005   1  tick  64250788  64686134  64686148  64686148 
 80.005   0  tick   1343045     15550     15550     15550 
 85.005   1  tick 134456958 219032598 219032598 219032598 
 86.735   0  tick   7192321      8243      8243      8243 
 90.005   1  tick  80998438 107396857 107396843 107396843 
 90.005   0  tick   1002801     11683     11683     11683 
 95.005   0  tick   1647172     18231     18231     18231 
 95.005   1  tick  59579442  52319463  52319479  52319487 
100.005   0  tick    858133     12062     12062     12062 
100.964   1  tick  67753037  58938219  58938203  58938195 
105.005   0  tick   2091412      9378      9378      9378 
105.005   1  tick  41516015  29519408  29519408  29519415 
110.005   0  tick   2886939     18218     18218     18218 
110.005   1  tick  59218465  52040191  52040191  52040184 
115.005   0  tick    752664      9078      9078      9078 
115.015   1  tick  50823372  42338586  42338586  42338586 
120.005   0  tick   2149990     10804     10804     10804 
120.005   1  tick  46381063  19016278  19016294  19016302 
125.005   0  tick   1593035     18292     18292     18292 
125.005   1  tick  48146330  27807990  27807974  27807966 
130.005   0  tick   1626824     20965     20965     20965 
130.006   1  tick  57004782  46803873  46803873  46803873 
135.005   0  tick      4257       394       394       394 
135.005   1  tick  44599893  14483521  14483521  14483521 
140.005   0  tick   2830982     18202     18202     18202 
140.005   1  tick  53297386  32419588  32419602  32419602 
145.005   0  tick   1651591     18208     18208     18208 
145.005   1  tick  54134355  35134138  35134134  35134140 
150.005   1  tick  57140351  46697301  46697299  46697293 
150.623   0  tick   2037591     10890     10890     10890 
155.005   0  tick    859460      9448      9448      9448 
155.005   1  tick  64869626  52720322  52720314  52720314 
160.005   0  tick   1663430     18613     18613     18613 
160.005   1  tick  67702110  64452818  64452832  64452834 
165.005   0  tick   2199923      9854      9854      9854 
165.012   1  tick  51498523  24668680  24668674  24668672 
170.005   1  tick  49937029  29736047  29736039  29736039 
170.005   0  tick    702059      8814      8814      8814 
175.005   0  tick   1660858     18130     18130     18130 
175.005   1  tick  62101850  48798635  48798635  48798635 
180.005   0  tick   1528819     20366     20366     20366 
180.005   1  tick  50141942  21886313  21886313  21886313 
185.005   0  tick   1450633     15800     15800     15800 
185.007   1  tick  62232249  49869001  49869001  49869001 
190.005   1  tick  48658260  21221137  21221137  21221137 
190.005   0  tick    229489      5602      5602      5602 
195.005   0  tick   1555891     18233     18233     18233 
195.005   1  tick  59904367  43216282  43216296  43216296 
200.005   0  tick   1681641     18218     18218     18218 
200.005   1  tick  80039103  97549415  97549413  97549429 
205.005   0  tick   1945749     18042     18042     18042 
205.681   1  tick  67639725  51410452  51410440  51410424 
210.005   0  tick    915756      1325      1325      1325 
210.005   1  tick  45646684  18322996  18322997  18322997 
215.005   0  tick   1649426     18252     18252     18252 
215.005   1  tick  58433514  33754568  33754584  33754590 
220.005   0  tick   2916531     21055     21055     21055 
220.005   1  tick  76027594  70103781  70103778  70103772 
225.005   0  tick    109653      1280      1280      1280 
225.008   1  tick  45007714  13714916  13714912  13714912 
230.005   0  tick   2845219     17462     17462     17462 
230.005   1  tick  83190354 128891263 128891253 128891253 
235.005   1  tick  71730284  82998487  82998496  82998510 
235.005   0  tick   2947031     20562     20562     20562 
240.005   1  tick  58574295  55938175  55938166  55938152 
240.007   0  tick     51311       587       587       587 
245.005   1  tick  91644548 185791496 185791496 185791496 
245.005   0  tick   1596590     18104     18104     18104 
250.005   0  tick   4289626     23562     23562     23562 
250.005   1  tick  73756676  31201532  31201538  31201548 
255.005   1  tick  82421730 152277134 152277128 152277118 
255.018   0  tick     40195       430       430       430 
260.005   0  tick   1663508     18112     18112     18112 
260.005   1  tick  72487415 114700689 114700689 114700689 
265.005   0  tick   1614227     20041     20041     20041 
265.005   1  tick 191524083 296221656 296221656 296221656 
270.005   0  tick   1593424     19295     19295     19295 
270.005   1  tick 195826400 329619565 329619565 329619565 
275.005   1  tick 190881006 297183644 297183644 297183644 
275.012   0  tick    617615      7184      7184      7184 
280.005   0  tick   1039750     14618     14618     14618 
280.005   1  tick 185269326 273554502 273554517 273554524 
285.005   0  tick   1588271     18280     18280     18280 
285.005   1  tick 196007170 336326454 336326439 336326432 
290.005   0  tick   1648098     18204     18204     18204 
290.005   1  tick 173400103 199386130 199386130 199386130 
295.005   0  tick    993747     13070     13070     13070 
295.013   1  tick 208057019 407492316 407492316 407492316 
300.005   0  tick   1849818      7474      7474      7474 
300.005   1  tick 202151224 391651631 391651631 391651631 
305.005   0  tick   1612548     18174     18174     18174 
305.005   1  tick 185284626 246357397 246357401 246357401 
310.005   0  tick   1629490     21031     21031     21031 
310.005   1  tick 173191230 186786319 186786315 186786315 
315.005   0  tick    515447      6084      6084      6084 
315.015   1  tick 190858070 307937073 307937081 307937096 
320.005   0  tick   1128829     12468     12468     12468 
320.005   1  tick 155674910 251479415 251479407 251479392 
325.005   0  tick   1604076     20287     20287     20287 
325.005   1  tick  77486140 160899592 160899592 160899592 
330.005   0  tick   1673333     19323     19323     19323 
330.005   1  tick 134514926 173136572 173136591 173136597 
335.005   0  tick    902791      9698      9698      9698 
335.015   1  tick  98646581  87232244  87232225  87232219 
340.005   0  tick    714013     14236     14236     14236 
340.005   1  tick  86832850  50422751  50422751  50422751 
345.005   0  tick   1670725     19273     19273     19273 
345.005   1  tick 168771595 267711385 267711385 267711385 
350.005   0  tick   2988423     18152     18152     18152 
350.005   1  tick 187348563 310350565 310350565 310350565 
355.005   1  tick  83068922  45741631  45741639  45741639 
355.018   0  tick    301153      4415      4415      4415 
360.005   0  tick   1336482     15548     15548     15548 
360.005   1  tick  98813262  83847753  83847759  83847775 
365.005   0  tick   1586434     18180     18180     18180 
365.005   1  tick 108830807 108701328 108701333 108701323 
370.005   0  tick   1636271     21170     21170     21170 
370.005   1  tick 116841961 130882000 130881981 130881975 
375.005   1  tick 109524171 122019623 122019623 122019623 
375.015   0  tick    820291      9264      9264      9264 
380.005   1  tick  89211295  90224705  90224705  90224705 
380.005   0  tick    810715      9288      9288      9288 
385.005   0  tick   1596255     18505     18505     18505 
385.005   1  tick  60612207  26387656  26387667  26387678 
390.005   1  tick 124395635  91143055  91143044  91143033 
390.005   0  tick   1618536     18545     18545     18545 
395.005   1  tick 144344726 131201511 131201511 131201511 
395.018   0  tick   1164542     13097     13097     13097 
400.005   1  tick 115686977  72797730  72797730  72797730 
400.005   0  tick    472753      8855      8855      8855 
405.005   0  tick   1621143     18218     18218     18218 
405.005   1  tick 131866022 124250236 124250236 124250236 
410.005   1  tick 129970742 107925686 107925687 107925687 
410.005   0  tick   1600112     18136     18136     18136 
415.005   1  tick 122472809  88781108  88781107  88781107 
415.005   0  tick   1629863     19647     19647     19647 
420.005   1  tick 120386120  77248460  77248475  77248476 
420.005   0  tick      4446       467       467       467 
425.005   0  tick   1565161     18695     18695     18695 
425.005   1  tick 109785993  51875907  51875904  51875903 
430.005   1  tick 172079705 203806838 203806826 203806826 
430.005   0  tick   2967880     21031     21031     21031 
435.005   1  tick 148710046 158649769 158649769 158649769 
435.730   0  tick   2047081      9248      9248      9248 
440.005   0  tick    907298      9320      9320      9320 
440.005   1  tick 162587435 192706341 192706341 192706341 
445.005   0  tick   1721424     18739     18739     18739 
445.005   1  tick 139392844 130619365 130619368 130619381 
450.005   0  tick   1546122     18246     18246     18246 
450.005   1  tick 105561849  46635159  46635164  46635151 
455.005   1  tick  55558859  24052069  24052061  24052061 
455.023   0  tick    294039      3803      3803      3803 
460.005   0  tick   1354791     15969     15969     15969 
460.005   1  tick 102574620  41878070  41878070  41878070 
465.005   0  tick   1581411     18268     18268     18268 
465.005   1  tick 145490583 133087965 133087982 133087989 
470.005   0  tick   2542569     13492     13492     13492 
470.027   1  tick 129759582  77916002  77915985  77915978 
475.005   0  tick   1642690      5032      5032      5032 
475.005   1  tick 119747406  58975625  58975639  58975639 
480.005   0  tick   1607277     18801     18801     18801 
480.005   1  tick 129732459  99038051  99038037  99038037 
485.005   0  tick   2496173     13510     13510     13510 
485.026   1  tick 186779883 212633319 212633319 212633319 
490.005   0  tick    489808      9106      9106      9106 
490.005   1  tick 121344363  74076051  74076069  74076081 
495.005   0  tick   1581517     18208     18208     18208 
495.005   1  tick 107861048  42755173  42755173  42755174 
500.005   0  tick   1607345     18268     18268     18268 
500.005   1  tick 159399931 186471316 186471298 186471285 
505.005   1  tick 163879508 177222020 177222038 177222044 
505.032   0  tick   1718753     19969     19969     19969 
510.005   0  tick     51237       406       406       406 
510.005   1  tick 104768279  41916520  41916510  41916521 
515.005   0  tick   2887023     19267     19267     19267 
515.005   1  tick 129903056  73113312  73113318  73113313 
520.005   0  tick   1645479     21077     21077     21077 
520.005   1  tick 147484463 148754927 148754921 148754909 
525.005   1  tick 124224068  64148866  64148872  64148872 
525.005   0  tick    842883      9264      9264      9264 
530.005   0  tick    754869      9288      9288      9288 
530.005   1  tick  69214197  52618580  52618583  52618590 
535.005   0  tick   1617169     19005     19005     19005 
535.005   1  tick  87361052 170860355 170860338 170860331 
540.005   1  tick  43009253  47135139  47135139  47135139 
540.005   0  tick   1588544     18192     18192     18192 
545.005   0  tick   1292594     15657     15657     15657 
545.006   1  tick  41515893  44588451  44588451  44588451 
550.005   0  tick   2894990      7638      7638      7638 
550.005   1  tick  32931594  18547262  18547280  18547286 
555.005   0  tick   1616416     18198     18198     18198 
555.005   1  tick  48906180  64164321  64164315  64164313 
560.005   1  tick  45327958  60815693  60815689  60815685 
560.479   0  tick   2071978      9170      9170      9170 
565.005   0  tick    878139     11493     11493     11493 
565.005   1  tick  37581056  32905372  32905372  32905372 
570.005   1  tick  55731165  77262416  77262408  77262408 
570.005   0  tick   3020992     18122     18122     18122 
575.005   0  tick   1088887     13752     13752     13752 
575.007   1  tick  40452892  42557592  42557592  42557592 
580.005   0  tick    532617      9537      9537      9537 
580.005   1  tick  31581093  20712524  20712543  20712560 
585.005   0  tick   1625445     18176     18176     18176 
585.005   1  tick  47045306  45764346  45764327  45764310 
590.005   0  tick   1590717     18218     18218     18218 
590.005   1  tick  41042581  45518492  45518510  45518522 
595.005   0  tick   1662400     13279     13279     13279 
595.605   1  tick  39249298  32243064  32243046  32243034 
600.005   1  tick  23012747   8390945   8390945   8390945 
600.005   0  tick   1259132      6384      6384      6384 
605.005   0  tick   4104170     19931     19931     19931 
605.005   1  tick  42323348  25873843  25873843  25873843 
610.005   1  tick  42389318  44334429  44334437  44334437 
610.006   0  tick    522050      8967      8967      8967 
615.005   0  tick   1133065     12392     12392     12392 
615.005   1  tick  47366751  49706732  49706736  49706740 
620.005   0  tick   2935078     18220     18220     18220 
620.005   1  tick  69336297 104568227 104568215 104568211 
625.005   0  tick   1531325     18677     18677     18677 
625.008   1  tick  46123395  45719603  45719603  45719603 
630.005   0  tick    136592       940       940       940 
630.005   1  tick  34990058  21679043  21679043  21679043 
635.005   0  tick   1599326     18202     18202     18202 
635.005   1  tick  55969511  66161017  66161017  66161017 
640.005   1  tick  86985963 152114574 152114574 152114574 
640.005   0  tick   4108396     16939     16939     16939 
645.005   0  tick    210951      2044      2044      2044 
645.005   1  tick  38582898  31788582  31788582  31788582 
650.005   0  tick   1571292     18264     18264     18264 
650.005   1  tick  52158521  57479879  57479895  57479895 
655.005   0  tick   1668974     19526     19526     19526 
655.005   1  tick  54034690  62763645  62763639  62763639 
660.005   0  tick   1589543     18229     18229     18229 
660.005   1  tick  48723595  39238750  39238740  39238740 
665.005   1  tick  33316783  22649929  22649929  22649929 
665.006   0  tick    258981      4983      4983      4983 
670.005   1  tick  44574289  40453507  40453507  40453507 
670.005   0  tick   1378489     18654     18654     18654 
675.005   0  tick   1573961     18158     18158     18158 
675.005   1  tick  45245500  41947374  41947374  41947374 
680.005   0  tick   1608115     18224     18224     18224 
680.005   1  tick  52744610  47778060  47778060  47778060 
685.005   0  tick    796003      9623      9623      9623 
685.005   1  tick  39527892  23862494  23862503  23862503 
690.005   0  tick    758920     10293     10293     10293 
690.005   1  tick  41371813  22075062  22075054  22075054 
695.005   0  tick   1639250     18196     18196     18196 
695.005   1  tick  54873730  54684462  54684461  54684461 
700.005   0  tick   1607227     21315     21315     21315 
700.005   1  tick  57853830  65813491  65813491  65813491 
705.005   1  tick  58974053  73715506  73715506  73715506 
705.010   0  tick   1206993     12720     12720     12720 
710.005   0  tick   1772945      5676      5676      5676 
710.005   1  tick  65539088  88969375  88969375  88969375 
715.005   0  tick   1605690     18495     18495     18495 
715.005   1  tick  53513292  51179332  51179332  51179332 
720.005   0  tick   1642226     18186     18186     18186 
720.005   1  tick  59376339  68291613  68291613  68291613 
725.005   1  tick  47890025  42276663  42276663  42276663 
725.007   0  tick    640710      8044      8044      8044 
730.005   0  tick    977932     13440     13440     13440 
730.005   1  tick  54706482  57172969  57172985  57172985 
735.005   0  tick   1630121     18152     18152     18152 
735.005   1  tick  74030364 100567598 100567600 100567613 
740.005   0  tick   1647069     18749     18749     18749 
740.005   1  tick  52260735  58069661  58069651  58069638 
745.005   0  tick   1008043     11847     11847     11847 
745.005   1  tick  40414190  29926414  29926406  29926406 
750.005   0  tick    621266      7400      7400      7400 
750.005   1  tick  45940112  43743887  43743897  43743897 
755.005   0  tick   2949384     18252     18252     18252 
755.005   1  tick  55276383  57473138  57473141  57473150 
760.005   0  tick   1636351     23818     23818     23818 
760.005   1  tick  77437462  68403243  68403230  68403221 
765.005   0  tick    372535      4002      4002      4002 
765.008   1  tick  37546474  22056686  22056686  22056686 
770.005   0  tick   1256762     15165     15165     15165 
770.005   1  tick  42489083  25737795  25737795  25737795 
775.005   0  tick   1583981     18805     18805     18805 
775.005   1  tick  53157358  49979682  49979682  49979682 
780.005   0  tick   1642176     18266     18266     18266 
780.005   1  tick  50524584  43071696  43071696  43071696 
785.005   0  tick    877535      9204      9204      9204 
785.873   1  tick  49175030  32122560  32122560  32122560 
790.005   1  tick  37482943  28490089  28490089  28490089 
790.005   0  tick   1975241     12355     12355     12355 
795.005   0  tick   1672653     18164     18164     18164 
795.005   1  tick  73076685 102954581 102954597 102954613 
800.005   0  tick   1899752     18643     18643     18643 
800.698   1  tick  47854086  29386349  29386333  29386317 
805.005   1  tick  27641385   6557576   6557576   6557576 
805.005   0  tick    950456      1299      1299      1299 
810.005   0  tick   2954354     18186     18186     18186 
810.005   1  tick  68693598  87652114  87652114  87652114 
815.005   1  tick  60153329  71350603  71350603  71350603 
815.012   0  tick   2101679      9527      9527      9527 
820.005   1  tick  60866338  70078539  70078555  70078570 
820.005   0  tick   2193787     12219     12219     12219 
825.005   0  tick   2937104     18186     18186     18186 
825.005   1  tick  67450411  68739726  68739710  68739695 
830.005   1  tick  66117921  32975759  32975759  32975759 
830.008   0  tick    680745     10484     10484     10484 
835.005   0  tick    975940      9942      9942      9942 
835.005   1  tick  76031138  52313358  52313358  52313358 
840.005   0  tick   1648319     18214     18214     18214 
840.005   1  tick  74593419  45893280  45893280  45893280 
845.005   0  tick   1642908     18246     18246     18246 
845.005   1  tick  62933636  46585472  46585486  46585486 
850.005   1  tick  52563731  35000583  35000577  35000577 
850.009   0  tick    958317     11521     11521     11521 
855.005   1  tick  54738760  42520056  42520048  42520048 
855.005   0  tick    634819      7452      7452      7452 
860.005   0  tick   4289728     20044     20044     20044 
860.005   1  tick 104981334 138512207 138512218 138512221 
865.005   0  tick    917274     10720     10720     10720 
865.009   1  tick  39327620   7843349   7843338   7843335 
870.005   0  tick    644787      7854      7854      7854 
870.005   1  tick  39372955   9097074   9097088   9097102 
875.005   0  tick   1652077     18218     18218     18218 
875.005   1  tick  62308047  51226538  51226538  51226524 
880.005   1  tick  76459820  79025256  79025242  79025242 
880.005   0  tick   2905461     21108     21108     21108 
885.005   1  tick  47234432  25990221  25990229  25990229 
885.005   0  tick    414079      4348      4348      4348 
890.005   0  tick   3892461     16296     16296     16296 
890.005   1  tick  90869367 106806438 106806430 106806430 
895.005   0  tick   1590736     18196     18196     18196 
895.005   1  tick  55332671  37747650  37747658  37747658 
900.005   1  tick  51455756  32869991  32869983  32869983 
900.012   0  tick    331181      3606      3606      3606 
905.005   1  tick  48843854  24254734  24254734  24254734 
905.005   0  tick   1334968     14974     14974     14974 
910.005   0  tick   1632476     21081     21081     21081 
910.005   1  tick  59349130  45557704  45557712  45557729 
915.005   0  tick   1696877     18176     18176     18176 
915.005   1  tick  71507312  72773894  72773894  72773877 
920.005   1  tick  59557845  26697388  26697380  26697380 
920.557   0  tick   1478809      4546      4546      4546 
925.005   0  tick   4106012     16654     16654     16654 
925.005   1  tick 113807254  85749205  85749205  85749205 
930.005   0  tick   1161242     12412     12412     12412 
930.008   1  tick  73414308  27939386  27939386  27939386 
935.005   0  tick    476695      6162      6162      6162 
935.005   1  tick  60557232  10455017  10455023  10455033 
940.005   0  tick   2935233     18627     18627     18627 
940.005   1  tick  86222938  53052978  53052972  53052962 
945.005   1  tick  79743333  74596720  74596720  74596720 
945.005   0  tick   1668960     18302     18302     18302 
950.005   0  tick    556661      9666      9666      9666 
950.006   1  tick  48495605  19892816  19892816  19892816 
955.005   0  tick   1052958     11902     11902     11902 
955.005   1  tick  46448333  11313486  11313486  11313486 
960.005   0  tick   2918311     18264     18264     18264 
960.005   1  tick  84115409  79041829  79041846  79041855 
965.005   0  tick   1577727     18188     18188     18188 
965.012   1  tick  58464359  34307006  34306999  34306990 
970.005   0  tick     82501      3494      3494      3494 
970.005   1  tick  63175791  43665806  43665796  43665796 
975.005   0  tick   1593257     18173     18173     18173 
975.005   1  tick  61496063  41910288  41910288  41910288 
980.005   0  tick   1616101     19535     19535     19535 
980.005   1  tick  54523290  23749264  23749272  23749272 
985.005   0  tick   1601007     18230     18230     18230 
985.005   1  tick  61423681  40637084  40637076  40637076 
990.005   0  tick    306852      3410      3410      3410 
990.008   1  tick  43774814   9401385   9401393   9401393 
995.005   0  tick   2609326     15136     15136     15136 
995.005   1  tick  64141122  42097708  42097700  42097700 
1000.005   0  tick   1577088     21143     21143     21143 
1000.005   1  tick  67778260  49942467  49942467  49942467 
1005.005   0  tick   1362123     15064     15064     15064 
1005.005   1  tick  57963611  35626659  35626670  35626670 
1010.005   0  tick    312035      5635      5635      5635 
1010.005   1  tick  52580419  28051838  28051827  28051827 
1015.005   0  tick   2907782     18714     18714     18714 
1015.005   1  tick  73208258  61249608  61249616  61249624 
1020.005   0  tick   1657328     18292     18292     18292 
1020.005   1  tick  75327116  64690921  64690913  64690905 
1025.005   0  tick    766379      9276      9276      9276 
1025.009   1  tick  58631560  40461497  40461497  40461497 
1030.005   0  tick   2117701      9807      9807      9807 
1030.005   1  tick  65048773  16608661  16608675  16608675 
1035.005   0  tick   1645166     18180     18180     18180 
1035.005   1  tick  80676232  34159086  34159088  34159088 
1040.005   0  tick   1764668     12798     12798     12798 
1040.467   1  tick  79792365  22714717  22714701  22714701 
1045.005   1  tick  60158081  13315935  13315935  13315935 
1045.005   0  tick   1130437      7134      7134      7134 
1050.005   0  tick   1656534     18467     18467     18467 
1050.005   1  tick  92887552  58505151  58505151  58505151 
1055.005   0  tick   1632270     18196     18196     18196 
1055.005   1  tick  51421819  43923001  43923001  43923001 
1060.005   0  tick   1011423     16818     16818     16818 
1060.006   1  tick  45882433  41907937  41907937  41907937 
1065.005   1  tick  42322468  30948333  30948333  30948333 
1065.005   0  tick    585229      7154      7154      7154 
1070.005   0  tick   1626541     19785     19785     19785 
1070.005   1  tick  64922535  83958384  83958384  83958384 
1075.005   0  tick   1568308     18208     18208     18208 
1075.005   1  tick  45424325  24111999  24111999  24111999 
1080.005   0  tick   1602987     18683     18683     18683 
1080.008   1  tick  56815382  68755605  68755605  68755605 
1085.005   1  tick  42697251  18455735  18455735  18455745 
1085.005   0  tick     36665       462       462       462 
1090.005   0  tick   2843249     21053     21053     21053 
1090.005   1  tick  68028120 102076511 102076530 102076528 
1095.005   0  tick   1734443     18158     18158     18158 
1095.005   1  tick  52694969  43837686  43837667  43837659 
1100.005   1  tick  54031172  52904882  52904882  52904882 
1100.811   0  tick   2049327      9765      9765      9765 
1105.005   0  tick   2193894      9362      9362      9362 
1105.005   1  tick 114986559 154585549 154585549 154585549 
1110.005   0  tick   1680182     18729     18729     18729 
1110.005   1  tick 104898601 143458946 143458946 143458946 
1115.005   1  tick  91047299 115971757 115971774 115971781 
1115.005   0  tick    820122      9314      9314      9314 
1120.005   0  tick    797165      9685      9685      9685 
1120.005   1  tick  74008688  76545723  76545706  76545699 
1125.005   0  tick   1686371     18158     18158     18158 
1125.005   1  tick  75718652  96135343  96135343  96135343 
1130.005   1  tick  98812730 132825838 132825854 132825854 
1130.005   0  tick   2892407     20035     20035     20035 
1135.005   0  tick    215296      2492      2492      2492 
1135.009   1  tick  47574230  33950083  33950067  33950067 
1140.005   0  tick   1406167     16884     16884     16884 
1140.005   1  tick  64801576  42408014  42408014  42408014 
1145.005   1  tick  56062840  46191518  46191518  46191518 
1145.005   0  tick   1580780     18211     18211     18211 
1150.005   0  tick   1670521     21059     21059     21059 
1150.005   1  tick  87558009 132296952 132296952 132296952 
1155.005   1  tick  51109134  36255235  36255235  36255235 
1155.006   0  tick    769672      9196      9196      9196 
1160.005   0  tick    962965      9378      9378      9378 
1160.005   1  tick  57057637  44569971  44569971  44569971 
1165.005   0  tick   2904310     18989     18989     18989 
1165.005   1  tick 120818939 132206638 132206638 132206638 
1170.005   0  tick   1682496     19095     19095     19095 
1170.902   1  tick  76061337  67667329  67667329  67667329 
1175.005   1  tick  45337923  31174262  31174262  31174262 
1175.005   0  tick   1221349       546       546       546 
1180.005   0  tick   1597711     21059     21059     21059 
1180.005   1  tick  63077219  54908356  54908356  54908356 
1185.005   0  tick   2858288     18142     18142     18142 
1185.013   1  tick  50631832  21926349  21926349  21926349 
1190.005   0  tick     29261       432       432       432 
1190.005   1  tick  89400778  79520288  79520288  79520298 
1195.005   0  tick   1565064     18995     18995     18995 
1195.005   1  tick  51998824  23928883  23928883  23928873 
1200.005   0  tick   1646001     19257     19257     19257 
1200.005   1  tick  73242000  66957585  66957585  66957587 
1205.005   0  tick   1607203     18218     18218     18218 
1205.005   1  tick  94015635  84735003  84735003  84735001 
1210.005   0  tick    335100      6667      6667      6667 
1210.010   1  tick  55748908  44030773  44030773  44030773 
1215.005   0  tick   1275538     14738     14738     14738 
1215.005   1  tick  53881338  26986627  26986644  26986651 
1220.005   0  tick   1578535     20297     20297     20297 
1220.005   1  tick  56528422  30554610  30554600  30554593 
1225.005   0  tick   1617475     18218     18218     18218 
1225.005   1  tick  47048572  14342175  14342168  14342168 
1230.005   0  tick    807301     10856     10856     10856 
1230.005   1  tick  14507270  10257208  10257216  10257216 
1235.005   0  tick    756543     12751     12751     12751 
1235.005   1  tick   9150977  12671679  12671671  12671671 
1240.005   0  tick   1644147     41934     41934     41934 
1240.005   1  tick   9026437  15096208  15096208  15096208 
1245.005   0  tick      4629       334       334       334 
1245.005   1  tick     80957     96742     96742     96742 
1250.005   0  tick      4822       416       416       416 
1250.005   1  tick    615489    124204    124204    124204 
1255.005   0  tick      4802       378       378       378 
1255.005   1  tick    544216     43962     43962     43962 
1260.005   0  tick      5183      7390      7390      7390 
1260.005   1  tick   1094899     57573     57573     57573 
1265.005   0  tick      4947      1961      1961      1961 
1265.005   1  tick    337198     68083     68083     68083 
1270.005   0  tick      5401      7357      7357      7357 
1270.005   1  tick    221296    164375    164375    164375 
1275.005   0  tick      4842       436       436       436 
1275.005   1  tick     67306     59616     59617     59633 
1280.005   0  tick      5017      1795      1795      1795 
1280.005   1  tick    621010    152397    152396    152380 
1285.005   0  tick      5147      3135      3135      3135 
1285.005   1  tick    594891     45028     45028     45028 
1290.005   0  tick      5006      2591      2591      2591 
1290.005   1  tick   1103667     82018     82018     82018 
1295.005   0  tick      4795       394       394       394 
1295.005   1  tick    261690     49027     49027     49027 
1300.005   0  tick      4988      2982      2982      2982 
1300.005   1  tick    170508    105522    105522    105522 
1305.005   0  tick      5189       849       849       849 
1305.005   1  tick    137702    117478    117478    117478 
1310.005   0  tick      6147      2046      2046      2046 
1310.005   1  tick    904402    797126    797126    797133 
