Time ambienttemp cpu0.dietemp cpu0.memtemp cpu1.dietemp cpu1.memtemp gbeth.temp hddbp.temp sp.temp fan1.tach fan2.tach fan3.tach fan4.tach fan5.tach fan6.tach
0 18.600 39 27 37.200 30 37.800 19.800 37.200 10020 10200 10380 9600 10920 10740
5 18.600 39 27 37.200 30 37.800 19.800 37.200 10020 10200 10380 9600 10920 10740
10 18.600 39 27 37.200 30 37.800 19.800 37.200 9960 10260 10380 9600 10860 10740
15 18.600 39 27 37.200 30 37.800 19.800 37.200 9960 10260 10380 9600 10860 10740
20 18.600 39 27 37.200 30 37.200 19.800 37.200 10020 10260 10440 9600 10860 10740
25 18.600 39 27 37.200 30 37.200 19.800 37.200 10020 10260 10440 9600 10860 10740
30 18.600 39 27 37.200 30 37.200 19.800 37.200 10020 10200 10380 9660 10860 10740
35 18.600 39 27 37.200 30 37.200 19.800 37.200 10020 10200 10380 9660 10860 10740
40 18 39 27 37.200 30 37.800 19.800 37.200 10020 10260 10380 9660 10860 10740
45 18 39 27 37.200 30 37.800 19.800 37.200 10020 10260 10380 9660 10860 10740
50 18 39 27 37.200 30 37.800 19.800 37.200 10020 10260 10380 9600 10860 10740
55 18 39 27 37.200 30 37.800 19.800 37.200 10020 10260 10380 9600 10860 10740
60 18 39 27 37.200 30 37.200 19.800 37.200 10020 10200 10440 9660 10920 10680
65 18 39 27 37.200 30 37.200 19.800 37.200 10020 10200 10440 9660 10920 10680
70 18.600 39 27 36.600 30 37.200 19.800 37.200 10020 10260 10380 9660 10920 10740
75 18 39 27 36.600 30 37.200 19.800 37.200 10020 10260 10380 9660 10920 10740
80 18 39 27 37.200 30 37.800 19.800 37.200 10020 10200 10440 9660 10860 10680
85 18 39 27 37.200 30 37.800 19.800 37.200 10020 10200 10440 9660 10860 10680
90 18 39 27 36.600 30 37.200 19.800 37.200 10020 10200 10380 9660 10920 10740
95 18 39 27 36.600 30 37.200 19.800 37.200 10020 10200 10380 9660 10920 10740
100 18.600 39 27 37.200 30 37.800 19.800 37.200 9960 10200 10380 9600 10920 10740
105 18.600 39 27 37.200 30 37.800 19.800 37.200 9960 10200 10380 9600 10920 10740
110 18.600 39 27 37.200 30 37.200 19.800 37.200 9960 10260 10380 9600 10860 10740
