 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s1 s2 --   in   sy   cs us sy id
 0 0 0 10525316 7572060 276 510 0 0 3 0 856 15 -0 -0 0  750 4045 1619  2  1 97
 0 0 0 10676712 7516936 92 2240 0 0 0 0  0 124 0  0  0  574 1968  296  0  3 97
 0 0 0 10675996 7516384 90 2040 0 0 0 0  0  0  0  0  0  490 1537  283  0  3 97
 0 0 0 10676236 7516436 81 2034 0 0 0 0  0  0  0  0  0  514 1541  267  0  3 97
 1 0 0 10676076 7516428 82 2028 0 0 0 0  0  4  0  0  0  567 1628  356  0  3 97
 0 0 0 10676172 7516404 81 2031 0 0 0 0  0  0  0  0  0  504 1538  269  0  3 97
 0 0 0 10675956 7516328 81 2035 0 0 0 0  0  0  0  0  0  515 1539  280  0  3 97
 0 0 0 10676148 7516432 90 2038 0 0 0 0  0  0  0  0  0  489 1537  281  0  3 97
 0 0 0 10676136 7516356 80 2028 0 0 0 0  0  0  0  0  0  481 1534  279  0  3 97
 1 0 0 10676124 7516344 51 1102 0 0 0 0  0  0  0  0  0  461 1122  238  0  2 98
 0 0 0 10675840 7516224 30 936 0 0 0  0  0  2  0  0  0  496 1052  276  0  2 98
 0 0 0 10676040 7516264 82 2033 0 0 0 0  0  0  0  0  0  478 1543  268  0  3 97
 0 0 0 10675792 7516144 81 2037 0 0 0 0  0  0  0  0  0  501 1537  280  0  3 97
 0 0 0 10675952 7516204 82 2028 0 0 0 0  0  0  0  0  0  489 1538  272  0  3 97
 0 0 0 10675728 7516148 89 2034 0 0 0 0  0  0  0  0  0  487 1539  272  0  3 97
 0 0 0 10675656 7515996 81 2036 0 0 0 0  0  0  0  0  0  501 1538  282  0  3 97
 1 0 0 10675848 7516052 82 2033 0 0 0 0  0  2  0  0  0  529 1534  306  0  3 97
 0 0 0 10675576 7515924 81 2032 0 0 0 0  0  0  0  0  0  496 1538  273  0  3 97
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s1 s2 --   in   sy   cs us sy id
 1 0 0 10675776 7515968 81 2038 0 0 0 0  0  0  0  0  0  484 1537  265  0  3 97
 0 0 0 10675740 7516012 17 98 0 0  0  0  0  0  0  0  0  430  717  194  0  1 99
 0 0 0 10675504 7515860 73 1938 0 0 0 0  0  0  0  0  0  490 1464  271  0  3 97
 0 0 0 10675680 7515908 81 2034 0 0 0 0  0  0  0  0  0  498 1537  269  0  3 97
 0 0 0 10675636 7515836 81 2031 0 0 0 0  0  2  0  0  0  526 1542  315  0  3 97
 0 0 0 10675360 7515712 82 2031 0 0 0 0  0  0  0  0  0  503 1535  270  0  3 97
 0 0 0 10675540 7515728 81 2037 0 0 0 0  0  0  0  0  0  496 1537  271  0  3 97
 0 0 0 10675500 7515728 90 2039 0 0 0 0  0  0  0  0  0  498 1532  282  0  3 97
 0 0 0 10675448 7515636 80 2033 0 0 0 0  0  0  0  0  0  505 1540  273  0  3 97
 0 0 0 10675184 7515520 80 2039 0 0 0 0  0  0  0  0  0  496 1536  270  0  3 97
 1 0 0 10675292 7515500 52 1104 0 0 0 0  0  2  0  0  0  506 1263  328  0  2 97
 0 0 0 10674980 7515320 30 937 0 0 0  0  0  0  0  0  0  463 1005  232  0  1 99
 1 0 0 10675140 7515328 81 2040 0 0 0 0  0  0  0  0  0  510 1540  305  0  3 97
 0 0 0 10674844 7515240 81 2033 0 0 0 0  0  0  0  0  0  504 1539  283  0  3 97
 0 0 0 10675016 7515264 88 2039 0 0 0 0  0  0  0  0  0  479 1534  263  0  3 97
 0 0 0 10674756 7515096 81 2042 0 0 0 0  0  0  0  0  0  493 1536  275  0  3 97
 0 0 0 10674832 7515020 82 2039 0 0 0 0  0  2  0  0  0  537 1538  325  0  3 97
 0 0 0 10674544 7514880 81 2036 0 0 0 0  0  0  0  0  0  490 1540  277  0  3 97
 0 0 0 10674448 7514788 81 2044 0 0 0 0  0  0  0  0  0  506 1537  277  0  3 97
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s1 s2 --   in   sy   cs us sy id
 0 0 0 10674624 7514896 90 2042 0 0 0 0  0  0  0  0  0  505 1536  289  0  3 97
 0 0 0 10674556 7514744 12 98 0 0  0  0  0  0  0  0  0  452  748  185  0  1 99
 0 0 0 10674236 7514584 69 1943 0 0 0 0  0  0  0  0  0  487 1433  269  0  2 98
 0 0 0 10674352 7514560 81 2035 0 0 0 0  0  2  0  0  0  511 1537  319  0  3 97
 0 0 0 10674048 7514392 82 2037 0 0 0 0  0  0  0  0  0  508 1538  273  0  3 97
 0 0 0 10674220 7514436 81 2042 0 0 0 0  0  0  0  0  0  495 1540  279  0  3 97
 0 0 0 10674108 7514312 90 2041 0 0 0 0  0  0  0  0  0  486 1542  277  0  3 97
 0 0 0 10673800 7514140 81 2040 0 0 0 0  0  0  0  0  0  486 1537  272  0  3 97
 0 0 0 10673960 7514148 81 2045 0 0 0 0  0  0  0  0  0  512 1539  270  0  3 97
 1 0 0 10673676 7514024 82 2046 0 0 0 0  0  2  0  0  0  540 1544  320  0  3 97
 0 0 0 10673804 7513992 75 1985 0 0 0 0  0  0  0  0  0  495 1498  268  0  3 97
 0 0 0 10673724 7513912 6 53 0  0  0  0  0  0  0  0  0  419  681  182  0  0 100
 0 0 0 10673428 7513856 80 2036 0 0 0 0  0  0  0  0  0  501 1541  268  0  3 97
 0 0 0 10673300 7513680 90 2042 0 0 0 0  0  0  0  0  0  498 1537  277  0  3 97
 0 0 0 10673492 7513700 81 2048 0 0 0 0  0  0  0  0  0  510 1546  279  0  3 97
 0 0 0 10673172 7513532 81 2049 0 0 0 0  0  2  0  0  0  577 1633  381  0  3 97
 0 0 0 10673316 7513524 80 2038 0 0 0 0  0  0  0  0  0  492 1539  277  0  3 97
 0 0 0 10673092 7513452 81 2048 0 0 0 0  0  0  0  0  0  479 1551  280  0  3 97
 0 0 0 10673232 7513544 90 2052 0 0 0 0  0  0  0  0  0  503 1536  281  0  3 97
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s1 s2 --   in   sy   cs us sy id
 0 0 0 10673204 7513412 81 2045 0 0 0 0  0  0  0  0  0  511 1534  276  0  3 97
 0 0 0 10673124 7513332 51 1105 0 0 0 0  0  0  0  0  0  478 1141  244  0  2 98
 0 0 0 10672724 7513100 30 937 0 0 0  0  0  2  0  0  0  513 1042  284  0  1 98
 0 0 0 10672812 7513028 82 2042 0 0 0 0  0  0  0  0  0  497 1539  274  0  3 97
 0 0 0 10672716 7512968 81 2048 0 0 0 0  0  0  0  0  0  492 1531  273  0  3 97
 0 0 0 10646016 7485636 154 4513 0 0 0 0 0 28  0  0  0 1034 6186  757 11  5 85
 0 0 0 10585864 7412380 940 9403 0 0 0 0 0 113 0  0  0 1425 6336  649 12  6 83
 0 0 0 10528260 7351788 232 9049 0 0 0 0 0  0  0  0  0  542 5947  273 24  4 72
 0 0 0 10539204 7363140 2886 16119 0 0 0 0 0 10 0 0  0  696 9122  414 21  6 72
 0 0 0 10540588 7361476 501 7974 0 0 0 0 0  0  0  0  0  571 4967  287 24  4 72
 0 0 0 10558404 7378612 1107 11035 0 0 0 0 0 0 0  0  0  587 5861  300 23  5 72
 0 0 0 10553648 7376584 3666 17566 0 0 0 0 0 0 0  0  0  532 10900 307 21  5 74
 0 0 0 10520320 7344368 141 11506 0 0 0 0 0 0  0  0  0  547 3946  275 24  3 73
 0 0 0 10495652 7318940 1583 10823 0 0 0 0 0 0 0  0  0  579 6444  304 23  5 72
 1 0 0 10555168 7378448 1700 9232 0 0 0 0 0 17 0  0  0  772 5563  453 13  5 82
 0 0 0 10085728 7311764 264 20068 0 0 0 0 0 3  0  0  0  593 2674  357  9  5 86
 0 0 0 9377632 6887044 92 10941 0 0 0 0  0  0  0  0  0  592 1538  271 24  4 72
 0 0 0 9376568 6851268 101 2049 0 0 0 0  0  0  0  0  0  581 1536  263 25  3 72
 0 0 0 9376604 6852728 92 2049 0 0 0  0  0  0  0  0  0  579 1537  263 25  3 72
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s1 s2 --   in   sy   cs us sy id
 0 0 0 9376452 6852656 91 2045 0 0 0  0  0  0  0  0  0  596 1543  284 25  3 72
 0 0 0 9376272 6862752 93 2044 0 0 0  0  0  4  0  0  0  779 1627  374 25  3 72
