Time ambienttemp cpu0.dietemp cpu0.memtemp cpu1.dietemp cpu1.memtemp gbeth.temp hddbp.temp sp.temp fan1.tach fan2.tach fan3.tach fan4.tach fan5.tach fan6.tach
0 22.200 37.200 27 41.400 25.800 28.200 22.800 30 9060 9780 9540 9540 9720 9720
5 22.200 37.200 27 41.400 25.800 28.200 22.800 30 9060 9780 9540 9540 9720 9720
10 22.200 37.200 27 41.400 25.800 28.200 22.800 30 9060 9780 9540 9540 9720 9660
15 22.200 37.200 27 41.400 25.800 28.200 22.800 30 9060 9780 9540 9540 9720 9660
20 21.600 37.200 27 41.400 25.800 28.200 22.800 30 9000 9780 9540 9540 9720 9720
25 22.200 37.200 27 41.400 25.800 28.200 22.800 30 9000 9780 9540 9540 9720 9720
30 22.200 37.200 27 41.400 25.800 28.200 22.800 30 9060 9780 9540 9540 9780 9720
35 22.200 37.200 27 41.400 25.800 28.200 22.800 30 9060 9780 9540 9540 9780 9720
40 22.200 37.800 27 41.400 25.800 28.200 22.800 30 9060 9780 9540 9540 9720 9720
45 22.200 37.800 27 41.400 25.800 28.200 22.800 30 9060 9780 9540 9540 9720 9720
50 22.200 37.800 27 42 25.800 28.200 22.800 30 8940 9780 9540 9540 9720 9720
55 22.200 37.800 27 42 25.800 28.200 22.800 30 8940 9780 9540 9540 9720 9720
60 22.200 37.200 27 41.400 25.800 28.200 22.800 30 9060 9780 9540 9540 9720 9720
65 22.200 37.200 27 41.400 25.800 28.200 22.800 30 9060 9780 9540 9540 9720 9720
70 22.200 37.800 27 42 25.800 28.200 22.800 30 8940 9780 9600 9600 9720 9720
75 22.200 37.800 27 42 25.800 28.200 22.800 30 8940 9780 9600 9600 9720 9720
80 22.200 37.200 27 41.400 25.800 28.200 22.800 30 9000 9780 9540 9540 9720 9720
85 21.600 37.200 27 41.400 25.800 28.200 22.800 30 9000 9780 9540 9540 9720 9720
90 21.600 37.800 27 42 25.800 28.200 22.800 30 8940 9780 9540 9540 9720 9660
95 21.600 37.800 27 42 25.800 28.200 22.800 30 8940 9780 9540 9540 9720 9660
100 21.600 37.200 27 41.400 25.800 28.200 22.800 30 9000 9780 9540 9540 9780 9720
105 22.200 37.200 27 41.400 25.800 28.200 22.800 30 9000 9780 9540 9540 9780 9720
110 22.200 37.800 27 41.400 25.800 28.200 22.800 30 8820 9780 9540 9540 9720 9720
115 22.200 37.800 27 41.400 25.800 28.200 22.800 30 8820 9780 9540 9540 9720 9720
120 22.200 37.800 27 41.400 25.800 28.200 22.800 30 9120 9840 9540 9540 9720 9780
125 22.200 37.800 27 41.400 25.800 28.200 22.800 30 9120 9840 9540 9540 9720 9780
130 22.200 37.800 27 42 25.800 28.200 22.800 30 9000 9780 9540 9540 9720 9780
135 22.200 37.800 27 42 25.800 28.200 22.800 30 9000 9780 9540 9540 9720 9780
140 22.200 37.800 27 41.400 25.800 28.200 22.800 30 9000 9780 9540 9540 9720 9720
145 22.200 37.800 27 41.400 25.800 28.200 22.800 30 9000 9780 9540 9540 9720 9720
150 22.200 37.800 27 42 25.800 28.200 22.800 30 8940 9780 9540 9540 9780 9720
155 22.200 37.800 27 42 25.800 28.200 22.800 30 8940 9780 9540 9540 9780 9720
160 22.200 37.800 27 42 25.800 28.200 22.800 30 8940 9840 9540 9540 9720 9720
165 21.600 37.800 27 42 25.800 28.200 22.800 30 8940 9840 9540 9540 9720 9720
170 22.200 37.800 27 42 25.800 28.200 22.800 30 9000 9780 9540 9540 9720 9720
175 22.200 37.800 27 42 25.800 28.200 22.800 30 9000 9780 9540 9540 9720 9720
180 22.200 37.800 27 42 25.800 28.200 22.800 30 9000 9780 9540 9540 9720 9660
185 22.200 37.800 27 42 25.800 28.200 22.800 30 9000 9780 9540 9540 9720 9660
190 22.200 37.800 27 42 25.800 28.200 22.800 30 9000 9780 9540 9540 9780 9720
195 22.200 37.800 27 42 25.800 28.200 22.800 30 9000 9780 9540 9540 9780 9720
200 22.200 37.800 27 42 25.800 28.200 22.800 30 9000 9780 9540 9540 9720 9660
205 22.200 37.800 27 42 25.800 28.200 22.800 30 9000 9780 9540 9540 9720 9660
