 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 8333132 5184416 9 275 0  0  0  0  0  0  0  0  0  374  210  100  2  1 98
 0 0 0 7585944 4422320 180 4261 0 0 0 0  0  0  0  0  0  436 2739  259  1 11 89
 0 0 0 7586076 4422312 137 3609 0 0 0 0  0  0  0  0  0  374 2119  247  1  7 92
 0 0 0 7585984 4422224 154 3753 0 0 0 0  0  0  0  0  0  393 2246  251  1  9 91
 0 0 0 7585768 4422156 152 3754 0 0 0 0  0  0  0  0  0  382 2243  245  1  9 90
 0 0 0 7585868 4422240 153 3753 0 0 0 0  0  0  0  0  0  375 2254  248  1  9 91
 0 0 0 7585972 4422212 153 3754 0 0 0 0  0  2  0  0  0  418 2259  290  1  9 91
 0 0 0 7585744 4422156 154 3767 0 0 0 0  0  0  0  0  0  390 2241  253  1  9 91
 0 0 0 7585844 4422260 159 3750 0 0 0 0  0  0  0  0  0  383 2271  250  1  9 90
 0 0 0 7586196 4422324 153 3758 0 0 0 0  0  0  0  0  0  376 2253  249  1  9 91
 0 0 0 7585960 4422216 152 3754 0 0 0 0  0  0  0  0  0  382 2250  252  1  9 91
 0 0 0 7585744 4422152 153 3764 0 0 0 0  0  0  0  0  0  375 2285  257  1  9 91
 0 0 0 7585988 4422280 152 3761 0 0 0 0  0  2  0  0  0  449 2277  290  1  9 91
 0 0 0 7585948 4422212 156 3758 0 0 0 0  0  0  0  0  0  391 2252  257  1  9 91
 0 0 0 7585744 4422196 160 3757 0 0 0 0  0  0  0  0  0  392 2284  251  1  9 91
 0 0 0 7585844 4422228 152 3760 0 0 0 0  0  0  0  0  0  397 2257  252  1  9 91
 0 0 0 7585948 4422204 152 3755 0 0 0 0  0  0  0  0  0  386 2265  253  1  9 91
 0 0 0 7585744 4422152 153 3770 0 0 0 0  0  0  0  0  0  388 2312  253  1  9 91
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 7586004 4422300 153 3755 0 0 0 0  0  2  0  0  0  405 2310  285  1  9 91
 0 0 0 7586136 4422312 156 3754 0 0 0 0  0  0  0  0  0  386 2267  253  1  9 91
 0 0 0 7585720 4422176 159 3762 0 0 0 0  0  0  0  0  0  385 2321  250  1  9 91
 0 0 0 7585716 4422124 153 3753 0 0 0 0  0  0  0  0  0  389 2226  249  1  9 91
 0 0 0 7586196 4422336 153 3765 0 0 0 0  0  0  0  0  0  386 2232  249  1  9 91
 0 0 0 7585924 4422180 152 3751 0 0 0 0  0  0  0  0  0  380 2325  295  1  9 91
 0 0 0 7585712 4422124 152 3756 0 0 0 0  0  2  0  0  0  441 2243  286  1  9 90
 0 0 0 7585956 4422268 156 3763 0 0 0 0  0  0  0  0  0  372 2235  255  1  9 91
 0 0 0 7585920 4422220 158 3755 0 0 0 0  0  0  0  0  0  376 2239  249  1  9 91
 0 0 0 7585712 4422124 152 3771 0 0 0 0  0  0  0  0  0  382 2256  252  1  9 91
 0 0 0 7585956 4422256 153 3749 0 0 0 0  0  0  0  0  0  387 2254  254  1  9 91
 0 0 0 7585932 4422196 153 3772 0 0 0 0  0  0  0  0  0  393 2279  257  1  9 91
 0 0 0 7585688 4422112 152 3758 0 0 0 0  0  2  0  0  0  411 2272  290  1  9 91
 0 0 0 7585688 4422128 156 3776 0 0 0 0  0  0  0  0  0  377 2253  251  1  9 91
 0 0 0 7585996 4422284 158 3773 0 0 0 0  0  0  0  0  0  393 2288  251  1  9 91
 0 0 0 7585904 4422164 136 3466 0 0 0 0  0  0  0  0  0  390 2147  241  1  8 91
 0 0 0 7585928 4422184 85 1703 0 0 0  0  0  0  0  0  0  375 1462  159  0  5 94
 0 0 0 7585688 4422100 153 3770 0 0 0 0  0  0  0  0  0  381 2331  251  1 10 89
 0 0 0 7585872 4422180 192 5022 0 0 0 0  0  2  0  0  0  412 2751  343  1 10 89
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 7585928 4422220 117 2516 0 0 0 0  0  0  0  0  0  383 1737  200  1  5 94
 0 0 0 7585688 4422108 157 3787 0 0 0 0  0  0  0  0  0  394 2341  246  1 10 89
 0 0 0 7585860 4422156 167 4149 0 0 0 0  0  0  0  0  0  399 2470  270  1 10 89
 0 0 0 7585928 4422184 138 3367 0 0 0 0  0  0  0  0  0  392 2027  236  1  5 94
 0 0 0 7585688 4422100 153 3762 0 0 0 0  0  0  0  0  0  375 2342  253  1 10 89
 0 0 0 7586132 4422348 152 3764 0 0 0 0  0  2  0  0  0  425 2357  288  1 10 89
 0 0 0 7585864 4422156 121 2924 0 0 0 0  0  0  0  0  0  390 1868  216  1  5 94
 0 0 0 7585612 4422032 193 4599 0 0 0 0  0  0  0  0  0  383 2609  283  1 10 89
 0 0 0 7585680 4422080 153 3773 0 0 0 0  0  0  0  0  0  388 2278  251  1 10 89
 0 0 0 7585796 4422096 210 5483 0 0 0 0  0  0  0  0  0  395 2855  329  1 10 89
 0 0 0 7585852 4422108 95 2050 0 0 0  0  0  0  0  0  0  388 1664  226  0  5 94
 0 0 0 7585612 4422020 152 3772 0 0 0 0  0  2  0  0  0  403 2288  289  1 10 89
 0 0 0 7585828 4422164 187 4723 0 0 0 0  0  0  0  0  0  379 2599  294  1 10 89
 0 0 0 7585852 4422188 128 2822 0 0 0 0  0  0  0  0  0  385 1830  208  0  5 94
 0 0 0 7585612 4422024 153 3780 0 0 0 0  0  0  0  0  0  397 2290  253  1 10 89
 0 0 0 7585752 4422104 156 3878 0 0 0 0  0  0  0  0  0  398 2329  259  1 10 89
 0 0 0 7585816 4422080 127 3309 0 0 0 0  0  0  0  0  0  379 1985  236  1  5 94
 0 0 0 7585552 4421972 175 4157 0 0 0 0  0  3  0  0  0  421 2444  310  1 10 89
 0 0 0 7585760 4422084 156 3780 0 0 0 0  0  0  0  0  0  382 2291  252  1 10 89
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 7586004 4422196 104 2551 0 0 0 0  0  0  0  0  0  386 1750  202  0  5 94
 0 0 0 7585756 4422012 138 3604 0 0 0 0  0  0  0  0  0  388 2088  237  1  5 94
 0 0 0 7585548 4421960 170 3944 0 0 0 0  0  0  0  0  0  386 2364  257  1 10 89
 0 0 0 7585756 4422060 152 3770 0 0 0 0  0  0  0  0  0  394 2318  254  1 10 89
 0 0 0 7585756 4422012 145 3767 0 0 0 0  0  3  0  0  0  417 2205  298  1  6 93
 0 0 0 7327640 4361308 357 17537 0 0 0 0 0  0  0  0  0  730 6499  265 22 13 65
 0 0 0 6383708 4011876 202 17256 0 0 0 0 0  0  0  0  0  419 2304  254 23 13 64
 0 0 0 6383328 3872736 164 4826 0 0 0 0  0  0  0  0  0  422 2294  257 26 10 64
 0 0 0 6383528 3864792 164 3770 0 0 0 0  0  0  0  0  0  428 2297  253 26 10 64
 0 0 0 6383296 3864588 146 3621 0 0 0 0  0  0  0  0  0  437 2149  253 26  7 68
 0 0 0 6383088 3864580 164 3778 0 0 0 0  0  3  0  0  0  698 2286  303 26 10 65
 0 0 0 6383020 3864580 183 3929 0 0 0 0  0  0  0  0  0  428 2355  258 26 10 64
 0 0 0 6383320 3864720 195 3811 0 0 0 0  0  0  0  0  0  402 2273  245 26 10 64
 0 0 0 6383344 3864780 164 3767 0 0 0 0  0  0  0  0  0  456 2270  249 26 10 64
 0 0 0 6383212 3864568 147 3632 0 0 0 0  0  0  0  0  0  419 2080  243 26  6 68
 0 0 0 6383008 3864560 164 3780 0 0 0 0  0  0  0  0  0  420 2337  297 26 10 65
 0 0 0 6383004 3864560 181 3932 0 0 0 0  0  3  0  0  0  504 2327  323 26 10 64
 0 0 0 6383004 3864572 166 3793 0 0 0 0  0  0  0  0  0  402 2275  260 26 10 64
 0 0 0 6383220 3864672 195 3797 0 0 0 0  0  0  0  0  0  377 2275  247 26 10 64
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 6383472 3864760 164 3779 0 0 0 0  0  0  0  0  0  416 2284  250 26 10 64
 0 0 0 6383192 3864560 146 3625 0 0 0 0  0  0  0  0  0  426 2071  251 26  6 68
