time,cpu,FSB,L2miss
2,0,24717852,
4,1,,35084
6,1,10787694,
8,1,,408294
10,0,3286142,
10,1,3312601,
12,0,,840923
14,1,1438146,
14,0,1437936,
16,1,,271193
18,1,13000500,
20,0,,43399
22,0,18978402,
24,1,,32789
26,1,11265168,
28,0,,457053
30,1,1404868,
30,0,1403320,
32,0,,720940
34,1,1500620,
36,0,,330680
38,0,12555966,
40,1,,41223
42,0,19991990,
44,0,,76948
46,1,5024606,
48,1,,809143
50,0,767161,
50,1,765916,
52,0,,361487
54,1,11714600,
56,1,,71676
58,0,19409932,
60,0,,6166
60,1,,62848
62,0,16722364,
62,1,16745957,
64,1,,183287
66,1,1993042,
68,0,,783984
70,1,1414720,
72,1,,338883
72,0,,377616
74,1,12489436,
76,1,,136068
78,0,18921324,
80,1,,56822
82,0,8676592,
82,1,8690298,
84,1,,523856
86,0,2344260,
88,1,,765370
90,1,1370296,
92,1,,398513
94,0,12072726,
96,1,,46252
98,1,20745128,
100,1,,38548
102,0,10376032,
104,0,,525259
106,1,3943616,
108,0,,745347
110,1,685631,
110,0,685178,
112,0,,671297
112,1,,567241
114,1,3980274,
116,1,,57561
118,0,20502272,
120,0,,34592
122,0,10265036,
124,1,,352633
126,1,3877222,
128,1,,601790
130,1,1402334,
132,0,,403248
132,1,,326944
134,0,13031276,
136,1,,126648
138,0,19729720,
140,1,,5094
140,0,,60573
142,0,9720984,
144,1,,405817
146,1,1268324,
148,1,,779485
150,1,1485976,
152,0,,378422
154,1,12870350,
156,0,,42719
158,0,19335310,
160,1,,5539
160,0,,71997
162,1,19118120,
164,0,,201812
166,0,2028462,
168,0,,857254
170,0,698240,
172,1,,355853
174,1,11260070,
176,0,,114471
178,0,18901460,
180,0,,58981
182,0,9720386,
182,1,9741250,
184,0,,507375
186,0,3165472,
188,1,,890006
190,0,1454966,
192,1,,434642
194,0,11227096,
196,0,,61316
198,0,20802618,
200,1,,27483
202,0,9150452,
202,1,9175406,
204,0,,557087
204,1,,385125
206,0,2880998,
206,1,2907690,
208,1,,731227
210,1,1384344,
212,1,,111146
212,0,,96088
214,1,18576106,
216,0,,82306
216,1,,16477
218,1,9509184,
220,0,,500850
222,0,3665510,
224,0,,747685
226,0,2524602,
226,1,2545026,
228,0,,431578
228,1,,738870
230,1,5821644,
232,1,,40313
234,1,19835573,
236,1,,29810
238,1,9732914,
240,0,,452974
242,1,3563910,
242,0,3581456,
244,1,,762958
246,0,2062038,
246,1,2066320,
248,0,,261346
248,1,,277149
250,0,14299102,
252,0,,128300
254,0,19731510,
256,1,,64422
258,0,10350678,
260,1,,452680
262,0,1069774,
264,1,,765617
266,0,2048876,
268,0,,54555
270,0,20842422,
272,1,,61069
274,0,10130952,
276,0,,469509
278,1,3247808,
280,0,,853838
282,0,2346688,
284,0,,358365
284,1,,301420
286,0,13747034,
288,1,,58327
290,0,18744322,
292,1,,48296
294,0,12717524,
294,1,12728780,
296,0,,361948
298,0,1490724,
298,1,1494812,
300,1,,765742
302,1,23205144,
304,1,,1215173
304,0,,399347
306,1,104157732,
306,0,104138824,
308,0,,6318986
308,1,,157237
310,1,54196558,
312,0,,539892
314,1,52485900,
314,0,52490052,
316,1,,556773
316,0,,1628204
318,1,32087626,
318,0,32092879,
320,1,,807332
320,0,,2482823
322,1,34277631,
322,0,34278828,
324,1,,412828
324,0,,1639706
326,1,46233212,
326,0,46211218,
328,0,,1242878
328,1,,103663
330,1,58850514,
330,0,58914786,
332,1,,90554
332,0,,1279737
334,0,43952656,
334,1,44024534,
336,0,,788907
338,0,31139716,
340,1,,1276643
340,0,,1548887
342,1,37527446,
344,0,,93650
344,1,,1209373
346,1,58890684,
348,0,,117312
350,0,42603392,
352,1,,1215379
352,0,,1515702
354,0,32138790,
354,1,32199072,
356,1,,1869600
356,0,,2874531
358,0,48344798,
360,1,,709212
362,0,42567334,
362,1,42574812,
364,1,,116170
366,0,54264838,
366,1,54270674,
368,0,,65167
368,1,,1308506
370,0,27024051,
372,1,,1690072
372,0,,2357769
374,1,51228580,
374,0,51239886,
376,0,,5580245
376,1,,7823059
378,0,50023942,
378,1,50016834,
380,1,,1862480
382,1,65480380,
382,0,65500687,
384,0,,2060583
386,0,73413106,
386,1,73432020,
388,1,,2410403
390,0,61214212,
392,1,,2535272
394,1,49088346,
396,1,,1874434
396,0,,2114399
398,1,56000004,
400,0,,277363
400,1,,2185915
402,1,80892364,
402,0,80916084,
404,1,,101161
404,0,,2657419
406,0,63306972,
406,1,63433926,
408,0,,1292064
408,1,,2411885
410,0,49748294,
410,1,49772204,
412,1,,990617
412,0,,3660765
414,1,48480340,
414,0,48485052,
416,1,,1351017
416,0,,1962135
418,0,63019592,
418,1,63089906,
420,1,,2377679
422,1,72321616,
422,0,72335228,
424,0,,623525
424,1,,2716336
426,1,78296676,
428,1,,3286061
430,1,60374170,
430,0,60517283,
432,0,,989874
432,1,,4142497
434,0,58446578,
436,1,,3543995
436,0,,376626
438,1,72595542,
440,1,,3144229
442,1,92031046,
442,0,92045402,
444,0,,29096
444,1,,4569482
446,0,74982010,
448,1,,3003827
448,0,,2541399
450,0,69948074,
450,1,69969710,
452,0,,1402638
454,0,72498370,
454,1,72506746,
456,1,,2395382
456,0,,3117695
458,0,84124616,
458,1,84138984,
460,1,,4154178
460,0,,148739
462,0,94151506,
464,1,,4063153
466,0,85136168,
466,1,85178466,
468,1,,1534101
468,0,,3889111
470,1,71075542,
470,0,71075492,
472,0,,3009127
472,1,,2732065
474,1,72228442,
476,0,,38442
476,1,,4898860
478,0,95888633,
478,1,95845694,
480,0,,348635
480,1,,3792906
482,1,78652874,
484,1,,3699503
486,1,77599148,
486,0,77659146,
488,1,,2730937
488,0,,3600300
490,0,70456148,
492,0,,4585240
494,1,87819894,
496,0,,151189
498,1,92595518,
500,0,,1382902
502,0,78483002,
504,1,,3102023
506,0,72009400,
508,1,,4758143
508,0,,1646876
510,1,70854330,
512,1,,4814140
514,0,83181480,
516,1,,179515
518,0,74128836,
518,1,74003428,
520,0,,68917
520,1,,2540968
522,1,50452294,
524,1,,3058753
526,0,30978260,
528,1,,1320114
530,0,47596798,
532,0,,5244937
532,1,,117101
534,0,97418598,
534,1,97404085,
536,0,,72265
536,1,,5178762
538,1,92566750,
540,0,,4548213
542,1,39871846,
542,0,39877366,
544,0,,4248017
546,1,52997026,
546,0,53000686,
548,0,,15591661
550,1,223371935,
552,1,,162581
552,0,,14067554
554,0,238152097,
554,1,238318012,
556,0,,3015317
556,1,,10546219
558,1,219473958,
560,0,,494824
560,1,,15503162
562,1,183458070,
562,0,183505972,
564,1,,4094361
564,0,,12662081
566,0,208491130,
566,1,208542992,
568,0,,7286216
568,1,,7341236
570,1,232248678,
572,1,,13044509
572,0,,203447
574,1,235246290,
574,0,235125238,
576,1,,6254133
578,1,205329000,
578,0,205569950,
580,1,,14433917
582,1,194928848,
584,0,,7778172
584,1,,8510318
586,0,225576484,
588,1,,11288051
588,0,,2577302
590,1,232001598,
590,0,232047749,
592,0,,13717916
594,0,214514474,
596,0,,2295074
598,1,50939754,
600,0,,3012140
600,1,,3004674
602,0,78803744,
602,1,78777020,
604,0,,60702
604,1,,4284925
606,0,126506812,
608,1,,157008
608,0,,4460281
610,1,100388826,
612,0,,1877464
614,0,96373708,
614,1,96713403,
616,0,,4581695
616,1,,1929496
618,1,94588646,
620,0,,673115
620,1,,4800670
622,1,106050132,
622,0,106144108,
624,1,,97065
626,1,121834336,
626,0,121850526,
628,1,,337558
628,0,,4172697
630,0,95470074,
630,1,95623392,
632,0,,2356569
632,1,,4569225
634,0,91320249,
634,1,91329642,
636,0,,315489
638,0,31297022,
640,0,,2166534
642,1,213756672,
642,0,213770760,
644,1,,95714
644,0,,13135776
646,1,186535590,
648,1,,6296375
648,0,,9771068
650,0,178720334,
650,1,178793970,
652,1,,3119220
652,0,,12582009
654,0,182458782,
656,1,,7183804
658,0,210056908,
658,1,210068808,
660,0,,8158098
662,1,194259820,
662,0,194263472,
664,1,,3771299
664,0,,11274208
666,1,180349540,
668,1,,8316120
670,1,193532163,
672,1,,10975973
672,0,,3683586
674,0,182095956,
674,1,182091496,
676,0,,2286875
678,0,186794278,
678,1,186825492,
680,1,,13893460
682,0,206949810,
682,1,206971896,
684,0,,30938
684,1,,12925651
686,1,204471042,
688,1,,11042409,,,
690,1,178347981,,,,
692,0,,6967408,,,
692,1,,9376293,,,
694,0,171565958,,,,
694,1,171444912,,,,
696,0,,152423,,,
698,0,68628664,,,,
700,0,,145714,,,
700,1,,15535581,,,
702,0,251477216,,,,
702,1,251471017,,with,CPU,0
704,0,,116783,,,
704,1,,16569912,,,
706,1,241821424,,,,
708,0,,8926629,,,
710,1,244792438,
710,0,244847992,
712,1,,13931487
712,0,,6212399
714,1,242809142,
716,1,,4351768
718,0,244714342,
720,1,,17048607
722,0,246373806,
722,1,246398420,
724,0,,137919
724,1,,19059154
726,1,253428064,
726,0,253629052,
728,1,,731991
728,0,,19059156
730,0,241840462,
732,1,,17915893
732,0,,1699913
734,1,229952474,
736,1,,7239573
736,0,,10775784
738,1,245814690,
740,0,,18857863
742,0,251182428,
744,0,,19159674
746,0,246306104,
748,1,,16082671
750,0,225058673,
750,1,225132634,
752,0,,16943652
754,1,240178186,
754,0,240218354,
756,0,,19243081
756,1,,450459
758,1,248458512,
760,0,,17636838
760,1,,1315040
762,0,108826892,
764,0,,6841118
766,0,170611410,
768,0,,937904
768,1,,1524617
770,1,32489190,
772,1,,2253522
772,0,,847015
774,0,34360962,
774,1,34396566,
776,0,,1639452
776,1,,470785
