0, 0, 0, 0, 0, 0
0, 100086, 0, 0, 0, 1
0, 100105, 0, 0, 0, 2
0, 100122, 0, 0, 0, 3
0, 100093, 0, 0, 0, 4
0, 100110, 0, 0, 0, 5
0, 100142, 0, 0, 0, 6
0, 100114, 0, 0, 0, 7
0, 100084, 0, 0, 0, 8
0, 100078, 0, 0, 0, 9
0, 100121, 0, 0, 0, 10
0, 100121, 0, 0, 0, 11
0, 100078, 0, 0, 0, 12
0, 100143, 0, 0, 0, 13
0, 100144, 0, 0, 0, 14
0, 100145, 0, 0, 0, 15
0, 100146, 0, 0, 0, 16
0, 100147, 0, 0, 0, 17
0, 100148, 0, 0, 0, 18
0, 100084, 0, 0, 0, 19
0, 100149, 0, 0, 0, 20
0, 100150, 0, 0, 0, 21
0, 100151, 0, 0, 0, 22
0, 100114, 0, 0, 0, 23
0, 100142, 0, 0, 0, 24
0, 100152, 0, 0, 0, 25
0, 100093, 0, 0, 0, 26
0, 100153, 0, 0, 0, 27
0, 100154, 0, 0, 0, 28
0, 100155, 0, 0, 0, 29
0, 100128, 0, 0, 0, 30
0, 100152, 0, 0, 0, 31
0, 100154, 0, 0, 0, 32
0, 100128, 0, 0, 0, 33
0, 100093, 0, 0, 0, 34
0, 100153, 0, 0, 0, 35
0, 100084, 0, 0, 0, 36
0, 100078, 0, 0, 0, 37
0, 100151, 0, 0, 0, 38
0, 100121, 0, 0, 0, 39
0, 100078, 0, 0, 0, 40
0, 100084, 0, 0, 0, 41
0, 100148, 0, 0, 0, 42
0, 100150, 0, 0, 0, 43
0, 100149, 0, 0, 0, 44
0, 100080, 0, 0, 0, 45
0, 100147, 0, 0, 0, 46
0, 100146, 0, 0, 0, 47
0, 100145, 0, 0, 0, 48
0, 100144, 0, 0, 0, 49
0, 100143, 0, 0, 0, 50
0, 100110, 0, 0, 0, 51
0, 100110, 0, 0, 0, 52
0, 100128, 0, 0, 0, 53
0, 100145, 0, 0, 0, 54
0, 100143, 0, 0, 0, 55
0, 100142, 0, 0, 0, 56
0, 100146, 0, 0, 0, 57
