Time,ambienttemp,cpu0.dietemp,cpu0.memtemp,cpu1.dietemp,cpu1.memtemp,gbeth.temp,hddbp.temp,sp.temp,fan1.tach,fan2.tach,fan3.tach,fan4.tach,fan5.tach,fan6.tach
0,17.400,37.800,25.800,36,28.800,36,19.200,34.800,10020,10260,10380,9600,10860,10740
5,18,37.800,25.800,36,28.800,36,19.200,34.800,10020,10260,10380,9600,10860,10740
10,18,38.400,25.800,36.600,28.800,36,19.200,34.800,9960,10260,10380,9600,10860,10680
15,18,39,25.800,36,28.800,36,19.200,34.800,9960,10260,10380,9600,10860,10680
20,17.400,39,25.800,36,28.800,36,19.200,34.800,9960,10260,10380,9600,10860,10680
25,16.800,39,25.800,36.600,28.800,36,19.200,34.800,9960,10260,10380,9600,10860,10680
30,16.800,39,25.800,36.600,28.800,36,19.200,34.800,9960,10200,10380,9600,10860,10680
35,18,39,25.800,37.800,29.400,36,19.800,34.800,9960,10200,10380,9600,10860,10680
40,17.400,39,25.800,37.800,29.400,36,19.800,34.800,10020,10200,10440,9600,10860,10740
45,17.400,39.600,25.800,37.200,29.400,36,19.800,34.800,10020,10200,10440,9600,10860,10740
50,18,39.600,25.800,37.200,29.400,36,19.800,34.800,10020,10260,10380,9600,10860,10680
55,18,39.600,25.800,37.800,29.400,36,19.800,34.800,10020,10260,10380,9600,10860,10680
60,18,39.600,25.800,37.800,29.400,36,19.800,34.800,10020,10260,10380,9660,10860,10680
65,18,40.200,25.800,37.800,29.400,36,19.800,34.800,10020,10260,10380,9660,10860,10680
70,18,40.200,25.800,37.800,29.400,36,19.800,34.800,9960,10260,10380,9600,10860,10680
75,18,40.800,25.800,37.800,29.400,36,19.800,34.800,9960,10260,10380,9600,10860,10680
80,18,40.800,25.800,37.800,29.400,36,19.800,34.800,10020,10200,10380,9600,10920,10680
85,18,41.400,26.400,37.200,29.400,36,19.800,36,10020,10200,10380,9600,10920,10680
90,18,41.400,26.400,37.200,29.400,36,19.800,36,10020,10260,10380,9660,10860,10740
95,18,42,26.400,37.800,30,37.200,19.800,36,10020,10260,10380,9660,10860,10740
100,18,42,26.400,37.800,30,37.200,19.800,36,10020,10260,10380,9600,10860,10680
105,18,40.800,26.400,37.800,30,37.200,19.800,36,10020,10260,10380,9600,10860,10680
110,18,40.800,26.400,37.800,30,37.200,19.800,36,9960,10200,10380,9600,10920,10740
115,18,42.600,26.400,37.800,30,37.200,19.800,36,9960,10200,10380,9600,10920,10740
120,18,42.600,26.400,37.800,30,37.200,19.800,36,10020,10200,10380,9600,10920,10740
125,18,41.400,26.400,38.400,30,37.200,19.800,36,10020,10200,10380,9600,10920,10740
130,18,41.400,26.400,38.400,30,37.200,19.800,36,10020,10260,10380,9600,10860,10680
135,18,40.800,26.400,39,30,37.200,19.800,36,9960,10260,10380,9660,10860,10680
140,18,40.800,26.400,39,30,37.200,19.800,36,9960,10260,10380,9660,10860,10740
145,18,42.600,26.400,39,30,37.200,19.800,36,10020,10260,10380,9600,10860,10740
150,18,42.600,26.400,39,30,37.200,19.800,36,10020,10260,10380,9600,10860,10680
155,18,43.200,26.400,37.800,30,37.200,19.800,36,10020,10260,10380,9600,10860,10680
160,18,43.200,26.400,37.800,30,37.200,19.800,36,10020,10260,10380,9600,10860,10740
165,18,42,26.400,37.800,30,37.200,19.800,36,10020,10200,10380,9660,10860,10740
170,18,42,26.400,37.800,30,37.200,19.800,36,10020,10200,10380,9660,10860,10740
175,18,42.600,26.400,37.800,30,37.200,19.800,36,10020,10200,10440,9660,10860,10740
180,18,42.600,26.400,37.800,30,37.200,19.800,36,10020,10200,10440,9660,10860,10680
185,18,42,26.400,38.400,30,37.200,19.800,36,10020,10260,10380,9660,10860,10680
190,18,42,26.400,38.400,30,37.200,19.800,36,10020,10260,10380,9660,10860,10740
195,18,42,27,39,30,37.200,19.800,36,10020,10200,10440,9600,10860,10740
200,18,42,27,39,30,37.200,19.800,36,10020,10200,10440,9600,10920,10740
205,18,43.200,27,37.800,30.600,37.200,19.800,36,10020,10260,10380,9600,10920,10740
210,18,43.200,27,37.800,30.600,37.200,19.800,36,10020,10260,10380,9600,10860,10740
215,18,43.200,27,30.600,37.200,19.800,36,10020,10260,10380,9600,10860,10740
220,18,43.200,27,39,30.600,37.200,19.800,36,10020,10260,10380,9600,10920,10740
225,18,43.200,27,39,30.600,37.200,19.800,36,10020,10200,10380,9600,10920,10740
230,18,43.200,27,37.800,30.600,37.200,19.800,36,10020,10200,10380,9600,10860,10740
235,17.400,43.200,27,37.800,30.600,37.200,19.800,36,9960,10260,10380,9600,10860,10740
240,17.400,43.200,27,38.400,30.600,37.200,19.800,36,9960,10260,10380,9600,10860,10740
245,18,42,27,38.400,30.600,37.200,19.800,36,10020,10260,10380,9660,10860,10740
250,18,42,27,38.400,30.600,37.200,19.800,36,10020,10260,10380,9660,10860,10740
255,18,43.200,27,38.400,30.600,37.200,19.800,36,10020,10260,10380,9600,10860,10740
260,18,43.200,27,37.800,30.600,37.200,19.800,36,10020,10260,10380,9600,10920,10680
265,18,43.200,27,37.800,30.600,37.200,19.800,36,10080,10260,10440,9600,10920,10680
270,18,43.200,27,38.400,30.600,37.200,19.800,36,10080,10260,10440,9600,10860,10740
275,18,43.200,27,38.400,30.600,37.200,19.800,36,10020,10260,10380,9600,10860,10740
280,18,43.200,27,38.400,30.600,37.200,19.800,36,10020,10260,10380,9600,10860,10740
285,18,43.200,27,38.400,30.600,37.800,19.800,36,9960,10260,10380,9660,10860,10740
290,18,43.200,27,38.400,30.600,37.800,19.800,36,9960,10260,10380,9660,10860,10680
295,17.400,43.200,27,38.400,30.600,37.800,19.800,36,10020,10200,10380,9600,10860,10680
300,17.400,43.200,27,39,30.600,37.800,19.800,36,10020,10200,10380,9600,10860,10740
305,17.400,42.600,27,39,30.600,37.800,19.800,36,10020,10200,10380,9600,10860,10740
310,17.400,42.600,27,39,30.600,37.800,19.800,36,10020,10260,10380,9600,10920,10680
315,17.400,42,27,39,30.600,37.800,19.800,37.200,10020,10200,10380,9660,10920,10740
320,17.400,41.400,27,39.600,30.600,37.800,19.800,37.200,10020,10200,10380,9660,10920,10740
325,17.400,41.400,27,39.600,30.600,37.800,19.800,37.200,10020,10260,10380,9600,10860,10680
330,16.800,42,27,37.800,30.600,37.800,19.800,37.200,10020,10260,10380,9600,10860,10680
335,17.400,42,27,37.800,30.600,37.800,19.800,37.200,10020,10260,10380,9600,10860,10740
340,17.400,42.600,27,38.400,30.600,37.800,19.800,37.200,10020,10260,10380,9600,10860,10740
345,17.400,42.600,27,38.400,30.600,37.800,19.800,37.200,10020,10260,10380,9600,10860,10740
350,16.800,40.800,27,37.200,30.600,37.800,19.800,37.200,9960,10260,10380,9600,10860,10740
