 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 8467920 5316296 6 218 0  0  0  0  0  0  0  0  0  373  167   96  1  0 99
 0 0 0 7649948 4486056 141 3995 0 0 0 0  0  0  0  0  0  433 2582  247  1  9 91
 0 0 0 7649388 4485736 129 3612 0 0 0 0  0  0  0  0  0  384 2208  250  1  9 91
 0 0 0 7649384 4485800 138 3624 0 0 0 0  0  0  0  0  0  387 2194  249  1  9 91
 0 0 0 7649824 4485888 12 99 0  0  0  0  0  1  0  0  0  401  742  132  0  0 100
 0 0 0 7649828 4485936 117 3513 0 0 0 0  0  0  0  0  0  533 2256  297  1  8 91
 0 0 0 7649380 4485748 129 3633 0 0 0 0  0  0  0  0  0  389 2220  246  1  9 91
 0 0 0 7649352 4485736 129 3615 0 0 0 0  0  0  0  0  0  393 2179  241  1  9 91
 0 0 0 7649800 4485896 15 99 0  0  0  0  0  0  0  0  0  385  768   97  0  0 100
 0 0 0 7649804 4485964 118 3536 0 0 0 0  0  0  0  0  0  409 2180  243  1  8 91
 0 0 0 7649356 4485768 135 3635 0 0 0 0  0  2  0  0  0  412 2184  282  1  9 91
 0 0 0 7649352 4485728 129 3610 0 0 0 0  0  0  0  0  0  398 2224  248  1  9 91
 0 0 0 7649800 4485872 12 98 0  0  0  0  0  0  0  0  0  373  797   92  0  0 100
 0 0 0 7649796 4485904 117 3523 0 0 0 0  0  0  0  0  0  378 2152  243  1  8 91
 0 0 0 7649356 4485740 129 3614 0 0 0 0  0  0  0  0  0  387 2234  251  1  9 91
 0 0 0 7649352 4485788 138 3619 0 0 0 0  0  0  0  0  0  382 2258  252  1  9 91
 0 0 0 7649780 4485852 0  0  0  0  0  0  0  2  0  0  0  388  710  127  0  0 100
 0 0 0 7649852 4485916 129 3623 0 0 0 0  0  0  0  0  0  397 2244  252  1  9 91
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 7649336 4485712 129 3624 0 0 0 0  0  0  0  0  0  387 2210  246  1  9 91
 0 0 0 7649308 4485696 113 3208 0 0 0 0  0  0  0  0  0  381 1991  227  1  8 91
 0 0 0 7649756 4485844 15 420 0 0  0  0  0  0  0  0  0  364  834  111  0  0 99
 0 0 0 7649512 4485820 132 3625 0 0 0 0  0  0  0  0  0  390 2158  247  1  9 91
 0 0 0 7649516 4485788 135 3629 0 0 0 0  0  2  0  0  0  412 2168  283  1  9 91
 0 0 0 7649312 4485688 100 2758 0 0 0 0  0  0  0  0  0  395 1836  212  1  8 91
