pic0: pic0=NB_ht_bus0_bandwidth,umask0=0x07
pic1: pic1=NB_ht_bus1_bandwidth,umask=0x07
pic2: pic2=NB_ht_bus2_bandwidth,umask=0x07
pic3: pic3=DC_refill_from_L2,sys
   time cpu event      pic0      pic1      pic2      pic3 
  6.001   1  tick    999611         0  19166067    779907 
  6.011   2  tick         0  33294727         0    537614 
  6.011   3  tick         0  33303376         0    296870 
 12.001   1  tick   1634874         0  18276289    556799 
 12.011   3  tick         0  19000767         0    164480 
 18.001   1  tick   1622156         0  20355795    881330 
 18.011   3  tick         0  25524279         0    144185 
 24.001   1  tick   1639686         0  18314064    491857 
 24.011   2  tick         0  18336390         0    390495 
 30.001   1  tick   1717714         0  19631517    659166 
 30.011   2  tick         0  22553820         0    400094 
 36.001   1  tick   1613204         0  21835822    912214 
 36.011   2  tick         0  26568443         0    418634 
 42.001   1  tick   1628727         0  17872959    569254 
 42.011   3  tick         0  18475758         0    113213 
 48.001   1  tick   1632376         0  21096626    685452 
 48.011   2  tick         0  24727371         0    459514 
 54.001   1  tick   1634028         0  18250008    554727 
 54.011   2  tick         0  18733736         0    366265 
 60.001   1  tick   1706215         0  19430511    732500 
 60.011   2  tick         0  22542431         0    347611 
 66.001   0  tick   1133165         0  15196934    326480 
 66.011   3  tick         0  19150138         0    213806 
 66.012   2  tick         0  19165413         0    220351 
 72.001   1  tick    848736         0  10033235    326537 
 72.011   3  tick         0  10055546         0    131540 
 78.001   1  tick   1640447         0  20151812    864191 
 78.011   3  tick         0  25882605         0    161827 
 84.001   1  tick   1652070         0  16921331    557165 
 84.011   3  tick         0  17641649         0    188432 
 90.001   1  tick   1952060         0  22311828    797556 
 90.011   2  tick         0  25864219         0    436500 
 96.001   1  tick   1631245         0  21134326    899979 
 96.011   3  tick         0  25148767         0    198373 
102.001   0  tick   1628026         0  18075655    536242 
102.011   3  tick         0  18549047         0    151525 
108.001   1  tick   1651675         0  19222106    929422 
108.011   2  tick         0  24804898         0    306323 
114.001   1  tick   1630360         0  17275871    632144 
114.011   2  tick         0  18615701         0    332006 
120.001   0  tick   1715676         0  20365817    690548 
120.011   2  tick         0  23966182         0    396180 
126.001   0  tick   1611434         0  22977314    747897 
126.011   2  tick         0  25086737         0    449806 
132.001   0  tick   1630925         0  17824565    550828 
132.011   2  tick         0  18415765         0    416693 
138.001   1  tick    525696         0   6369224    445453 
138.002   0  tick    527697         0   6376338    165571 
138.011   2  tick         0  11237152         0     68934 
144.001   0  tick   1437513         0  16856433    546851 
144.011   2  tick         0  17491446         0    354566 
150.001   1  tick   1738714         0  19803498    731452 
150.011   2  tick         0  23497721         0    391801 
156.001   1  tick   1656132         0  21133403    837740 
156.011   3  tick         0  25168833         0    159996 
156.011   2  tick         0  25169253         0    432942 
162.001   1  tick   1647769         0  17167835    622194 
162.011   2  tick         0  18237393         0    363768 
168.001   1  tick   1643243         0  19865860    881054 
168.011   2  tick         0  25229915         0    431782 
174.001   0  tick   1636120         0  18837634    487941 
174.011   2  tick         0  17547905         0    481815 
180.001   1  tick   1718862         0  20667054    729597 
180.011   2  tick         0  24293891         0    432381 
186.001   1  tick   1644670         0  23444446    687655 
186.011   2  tick         0  24872097         0    509090 
192.001   1  tick   1652189         0  17342173    471910 
192.011   2  tick         0  17784348         0    396508 
198.001   1  tick   1635485         0  21384749    666813 
198.011   2  tick         0  25003062         0    478568 
204.001   1  tick   1245357         0  11810728    207042 
204.001   0  tick   1246474         0  11821592    284763 
204.011   3  tick         0  11365722         0    160532 
210.001   1  tick    845992         0  12237991    481530 
210.011   3  tick         0  15274047         0    112351 
216.001   1  tick   1647480         0  20615591    828480 
216.011   3  tick         0  24659982         0    159892 
222.001   1  tick   1661966         0  18380169    516283 
222.011   3  tick         0  18649130         0    166257 
228.001   1  tick   1635076         0  20455220    892441 
228.011   3  tick         0  25770872         0    127862 
234.001   1  tick   1630426         0  18071706    555521 
234.011   3  tick         0  18173460         0    190859 
240.001   1  tick   1716324         0  20991871    787203 
240.011   2  tick         0  25044406         0    346012 
246.001   1  tick   1626406         0  20431317    786803 
246.011   3  tick         0  24249946         0    195447 
252.001   0  tick   1653150         0  17208092    563562 
252.011   3  tick         0  17729538         0    155569 
258.001   1  tick   1622791         0  20256015    856548 
258.011   2  tick         0  25534701         0    342566 
264.001   0  tick   1632646         0  18405800    519446 
264.011   2  tick         0  18670766         0    386364 
270.001   0  tick   1737939         0  20157638    566247 
270.011   2  tick         0  24979558         0    401069 
276.001   1  tick    624419         0   6728093    313074 
276.001   0  tick    624681         0   6733890    183697 
276.011   2  tick         0   9478356         0    154073 
282.001   1  tick   1364726         0  16066481    568211 
282.011   3  tick         0  16777898         0     72778 
288.001   1  tick   1655538         0  19622286    831274 
288.011   2  tick         0  24944482         0    397162 
294.001   0  tick   1645360         0  17617279    526841 
294.011   2  tick         0  18266181         0    366796 
300.001   1  tick   1715145         0  20735250    882559 
300.011   3  tick         0  25146590         0    159040 
306.001   1  tick   2203142         0 109246563   1090110 
306.011   2  tick         0  94183123         0   5496331 
312.001   0  tick   1627812         0 155994732  12089772 
312.011   2  tick         0 121913851         0   1869270 
318.001   1  tick   1829046         0 151979125   2795632 
318.011   3  tick         0 139488798         0  10770752 
324.001   0  tick   1633366         0 157639000  11072688 
324.011   2  tick         0 124260066         0   3650143 
330.001   0  tick   4474019         0 168382751  25622225 
330.011   2  tick         0 171913191         0   1841025 
336.001   1  tick   1876851         0 144817108   2630095 
336.011   3  tick         0 131426004         0   5250397 
342.001   1  tick   1398762         0 136799073   6610337 
342.002   0  tick   1400700         0 136837640   1433444 
342.011   2  tick         0 110985755         0  13273208 
348.001   1  tick    601029         0 152385632   2821475 
348.011   3  tick         0 126485585         0    943616 
348.011   2  tick         0 126487584         0  20524456 
354.001   0  tick   1628779         0 157278227   5836905 
354.011   3  tick         0 140426717         0  18532183 
354.011   2  tick         0 140426270         0   9325141 
360.001   0  tick   2313717         0 227834795   8066362 
360.011   3  tick         0 193037167         0   5482540 
366.001   1  tick   1624093         0 161870689   2750364 
366.001   0  tick   1624093         0 161865510   3377772 
366.011   3  tick         0 139365190         0  49082773 
372.001   0  tick   1637553         0 146789561  12185927 
372.011   2  tick         0 146964327         0  18980217 
378.001   0  tick   3108050         0  74444382    848531 
378.011   2  tick         0  68726299         0   6984537 
384.001   1  tick   1889269         0  64900644    565001 
384.011   3  tick         0  70242492         0    583719 
384.011   2  tick         0  70249221         0  27479516 
390.001   1  tick   6352059         0  70672799   1694169 
390.011   3  tick         0  92223422         0   9401600 
390.011   2  tick         0  92224373         0  10254162 
396.001   0  tick   1655357         0  41988325    494849 
396.011   3  tick         0  51908765         0  15815772 
402.001   1  tick   1627525         0  47803950    540389 
402.011   3  tick         0  59933111         0  17644681 
402.011   2  tick         0  59952310         0   4592251 
408.001   0  tick   1620958         0  44567065    495780 
408.011   3  tick         0  60110236         0  11741206 
408.011   2  tick         0  60110008         0   6619273 
414.001   0  tick    760990         0  25951636     96760 
414.011   3  tick         0  35100755         0  10235313 
420.001   1  tick   1368812         0  44015987    814120 
420.011   3  tick         0  56903845         0   8228914 
420.011   2  tick         0  56922414         0  23165250 
426.001   0  tick   1628747         0  46741449    538453 
426.011   3  tick         0  59308163         0  17028070 
426.011   2  tick         0  59305346         0   1713612 
432.001   1  tick   1619895         0  42322642    558808 
432.011   3  tick         0  52368507         0  26399965 
438.001   1  tick   1634443         0  42958880    920442 
438.011   2  tick         0  57816392         0   1612132 
