 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd -- -- --   in   sy   cs us sy id
 0 0 0 6752304 7789276 4 42  3  0  0  0  3  0  0  0  0  441   77  180  0  0 100
 0 0 0 6749172 7794272 149 2150 0 0 0 0  0  0  0  0  0  574 1866  270  0  3 97
 0 0 0 6748864 7794136 148 1861 0 0 0 0  0  0  0  0  0  511 1502  279  0  3 97
 0 0 0 6749148 7794272 149 1862 0 1 1 0  0  0  0  0  0  517 1489  287  0  3 97
 0 0 0 6749072 7794244 148 1858 0 0 0 0  0  0  0  0  0  520 1502  281  0  3 97
 0 0 0 6749148 7794272 148 1859 0 0 0 0  0  0  0  0  0  511 1489  279  0  3 97
 0 0 0 6748892 7794160 149 1862 0 0 0 0  0  0  0  0  0  519 1504  279  0  3 97
 0 0 0 6749144 7794288 148 1859 0 0 0 0  0  0  0  0  0  514 1484  284  0  3 97
 0 0 0 6749148 7794268 148 1859 0 1 1 0  0  0  0  0  0  525 1499  281  0  3 97
 0 0 0 6748840 7794120 146 1838 0 0 0 0  0  2  0  0  0  540 1479  291  0  3 97
 0 0 0 6749124 7794244 2 24  0  0  0  0  0  0  0  0  0  432  556  196  0  0 100
 0 0 0 6749116 7794244 148 1862 0 0 0 0  0  5  0  0  0  523 1496  285  0  3 97
 0 0 0 6749072 7794252 148 1859 0 0 0 0  0  0  0  0  0  513 1499  276  0  3 97
 0 0 0 6749116 7794244 148 1861 0 0 0 0  0  0  0  0  0  510 1487  284  0  3 97
 0 0 0 6748860 7794132 148 1859 0 0 0 0  0  0  0  0  0  507 1503  278  0  3 97
 0 0 0 6749040 7794212 149 1860 0 1 1 0  0  0  0  0  0  540 1482  282  0  3 97
 0 0 0 6749116 7794236 148 1861 0 0 0 0  0  0  0  0  0  519 1505  291  0  3 97
 0 0 0 6748832 7794100 148 1861 0 0 0 0  0  0  0  0  0  510 1486  278  0  3 97
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd -- -- --   in   sy   cs us sy id
 0 0 0 6749116 7794236 148 1857 0 0 0 0  0  0  0  0  0  510 1496  283  0  3 97
 0 0 0 6748976 7794204 128 1263 0 3 3 0  0  0  0  0  0  509 1616  256  0  3 97
 0 0 0 6749072 7794220 51 761 0 0  0  0  0  0  0  0  0  464  872  238  0  0 100
 0 0 0 6749068 7794204 149 1862 0 1 1 0  0  1  0  0  0  547 1488  284  0  3 97
 0 0 0 6748796 7794080 148 1861 0 0 0 0  0  0  0  0  0  532 1566  319  0  3 97
 0 0 0 6749008 7794200 148 1860 0 0 0 0  0  0  0  0  0  513 1492  274  0  3 97
 0 0 0 6749052 7794188 148 1859 0 0 0 0  0  0  0  0  0  515 1500  286  0  3 97
 0 0 0 6748768 7794048 148 1859 0 0 0 0  0  0  0  0  0  510 1488  275  0  3 97
 0 0 0 6749052 7794184 148 1861 0 0 0 0  0  0  0  0  0  516 1498  280  0  3 97
 0 0 0 6749004 7794188 148 1858 0 1 1 0  0  2  0  0  0  534 1490  280  0  3 97
 0 0 0 6749052 7794188 148 1860 0 0 0 0  0  0  0  0  0  518 1500  277  0  3 97
 0 0 0 6748796 7794080 91 1027 0 0 0  0  0  0  0  0  0  470 1123  236  0  3 97
 0 0 0 6749052 7794192 58 833 0 0  0  0  0  0  0  0  0  479  902  250  0  1 99
 0 0 0 6748908 7794176 148 1860 0 0 0 0  0  0  0  0  0  529 1492  279  0  3 97
 0 0 0 6749028 7794188 148 1859 0 0 0 0  0  0  0  0  0  513 1500  279  0  3 97
 0 0 0 6748744 7794040 149 1863 0 1 1 0  0  0  0  0  0  543 1490  281  0  3 97
