time,Temp0,Temp1,Planar_Temp,VRD_0_Temp,VRD_1_Temp,Fan_1,Fan_2A,Fan_2B,Fan_3A,Fan_3B,Fan_4A,Fan_4B,Fan_5A,Fan_5B,fsb,l2miss,fsb_scaled,l2miss_scaled,Watts,InputDCPwr,AllPwrExtBd,ProcPwrUnc,ProcPwr,disk_read_count,disk_write_count,disk_read_kbytes,disk_write_kbytes,disk_read_bytes,disk_write_bytes
0,26,30,25,18,20,3150,7650,5250,7500,5400,7575,5325,8025,5325,2.24E+07,25096,2.24E+01,0.25096,2107,1685.6,1264.2,63.21,63.21,0.5,1.6,29.7,21.5,29700,21500
5,26,30,25,18,20,3150,7650,5250,7500,5400,7575,5325,8025,5250,9.29E+06,2.84E+05,9.29E+00,2.8351,1984,1587.2,1190.4,59.52,59.52,0,0,0,0,0,0
10,26,30,25,18,20,3225,7575,5325,7425,5400,7575,5325,7950,5250,2.98E+06,1.27E+06,2.98E+00,12.74,1479,1183.2,887.4,44.37,44.37,0,19,0,186.3,0,186300
15,26,30,25,18,20,3150,7650,5250,7500,5400,7575,5325,8025,5250,5.26E+06,1.01E+05,5.26E+00,1.0087,1984,1587.2,1190.4,59.52,59.52,0,0,0,0,0,0
20,27,30,25,18,20,3225,7650,5325,7500,5400,7575,5250,7950,5250,2.25E+07,42346,2.25E+01,0.42346,1962,1569.6,1177.2,58.86,58.86,0,0,0,0,0,0
25,26,30,25,18,20,3150,7575,5250,7500,5400,7575,5325,8025,5325,2.65E+06,3.51E+05,2.65E+00,3.5068,1436,1148.8,861.6,43.08,43.08,0,0,0,0,0,0
30,27,30,25,18,20,3225,7575,5250,7425,5325,7575,5325,8025,5250,2.75E+05,9.68E+05,2.75E-01,9.6797,1801,1440.8,1080.6,54.03,54.03,0,0,0,0,0,0
35,27,30,25,18,21,3150,7650,5325,7500,5400,7575,5250,7950,5325,5.67E+06,1.14E+05,5.67E+00,1.1411,1947,1557.6,1168.2,58.41,58.41,0,0,0,0,0,0
40,26,31,25,18,21,3150,7575,5325,7500,5400,7575,5250,8025,5325,2.31E+07,1.24E+05,2.31E+01,1.2362,1411,1128.8,846.6,42.33,42.33,0,10.6,0,31.1,0,31100
45,27,30,25,18,21,3150,7650,5250,7500,5400,7575,5325,7950,5250,1.21E+07,2.90E+05,1.21E+01,2.9022,1408,1126.4,844.8,42.24,42.24,0,0,0,0,0,0
50,27,31,25,18,21,3150,7575,5325,7425,5400,7575,5250,8025,5250,4.80E+06,9.00E+05,4.80E+00,8.9998,1938,1550.4,1162.8,58.14,58.14,0,0,0,0,0,0
55,27,31,25,18,21,3150,7575,5250,7500,5400,7650,5325,8025,5325,8.78E+06,44400,8.78E+00,0.444,1407,1125.6,844.2,42.21,42.21,0,0,0,0,0,0
60,27,31,25,18,21,3150,7650,5325,7500,5400,7575,5250,7950,5325,1.94E+07,16469,1.94E+01,0.16469,1410,1128,846,42.3,42.3,0,0,0,0,0,0
65,27,31,25,18,21,3150,7650,5325,7500,5400,7575,5325,7950,5325,4.52E+06,2.49E+05,4.52E+00,2.4944,1948,1558.4,1168.8,58.44,58.44,0,0,0,0,0,0
70,27,31,25,18,21,3150,7650,5325,7500,5400,7575,5250,7950,5325,2.95E+06,8.71E+05,2.95E+00,8.705,1935,1548,1161,58.05,58.05,0,12,0,33.6,0,33600
75,27,31,25,18,21,3150,7650,5325,7425,5400,7650,5250,7950,5325,5.46E+06,2.62E+05,5.46E+00,2.6161,1403,1122.4,841.8,42.09,42.09,0,0,0,0,0,0
80,27,31,25,18,21,3150,7650,5250,7425,5400,7575,5325,7950,5250,2.20E+07,25830,2.20E+01,0.2583,1955,1564,1173,58.65,58.65,0,0,0,0,0,0
85,27,31,25,18,21,3150,7650,5250,7425,5400,7575,5325,8025,5250,4.84E+06,2.69E+05,4.84E+00,2.694,1951,1560.8,1170.6,58.53,58.53,0,0,0,0,0,0
90,27,31,25,18,21,3150,7575,5250,7425,5400,7650,5325,8025,5250,3.26E+05,7.93E+05,3.26E-01,7.9292,1403,1122.4,841.8,42.09,42.09,0,0,0,0,0,0
95,27,31,25,18,20,3150,7650,5250,7500,5400,7650,5325,7950,5250,6.20E+06,4.60E+05,6.20E+00,4.5993,1949,1559.2,1169.4,58.47,58.47,0,0,0,0,0,0
100,27,31,25,18,20,3150,7650,5325,7425,5400,7575,5250,7950,5325,1.50E+07,1.26E+05,1.50E+01,1.2643,1953,1562.4,1171.8,58.59,58.59,0,10.4,0,36.2,0,36200
105,27,31,25,18,20,3150,7650,5325,7500,5400,7575,5250,7950,5325,4.47E+06,3.19E+05,4.47E+00,3.1903,1405,1124,843,42.15,42.15,0,0,0,0,0,0
110,27,31,25,18,20,3150,7650,5325,7425,5400,7575,5250,8025,5250,8.47E+05,8.58E+05,8.47E-01,8.5787,1945,1556,1167,58.35,58.35,0,0,0,0,0,0
115,27,31,25,18,20,3225,7650,5325,7425,5400,7650,5250,8025,5325,5.07E+06,2.26E+05,5.07E+00,2.2619,1938,1550.4,1162.8,58.14,58.14,0,0,0,0,0,0
