time,offcore_req,l2_cache_miss,offcore_req_scaled,l2_cache_miss_scaled,Temp0,Temp1,Temp2,Ambient_Temp0,Temp3,Ambient_Temp1,Ambient_Temp2,Planar_Temp,Temp4,Temp5,Temp6,FAN_MOD_1A_RPM,FAN_MOD_2A_RPM,FAN_MOD_3A_RPM,FAN_MOD_4A_RPM,FAN_MOD_5A_RPM,FAN_MOD_6A_RPM,FAN_MOD_1B_RPM,FAN_MOD_2B_RPM,FAN_MOD_3B_RPM,FAN_MOD_4B_RPM,FAN_MOD_5B_RPM,FAN_MOD_6B_RPM,Watts,InputDCPwr,AllPwrExtBd,ProcPwrUnc,ProcPwr,disk_read_kbytes,disk_write_kbytes
10,6897594,5323002,0.6897594,0.5323002,58,57,37,29,35,27,15,38,27,29,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1871,1496.8,1122.6,56.13,56.13,9.2,9.5
20,4839271,3385725,0.4839271,0.3385725,54,60,37,29,35,27,15,38,27,29,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1391,1112.8,834.6,41.73,41.73,0,27.8
30,21020998,14417474,2.1020998,1.4417474,58,57,37,29,35,27,15,38,28,29,44,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1595,1276,957,47.85,47.85,0,0
40,7052219,4917798,0.7052219,0.4917798,54,60,37,29,35,27,16,38,27,29,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1583,1266.4,949.8,47.49,47.49,0,0
50,11587853,9730558,1.1587853,0.9730558,54,60,37,29,35,27,16,38,28,29,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1393,1114.4,835.8,41.79,41.79,0,14.9
60,9506510,7442243,0.950651,0.7442243,53,60,37,29,35,27,16,38,28,29,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1551,1240.8,930.6,46.53,46.53,0,0
70,16208028,10776714,1.6208028,1.0776714,58,57,37,29,35,27,16,38,28,29,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1534,1227.2,920.4,46.02,46.02,0,0
80,18926651,14070956,1.8926651,1.4070956,54,60,37,29,35,27,16,38,28,30,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1384,1107.2,830.4,41.52,41.52,0,16
90,8717163,7871683,0.8717163,0.7871683,58,57,37,29,35,27,16,38,28,30,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1400,1120,840,42,42,0,0
100,10326050,6744576,1.032605,0.6744576,58,57,37,29,35,27,16,38,27,30,44,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1490,1192,894,44.7,44.7,0,0
110,17130884,12601864,1.7130884,1.2601864,57,60,38,29,35,27,16,38,28,30,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1374,1099.2,824.4,41.22,41.22,0,17.4
120,18072587,12288709,1.8072587,1.2288709,56,59,38,29,35,27,16,38,28,29,45,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1379,1103.2,827.4,41.37,41.37,0,0
130,19866394,14176252,1.9866394,1.4176252,57,60,37,29,35,27,16,38,28,29,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1372,1097.6,823.2,41.16,41.16,0,0
140,24046814,16868387,2.4046814,1.6868387,57,60,37,29,35,27,16,38,28,29,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1376,1100.8,825.6,41.28,41.28,0,23.4
150,17630976,12359132,1.7630976,1.2359132,57,60,38,29,35,27,16,38,28,30,44,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1375,1100,825,41.25,41.25,0,0
160,13432645,9354082,1.3432645,0.9354082,57,60,37,29,35,27,16,38,28,29,44,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1374,1099.2,824.4,41.22,41.22,0,0
170,26113486,18585116,2.6113486,1.8585116,57,60,37,29,35,27,16,38,28,29,44,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1381,1104.8,828.6,41.43,41.43,0,19.9
