Time Temp Temp Temp Ambient_Temp Temp Ambient_Temp Ambient_Temp Planar_Temp IOH_THERMTRIP CPU_Temp_Interf Temp Temp Temp FAN_MOD_1A_RPM FAN_MOD_2A_RPM FAN_MOD_3A_RPM FAN_MOD_4A_RPM FAN_MOD_5A_RPM FAN_MOD_6A_RPM FAN_MOD_1B_RPM FAN_MOD_2B_RPM FAN_MOD_3B_RPM FAN_MOD_4B_RPM FAN_MOD_5B_RPM FAN_MOD_6B_RPM Fan_Redundancy et
0 -58 -57 37 29 35 27 15 38 5Dh 76h 27 29 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 4
10 -54 -60 37 29 35 27 15 38 5Dh 76h 27 29 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
20 -58 -57 37 29 35 27 15 38 5Dh 76h 28 29 44 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
30 -54 -60 37 29 35 27 16 38 5Dh 76h 27 29 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 5
40 -54 -60 37 29 35 27 16 38 5Dh 76h 28 29 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 11
50 -53 -60 37 29 35 27 16 38 5Dh 76h 28 29 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 9
60 -58 -57 37 29 35 27 16 38 5Dh 76h 28 29 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
70 -54 -60 37 29 35 27 16 38 5Dh 76h 28 30 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
80 -58 -57 37 29 35 27 16 38 5Dh 76h 28 30 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 10
90 -58 -57 37 29 35 27 16 38 5Dh 76h 27 30 44 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
100 -57 -60 38 29 35 27 16 38 5Dh 76h 28 30 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
110 -56 -59 38 29 35 27 16 38 5Dh 76h 28 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 5
120 -57 -60 37 29 35 27 16 38 5Dh 76h 28 29 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
130 -57 -60 37 29 35 27 16 38 5Dh 76h 28 29 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
140 -57 -60 38 29 35 27 16 38 5Dh 76h 28 30 44 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 5
150 -57 -60 37 29 35 27 16 38 5Dh 76h 28 29 44 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
160 -57 -60 37 29 35 27 16 38 5Dh 76h 28 29 44 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
170 -53 -60 37 29 35 27 16 38 5Dh 76h 28 29 44 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 9
180 -57 -60 38 29 35 27 16 38 5Dh 76h 28 29 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
190 -56 -60 37 29 35 27 17 38 5Dh 76h 28 29 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 5
200 -54 -60 38 29 35 27 17 38 5Dh 76h 28 29 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
210 -53 -60 37 29 35 27 17 38 5Dh 76h 29 29 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
220 -53 -60 37 29 35 27 17 38 5Dh 76h 28 29 44 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
230 -53 -60 38 30 35 27 17 38 5Dh 76h 29 29 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
240 -56 -57 37 30 35 27 17 38 5Dh 76h 29 29 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
250 -52 -60 37 30 35 27 17 38 5Dh 76h 29 29 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
260 -52 -60 38 30 35 27 17 38 5Dh 76h 29 29 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 4
270 -57 -57 38 30 35 27 17 38 5Dh 76h 28 29 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
280 -57 -57 38 30 35 27 17 38 5Dh 76h 28 29 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 5
290 -57 -57 38 30 35 27 17 38 5Dh 76h 28 30 44 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
300 -52 -52 38 30 35 28 17 38 5Dh 76h 28 30 44 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
