57.81,0,27,30,26,19,21,11.95,0.27309,19,0,3150,7650,5325,7425,5400,7575,5325,7950,5250
57.75,5,27,30,26,19,21,5.3139,2.1512,0,0,3150,7650,5325,7425,5400,7575,5250,7950,5250
42.21,10,27,31,26,19,21,2.7983,6.7544,0,0,3150,7650,5325,7500,5400,7575,5250,8025,5250
58.44,15,27,31,26,19,21,6.4092,1.448,315,0,3150,7650,5250,7500,5400,7500,5250,8025,5325
59.97,20,28,31,26,19,21,9.9964,0.86493,0,0,3150,7575,5325,7425,5325,7575,5325,7950,5250
44.19,25,28,31,26,19,21,1.8444,3.8002,0,0,3150,7650,5250,7500,5400,7575,5250,7950,5325
44.13,30,28,31,26,19,21,0.63989,7.7778,0,0,3150,7650,5250,7500,5325,7575,5250,7950,5325
59.88,35,28,31,26,19,21,6.1593,1.5511,0,0,3150,7650,5250,7500,5325,7575,5250,7950,5325
60.3,40,28,31,26,19,21,9.8227,0.36109,0,0,3150,7575,5325,7500,5325,7575,5325,8025,5250
44.04,45,28,31,26,19,21,8.4964,1.9965,145.5,0,3150,7650,5250,7500,5400,7575,5325,7950,5325
58.71,50,28,31,26,19,21,3.098,3.6542,0,0,3225,7575,5250,7425,5400,7650,5250,7950,5325
58.17,55,29,31,26,19,21,5.4673,1.7839,0,0,3150,7650,5250,7500,5400,7650,5250,7950,5325
42,60,28,31,26,19,21,19.778,0.3101,0,0,3150,7575,5250,7500,5400,7575,5250,7950,5325
57.81,65,28,31,26,19,21,10.058,2.317,0,0,3150,7575,5250,7425,5400,7575,5250,7950,5325
58.02,70,28,32,26,19,21,2.1276,3.9589,0,0,3150,7650,5250,7425,5400,7575,5250,7950,5325
42.03,75,28,32,26,19,21,9.3401,0.94222,197.5,0,3150,7650,5250,7425,5400,7575,5250,7950,5325
56.52,80,28,31,26,19,22,10.621,0.56637,0,0,3150,7650,5250,7425,5400,7575,5250,7950,5325
58.08,85,29,32,26,19,22,5.1307,2.7003,0,0,3150,7650,5325,7500,5400,7575,5325,7950,5250
42.09,90,28,32,26,19,22,4.3338,3.0027,0,0,3150,7650,5325,7500,5400,7575,5325,8025,5325
42,95,28,32,26,19,22,20.36,0.40554,0,0,3150,7650,5325,7425,5400,7575,5250,8025,5250
42.21,100,28,32,26,19,22,5.1514,2.9303,0,0,3150,7650,5325,7425,5325,7575,5325,7950,5250
41.97,105,30,36,26,19,22,1.8806,3.7835,175,0,3150,7650,5250,7425,5400,7575,5250,7950,5325
42.06,110,29,33,26,19,22,8.5111,2.4772,0,0,3150,7650,5325,7500,5400,7575,5325,7950,5250
42.12,115,29,32,26,19,22,9.2351,0.25237,0,0,3150,7650,5250,7425,5325,7650,5250,7950,5325
42.06,120,32,34,26,19,22,4.891,2.3396,0,0,3225,7650,5250,7425,5400,7650,5250,7950,5325
42.12,125,29,34,26,19,22,1.0239,7.4518,0,0,3150,7650,5325,7425,5400,7575,5325,8025,5250
42.03,130,28,33,26,19,22,7.6257,1.5827,0,0,3150,7575,5325,7425,5400,7650,5325,8025,5250
