 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 8284148 5135996 10 296 0 0  0  0  0  0  0  0  0  375  223  101  2  1 98
 0 0 0 7548756 4385368 163 4242 0 0 0 0  0  0  0  0  0  415 2744  255  1 11 89
 0 0 0 7548684 4385172 122 3596 0 0 0 0  0  0  0  0  0  387 2113  252  1  7 93
 0 0 0 7548564 4385188 139 3753 0 0 0 0  0  2  0  0  0  457 2252  306  1  9 90
 0 0 0 7549256 4385680 160 3921 0 0 0 0  0  0  0  0  0  431 2430  319  1 10 89
 0 0 0 7549684 4385944 124 3617 0 0 0 0  0  0  0  0  0  410 2193  307  1  7 92
 0 0 0 7549188 4385604 167 3842 0 0 0 0  0  0  0  0  0  416 2529  321  1  9 90
 0 0 0 7548864 4385316 158 3998 0 0 0 0  0  0  0  0  0  400 2397  279  1  9 90
 0 0 0 7549940 4386036 140 3732 0 0 0 0  0  0  0  0  0  381 2325  266  1 10 89
 0 0 0 7550056 4386084 122 3582 0 0 0 0  0  2  0  0  0  403 2120  283  1  7 93
 0 0 0 7552156 4387836 159 3749 0 0 0 0  0  0  0  0  0  392 2277  264  1  9 90
 0 0 0 7552396 4388620 182 3918 0 0 0 0  0  0  0  0  0  393 2447  299  1 10 89
 0 0 0 7552356 4388600 145 3610 0 0 0 0  0  0  0  0  0  387 2143  245  1  7 92
 0 0 0 7552152 4388544 159 3757 0 0 0 0  0  0  0  0  0  388 2258  246  1  9 90
 0 0 0 7552148 4388544 176 3907 0 0 0 0  0  0  0  0  0  393 2351  254  1 10 90
 0 0 0 7552672 4388764 141 3609 0 0 0 0  0  4  0  0  0  435 2171  317  1  8 92
 0 0 0 7552152 4388584 159 3757 0 0 0 0  0  0  0  0  0  381 2281  251  1  9 90
 0 0 0 7552152 4388612 181 3916 0 0 0 0  0  0  0  0  0  384 2335  250  1  9 90
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 7552352 4388676 162 3758 0 0 0 0  0  0  0  0  0  399 2329  253  1 10 89
 0 0 0 7552332 4388608 141 3601 0 0 0 0  0  0  0  0  0  386 2140  248  1  7 93
 0 0 0 7552128 4388544 159 3767 0 0 0 0  0  0  0  0  0  386 2259  253  1  9 91
 0 0 0 7552328 4388632 176 3904 0 0 0 0  0  2  0  0  0  418 2397  285  1 10 89
 0 0 0 7552332 4388612 141 3609 0 0 0 0  0  0  0  0  0  396 2126  257  1  7 92
 0 0 0 7552124 4388584 162 3751 0 0 0 0  0  0  0  0  0  372 2221  240  1  9 90
 0 0 0 7552120 4388552 182 3915 0 0 0 0  0  0  0  0  0  380 2351  250  1 10 90
 0 0 0 7552572 4388728 141 3605 0 0 0 0  0  0  0  0  0  381 2134  247  1  8 92
 0 0 0 7552124 4388540 159 3753 0 0 0 0  0  0  0  0  0  391 2232  255  1  9 91
 0 0 0 7552120 4388540 176 3928 0 0 0 0  0  2  0  0  0  421 2326  287  1  9 90
 0 0 0 7552364 4388672 162 3751 0 0 0 0  0  0  0  0  0  381 2307  256  1 10 89
 0 0 0 7552328 4388636 142 3615 0 0 0 0  0  0  0  0  0  383 2104  241  1  7 93
 0 0 0 7552096 4388544 164 3761 0 0 0 0  0  0  0  0  0  393 2258  254  1  9 91
 0 0 0 7552304 4388628 176 3929 0 0 0 0  0  0  0  0  0  397 2369  255  1 10 89
 0 0 0 7552304 4388568 141 3622 0 0 0 0  0  0  0  0  0  376 2136  247  1  7 92
 0 0 0 7552096 4388512 158 3760 0 0 0 0  0  3  0  0  0  499 2264  308  1  9 90
 0 0 0 7552096 4388532 179 3923 0 0 0 0  0  0  0  0  0  395 2373  259  1 10 90
 0 0 0 7552548 4388732 143 3618 0 0 0 0  0  0  0  0  0  391 2239  287  1  8 92
 0 0 0 7552312 4388604 165 3773 0 0 0 0  0  0  0  0  0  393 2274  249  1  9 91
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 7552096 4388516 158 3779 0 0 0 0  0  0  0  0  0  392 2272  250  1  9 90
 0 0 0 7552196 4388600 159 3768 0 0 0 0  0  0  0  0  0  389 2259  250  1  9 91
 0 0 0 7552304 4388568 159 3761 0 0 0 0  0  2  0  0  0  411 2277  284  1  9 90
 0 0 0 7552096 4388524 159 3758 0 0 0 0  0  0  0  0  0  403 2306  259  1  9 91
 0 0 0 7552096 4388532 165 3765 0 0 0 0  0  0  0  0  0  400 2254  244  1  9 90
 0 0 0 7552504 4388668 159 3769 0 0 0 0  0  0  0  0  0  391 2297  248  1  9 91
 0 0 0 7552288 4388556 159 3761 0 0 0 0  0  0  0  0  0  389 2294  253  1  9 91
 0 0 0 7552072 4388492 158 3762 0 0 0 0  0  0  0  0  0  384 2264  247  1  9 91
 0 0 0 7552240 4388584 159 3767 0 0 0 0  0  2  0  0  0  428 2305  297  1  9 91
 0 0 0 7552280 4388552 159 3771 0 0 0 0  0  0  0  0  0  391 2310  258  1  9 91
 0 0 0 7552072 4388520 166 3777 0 0 0 0  0  0  0  0  0  382 2260  250  1  9 91
 0 0 0 7552276 4388600 158 3767 0 0 0 0  0  0  0  0  0  379 2226  251  1  9 91
 0 0 0 7552280 4388544 158 3771 0 0 0 0  0  0  0  0  0  392 2225  254  1  9 91
 0 0 0 7552072 4388492 158 3780 0 0 0 0  0  0  0  0  0  393 2233  250  1  9 91
 0 0 0 7552264 4388568 158 3782 0 0 0 0  0  2  0  0  0  414 2232  288  1  9 91
 0 0 0 7552524 4388672 160 3785 0 0 0 0  0  0  0  0  0  390 2240  255  1  9 91
 0 0 0 7552056 4388508 167 3781 0 0 0 0  0  0  0  0  0  382 2230  246  1  9 91
 0 0 0 7552048 4388480 159 3778 0 0 0 0  0  0  0  0  0  395 2242  251  1  9 91
 0 0 0 7552284 4388584 158 3779 0 0 0 0  0  0  0  0  0  391 2237  251  1  9 91
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 7552256 4388520 159 3777 0 0 0 0  0  0  0  0  0  380 2241  253  1  9 91
