 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 10076092 7014028 88 2050 0 0 0 0 19  2  7  0  0  433 1304  214  9  5 86
 0 0 0 9871360 6727068 162 4134 0 0 0 0  0  0  0  0  0  471 2604  262  1  9 91
 0 0 0 9870944 6726820 153 3776 0 0 0 0  0  0  0  0  0  391 2240  262  1  8 91
 0 0 0 9871184 6726960 153 3761 0 0 0 0  0  0  0  0  0  405 2235  258  1  9 91
 0 0 0 9871144 6726872 153 3769 0 0 0 0  0  0  0  0  0  402 2220  255  1  9 91
 0 0 0 9870936 6726836 153 3761 0 0 0 0  0  3  0  0  0  447 2232  307  1  9 91
 0 0 0 9871012 6726904 162 3771 0 0 0 0  0  0  0  0  0  411 2250  258  1  9 91
 0 0 0 9871112 6726868 153 3775 0 0 0 0  0  0  0  0  0  387 2214  256  1  9 91
 0 0 0 9870908 6726812 153 3764 0 0 0 0  0  0  0  0  0  398 2268  263  1  8 91
 0 0 0 9871152 6726940 153 3768 0 0 0 0  0  0  0  0  0  410 2254  257  1  8 91
 0 0 0 9871352 6726992 153 3766 0 0 0 0  0  0  0  0  0  417 2229  258  1  8 91
 0 0 0 9870908 6726832 153 3776 0 0 0 0  0  2  0  0  0  429 2203  299  1  9 91
 0 0 0 9870876 6726800 162 3780 0 0 0 0  0  0  0  0  0  399 2292  301  1  8 91
 0 0 0 9871292 6726944 153 3766 0 0 0 0  0  0  0  0  0  400 2199  256  1  9 91
 0 0 0 9870884 6726788 153 3766 0 0 0 0  0  0  0  0  0  403 2214  264  1  9 91
 0 0 0 9870880 6726784 153 3774 0 0 0 0  0  0  0  0  0  416 2208  256  1  8 91
 0 0 0 9871288 6726936 153 3774 0 0 0 0  0  0  0  0  0  407 2211  257  1  9 91
 0 0 0 9870880 6726808 153 3775 0 0 0 0  0  2  0  0  0  430 2214  298  1  9 91
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 9870876 6726784 163 3768 0 0 0 0  0  0  0  0  0  402 2220  258  1  8 91
 0 0 0 9871316 6726944 153 3766 0 0 0 0  0  0  0  0  0  394 2204  256  1  8 91
 0 0 0 9871080 6726836 153 3770 0 0 0 0  0  0  0  0  0  396 2233  262  1  8 91
 0 0 0 9870864 6726772 153 3768 0 0 0 0  0  0  0  0  0  409 2223  256  1  8 91
 0 0 0 9871240 6726984 153 3775 0 0 0 0  0  0  0  0  0  416 2205  259  1  9 91
 0 0 0 9871056 6726852 153 3765 0 0 0 0  0  4  0  0  0  450 2233  327  1  9 91
 0 0 0 9870788 6726752 164 3773 0 0 0 0  0  0  0  0  0  403 2241  255  1  9 91
 0 0 0 9871012 6726800 153 3767 0 0 0 0  0  0  0  0  0  388 2198  255  1  8 91
 0 0 0 9870992 6726748 153 3768 0 0 0 0  0  0  0  0  0  404 2256  265  1  9 91
 0 0 0 9870788 6726696 153 3784 0 0 0 0  0  0  0  0  0  394 2237  257  1  8 91
 0 0 0 9871032 6726824 153 3763 0 0 0 0  0  0  0  0  0  412 2219  258  1  8 91
 0 0 0 9870992 6726792 153 3780 0 0 0 0  0  2  0  0  0  425 2248  303  1  9 91
 0 0 0 9870752 6726708 164 3780 0 0 0 0  0  0  0  0  0  408 2257  260  1  8 91
 0 0 0 9870932 6726756 153 3781 0 0 0 0  0  0  0  0  0  396 2217  257  1  9 91
 0 0 0 9870956 6726712 153 3784 0 0 0 0  0  0  0  0  0  407 2267  265  1  8 91
 0 0 0 9870708 6726612 153 3778 0 0 0 0  0  0  0  0  0  402 2199  258  1  9 91
 0 0 0 9870804 6726688 153 3779 0 0 0 0  0  0  0  0  0  409 2201  259  1  8 91
 0 0 0 9870888 6726700 153 3790 0 0 0 0  0  2  0  0  0  421 2211  301  1  9 91
 0 0 0 9870680 6726644 164 3780 0 0 0 0  0  0  0  0  0  409 2297  302  1  9 91
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 9870960 6726716 153 3794 0 0 0 0  0  0  0  0  0  410 2200  258  1  9 91
 0 0 0 9870876 6726628 153 3776 0 0 0 0  0  0  0  0  0  399 2221  270  1  8 91
 0 0 0 9870668 6726576 153 3774 0 0 0 0  0  0  0  0  0  403 2208  259  1  9 91
 0 0 0 9870972 6726720 153 3770 0 0 0 0  0  0  0  0  0  409 2212  260  1  9 91
 0 0 0 9870884 6726692 153 3771 0 0 0 0  0  2  0  0  0  429 2223  301  1  9 91
 0 0 0 9870668 6726632 164 3788 0 0 0 0  0  0  0  0  0  405 2231  259  1  9 91
 0 0 0 9870664 6726568 152 3767 0 0 0 0  0  0  0  0  0  402 2204  258  1  9 91
