time,cpu,FSB,L2miss
2,0,23839508,
4,1,,6899
4,0,,80252
6,0,2233649,
8,1,,270359
10,0,10094040,
12,0,,38300
14,0,3448780,
14,1,3472706,
16,0,,529794
18,1,330814,
18,0,337956,
20,0,,42591
22,0,19027063,
24,0,,4297
24,1,,66411
26,0,2030498,
28,0,,301039
30,0,11331020,
32,0,,36356
34,0,4124388,
36,0,,775642
38,0,896106,
38,1,920170,
40,1,,22861
42,0,18909808,
44,1,,33068
46,0,957672,
48,1,,218437
50,0,10214930,
52,0,,18519
54,0,4119333,
56,0,,740373
58,1,1416806,
60,1,,80686
62,1,19606018,
64,0,,4760
66,0,2085646,
68,0,,273222
68,1,,321878
70,1,10142582,
72,1,,28029
74,1,3479212,
76,0,,508553
78,1,222588,
80,1,,29715
82,0,18995912,
84,0,,5943
86,0,2024070,
88,0,,241604
90,0,11201736,
92,0,,117124
94,1,4931008,
96,0,,712340
98,0,821622,
100,0,,34916
100,1,,30127
102,1,18168476,
104,0,,20915
106,0,888234,
108,0,,284189
108,1,,275821
110,0,10143458,
112,0,,76279
114,0,5426210,
114,1,5435900,
116,0,,619023
118,1,1384568,
118,0,1446978,
120,0,,94443
122,0,19493240,
124,1,,5752
124,0,,76542
126,0,2096398,
128,0,,333332
130,0,10094072,
132,1,,39973
134,0,4254008,
134,1,4260832,
136,0,,503414
138,0,179984,
140,1,,36265
142,1,19188464,
144,0,,52470
146,1,1992842,
148,1,,278566
150,1,11243096,
152,0,,96622
154,0,5363764,
154,1,5377068,
156,1,,673092
158,1,800602,
158,0,825742,
160,1,,45085
160,0,,42469
162,0,18271884,
164,0,,21257
166,1,1521720,
168,1,,286097
168,0,,272162
170,1,10273916,
172,0,,7075
172,1,,82427
174,1,4971896,
176,1,,522046
178,1,1448516,
180,1,,82356
182,1,19585370,
184,0,,14692
184,1,,69138
186,0,2050670,
188,0,,265048
188,1,,319288
190,0,10210066,
192,0,,28555
194,0,3421688,
194,1,3471162,
196,0,,711059
196,1,,522510
198,1,333978,
198,0,351870,
200,1,,32055
202,0,19251316,
204,0,,6030
204,1,,66356
206,0,2060394,
208,1,,251198
210,0,11327066,
212,0,,102947
214,1,4523810,
216,0,,617108
218,0,799564,
220,0,,38809
222,0,18343868,
224,0,,38893
226,1,952986,
226,0,961784,
228,0,,272264
230,0,10364530,
