66.741,24.714,28.571,23.857,16.714,19.571,1.4103e+07,6.4526e+06,38162,10734,106.21,0,3150,7639.3,5303.6,7478.6,5400,7607.1,5303.6,8003.6,5282.1
55.667,25.429,29.571,23.857,16.714,19.571,7.2741e+06,0,4.8875e+05,0,59,0,3150,7628.6,5292.9,7500,5389.3,7596.4,5303.6,7992.9,5303.6
46.483,25.286,29.286,23.857,16.714,19.571,1.3965e+06,1.4477e+06,6.1616e+05,4.9235e+05,182.64,0,3160.7,7617.9,5325,7457.1,5400,7585.7,5303.6,8003.6,5260.7
54.814,25.571,29.286,23.714,16.714,19.571,6.0187e+06,6.3001e+06,2.5145e+05,1.2085e+05,39.143,0,3150,7596.4,5282.1,7500,5389.3,7607.1,5303.6,8014.3,5250
54.36,25.714,29.857,23.714,16.714,19.571,1.2422e+07,2.6127e+06,1.0103e+05,88947,77.643,0,3160.7,7650,5303.6,7489.3,5389.3,7596.4,5292.9,8003.6,5260.7
45.411,25.714,29.286,23.714,16.714,19.571,1.1227e+06,4.0161e+06,5.146e+05,0,0,0,3150,7607.1,5303.6,7500,5400,7596.4,5292.9,7992.9,5292.9
47.151,25.714,29.429,23.714,16.857,19.571,7.0955e+05,5.9371e+05,5.7567e+05,1.9538e+05,39,0,3160.7,7607.1,5303.6,7467.9,5367.9,7617.9,5292.9,8003.6,5292.9
56.507,25.571,29.857,23.714,16.857,19.714,5.8665e+06,5.5326e+06,2.584e+05,36628,24.5,0,3150,7628.6,5282.1,7489.3,5389.3,7617.9,5303.6,7971.4,5303.6
47.589,26.143,30.143,23.714,17,19.714,9.0601e+06,9.6596e+06,1.2209e+05,98515,42.857,0,3150,7596.4,5303.6,7489.3,5400,7617.9,5282.1,8025,5282.1
43.813,26.143,29.857,23.714,17,19.714,7.1948e+06,7.1893e+06,3.1264e+05,1.2921e+05,108.07,0,3160.7,7639.3,5292.9,7489.3,5389.3,7607.1,5303.6,7982.1,5271.4
58.487,26.286,29.857,23.714,17,19.714,1.2702e+06,8.8748e+05,2.8353e+05,4.2459e+05,56.214,0,3160.7,7617.9,5303.6,7478.6,5389.3,7607.1,5271.4,8014.3,5260.7
47.066,26.857,30.143,23.571,17,19.714,8.744e+06,4.6182e+06,1.4242e+05,26567,0,0,3160.7,7596.4,5303.6,7478.6,5400,7628.6,5292.9,8014.3,5271.4
42.596,26.286,29.857,23.571,17,19.714,1.3339e+07,8.0045e+06,40446,13975,24.571,0,3150,7628.6,5292.9,7478.6,5400,7585.7,5292.9,8003.6,5271.4
58.491,26.143,30.571,23.571,17.143,19.714,7.4814e+06,5.039e+06,3.8843e+05,68267,30.929,0,3150,7628.6,5303.6,7489.3,5389.3,7607.1,5303.6,7982.1,5282.1
49.53,26.714,30.571,23.571,17,19.714,4.3076e+06,3.2761e+06,4.2114e+05,43606,46.5,0,3150,7639.3,5303.6,7500,5400,7575,5292.9,7971.4,5282.1
42.527,26,30.429,23.571,17,19.714,8.8481e+06,3.9402e+06,1.4062e+05,1.419e+05,24.5,0,3150,7617.9,5271.4,7467.9,5400,7596.4,5314.3,7992.9,5292.9
58.179,26.571,30.429,23.571,17.143,20,1.5501e+07,7.8627e+06,67869,23521,52.929,0,3150,7617.9,5282.1,7489.3,5389.3,7607.1,5314.3,7992.9,5260.7
49.444,26.857,30.429,23.571,17.143,20,3.1412e+06,4.337e+06,4.3324e+05,84180,0,0,3150,7639.3,5271.4,7467.9,5400,7607.1,5325,7971.4,5271.4
42.51,26.143,30.429,23.714,17.286,20,1.2577e+06,6.1853e+05,4.4718e+05,5.6581e+05,26.286,0,3160.7,7639.3,5282.1,7467.9,5389.3,7607.1,5303.6,7971.4,5271.4
54.493,26.286,30.571,23.714,17.286,19.857,6.1895e+06,4.711e+06,2.5666e+05,1.1981e+05,27.214,0,3150,7607.1,5271.4,7489.3,5400,7617.9,5314.3,7982.1,5292.9
51.673,27,30.429,23.714,17.286,19.857,8.5722e+06,5.0361e+06,2.1843e+05,31192,50.143,0,3150,7628.6,5292.9,7489.3,5378.6,7575,5303.6,7992.9,5271.4
