66.741,24.714,28.571,23.857,16.714,19.571,19.057,0.24448,3150,7639.3,5303.6,7478.6,5400,7607.1,5303.6,8003.6,5282.1,31.586,21.243
55.667,25.429,29.571,23.857,16.714,19.571,7.2743,2.6346,3150,7628.6,5292.9,7500,5389.3,7596.4,5303.6,7992.9,5303.6,0,11.8
46.483,25.286,29.286,23.857,16.714,19.571,2.0083,11.3,3160.7,7617.9,5325,7457.1,5400,7585.7,5303.6,8003.6,5260.7,0,36.529
54.814,25.571,29.286,23.714,16.714,19.571,6.5686,3.4207,3150,7596.4,5282.1,7500,5389.3,7607.1,5303.6,8014.3,5250,0,7.8286
54.36,25.714,29.857,23.714,16.714,19.571,17.24,1.2598,3160.7,7650,5303.6,7489.3,5389.3,7596.4,5292.9,8003.6,5260.7,0,15.529
45.411,25.714,29.286,23.714,16.714,19.571,5.0457,3.3687,3150,7607.1,5303.6,7500,5400,7596.4,5292.9,7992.9,5292.9,0,0
47.151,25.714,29.429,23.714,16.857,19.571,0.78686,8.8494,3160.7,7607.1,5303.6,7467.9,5367.9,7617.9,5292.9,8003.6,5292.9,0,7.8
56.507,25.571,29.857,23.714,16.857,19.714,6.2357,2.3843,3150,7628.6,5282.1,7489.3,5389.3,7617.9,5303.6,7971.4,5303.6,0,4.9
47.589,26.143,30.143,23.714,17,19.714,18.557,1.2305,3150,7596.4,5303.6,7489.3,5400,7617.9,5282.1,8025,5282.1,0,8.5714
43.813,26.143,29.857,23.714,17,19.714,10.801,3.1863,3160.7,7639.3,5292.9,7489.3,5389.3,7607.1,5303.6,7982.1,5271.4,0,21.614
58.487,26.286,29.857,23.714,17,19.714,2.6306,8.5219,3160.7,7617.9,5303.6,7478.6,5389.3,7607.1,5271.4,8014.3,5260.7,0,11.243
47.066,26.857,30.143,23.571,17,19.714,7.5471,1.9391,3160.7,7596.4,5303.6,7478.6,5400,7628.6,5292.9,8014.3,5271.4,0,0
42.596,26.286,29.857,23.571,17,19.714,23.729,0.3851,3150,7628.6,5292.9,7478.6,5400,7585.7,5292.9,8003.6,5271.4,0,4.9143
58.491,26.143,30.571,23.571,17.143,19.714,9.3014,2.4316,3150,7628.6,5303.6,7489.3,5389.3,7607.1,5303.6,7982.1,5282.1,0,6.1857
49.53,26.714,30.571,23.571,17,19.714,4.8057,5.5413,3150,7639.3,5303.6,7500,5400,7575,5292.9,7971.4,5282.1,0,9.3
42.527,26,30.429,23.571,17,19.714,8.9314,2.4303,3150,7617.9,5271.4,7467.9,5400,7596.4,5314.3,7992.9,5292.9,0,4.9
58.179,26.571,30.429,23.571,17.143,20,27.6,0.62223,3150,7617.9,5282.1,7489.3,5389.3,7607.1,5314.3,7992.9,5260.7,0,10.586
49.444,26.857,30.429,23.571,17.143,20,5.1043,2.7719,3150,7639.3,5271.4,7467.9,5400,7607.1,5325,7971.4,5271.4,0,0
42.51,26.143,30.429,23.714,17.286,20,3,9.4696,3160.7,7639.3,5282.1,7467.9,5389.3,7607.1,5303.6,7971.4,5271.4,0,5.2571
54.493,26.286,30.571,23.714,17.286,19.857,6.06,3.0117,3150,7607.1,5271.4,7489.3,5400,7617.9,5314.3,7982.1,5292.9,0,5.4429
51.673,27,30.429,23.714,17.286,19.857,15.669,1.9884,3150,7628.6,5292.9,7489.3,5378.6,7575,5303.6,7992.9,5271.4,0,10.029
42.484,26.571,30.143,23.714,17.286,19.857,3.3971,3.8007,3150,7607.1,5292.9,7478.6,5400,7596.4,5282.1,7992.9,5282.1,0,5.2714
