 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd -- -- --   in   sy   cs us sy id
 0 0 0 6527848 7582360 118 1287 21 0 0 0 10 1  0  0  0  543 1094  267  9  2 89
 0 0 0 6735940 7745004 149 2105 0 0 0 0  0  0  0  0  0  558 1862  284  0  3 97
 0 0 0 6736172 7745108 148 1828 0 0 0 0  0  0  0  0  0  497 1506  266  0  3 97
 0 0 0 6735920 7745000 148 1826 0 0 0 0  0  0  0  0  0  515 1487  312  0  3 97
 0 0 0 6735888 7744972 148 1826 0 0 0 0  0  0  0  0  0  506 1500  268  0  3 97
 0 0 0 6736172 7745108 148 1824 0 1 1 0  0  0  0  0  0  517 1484  305  0  3 97
 0 0 0 6735888 7744968 148 1827 0 0 0 0  0  0  0  0  0  520 1500  307  0  3 97
 0 0 0 6736172 7745104 148 1825 0 0 0 0  0  0  0  0  0  521 1487  314  0  3 97
 0 0 0 6735916 7744996 148 1826 0 0 0 0  0  0  0  0  0  494 1502  271  0  3 97
 0 0 0 6736148 7745092 112 1307 0 0 0 0  0  0  0  0  0  454 1257  247  0  3 97
 0 0 0 6736148 7745080 36 521 0 0  0  0  0  0  0  0  0  447  769  238  0  0 100
 0 0 0 6735896 7744968 148 1826 0 1 1 0  0  2  0  0  0  517 1486  268  0  3 97
 0 0 0 6735864 7744940 148 1826 0 0 0 0  0  0  0  0  0  488 1499  272  0  3 97
 0 0 0 6736148 7745076 148 1827 0 0 0 0  0  0  0  0  0  516 1488  306  0  3 97
 0 0 0 6735864 7744936 148 1822 0 0 0 0  0  0  0  0  0  513 1563  338  0  3 97
 0 0 0 6736148 7745072 148 1826 0 0 0 0  0  0  0  0  0  497 1490  274  0  3 97
 0 0 0 6735892 7744960 148 1825 0 0 0 0  0  0  0  0  0  533 1500  311  0  3 97
 0 0 0 6736148 7745068 148 1825 0 1 1 0  0  1  0  0  0  495 1486  269  0  3 97
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd -- -- --   in   sy   cs us sy id
 0 0 0 6735936 7744976 148 1826 0 0 0 0  0  1  0  0  0  502 1497  270  0  3 97
 0 0 0 6735864 7744932 91 1009 0 0 0  0  0  0  0  0  0  456 1122  223  0  3 97
 0 0 0 6736124 7745052 58 818 0 0  0  0  0  0  0  0  0  450  911  222  0  1 99
 0 0 0 6736124 7745036 148 1825 0 0 0 0  0  0  0  0  0  508 1485  270  0  3 97
 0 0 0 6735840 7744892 179 1988 0 1 1 0  0  1  0  0  0  525 1966  281  0  3 97
 0 0 0 6736120 7745024 148 1824 0 1 1 0  0  1  0  0  0  513 1485  264  0  3 97
 0 0 0 6735864 7744916 148 1826 0 0 0 0  0  0  0  0  0  514 1499  305  0  3 97
 0 0 0 6736120 7745020 148 1825 0 0 0 0  0  0  0  0  0  506 1485  307  0  3 97
 0 0 0 6735868 7744912 148 1827 0 0 0 0  0  0  0  0  0  501 1503  269  0  3 97
 0 0 0 6735836 7744880 148 1824 0 0 0 0  0  0  0  0  0  509 1484  271  0  3 97
 0 0 0 6736120 7745016 148 1826 0 0 0 0  0  0  0  0  0  497 1501  268  0  3 97
 0 0 0 6735836 7744880 91 1008 0 1 1  0  0  1  0  0  0  475 1113  229  0  2 97
 0 0 0 6736120 7745012 58 818 0 0  0  0  0  0  0  0  0  479  914  268  0  1 99
 0 0 0 6736120 7745012 148 1823 0 0 0 0  0  0  0  0  0  511 1484  306  0  3 97
 0 0 0 6735840 7744892 148 1828 0 0 0 0  0  0  0  0  0  492 1505  270  0  3 97
 0 0 0 6736096 7744988 148 1827 0 0 0 0  0  0  0  0  0  505 1486  273  0  3 97
 0 0 0 6735844 7744880 148 1825 0 0 0 0  0  0  0  0  0  515 1499  308  0  3 97
 0 0 0 6735812 7744848 149 1826 0 1 1 0  0  1  0  0  0  517 1487  271  0  3 97
 0 0 0 6736096 7744984 148 1824 0 0 0 0  0  0  0  0  0  497 1499  273  0  3 97
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd -- -- --   in   sy   cs us sy id
 0 0 0 6735812 7744848 148 1826 0 0 0 0  0  0  0  0  0  499 1487  270  0  3 97
 0 0 0 6736096 7744984 148 1826 0 0 0 0  0  0  0  0  0  488 1568  303  0  3 97
 0 0 0 6735840 7744876 91 1008 0 0 0  0  0  0  0  0  0  477 1093  274  0  2 98
 0 0 0 6736096 7744976 58 818 0 0  0  0  0  0  0  0  0  457  937  229  0  1 99
 0 0 0 6736096 7744972 149 1826 0 1 1 0  0  1  0  0  0  507 1486  270  0  3 97
 0 0 0 6735844 7744864 148 1825 0 0 0 0  0  0  0  0  0  504 1502  274  0  3 97
 0 0 0 6735788 7744824 148 1827 0 0 0 0  0  0  0  0  0  513 1527  313  0  3 97
 0 0 0 6736072 7744948 148 1826 0 0 0 0  0  0  0  0  0  497 1502  266  0  3 97
 0 0 0 6735828 7744912 147 1824 0 0 0 0  0  0  0  0  0  497 1487  266  0  3 97
 0 0 0 6736072 7744940 148 1827 0 0 0 0  0  0  0  0  0  499 1501  265  0  3 97
 0 0 0 6735816 7744832 148 1824 0 1 1 0  0  1  0  0  0  520 1485  266  0  3 97
 0 0 0 6736056 7744944 148 1825 0 0 0 0  0  0  0  0  0  517 1500  308  0  3 97
 0 0 0 6736072 7744936 91 1009 0 0 0  0  0  0  0  0  0  448 1070  228  0  2 98
 0 0 0 6736072 7744936 58 817 0 0  0  0  0  0  0  0  0  469  958  263  0  1 98
 0 0 0 6735788 7744800 148 1826 0 0 0 0  0  0  0  0  0  520 1500  315  0  3 97
 0 0 0 6736072 7744936 148 1826 0 0 0 0  0  0  0  0  0  518 1506  309  0  3 97
 0 0 0 6736028 7744928 153 1901 0 1 1 0  0  1  0  0  0  534 1513  306  0  3 97
 0 0 0 6736072 7744924 149 1828 0 0 0 0  0  0  0  0  0  524 1505  306  0  3 97
 0 0 0 6735792 7744804 148 1823 0 0 0 0  0  0  0  0  0  516 1485  306  0  3 97
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd -- -- --   in   sy   cs us sy id
 0 0 0 6735964 7744860 148 1829 0 0 0 0  0  0  0  0  0  499 1507  268  0  3 97
 0 0 0 6736048 7744900 148 1823 0 0 0 0  0  0  0  0  0  498 1486  271  0  3 97
 0 0 0 6735764 7744764 149 1827 0 1 1 0  0  0  0  0  0  505 1501  276  0  3 97
 0 0 0 6736048 7744896 49 551 0 0  0  0  0  1  0  0  0  455  839  203  0  1 98
 0 0 0 6735056 7743948 129 2277 0 1 1 0  0  0  0  0  0  488 2982  264  3  2 95
 0 0 0 6448712 7456680 322 24087 526 10 10 0 0 32 0 0 0 1094 4447 303 22  6 72
 0 0 0 6277428 7284444 148 1825 0 0 0 0  0  0  0  0  0  526 1566  301 25  3 72
 0 0 0 6277172 7284332 148 1826 0 0 0 0  0  0  0  0  0  538 1492  271 25  3 72
 0 0 0 6277124 7284280 148 1826 0 0 0 0  0  0  0  0  0  529 1503  270 25  3 72
 0 0 0 6277408 7284420 148 1825 0 1 1 0  0  1  0  0  0  504 1486  265 25  3 71
 0 0 0 6277100 7284268 148 1826 0 0 0 0  0  0  0  0  0  529 1504  270 25  3 72
 0 0 0 6277384 7284400 148 1826 0 0 0 0  0  0  0  0  0  521 1487  269 25  3 72
 0 0 0 6277128 7284280 148 1826 0 0 0 0  0  0  0  0  0  486 1502  265 25  3 72
 0 0 0 6277384 7284384 16 93 0  0  0  0  0  0  0  0  0  445  604  187 25  1 74
 0 0 0 6277336 7284388 132 1730 0 0 0 0  0  0  0  0  0  515 1425  264 25  3 72
 0 0 0 6277380 7284380 148 1828 0 1 1 0  0  2  0  0  0  503 1488  261 25  3 72
 0 0 0 6277096 7284244 148 1825 0 0 0 0  0  0  0  0  0  513 1504  272 25  3 72
 0 0 0 6277380 7284376 148 1826 0 0 0 0  0  0  0  0  0  485 1488  266 25  3 72
 0 0 0 6277124 7284268 148 1825 0 0 0 0  0  0  0  0  0  499 1504  266 25  3 72
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd -- -- --   in   sy   cs us sy id
 0 0 0 6277380 7284372 148 1824 0 0 0 0  0  0  0  0  0  499 1486  266 25  3 72
 0 0 0 6277128 7284264 148 1827 0 1 1 0  0  1  0  0  0  543 1502  274 25  3 72
 0 0 0 6277096 7284236 148 1826 0 0 0 0  0  1  0  0  0  543 1488  268 25  3 71
 0 0 0 6277356 7284356 90 1008 0 0 0  0  0  0  0  0  0  492 1124  229 25  2 73
 0 0 0 6277356 7284344 57 818 0 0  0  0  0  0  0  0  0  481  903  222 25  1 74
 0 0 0 6277168 7284304 148 1826 0 0 0 0  0  0  0  0  0  492 1504  272 25  3 72
 0 0 0 6277352 7284336 148 1827 0 0 0 0  0  1  0  0  0  529 1492  271 25  3 72
 0 0 0 6277100 7284224 148 1825 0 0 0 0  0  0  0  0  0  496 1504  268 25  3 72
 0 0 0 6277068 7284192 148 1825 0 1 1 0  0  1  0  0  0  520 1486  264 25  3 71
 0 0 0 6277352 7284328 148 1826 0 0 0 0  0  0  0  0  0  490 1500  268 25  3 72
 0 0 0 6277196 7284284 148 1826 0 0 0 0  0  0  0  0  0  528 1487  268 25  3 72
 0 0 0 6277352 7284324 148 1827 0 0 0 0  0  0  0  0  0  535 1568  304 25  3 72
 0 0 0 6277096 7284212 148 1823 0 0 0 0  0  0  0  0  0  534 1485  272 25  3 71
 0 0 0 6277332 7284300 16 94 0  1  1  0  0  1  0  0  0  451  655  186 25  1 74
 0 0 0 6277024 7284148 132 1733 0 0 0 0  0  2  0  0  0  499 1376  264 25  2 73
 0 0 0 6277308 7284288 148 1825 0 0 0 0  0  0  0  0  0  505 1500  271 25  3 72
 0 0 0 6277024 7284140 148 1827 0 0 0 0  0  0  0  0  0  526 1488  270 25  3 72
 0 0 0 6277308 7284276 148 1826 0 0 0 0  0  0  0  0  0  528 1505  272 25  3 72
 0 0 0 6277052 7284160 147 1825 0 0 0 0  0  0  0  0  0  535 1486  270 25  3 72
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd -- -- --   in   sy   cs us sy id
 0 0 0 6277264 7284272 148 1826 0 1 1 0  0  1  0  0  0  546 1502  268 25  3 72
 0 0 0 6277308 7284264 148 1824 0 0 0 0  0  1  0  0  0  540 1484  266 25  3 71
 0 0 0 6277024 7284128 148 1827 0 0 0 0  0  0  0  0  0  532 1502  269 25  3 72
 0 0 0 6277308 7284260 145 1769 0 0 0 0  0  0  0  0  0  522 1462  262 25  3 72
 0 0 0 6277308 7284260 2 57  0  0  0  0  0  0  0  0  0  402  567  182 25  0 75
 0 0 0 6277052 7284152 148 1825 0 0 0 0  0  0  0  0  0  531 1490  268 25  3 72
 0 0 0 6277308 7284260 148 1824 0 0 0 0  0  1  0  0  0  540 1499  272 25  3 72
 0 0 0 6277032 7284140 148 1826 0 1 1 0  0  1  0  0  0  534 1488  266 25  3 72
 0 0 0 6277000 7284088 148 1827 0 0 0 0  0  0  0  0  0  524 1502  273 25  3 72
 0 0 0 6277284 7284224 148 1827 0 0 0 0  0  0  0  0  0  537 1488  267 25  3 72
 0 0 0 6277096 7284168 148 1824 0 0 0 0  0  0  0  0  0  532 1502  269 25  3 72
 0 0 0 6277284 7284224 148 1826 0 0 0 0  0  0  0  0  0  537 1487  269 25  3 72
 0 0 0 6277032 7284116 148 1826 0 2 2 0  0  1  0  0  0  544 1500  268 25  3 72
 0 0 0 6277284 7284220 90 1008 0 1 1  0  0  1  0  0  0  491 1089  224 25  2 73
 0 0 0 6277000 7284084 58 817 0 0  0  0  0  0  0  0  0  448  937  226 25  1 74
 0 0 0 6277284 7284216 148 1826 0 0 0 0  0  0  0  0  0  533 1488  267 25  3 72
 0 0 0 6277000 7284080 148 1825 0 0 0 0  0  0  0  0  0  511 1572  306 25  3 72
 0 0 0 6277276 7284208 148 1826 0 0 0 0  0  0  0  0  0  541 1505  277 25  3 72
 0 0 0 6276964 7284052 148 1827 0 0 0 0  0  1  0  0  0  548 1508  275 25  3 72
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd -- -- --   in   sy   cs us sy id
 0 0 0 6277132 7284108 148 1825 0 1 1 0  0  1  0  0  0  535 1486  265 25  3 71
 0 0 0 6277220 7284148 148 1824 0 0 0 0  0  0  0  0  0  534 1499  272 25  3 72
 0 0 0 6276936 7284012 148 1826 0 0 0 0  0  0  0  0  0  533 1488  265 25  3 71
 0 0 0 6277220 7284148 148 1826 0 0 0 0  0  0  0  0  0  534 1503  269 25  3 72
 0 0 0 6277008 7284048 16 93 0  0  0  0  0  0  0  0  0  450  639  186 25  1 74
 0 0 0 6277220 7284140 132 1732 0 0 0 0  0  1  0  0  0  521 1391  268 25  2 73
 0 0 0 6277240 7284156 148 1826 0 1 1 0  0  1  0  0  0  521 1484  267 25  3 72
 0 0 0 6277220 7284136 148 1826 0 0 0 0  0  0  0  0  0  492 1504  270 25  3 72
