pic0: pic0=NB_ht_bus0_bandwidth,umask0=0x07
pic1: pic1=NB_ht_bus1_bandwidth,umask=0x07
pic2: pic2=NB_ht_bus2_bandwidth,umask=0x07
pic3: pic3=DC_refill_from_L2,sys
   time cpu event      pic0      pic1      pic2      pic3 
  5.001   1  tick   1632276         0  25244726    472264 
  5.011   3  tick         0  27208247         0    628572 
 10.001   1  tick   1567239         0  16683102    437351 
 10.011   3  tick         0  18990903         0    222625 
 15.001   1  tick   1592726         0  17983841    755178 
 15.011   3  tick         0  24815567         0    217044 
 20.001   2  tick         0  22049379         0    364715 
 20.011   3  tick         0  22037825         0    197181 
 25.001   1  tick   1591174         0  15870045    430702 
 25.011   3  tick         0  17776615         0    270928 
 30.001   1  tick   1555184         0  19533177    724050 
 30.011   3  tick         0  26220874         0    209643 
 35.001   0  tick   1634444         0  18672042    580001 
 35.011   3  tick         0  23240380         0    126660 
 40.001   1  tick   1594312         0  16714798    392150 
 40.011   3  tick         0  18740920         0    196940 
 45.001   1  tick   1503169         0  12307730    604005 
 45.002   0  tick   1506198         0  12336771    329213 
 45.011   3  tick         0  18218379         0    132322 
 50.001   1  tick    370565         0  10269478    378215 
 50.011   3  tick         0  12862975         0    110847 
 55.001   1  tick   1576829         0  15670865    474853 
 55.011   3  tick         0  18426180         0    165519 
 60.001   0  tick   1553174         0  20635102    426552 
 60.011   3  tick         0  26395978         0    313022 
 65.001   0  tick   1671718         0  17503845    525213 
 65.011   3  tick         0  21610951         0    226892 
 70.001   1  tick   1559825         0  17024787    272821 
 70.011   3  tick         0  17099161         0    396438 
 75.001   1  tick   1560687         0  19619149    664837 
 75.011   3  tick         0  25737699         0    329627 
 80.001   1  tick   1576438         0  17509620    594338 
 80.011   3  tick         0  21550863         0    196487 
 85.001   2  tick         0  18564802         0    365977 
 85.001   0  tick   1570659         0  16752426    484108 
 85.011   3  tick         0  18566409         0    244538 
 90.001   1  tick   1564411         0  19474573    780369 
 90.011   3  tick         0  26404250         0    217938 
 95.001   2  tick         0  14325595         0    254039 
 95.003   0  tick   1346326         0  12657559    283894 
 95.011   3  tick         0  14334597         0    260270 
100.001   1  tick    589333         0   9631847    213879 
100.011   3  tick         0   9415932         0    194518 
105.001   0  tick   1584421         0  20162970    480502 
105.011   3  tick         0  26896027         0    190534 
110.001   0  tick   1561896         0  18556960    507931 
110.011   3  tick         0  21838763         0    241437 
115.001   1  tick   1583317         0  16863025    440037 
115.011   3  tick         0  19194315         0    251766 
120.001   1  tick   1574731         0  19016877    813224 
120.011   3  tick         0  26292918         0    275248 
125.001   1  tick   1646618         0  19025224    370967 
125.011   3  tick         0  20645126         0    407488 
130.001   1  tick   1575881         0  17393140    392035 
130.011   3  tick         0  19301288         0    228542 
135.001   1  tick   1568413         0  18828894    836324 
135.011   3  tick         0  26375241         0    225178 
140.001   1  tick   1575717         0  18651705    344734 
140.011   3  tick         0  19691495         0    417191 
145.001   1  tick    994050         0   9398689    323473 
145.002   0  tick    994774         0   9424866    341222 
145.011   3  tick         0  10695546         0    136825 
150.001   1  tick    898324         0  11146608    639363 
150.011   3  tick         0  17411396         0    124027 
155.001   2  tick         0  21157242         0    494327 
155.011   3  tick         0  21170973         0    461684 
160.001   1  tick   1563295         0  18475697    390808 
160.011   3  tick         0  19615577         0    278771 
165.001   0  tick   1579448         0  19749075    973642 
165.011   3  tick         0  26146164         0    294979 
170.001   1  tick   1564515         0  17613364    394755 
170.011   3  tick         0  20615233         0    203566 
175.001   1  tick   1569229         0  16858345    435885 
175.011   3  tick         0  18732876         0    276170 
180.001   1  tick   1583655         0  18282063    842047 
180.011   3  tick         0  26389215         0    250783 
185.001   1  tick   1699983         0  17727405    512829 
185.011   3  tick         0  20775742         0    242926 
190.001   0  tick   1582502         0  15286089    522999 
190.011   3  tick         0  17756532         0    201995 
195.001   1  tick    875442         0   6262802    569937 
195.005   2  tick         0  12526741         0     48624 
195.011   3  tick         0  12785178         0     18040 
200.001   0  tick    991921         0  17388336    397987 
200.011   3  tick         0  17779726         0    387202 
205.001   0  tick   1564377         0  16569616    493484 
205.011   3  tick         0  19120303         0    218328 
210.001   1  tick   1566092         0  19576190    809587 
210.011   3  tick         0  27403842         0    262626 
215.001   0  tick   1670527         0  17229460    544538 
215.011   3  tick         0  20436212         0    225242 
220.001   1  tick   1576274         0  18021507    377396 
220.011   3  tick         0  18996274         0    304612 
225.001   0  tick   1609722         0  19934858    515768 
225.011   3  tick         0  27700224         0    230184 
230.001   0  tick   1560229         0  16764340    495111 
230.011   3  tick         0  19947111         0    226270 
235.001   0  tick   1578006         0  16092294    483550 
235.011   3  tick         0  18360420         0    270744 
240.001   1  tick   1577979         0  21517309    683838 
240.011   3  tick         0  27000972         0    425397 
245.001   0  tick    650900         0   4369665    126303 
245.002   2  tick         0   5364313         0     64059 
245.011   3  tick         0   5372234         0     41147 
250.001   1  tick   1283077         0  15988833    439654 
250.011   3  tick         0  17962176         0    231113 
255.001   1  tick   1581940         0  18777044    911811 
255.011   3  tick         0  27301327         0    183069 
260.001   0  tick   1574767         0  17144606    483514 
260.011   3  tick         0  19166187         0    261214 
265.001   1  tick   1584166         0  18046062    217958 
265.011   3  tick         0  17616556         0    443064 
270.001   1  tick   1580949         0  20298938    807011 
270.011   3  tick         0  28410499         0    267269 
275.001   0  tick   1670515         0  18765899    493440 
275.011   3  tick         0  20413848         0    301888 
280.001   1  tick   1584548         0  17353480    294867 
280.011   3  tick         0  17213847         0    404474 
285.001   1  tick   1558486         0  20453135    847062 
285.011   3  tick         0  28240979         0    271419 
290.001   0  tick   1585723         0  16757580    432800 
290.011   3  tick         0  17271815         0    435584 
295.001   1  tick    286349         0   2400670    157705 
295.012   3  tick         0   2209513         0     12861 
300.001   1  tick   1556731         0  21787184    803164 
300.011   3  tick         0  28960715         0    264473 
305.001   0  tick   1986647         0  63294283   4403034 
305.011   3  tick         0  73508038         0   1042941 
310.001   1  tick   1568092         0 144205869  42208113 
310.011   3  tick         0 126772874         0   1279219 
315.001   1  tick   1553935         0 161609377  31362902 
315.001   0  tick   1553935         0 161632325   5342534 
315.011   3  tick         0 188580607         0   6262340 
320.001   2  tick         0 143939606         0  23796665 
320.011   3  tick         0 143948549         0    779594 
325.001   2  tick         0 149367359         0  10264143 
325.011   3  tick         0 149469448         0    692572 
330.001   0  tick   1583817         0 142041905   9798683 
330.001   2  tick         0 158585808         0   5256956 
330.011   3  tick         0 158460070         0   1196451 
335.001   0  tick   3461884         0 162385640   4755119 
335.011   3  tick         0 187931895         0  39443038 
340.001   0  tick   1296863         0 153778345   6353887 
340.002   2  tick         0 144116230         0  20035483 
340.011   3  tick         0 143995954         0    944683 
345.001   1  tick    577062         0 154622479   4079482 
345.011   3  tick         0 187937764         0   1302280 
350.001   2  tick         0 159226951         0   2287483 
350.001   0  tick   1563206         0 195821559   9447299 
350.011   3  tick         0 159146153         0   1298788 
355.001   1  tick   1566732         0 167196122   1187067 
355.001   2  tick         0 165040991         0   6965561 
355.001   0  tick   1566726         0 167239319   8627294 
355.011   3  tick         0 164729347         0   5813771 
360.001   1  tick   1574378         0 160098088   9140295 
360.011   3  tick         0 162475603         0   4899490 
365.001   0  tick   1940036         0 151391700   9082368 
365.002   1  tick   1940079         0 151479746   4796863 
365.011   3  tick         0 152946351         0   2179183 
370.001   0  tick   1585715         0 164460994  18601494 
370.001   2  tick         0 180264445         0  17996244 
370.011   3  tick         0 179405835         0    620893 
375.001   1  tick   1580404         0 141753954   1240115 
375.001   2  tick         0 148114562         0  12855211 
375.011   3  tick         0 148527326         0    623503 
380.001   2  tick         0 196653164         0  29973055 
380.011   3  tick         0 196336389         0  32418544 
385.001   1  tick   1561408         0 153229817    604871 
385.001   2  tick         0 164137205         0  25381933 
385.011   3  tick         0 164927504         0    512241 
390.001   0  tick    933311         0 165058569   7417968 
390.001   2  tick         0 188750271         0  20484450 
390.011   3  tick         0 187810456         0    549066 
395.001   0  tick   1380579         0 167559216  19370316 
395.011   3  tick         0 173391127         0    524802 
400.001   0  tick   1558102         0 183124558  34091472 
400.011   3  tick         0 163562575         0    617052 
405.001   2  tick         0 182321100         0   4924040 
405.001   0  tick   1577659         0 200097202  32205564 
405.011   3  tick         0 182040193         0    757154 
410.001   1  tick   1590153         0 151462133  22363097 
410.011   3  tick         0 126152560         0   1683319 
415.001   0  tick   1575092         0 170670809  13095715 
415.011   3  tick         0 137577463         0   2766867 
420.001   0  tick   1625757         0 177973984   9729926 
420.011   3  tick         0 155070438         0   1212138 
425.001   0  tick   2018212         0 155367645   1415736 
425.011   3  tick         0 199694560         0  22573179 
430.001   1  tick   1575012         0 146145179    765861 
430.001   0  tick   1575047         0 146152458   4318002 
430.011   3  tick         0 166454333         0  34534032 
435.001   1  tick   1588478         0 171916778   2607153 
435.001   2  tick         0 180363666         0  18488389 
435.011   3  tick         0 181034844         0   6023835 
440.001   0  tick    723119         0 141864592   8059914 
440.001   1  tick    723207         0 141876054   2897818 
440.011   3  tick         0 127813715         0    353348 
445.001   2  tick         0 130635217         0   8047763 
445.011   3  tick         0 130859021         0   2069907 
450.001   0  tick   1583633         0 153320537   6470784 
450.011   3  tick         0 154059743         0   1505538 
455.001   2  tick         0 185501345         0   5044864 
455.011   3  tick         0 185474322         0   2583224 
460.001   0  tick   1589360         0 146215124   7766500 
460.011   3  tick         0 141625081         0   4829247 
465.001   1  tick   1583634         0 175937181   2770176 
465.011   3  tick         0 161029997         0   2009823 
470.001   1  tick   1573593         0 123404111   3139042 
470.011   3  tick         0 112783651         0    494812 
475.001   1  tick   1598590         0 140485464  29305709 
475.001   2  tick         0 108653725         0   2761546 
475.011   3  tick         0 108494695         0    446636 
480.001   0  tick   1580838         0 125783704   2562481 
480.001   1  tick   1580838         0 125790810  18191097 
480.011   3  tick         0 129182259         0   6464473 
485.001   2  tick         0 124555065         0   7550186 
485.002   1  tick   2056050         0 150101873  11433204 
485.011   3  tick         0 125476820         0   1385710 
490.001   0  tick    286326         0 137737206   6921252 
490.011   3  tick         0 107429223         0   2672865 
495.001   1  tick   1584184         0 107200594   3017631 
495.011   3  tick         0  99612268         0   8078671 
495.022   2  tick         0 100061639         0   1049744 
500.001   0  tick   2743782         0  59934076   2532057 
500.011   3  tick         0  57751261         0    534339 
505.001   0  tick   1620798         0  87466888  52208274 
