time,Temp0,Temp1,Planar_Temp,VRD_0_Temp,VRD_1_Temp,Fan_1,Fan_2A,Fan_2B,Fan_3A,Fan_3B,Fan_4A,Fan_4B,Fan_5A,Fan_5B,fsb,l2miss,fsb_scaled,l2miss_scaled,Watts,InputDCPwr,AllPwrExtBd,ProcPwrUnc,ProcPwr,disk_read_count,disk_write_count,disk_read_kbytes,disk_write_kbytes,disk_read_bytes,disk_write_bytes
300,26,30,24,17,19,3150,7650,5325,7500,5400,7575,5325,8025,5250,3.23E+07,1.60E+06,3.23E-01,1.6033,1874,1499.2,1124.4,56.22,56.22,0,0,0,0,0,0
305,26,33,24,17,19,3150,7650,5250,7500,5400,7575,5250,7950,5250,3.03E+08,1.69E+06,3.03E+00,1.6897,1969,1575.2,1181.4,59.07,59.07,8,0,807.2,0,807200,0
310,31,32,24,17,20,3150,7650,5250,7500,5400,7650,5250,8025,5250,2.39E+08,2.86E+06,2.39E+00,2.8647,1843,1474.4,1105.8,55.29,55.29,0,0,0,0,0,0
315,27,34,24,17,20,3150,7575,5250,7500,5400,7575,5325,7950,5250,1.94E+08,3.55E+06,1.94E+00,3.5465,1888,1510.4,1132.8,56.64,56.64,0,0,0,0,0,0
320,30,32,24,17,20,3150,7650,5250,7425,5325,7575,5250,7950,5250,1.68E+08,2.93E+06,1.68E+00,2.9315,1986,1588.8,1191.6,59.58,59.58,0,18.6,0,783,0,783000
325,29,34,24,17,20,3150,7575,5250,7500,5400,7650,5175,7950,5250,1.18E+08,2.66E+06,1.18E+00,2.6552,1848,1478.4,1108.8,55.44,55.44,0,1.2,0,0.8,0,800
330,31,32,24,17,20,3150,7575,5325,7500,5400,7650,5250,7950,5250,2.44E+08,3.94E+06,2.44E+00,3.9399,1844,1475.2,1106.4,55.32,55.32,0,0,0,0,0,0
335,32,32,24,17,20,3150,7575,5325,7500,5400,7650,5250,7950,5250,1.99E+08,4.61E+06,1.99E+00,4.6149,1990,1592,1194,59.7,59.7,0,0,0,0,0,0
340,30,35,24,17,20,3150,7575,5325,7500,5400,7575,5250,8025,5250,2.23E+08,7.19E+06,2.23E+00,7.1912,1853,1482.4,1111.8,55.59,55.59,0,0,0,0,0,0
345,32,32,24,18,20,3150,7650,5325,7500,5400,7575,5250,7950,5250,2.00E+08,4.64E+06,2.00E+00,4.6435,1852,1481.6,1111.2,55.56,55.56,0,0,0,0,0,0
350,29,35,24,18,20,3150,7575,5250,7500,5400,7650,5250,7950,5250,2.09E+08,7.06E+06,2.09E+00,7.0587,1853,1482.4,1111.8,55.59,55.59,0,11,0,62.7,0,62700
355,30,36,24,18,20,3150,7650,5250,7500,5400,7575,5250,7950,5250,2.24E+08,4.46E+06,2.24E+00,4.4638,1832,1465.6,1099.2,54.96,54.96,0,0,0,0,0,0
360,32,33,24,18,20,3150,7575,5325,7500,5400,7575,5250,7950,5325,2.30E+08,6.60E+06,2.30E+00,6.5974,2060,1648,1236,61.8,61.8,0,0,0,0,0,0
365,32,33,24,18,20,3150,7650,5325,7500,5400,7575,5325,8025,5250,8.39E+07,6.66E+05,8.39E-01,0.66571,1843,1474.4,1105.8,55.29,55.29,0,0,0,0,0,0
370,30,36,24,18,20,3150,7575,5325,7500,5400,7650,5250,7950,5250,2.57E+08,2.32E+06,2.57E+00,2.3225,1836,1468.8,1101.6,55.08,55.08,0,0,0,0,0,0
375,32,33,24,18,21,3150,7575,5325,7500,5400,7650,5250,8025,5325,9.78E+07,4.01E+06,9.78E-01,4.0132,2066,1652.8,1239.6,61.98,61.98,0,0,0,0,0,0
380,34,34,24,18,21,3150,7575,5325,7500,5400,7650,5250,7950,5325,1.55E+08,5.86E+06,1.55E+00,5.8596,1858,1486.4,1114.8,55.74,55.74,0,14.4,0,74.9,0,74900
385,29,36,24,18,21,3150,7575,5325,7500,5400,7650,5250,8025,5325,4.21E+07,2.48E+06,4.21E-01,2.4839,1843,1474.4,1105.8,55.29,55.29,0,0,0,0,0,0
390,30,37,25,18,21,3150,7650,5325,7500,5400,7575,5250,8025,5325,2.47E+08,5.06E+06,2.47E+00,5.0595,2064,1651.2,1238.4,61.92,61.92,0,0,0,0,0,0
395,34,36,25,18,21,3150,7650,5250,7500,5400,7575,5250,8025,5250,1.34E+08,3.10E+06,1.34E+00,3.1041,1835,1468,1101,55.05,55.05,0,0,0,0,0,0
400,33,34,25,18,21,3150,7650,5325,7425,5400,7575,5325,7950,5325,1.91E+08,5.25E+06,1.91E+00,5.246,1898,1518.4,1138.8,56.94,56.94,0,0,0,0,0,0
405,33,34,25,18,21,3150,7650,5325,7500,5400,7575,5250,7950,5325,1.50E+08,1.44E+06,1.50E+00,1.437,1984,1587.2,1190.4,59.52,59.52,0,0,0,0,0,0
410,34,34,25,18,21,3150,7575,5325,7500,5400,7575,5325,7950,5250,1.56E+08,4.40E+06,1.56E+00,4.3956,1964,1571.2,1178.4,58.92,58.92,0,10.4,0,68.5,0,68500
415,30,37,25,18,21,3150,7650,5250,7500,5325,7575,5325,8025,5250,1.85E+08,3.76E+06,1.85E+00,3.756,1938,1550.4,1162.8,58.14,58.14,0,0,0,0,0,0
420,34,34,25,18,21,3150,7650,5325,7500,5400,7575,5325,7950,5325,2.47E+08,7.18E+06,2.47E+00,7.178,1993,1594.4,1195.8,59.79,59.79,0,0,0,0,0,0
425,31,37,25,18,21,3150,7575,5325,7500,5400,7650,5250,7950,5250,1.05E+08,4.95E+06,1.05E+00,4.9474,1829,1463.2,1097.4,54.87,54.87,0,0,0,0,0,0
430,33,34,25,18,21,3150,7650,5325,7500,5400,7575,5325,7950,5250,2.18E+08,6.50E+06,2.18E+00,6.5018,1851,1480.8,1110.6,55.53,55.53,0,0,0,0,0,0
