Time Temp Temp Temp Ambient_Temp Temp Ambient_Temp Ambient_Temp Planar_Temp IOH_THERMTRIP CPU_Temp_Interf Temp Temp Temp FAN_MOD_1A_RPM FAN_MOD_2A_RPM FAN_MOD_3A_RPM FAN_MOD_4A_RPM FAN_MOD_5A_RPM FAN_MOD_6A_RPM FAN_MOD_1B_RPM FAN_MOD_2B_RPM FAN_MOD_3B_RPM FAN_MOD_4B_RPM FAN_MOD_5B_RPM FAN_MOD_6B_RPM Fan_Redundancy et
0 -58 -58 36 28 29 26 14 38 5Dh 76h 27 28 45 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
5 -58 -58 36 28 28 26 14 38 5Dh 76h 27 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
10 -58 -58 36 28 29 26 14 38 5Dh 76h 27 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
15 -59 -58 36 28 28 26 14 38 5Dh 76h 27 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
20 -58 -58 37 28 28 26 14 38 5Dh 76h 27 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
25 -58 -58 36 28 28 26 14 38 5Dh 76h 27 29 45 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
30 -58 -57 37 28 29 26 14 38 5Dh 76h 27 29 45 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
35 -54 -60 37 28 29 26 14 38 5Dh 76h 27 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 5
40 -56 -60 37 28 29 26 14 38 5Dh 76h 27 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
45 -54 -60 37 28 28 26 14 38 5Dh 76h 27 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 9
50 -53 -60 37 28 29 26 14 38 5Dh 76h 28 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
55 -53 -60 37 28 28 26 14 38 5Dh 76h 28 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
60 -54 -59 37 28 28 26 14 38 5Dh 76h 28 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 5
65 -53 -60 37 28 29 26 14 38 5Dh 76h 28 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
70 -58 -58 37 28 29 26 14 38 5Dh 76h 28 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 9
75 -58 -58 37 28 28 26 14 37 5Dh 76h 27 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
80 -58 -57 37 28 28 26 14 37 5Dh 76h 27 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
85 -53 -60 37 28 29 26 14 37 5Dh 76h 28 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
90 -57 -57 37 28 29 26 14 37 5Dh 76h 28 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
95 -57 -58 36 28 28 26 14 37 5Dh 76h 28 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
100 -58 -57 37 28 28 26 14 37 5Dh 76h 27 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
105 -57 -57 37 28 28 26 14 37 5Dh 76h 28 29 45 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
110 -58 -57 36 28 28 26 14 37 5Dh 76h 27 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 9
115 -54 -60 37 28 28 26 14 37 5Dh 76h 28 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
120 -53 -60 37 28 28 26 14 37 5Dh 76h 28 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 5
125 -57 -57 37 28 29 25 14 37 5Dh 76h 28 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
130 -57 -57 37 28 29 26 14 37 5Dh 76h 28 29 45 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 9
135 -54 -59 37 28 28 25 14 37 5Dh 76h 27 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
140 -53 -60 37 28 29 25 14 37 5Dh 76h 28 29 45 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 5
145 -53 -60 37 28 28 26 14 37 5Dh 76h 28 29 45 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 9
150 -57 -58 37 28 28 26 14 37 5Dh 76h 28 29 45 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
155 -54 -60 37 28 29 26 14 37 5Dh 76h 28 29 45 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
160 -57 -57 36 28 29 26 14 37 5Dh 76h 28 29 45 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
165 -53 -60 37 28 28 26 14 37 5Dh 76h 28 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
170 -54 -60 37 28 28 26 14 37 5Dh 76h 28 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 10
175 -53 -60 37 28 28 26 14 37 5Dh 76h 28 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
180 -54 -59 37 28 28 26 14 37 5Dh 76h 28 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
185 -53 -60 37 28 28 25 14 37 5Dh 76h 28 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 5
190 -53 -61 37 28 28 26 14 37 5Dh 76h 28 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 10
195 -57 -58 37 28 28 26 14 37 5Dh 76h 28 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 9
200 -57 -58 37 28 28 26 14 37 5Dh 76h 28 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
205 -53 -60 36 28 28 26 14 37 5Dh 76h 28 29 45 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 3
210 -52 -60 37 29 28 26 14 37 5Dh 76h 28 29 45 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 9
215 -54 -59 37 28 28 25 14 37 5Dh 76h 29 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 5
220 -53 -60 37 28 28 26 14 37 5Dh 76h 29 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
225 -54 -57 37 28 28 26 14 37 5Dh 76h 29 29 45 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
230 -51 -60 37 29 28 25 14 37 5Dh 76h 29 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
235 -51 -60 37 29 28 25 14 37 5Dh 76h 30 29 45 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 5
240 -53 -57 37 29 28 26 14 37 5Dh 76h 30 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
245 -50 -60 37 29 28 26 14 37 5Dh 76h 30 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
250 -51 -60 37 29 28 25 14 37 5Dh 76h 30 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 4
255 -52 -57 37 29 28 25 14 37 5Dh 76h 30 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
260 -50 -60 37 29 28 25 14 37 5Dh 76h 31 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
265 -49 -60 37 29 28 26 14 37 5Dh 76h 31 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
270 -51 -58 37 29 28 26 14 37 5Dh 76h 31 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 5
275 -48 -60 37 29 29 26 14 37 5Dh 76h 31 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
280 -50 -58 37 29 28 26 14 37 5Dh 76h 31 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 4
285 -49 -60 37 29 28 26 14 37 5Dh 76h 31 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
290 -50 -58 37 29 28 26 14 37 5Dh 76h 31 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
295 -48 -59 37 29 28 26 14 37 5Dh 76h 31 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 5
300 -50 -58 37 29 29 26 14 37 5Dh 76h 31 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
305 -50 -57 37 29 28 26 14 37 5Dh 76h 32 30 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 9
310 -50 -59 37 29 29 26 14 37 5Dh 76h 32 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
315 -50 -57 38 29 28 26 14 37 5Dh 76h 32 30 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
320 -47 -60 38 30 28 26 14 37 5Dh 76h 32 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
325 -49 -58 38 30 28 26 14 37 5Dh 76h 32 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
330 -47 -60 38 29 29 26 14 37 5Dh 76h 32 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 10
335 -49 -58 38 30 28 26 14 37 5Dh 76h 32 29 45 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
340 -49 -58 38 29 28 26 14 37 5Dh 76h 32 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 5
