 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s1 s2 --   in   sy   cs us sy id
 0 0 0 43610952 31101392 159 3926 0 0 0 0 82 -0 4 -0 0  829 2535  426  3  6 91
 0 0 0 43678660 31102040 123 3508 0 0 0 0 0 0  0  0  0  895 2417  315  0  6 94
 1 0 0 43678176 31101524 106 3193 0 0 0 0 0 0  0  0  0  819 2117  344  0  6 94
 0 0 0 43678180 31101528 208 6148 0 0 0 0 0 0  0  0  0  837 3279  451  0  6 94
 0 0 0 43678248 31101584 98 3021 0 0 0 0 0  0  0  0  0  779 2049  314  0  6 94
 0 0 0 43678264 31101632 204 6147 0 0 0 0 0 0  0  0  0  838 3205  448  0  6 94
 0 0 0 43678080 31101464 106 3121 0 0 0 0 0 0  2  0  0  819 2045  373  0  6 94
 0 0 0 43678096 31101472 204 6145 0 0 0 0 0 0  0  0  0  758 3232  450  0  6 94
 1 0 0 43678048 31101440 98 3025 0 0 0 0 0  0  0  0  0  802 2008  320  0  6 94
 0 0 0 43678044 31101424 109 3121 0 0 0 0 0 0  0  0  0  811 2105  317  0  6 94
 0 0 0 43678012 31101396 204 6148 0 0 0 0 0 0  0  0  0  768 3155  449  0  6 94
 0 0 0 43678024 31101404 204 6148 0 0 0 0 0 0  0  0  0  762 3341  447  0  6 94
 1 0 0 43678264 31101528 98 3020 0 0 0 0 0  0  3  0  0  855 2002  379  0  6 94
 0 0 0 43678012 31101392 133 4083 0 0 0 0 0 0  0  0  0  728 2481  374  0  6 94
 0 0 0 43677888 31101276 72 2069 0 0 0 0 0  0  0  0  0  709 1628  287  0  6 94
 0 0 0 43678200 31101496 212 6142 0 0 0 0 0 0  0  0  0  743 3190  452  0  6 94
 0 0 0 43678220 31101488 106 3127 0 0 0 0 0 0  0  0  0  716 2101  325  0  6 94
 0 0 0 43678160 31101436 204 6144 0 0 0 0 0 0  0  0  0  791 3286  456  0  6 94
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s1 s2 --   in   sy   cs us sy id
 0 0 0 43677912 31101292 204 6144 0 0 0 0 0 0  2  0  0  787 3293  556  0  6 94
 0 0 0 43678096 31101384 98 3028 0 0 0 0 0  0  0  0  0  924 2098  329  0  6 94
 0 0 0 43678172 31101416 106 3121 0 0 0 0 0 0  0  0  0  767 2048  325  0  6 94
 0 0 0 43677768 31101192 98 3020 0 0 0 0 0  0  0  0  0  776 1966  309  0  6 94
 0 0 0 43677848 31101240 208 6155 0 0 0 0 0 0  0  0  0  846 3201  457  0  6 94
 0 0 0 43677776 31101160 106 3118 0 0 0 0 0 0  0  0  0  734 2134  320  0  6 94
 0 0 0 43677600 31100984 98 3020 0 0 0 0 0  0  3  0  0  755 1951  397  0  6 94
 0 0 0 43677656 31101032 106 3128 0 0 0 0 0 0  0  0  0  713 2048  322  0  6 94
 0 0 0 43677556 31100936 204 6145 0 0 0 0 0 0  0  0  0  767 3155  451  0  6 94
 0 0 0 43677620 31101012 208 6145 0 0 0 0 0 0  0  0  0  837 3245  448  0  6 94
 0 0 0 43677532 31100912 98 3027 0 0 0 0 0  0  0  0  0  797 2082  316  0  6 94
 0 0 0 43677488 31100868 106 3121 0 0 0 0 0 0  0  0  0  777 2043  322  0  6 94
 0 0 0 43677512 31100784 204 6142 0 0 0 0 0 0  3  0  0  786 3175  516  0  6 94
 0 0 0 43677300 31100680 98 3027 0 0 0 0 0  0  0  0  0  789 2016  310  0  6 94
 0 0 0 43677428 31100720 106 3122 0 0 0 0 0 0  0  0  0  794 2097  319  0  6 94
 0 0 0 43677180 31100560 102 3019 0 0 0 0 0 0  0  0  0  753 1967  313  0  6 94
 0 0 0 43677188 31100568 204 6154 0 0 0 0 0 0  0  0  0  743 3177  477  0  6 94
 0 0 0 43677120 31100504 106 3121 0 0 0 0 0 0  0  0  0  719 2034  322  0  6 94
 0 0 0 43677164 31100556 204 6146 0 0 0 0 0 0  2  0  0  812 3308  508  0  6 94
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s1 s2 --   in   sy   cs us sy id
 0 0 0 43677168 31100548 98 3025 0 0 0 0 0  0  0  0  0  783 2020  322  0  6 94
 0 0 0 43677168 31100548 106 3120 0 0 0 0 0 0  0  0  0  758 2026  323  0  6 94
 0 0 0 43677140 31100532 102 3022 0 0 0 0 0 0  0  0  0  811 1973  310  0  6 94
 0 0 0 43677140 31100520 204 6150 0 0 0 0 0 0  0  0  0  750 3233  453  0  6 94
 0 0 0 43677068 31100452 106 3121 0 0 0 0 0 0  0  0  0  724 2062  325  0  6 94
