time,cpu,FSB,L2miss
2,0,19533818,
4,0,,9280
6,0,9608372,
8,0,,487023
10,0,2772178,
12,0,,803713
14,1,1292920,
16,0,,350620
18,0,12951513,
20,0,,83555
22,0,20642056,
24,1,,6547
24,0,,75989
26,1,14538038,
28,1,,337682
30,1,1421110,
30,0,1423180,
32,0,,839218
34,0,299136,
36,1,,289815
38,0,11670358,
40,0,,80466
42,0,20015916,
44,0,,50050
46,1,6173358,
46,0,6174040,
48,0,,555442
50,0,1409896,
50,1,1411792,
52,0,,834386
54,0,1444852,
54,1,1448688,
56,0,,297354
58,0,12338838,
60,1,,60324
60,0,,122802
62,1,19641004,
62,0,19635649,
64,0,,6310
66,1,8850458,
68,0,,451994
70,1,2102978,
72,0,,753210
74,0,1242636,
76,0,,428699
78,0,10869076,
80,1,,6184
82,1,22451443,
84,1,,75885
86,1,10309284,
88,0,,632795
90,1,2706922,
92,1,,672479
94,0,256620,
96,0,,555724
98,0,3804112,
100,0,,49964
102,0,21307914,
104,0,,53530
106,0,10233154,
108,1,,597489
110,0,3104394,
110,1,3132340,
112,0,,807715
114,1,1376594,
116,0,,342886
118,1,13105376,
120,0,,37304
122,0,20366574,
124,0,,25354
126,1,9897512,
128,1,,513572
130,1,969692,
130,0,975738,
132,0,,660261
132,1,,816439
134,0,3272052,
136,1,,79236
138,0,20855428,
140,1,,58224
142,1,10756576,
144,0,,445273
146,0,3874924,
148,0,,706977
150,1,1492278,
152,1,,339581
154,0,11869410,
156,0,,108293
158,0,18873407,
160,0,,44426
162,0,10756086,
164,1,,383465
166,1,1869152,
168,0,,901238
170,1,1523763,
172,1,,348014
174,0,12825230,
176,1,,51767
178,0,19629152,
180,1,,95159
182,0,16221802,
182,1,16235134,
184,0,,208417
186,0,931040,
188,0,,649637
190,0,982042,
192,0,,266310
194,0,12468138,
196,0,,99482
198,0,19189914,
200,0,,53968
202,1,8241282,
204,0,,534500
206,1,3161478,
208,0,,675920
210,0,1442550,
210,1,1445634,
212,0,,299144
214,1,11145404,
216,1,,66946
218,0,18219202,
220,1,,6815
222,0,9949046,
222,1,9976888,
224,0,,566219
226,0,3078752,
228,0,,752783
230,1,1527216,
230,0,1526900,
232,1,,403584
234,0,11552976,
236,0,,107527
238,0,20753208,
240,1,,3359
240,0,,105881
242,0,10139162,
244,0,,433959
246,0,2497808,
248,0,,722814
250,0,926516,
252,1,,648356
254,0,3950266,
256,0,,66207
258,1,20996974,
260,0,,59568
262,0,10803412,
264,0,,511259
266,0,3960138,
268,1,,746204
270,1,1346440,
272,0,,255934
274,1,12766102,
276,1,,53637
278,0,19030516,
280,0,,6423
282,0,10712280,
284,1,,506604
286,0,3789938,
288,0,,577152
290,0,1394924,
290,1,1396212,
292,1,,398381
294,0,12902382,
296,0,,124725
298,0,19742824,
300,0,,93151
302,1,34381312,
302,0,34389698,
304,1,,615463
304,0,,1661735
306,1,12037512,
308,1,,600153
310,0,3895690,
312,1,,208187
312,0,,448653
314,0,13248372,
316,0,,48888
316,1,,123414
318,1,21134326,
318,0,21158492,
320,0,,7457
322,0,26647231,
324,0,,521486
326,0,4195002,
328,0,,591313
330,1,1423641,
332,1,,364860
334,0,14641244,
336,0,,11717
338,0,21239682,
340,0,,10371
342,0,10799354,
342,1,10829184,
344,0,,363602
346,0,3819550,
348,0,,526783
350,1,1960946,
352,1,,192729
354,0,20008924,
356,0,,6087
358,0,10056290,
360,0,,407922
362,0,3076261,
364,0,,623662
366,0,974148,
368,1,,223925
370,0,12281124,
372,0,,53123
372,1,,130339
374,1,20009016,
376,1,,12484
378,1,9383238,
380,0,,269874
382,0,3560340,
384,0,,462940
386,0,2366276,
388,0,,278375
390,0,13424106,
392,0,,57191
392,1,,155429
394,0,20184427,
396,0,,30228
398,0,6375498,
398,1,6387304,
400,1,,378909
402,0,2458240,
402,1,2663078,
404,0,,722365
404,1,,769756
406,0,1998794,
408,0,,283012
410,0,13208694,
412,0,,80548
414,1,20748344,
416,0,,114465
418,0,3613738,
420,0,,565010
422,0,1932222,
424,1,,327700
424,0,,287789
426,1,13682350,
428,0,,65712
428,1,,74876
430,1,21572836,
432,1,,14057
434,0,10396332,
434,1,10423116,
436,1,,345544
438,0,3711534,
440,1,,901251
442,1,3412804,
444,1,,200588
446,0,16426234,
448,0,,102465
450,0,21276252,
452,1,,7330
454,1,9391472,
454,0,9425240,
456,0,,556220
458,1,2507383,
458,0,2545522,
460,0,,455674
462,1,2081506,
464,0,,215437
466,0,18200094,
468,1,,72953
470,1,22105998,
472,0,,40547
474,0,10665552,
476,0,,594518
476,1,,443104
478,0,3764108,
480,0,,886002
482,1,2458235,
484,0,,457040
486,0,7301835,
488,1,,52830
490,1,21973568,
492,0,,31514
494,1,9889950,
496,0,,251039
498,0,3472844,
500,0,,455070
502,1,2923014,
504,0,,394981
504,1,,253359
506,1,13028974,
508,0,,109275
510,0,18860500,
510,1,18904756,
512,1,,273915
514,0,286208,
516,0,,514942
518,0,1267647,
520,0,,277244
522,0,15145877,
524,0,,75519
526,0,21449540,
528,0,,5378
530,0,11983648,
532,1,,313199
534,0,1494020,
536,0,,613339
538,1,3365680,
540,0,,313997
542,0,13967488,
544,0,,30140
546,0,20100238,
548,0,,10641
550,1,10754392,
550,0,10780494,
552,0,,441857
554,0,1315042,
556,0,,540141
558,0,7788284,
560,0,,4861
562,1,25707796,
564,1,,24142
566,1,10271361,
566,0,10308866,
568,0,,664313
570,1,2727116,
570,0,2744972,
572,1,,515558
574,0,403064,
576,0,,290946
578,1,13991268,
580,1,,30897
580,0,,112203
582,1,22196148,
584,1,,7653
586,1,6752722,
586,0,6803488,
588,0,,541954
590,0,1583720,
592,0,,536884
594,0,1468348,
596,0,,310697
598,1,13898470,
600,0,,59987
600,1,,108740
602,0,22567130,
604,0,,41262
606,1,12843084,
608,1,,347010
610,0,924226,
612,1,,631479
614,0,4572114,
616,0,,299073
618,0,14358241,
620,0,,99504
622,0,22758434,
624,0,,74588
626,0,10812188,
628,0,,281696
630,1,3481095,
632,0,,736022
634,0,300260,
636,0,,175812
638,0,17092997,
640,0,,54662
642,0,23293461,
644,1,,64134
646,0,10247926,
648,0,,607090
650,0,2995284,
650,1,3023178,
652,1,,731216
654,0,1433984,
656,1,,438906
656,0,,496042
658,0,10366190,
660,0,,43098
662,0,22450568,
664,0,,86000
666,1,9214810,
666,0,9221870,
668,0,,252171
670,0,2564008,
672,0,,674606
674,0,1345089,
676,1,,380721
678,1,13432424,
680,1,,57289
682,1,23014886,
684,0,,77877
686,1,7045252,
688,1,,660419
690,0,1388992,
692,1,,810894
694,1,347834,
696,0,,315247
698,1,13620450,
700,0,,93371
702,0,22748864,
704,1,,11322
706,0,14423310,
708,1,,322878
710,1,1466390,
712,0,,1025200
714,1,1659406,
716,0,,302251
716,1,,376170
718,0,15095523,
720,0,,30017
722,0,21747970,
724,1,,26713
726,0,10064022,
728,1,,290343
730,0,966612,
732,0,,498808
734,0,7178160,
736,0,,7798
738,0,23170216,
740,0,,12311
742,0,11656006,
744,1,,248940
746,0,3247048,
748,0,,1009950
750,0,1599562,
752,1,,521129
754,0,8589250,
756,1,,8966
756,0,,27423
758,0,22212508,
760,0,,52165
762,1,10756718,
764,1,,684200
766,1,2769904,
768,0,,720307
770,0,1476220,
772,0,,439436
774,1,13342660,
776,0,,138151
778,1,21614120,
780,0,,6187
782,1,8428614,
784,1,,590716
786,1,421432,
788,0,,747907
790,0,1074832,
792,0,,272363
794,1,13828142,
796,1,,48583
798,1,22223100,
800,1,,24173
802,1,15782444,
804,1,,498545
806,1,3669082,
808,1,,759112
810,1,4296540,
812,1,,349255
814,0,14057184,
816,0,,42472
816,1,,95195
818,1,23196286,
820,1,,18636
822,0,12202924,
822,1,12235660,
824,0,,566924
826,0,3421450,
826,1,3456068,
828,1,,682689
830,1,1644100,
832,0,,368188
834,1,19674878,
836,1,,10718
838,0,24108256,
840,1,,26648
842,0,11912096,
844,1,,697557
846,1,2502122,
848,0,,547134
850,0,1331786,
852,1,,575911
854,0,8737478,
856,0,,33040
858,0,24680802,
860,1,,28503
862,0,12584711,
862,1,12608910,
864,0,,530889
866,0,3612468,
866,1,3654342,
868,1,,867108
870,1,1940692,
872,0,,392009
874,0,13295324,
876,1,,72071
878,1,22490630,
880,0,,294792
882,1,9495574,
884,1,,559969
886,0,1403890,
888,0,,768470
888,1,,816973
890,0,1571542,
892,1,,530474
894,0,15099046,
896,0,,33994
898,1,21797914,
900,0,,98674
902,0,16169128,
904,0,,307695
906,0,481448,
908,1,,781272
