Time	Temp0	Temp1	Planar_Temp	VRD_0_Temp	VRD_1_Temp	Fan_1	Fan_2A	Fan_2B	Fan_3A	Fan_3B	Fan_4A	Fan_4B	Fan_5A	Fan_5B
0	26	30	25	18	21	3150	7650	5325	7500	5400	7575	5325	7950	5325
5	26	30	25	18	21	3150	7650	5325	7500	5400	7575	5325	7950	5325
10	30	31	25	18	21	3150	7650	5250	7500	5400	7650	5250	7950	5250
15	31	32	25	18	21	3150	7575	5250	7425	5400	7575	5325	7950	5250
20	28	31	25	18	21	3150	7575	5250	7425	5400	7575	5325	7950	5250
25	30	31	25	18	21	3225	7575	5250	7500	5400	7575	5325	7950	5325
30	28	34	25	18	21	3150	7650	5250	7425	5400	7650	5325	8025	5325
35	28	33	25	18	21	3150	7575	5250	7500	5325	7575	5325	7950	5250
40	30	31	25	18	21	3150	7575	5250	7500	5325	7575	5325	7950	5250
45	28	34	25	19	21	3150	7575	5250	7425	5400	7650	5325	7950	5250
50	31	33	25	19	21	3225	7575	5250	7425	5325	7575	5325	7950	5250
55	28	34	25	19	21	3225	7575	5250	7425	5325	7575	5325	7950	5250
60	30	32	25	19	21	3150	7650	5250	7500	5400	7650	5325	8025	5250
65	32	32	25	19	21	3150	7650	5325	7500	5400	7650	5325	8025	5250
70	29	33	25	19	21	3150	7575	5325	7500	5400	7575	5325	7950	5325
75	28	34	25	19	21	3150	7575	5325	7500	5400	7575	5325	7950	5325
80	29	34	25	19	21	3150	7575	5325	7500	5400	7575	5325	8025	5325
85	31	34	25	19	21	3150	7575	5250	7500	5400	7575	5250	7950	5250
90	31	32	25	19	21	3150	7575	5250	7500	5400	7575	5250	7950	5250
95	28	35	25	19	21	3150	7575	5325	7500	5400	7575	5325	7950	5250
100	31	33	25	19	21	3150	7650	5325	7500	5400	7650	5325	8025	5250
105	29	33	25	19	21	3150	7575	5325	7500	5400	7575	5325	7950	5250
110	30	33	25	19	21	3150	7575	5325	7500	5400	7575	5325	7950	5250
115	31	32	25	19	21	3150	7575	5250	7500	5400	7575	5250	7950	5250
120	32	34	25	19	21	3150	7575	5325	7500	5400	7575	5250	7950	5325
125	30	33	25	19	21	3150	7575	5325	7500	5400	7575	5250	7950	5325
130	29	35	25	19	21	3150	7650	5325	7500	5325	7650	5250	7950	5250
135	31	33	25	19	21	3150	7650	5325	7500	5400	7650	5325	7950	5325
140	28	32	25	19	21	3150	7650	5325	7500	5400	7650	5250	7950	5250
