 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 8278128 5130000 11 316 0 0  0  0  0  0  0  0  0  375  235  102  2  1 98
 0 0 0 7550684 4387048 178 4267 0 0 0 0  0  0  0  0  0  433 2749  254  1 11 89
 0 0 0 7550764 4387004 153 3767 0 0 0 0  0  0  0  0  0  397 2302  255  1 10 89
 0 0 0 7550708 4386932 135 3590 0 0 0 0  0  0  0  0  0  384 2095  243  1  6 94
 0 0 0 7550504 4386884 170 3913 0 0 0 0  0  1  0  0  0  424 2371  277  1 10 89
 0 0 0 7550748 4387004 153 3755 0 0 0 0  0 490 0  0  0  410 2306  275  1 10 89
 0 0 0 7550708 4386980 135 3599 0 0 0 0  0  0  0  0  0  381 2099  247  1  6 93
 0 0 0 7550480 4386900 178 3921 0 0 0 0  0  0  0  0  0  394 2404  297  1 10 90
 0 0 0 7550476 4386892 153 3749 0 0 0 0  0  0  0  0  0  385 2275  259  1 10 89
 0 0 0 7550928 4387072 135 3603 0 0 0 0  0  0  0  0  0  395 2098  245  1  7 93
 0 0 0 7550480 4386884 157 3793 0 0 0 0  0  2  0  0  0  408 2259  278  1  9 90
 0 0 0 7550480 4386884 165 3881 0 0 0 0  0 199 0  0  0  397 2349  268  1 10 89
 0 0 0 7550704 4387024 156 3760 0 0 0 0  0  0  0  0  0  388 2291  244  1 10 89
 0 0 0 7550684 4386948 139 3606 0 0 0 0  0  0  0  0  0  398 2106  245  1  6 94
 0 0 0 7550480 4386884 171 3909 0 0 0 0  0  0  0  0  0  380 2350  257  1 10 90
 0 0 0 7550720 4387004 152 3759 0 0 0 0  0  0  0  0  0  384 2302  249  1 10 89
 0 0 0 7550664 4386916 135 3601 0 0 0 0  0  2  0  0  0  409 2134  278  1  6 93
 0 0 0 7550460 4386864 170 3922 0 0 0 0  0 217 0  0  0  559 2335  267  1  9 90
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 7550456 4386872 155 3760 0 0 0 0  0  0  0  0  0  386 2342  250  1 10 89
 0 0 0 7550644 4386960 157 3755 0 0 0 0  0  0  0  0  0  387 2333  250  1 10 89
 0 0 0 7550640 4386892 135 3604 0 0 0 0  0  0  0  0  0  379 2092  249  1  5 94
 0 0 0 7550436 4386840 170 3912 0 0 0 0  0  0  0  0  0  387 2390  249  1 10 89
 0 0 0 7550680 4386972 153 3765 0 0 0 0  0  1  0  0  0  427 2328  279  1 10 89
 0 0 0 7550636 4386888 135 3597 0 0 0 0  0 258 0  0  0  389 2113  261  1  6 93
 0 0 0 7550428 4386848 172 3907 0 0 0 0  0  0  0  0  0  388 2384  254  1  9 90
 0 0 0 7550428 4386836 157 3762 0 0 0 0  0  0  0  0  0  386 2335  253  1 10 89
 0 0 0 7550952 4387040 135 3599 0 0 0 0  0  0  0  0  0  381 2140  253  1  7 93
 0 0 0 7550636 4386888 154 3839 0 0 0 0  0  0  0  0  0  391 2334  255  1  9 90
 0 0 0 7550428 4386832 153 3756 0 0 0 0  0  2  0  0  0  422 2317  279  1  9 91
