Time Temp Temp Temp Ambient_Temp Temp Ambient_Temp Ambient_Temp Planar_Temp IOH_THERMTRIP CPU_Temp_Interf Temp Temp Temp FAN_MOD_1A_RPM FAN_MOD_2A_RPM FAN_MOD_3A_RPM FAN_MOD_4A_RPM FAN_MOD_5A_RPM FAN_MOD_6A_RPM FAN_MOD_1B_RPM FAN_MOD_2B_RPM FAN_MOD_3B_RPM FAN_MOD_4B_RPM FAN_MOD_5B_RPM FAN_MOD_6B_RPM Fan_Redundancy et
0 -57 -58 38 30 36 27 16 39 5Dh 76h 28 30 44 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
10 -57 -57 38 30 36 27 16 39 5Dh 76h 28 30 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
20 -52 -59 38 30 36 27 16 39 5Dh 76h 28 30 44 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
30 -52 -59 38 30 36 27 16 39 5Dh 76h 29 30 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 9
40 -52 -60 38 30 36 27 16 39 5Dh 76h 29 30 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 5
50 -52 -60 38 30 36 27 16 39 5Dh 76h 29 30 44 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 9
60 -56 -57 38 30 36 28 16 39 5Dh 76h 29 30 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
70 -56 -59 38 30 36 28 16 39 5Dh 76h 29 30 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
80 -56 -60 38 30 36 28 16 39 5Dh 76h 29 30 44 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
90 -56 -60 38 30 36 28 16 39 5Dh 76h 29 30 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
100 -56 -60 38 30 36 28 16 39 5Dh 76h 29 30 44 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
110 -56 -59 38 30 36 28 17 39 5Dh 76h 29 30 44 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
120 -56 -59 38 30 36 28 17 39 5Dh 76h 29 30 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
130 -56 -59 38 30 36 28 17 39 5Dh 76h 29 30 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
140 -56 -57 38 30 36 28 17 39 5Dh 76h 29 30 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 9
