 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 8278712 5130596 11 314 0 0  0  0  0  0  0  0  0  375  234  102  2  1 98
 0 0 0 7551012 4387372 184 4271 0 0 0 0  0  0  0  0  0  445 2741  256  1 11 89
 0 0 0 7551020 4387312 159 3767 0 0 0 0  0  2  0  0  0  400 2272  290  1 10 89
 0 0 0 7551260 4387384 141 3591 0 0 0 0  0  0  0  0  0  400 2077  254  1  6 94
 0 0 0 7550832 4387256 181 3917 0 0 0 0  0  0  0  0  0  384 2419  296  1 10 90
 0 0 0 7550832 4387264 162 3748 0 0 0 0  0  0  0  0  0  391 2274  251  1 10 89
 0 0 0 7551072 4387372 197 4869 0 0 0 0  0  0  0  0  0  399 2660  304  1 10 89
 0 0 0 7551012 4387288 120 2651 0 0 0 0  0  0  0  0  0  380 1751  201  1  5 94
 0 0 0 7550808 4387232 159 3756 0 0 0 0  0  3  0  0  0  429 2292  309  1 10 89
 0 0 0 7551008 4387320 161 3751 0 0 0 0  0  0  0  0  0  383 2291  253  1 10 89
 0 0 0 7551256 4387436 142 3604 0 0 0 0  0  0  0  0  0  395 2090  248  1  6 94
 0 0 0 7550808 4387240 183 3917 0 0 0 0  0  0  0  0  0  385 2334  253  1 10 90
 0 0 0 7550808 4387224 159 3765 0 0 0 0  0  0  0  0  0  393 2314  248  1 10 89
 0 0 0 7551048 4387344 197 4888 0 0 0 0  0  0  0  0  0  399 2685  300  1 10 89
 0 0 0 7551000 4387264 120 2619 0 0 0 0  0  2  0  0  0  414 1767  241  1  5 94
 0 0 0 7546184 4382084 370 4458 0 0 0 0  0  0  0  0  0  408 3726  284  2 11 87
 0 0 0 7531916 4367424 198 5218 0 0 0 0  0  0  0  0  0  435 4271  279 19 11 70
 0 0 0 7549840 4384368 257 5200 0 0 0 0  0  0  0  0  0  421 3008  363  2 10 87
 kthr      memory            page            disk          faults      cpu
