time,Temp0,Temp1,Planar_Temp,VRD_0_Temp,VRD_1_Temp,Fan_1,Fan_2A,Fan_2B,Fan_3A,Fan_3B,Fan_4A,Fan_4B,Fan_5A,Fan_5B,fsb,l2miss,fsb_scaled,l2miss_scaled,Watts,InputDCPwr,AllPwrExtBd,ProcPwrUnc,ProcPwr,disk_read_count,disk_write_count,disk_read_kbytes,disk_write_kbytes,disk_read_bytes,disk_write_bytes
300,27,31,24,18,21,3225,7575,5325,7500,5400,7575,5325,8025,5325,3.34E+07,1.79E+06,3.34E+01,17.857,1819,1455.2,1091.4,54.57,54.57,0,0,0,0,0,0
305,30,31,25,18,21,3225,7650,5325,7500,5400,7650,5325,8025,5325,5.98E+08,8.99E+06,5.98E+02,89.854,2101,1680.8,1260.6,63.03,63.03,9.2,13.4,952.4,96,952400,96000
310,32,35,25,18,21,3225,7575,5325,7500,5400,7575,5325,7950,5325,6.86E+08,1.18E+07,6.86E+02,118.22,2147,1717.6,1288.2,64.41,64.41,0,0,0,0,0,0
315,33,35,25,18,21,3150,7650,5325,7500,5400,7650,5325,7950,5325,6.80E+08,1.39E+07,6.80E+02,138.92,2141,1712.8,1284.6,64.23,64.23,0,0,0,0,0,0
320,35,40,25,18,21,3150,7575,5325,7500,5400,7575,5325,7950,5325,6.82E+08,1.87E+07,6.82E+02,186.84,2145,1716,1287,64.35,64.35,0,0,0,0,0,0
325,34,34,25,18,21,3150,7650,5325,7500,5400,7650,5325,8025,5325,6.92E+08,1.07E+07,6.92E+02,106.98,2128,1702.4,1276.8,63.84,63.84,0,0,0,0,0,0
330,39,35,25,18,21,3225,7575,5325,7500,5400,7575,5325,7950,5250,1.15E+09,1.23E+07,1.15E+03,123.39,2146,1716.8,1287.6,64.38,64.38,0,0,0,0,0,0
335,36,42,25,19,21,3225,7650,5325,7500,5400,7575,5325,8025,5325,6.85E+08,42550,6.85E+02,0.4255,2143,1714.4,1285.8,64.29,64.29,0,23,0,255.3,0,255300
340,40,36,25,19,21,3150,7650,5250,7425,5400,7650,5250,8025,5250,1.38E+09,2.18E+07,1.38E+03,218.26,2153,1722.4,1291.8,64.59,64.59,0,0,0,0,0,0
345,41,36,25,19,21,3150,7650,5325,7500,5400,7650,5325,8025,5250,6.93E+08,1.42E+07,6.93E+02,142.37,2161,1728.8,1296.6,64.83,64.83,0,0,0,0,0,0
350,40,36,25,19,21,3150,7575,5250,7425,5400,7575,5250,7950,5250,1.37E+09,2.07E+07,1.37E+03,207.37,2136,1708.8,1281.6,64.08,64.08,0,0,0,0,0,0
355,41,36,25,19,22,3150,7650,5325,7500,5400,7575,5325,8025,5325,6.79E+08,7.15E+06,6.79E+02,71.457,2143,1714.4,1285.8,64.29,64.29,0,0,0,0,0,0
360,41,36,25,19,22,3225,7575,5325,7500,5400,7575,5325,8025,5325,1.15E+09,2.17E+07,1.15E+03,217.05,2152,1721.6,1291.2,64.56,64.56,0,0,0,0,0,0
365,37,43,25,19,22,3150,7575,5325,7500,5400,7575,5325,7950,5250,9.24E+08,1.44E+07,9.24E+02,143.56,2175,1740,1305,65.25,65.25,0,15.6,0,71.2,0,71200
370,38,44,25,19,22,3150,7650,5325,7500,5400,7650,5325,7950,5250,6.85E+08,7.06E+06,6.85E+02,70.602,2167,1733.6,1300.2,65.01,65.01,0,0,0,0,0,0
375,40,38,26,19,22,3150,7650,5325,7500,5400,7650,5250,7950,5250,6.84E+08,1.41E+07,6.84E+02,140.91,2165,1732,1299,64.95,64.95,0,0,0,0,0,0
380,41,37,26,19,22,3150,7650,5325,7500,5400,7650,5325,7950,5325,1.15E+09,1.30E+07,1.15E+03,129.98,2140,1712,1284,64.2,64.2,0,0,0,0,0,0
385,40,38,26,19,22,3150,7575,5325,7500,5400,7575,5250,8025,5250,9.16E+08,1.44E+07,9.16E+02,143.94,2158,1726.4,1294.8,64.74,64.74,0,0,0,0,0,0
390,38,43,26,19,22,3150,7650,5325,7500,5400,7650,5325,7950,5250,1.14E+09,2.09E+07,1.14E+03,209.29,2148,1718.4,1288.8,64.44,64.44,0,0,0,0,0,0
