time,offcore_req,l2_cache_miss,offcore_req_scaled,l2_cache_miss_scaled,Temp0,Temp1,Temp2,Ambient_Temp0,Temp3,Ambient_Temp1,Ambient_Temp2,Planar_Temp,Temp4,Temp5,Temp6,FAN_MOD_1A_RPM,FAN_MOD_2A_RPM,FAN_MOD_3A_RPM,FAN_MOD_4A_RPM,FAN_MOD_5A_RPM,FAN_MOD_6A_RPM,FAN_MOD_1B_RPM,FAN_MOD_2B_RPM,FAN_MOD_3B_RPM,FAN_MOD_4B_RPM,FAN_MOD_5B_RPM,FAN_MOD_6B_RPM,Watts,InputDCPwr,AllPwrExtBd,ProcPwrUnc,ProcPwr,disk_read_kbytes,disk_write_kbytes
10,8082043,5492883,8.082043,5.492883,55,59,38,30,36,28,15,39,28,30,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1649,1470.4,1102.8,55.14,55.14,9.3,9.4
20,4947675,4086580,4.947675,4.08658,57,56,38,30,36,28,15,39,29,30,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1583,1105.6,829.2,41.46,41.46,0,21.7
30,20472145,14957931,20.472145,14.957931,52,59,38,30,36,28,15,39,29,30,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1360,1114.4,835.8,41.79,41.79,0,0
40,11990753,8213816,11.990753,8.213816,57,57,38,30,36,28,15,39,28,31,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1563,1123.2,842.4,42.12,42.12,0,0
50,24218375,18343088,24.218375,18.343088,57,56,38,30,36,28,15,39,28,31,43,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1390,1400,1050,52.5,52.5,0,14
60,4926457,3305746,4.926457,3.305746,57,56,38,30,36,28,15,39,28,31,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1388,1114.4,835.8,41.79,41.79,0,0
70,20517380,15255948,20.51738,15.255948,57,56,38,30,36,28,15,39,28,31,43,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1393,1126.4,844.8,42.24,42.24,0,0
80,22107374,14315081,22.107374,14.315081,57,56,38,30,36,28,15,39,28,31,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1561,1104,828,41.4,41.4,0,15.2
90,25199806,18447296,25.199806,18.447296,52,59,38,30,36,28,15,39,28,31,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1553,1264,948,47.4,47.4,0,0
100,7292815,4693376,7.292815,4.693376,53,59,38,30,36,28,15,39,28,31,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1555,1109.6,832.2,41.61,41.61,0,0
