time,Temp0,Temp1,Planar_Temp,VRD_0_Temp,VRD_1_Temp,Fan_1,Fan_2A,Fan_2B,Fan_3A,Fan_3B,Fan_4A,Fan_4B,Fan_5A,Fan_5B,fsb,l2miss,fsb_scaled,l2miss_scaled,Watts,InputDCPwr,AllPwrExtBd,ProcPwrUnc,ProcPwr,disk_read_count,disk_write_count,disk_read_kbytes,disk_write_kbytes,disk_read_bytes,disk_write_bytes
0,25,30,25,17,20,3150,7650,5325,7425,5400,7575,5250,7950,5250,1.72E+07,29490,1.72E-01,0.02949,2163,1730.4,1297.8,64.89,64.89,0.4,1.8,21.4,21.8,21400,21800
5,25,30,25,17,20,3150,7650,5250,7500,5400,7575,5250,7950,5250,5.00E+06,2.66E+05,5.00E-02,0.26603,1993,1594.4,1195.8,59.79,59.79,0,0,0,0,0,0
10,28,31,25,17,20,3150,7650,5250,7425,5400,7575,5325,8025,5250,6.56E+06,7.81E+05,6.56E-02,0.7813,1496,1196.8,897.6,44.88,44.88,0,0,0,0,0,0
15,26,32,25,17,20,3150,7650,5250,7500,5400,7575,5325,7950,5250,5.78E+06,1.46E+05,5.78E-02,0.14619,1721,1376.8,1032.6,51.63,51.63,0,0,0,0,0,0
20,26,32,25,17,20,3150,7575,5325,7500,5325,7575,5250,7950,5250,2.30E+07,86678,2.30E-01,0.086678,1983,1586.4,1189.8,59.49,59.49,0,12.4,0,72,0,72000
25,28,32,25,17,20,3150,7575,5250,7500,5400,7575,5250,7950,5250,3.70E+06,4.17E+05,3.70E-02,0.41748,1416,1132.8,849.6,42.48,42.48,0,0,0,0,0,0
30,26,31,25,17,20,3150,7650,5325,7500,5400,7575,5325,8025,5250,1.19E+06,5.98E+05,1.19E-02,0.59816,1423,1138.4,853.8,42.69,42.69,0,0,0,0,0,0
35,26,31,25,17,20,3150,7650,5325,7500,5400,7575,5250,8025,5325,6.14E+06,1.20E+05,6.14E-02,0.11969,1949,1559.2,1169.4,58.47,58.47,0,0,0,0,0,0
40,28,31,24,17,20,3150,7575,5325,7425,5400,7575,5250,8025,5325,1.43E+07,1.73E+05,1.43E-01,0.17272,1960,1568,1176,58.8,58.8,0,0,0,0,0,0
45,26,33,24,17,20,3150,7650,5250,7500,5400,7575,5250,7950,5250,8.02E+06,1.97E+05,8.02E-02,0.19733,1422,1137.6,853.2,42.66,42.66,0,0,0,0,0,0
50,26,32,24,17,20,3150,7650,5250,7500,5400,7575,5250,7950,5325,7.45E+05,3.50E+05,7.45E-03,0.34958,1969,1575.2,1181.4,59.07,59.07,0,11.8,0,36,0,36000
55,26,32,24,17,20,3150,7575,5325,7500,5400,7575,5250,7950,5325,5.18E+06,3.09E+05,5.18E-02,0.30872,1956,1564.8,1173.6,58.68,58.68,0,0,0,0,0,0
60,27,33,24,17,20,3225,7575,5325,7425,5400,7575,5250,7950,5250,3.00E+07,1.01E+05,3.00E-01,0.10094,1419,1135.2,851.4,42.57,42.57,0,0,0,0,0,0
65,27,31,24,17,20,3150,7650,5250,7500,5400,7650,5325,8025,5250,1.29E+07,3.52E+05,1.29E-01,0.35223,1554,1243.2,932.4,46.62,46.62,0,0,0,0,0,0
70,27,31,24,17,20,3150,7650,5250,7425,5400,7575,5250,7950,5250,1.97E+06,5.93E+05,1.97E-02,0.59311,1941,1552.8,1164.6,58.23,58.23,0,0,0,0,0,0
75,29,32,24,17,20,3150,7650,5325,7500,5400,7575,5250,7950,5325,8.23E+06,73637,8.23E-02,0.073637,1424,1139.2,854.4,42.72,42.72,0,0,0,0,0,0
80,27,31,24,17,20,3150,7650,5325,7500,5400,7575,5325,8025,5250,2.68E+07,30182,2.68E-01,0.030182,1433,1146.4,859.8,42.99,42.99,0,11.2,0,38.5,0,38500
85,27,31,24,17,20,3150,7650,5325,7500,5400,7650,5250,7950,5325,8.40E+06,2.35E+05,8.40E-02,0.23497,1940,1552,1164,58.2,58.2,0,0,0,0,0,0
90,28,31,24,17,20,3150,7575,5250,7425,5400,7575,5250,7950,5250,3.23E+06,1.21E+06,3.23E-02,1.2119,1952,1561.6,1171.2,58.56,58.56,0,0,0,0,0,0
95,27,32,24,17,20,3150,7650,5325,7500,5400,7575,5325,7950,5250,8.19E+06,1.04E+05,8.19E-02,0.10429,1422,1137.6,853.2,42.66,42.66,0,0,0,0,0,0
100,28,31,24,17,20,3150,7650,5250,7500,5400,7575,5250,7950,5325,2.65E+07,87616,2.65E-01,0.087616,1933,1546.4,1159.8,57.99,57.99,0,0,0,0,0,0
105,28,31,24,17,20,3225,7575,5325,7500,5400,7575,5250,8025,5250,4.37E+06,1.84E+05,4.37E-02,0.18382,1958,1566.4,1174.8,58.74,58.74,0,0,0,0,0,0
110,27,32,24,17,20,3150,7575,5325,7500,5400,7650,5250,7950,5250,6.57E+06,1.04E+06,6.57E-02,1.0416,1437,1149.6,862.2,43.11,43.11,0,12.2,0,41.7,0,41700
115,27,31,24,17,20,3150,7575,5250,7500,5325,7575,5250,7950,5250,7.44E+06,3.99E+05,7.44E-02,0.39904,1417,1133.6,850.2,42.51,42.51,0,0,0,0,0,0
120,27,31,24,17,20,3150,7650,5250,7500,5400,7575,5250,7950,5250,2.33E+07,1.12E+05,2.33E-01,0.11191,1946,1556.8,1167.6,58.38,58.38,0,0,0,0,0,0
125,29,32,24,17,20,3150,7650,5250,7500,5400,7575,5250,8025,5325,3.60E+06,4.01E+05,3.60E-02,0.40123,1419,1135.2,851.4,42.57,42.57,0,0,0,0,0,0
130,26,31,24,17,20,3150,7575,5325,7425,5400,7575,5250,8025,5250,1.03E+06,9.12E+05,1.03E-02,0.91179,1419,1135.2,851.4,42.57,42.57,0,0,0,0,0,0
135,28,31,24,17,20,3150,7575,5325,7425,5400,7575,5250,8025,5250,5.29E+06,2.55E+05,5.29E-02,0.25547,1947,1557.6,1168.2,58.41,58.41,0,0,0,0,0,0
140,28,31,24,17,20,3150,7575,5250,7425,5400,7575,5250,7950,5250,1.40E+07,30733,1.40E-01,0.030733,1957,1565.6,1174.2,58.71,58.71,0,12.6,0,44.3,0,44300
145,29,31,24,17,20,3225,7650,5325,7500,5400,7575,5325,8025,5250,3.70E+06,3.28E+05,3.70E-02,0.32766,1418,1134.4,850.8,42.54,42.54,0,0,0,0,0,0
