 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s1 s2 --   in   sy   cs us sy id
 0 0 0 9090520 6017740 120 2120 0 0 0 0  5  3 -0  0  0  709 1643  273 25  3 72
 0 0 0 9401264 6261228 149 2567 0 0 0 0  0  0  0  0  0  684 2107  265  0  4 96
 0 0 0 9400816 6260968 129 2157 0 0 0 0  0  0  0  0  0  571 1690  260  0  4 96
 0 0 0 9400776 6260964 128 2158 0 0 0 0  0  0  0  0  0  580 1672  265  0  4 96
 0 0 0 9401072 6261236 134 2155 0 0 0 0  0  0  0  0  0  558 1773  297  0  4 96
 0 0 0 9400804 6261088 129 2156 0 0 0 0  0  0  0  0  0  581 1676  260  0  4 96
 0 0 0 9400740 6261044 136 2161 0 0 0 0  0  2  0  0  0  619 1685  304  0  4 96
 0 0 0 9400972 6261112 130 2161 0 0 0 0  0  0  0  0  0  598 1674  279  0  4 96
 0 0 0 9400788 6261072 76 1180 0 0 0  0  0  0  0  0  0  527 1262  220  0  2 98
 0 0 0 9401040 6261176 52 979 0 0  0  0  0  0  0  0  0  504 1099  220  0  2 98
 0 0 0 9400744 6261036 134 2156 0 0 0 0  0  0  0  0  0  572 1683  258  0  4 96
 0 0 0 9401044 6261168 129 2158 0 0 0 0  0  0  0  0  0  568 1672  254  0  4 96
 0 0 0 9400780 6261132 129 2159 0 0 0 0  0  2  0  0  0  640 1688  310  0  4 96
 0 0 0 9400736 6261172 147 2165 0 0 0 0  0  0  0  0  0  582 1672  254  0  4 96
 0 0 0 9401024 6261148 129 2157 0 0 0 0  0  0  0  0  0  571 1689  258  0  4 96
 0 0 0 9400760 6261044 129 2159 0 0 0 0  0  0  0  0  0  574 1672  262  0  4 96
 0 0 0 9400720 6261052 131 2157 0 0 0 0  0  0  0  0  0  581 1686  259  0  4 96
 0 0 0 9400988 6261124 12 98 0  0  0  0  0  0  0  0  0  450  743  176  0  1 99
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s1 s2 --   in   sy   cs us sy id
 0 0 0 9400988 6261180 117 2063 0 0 0 0  0  3  0  0  0  687 1618  313  0  3 96
 0 0 0 9400616 6260956 147 2164 0 0 0 0  0  0  0  0  0  578 1672  271  0  4 96
 0 0 0 9400696 6260988 129 2159 0 0 0 0  0  0  0  0  0  578 1700  266  0  4 96
 0 0 0 9400988 6261124 129 2158 0 0 0 0  0  0  0  0  0  574 1672  259  0  4 96
 0 0 0 9400732 6261060 134 2157 0 0 0 0  0  0  0  0  0  584 1684  259  0  4 96
 0 0 0 9400656 6260948 129 2160 0 0 0 0  0  0  0  0  0  574 1676  254  0  4 96
 0 0 0 9400952 6261076 146 2165 0 0 0 0  0  3  0  0  0  606 1685  318  0  4 96
 0 0 0 9400692 6260996 77 1178 0 0 0  0  0  0  0  0  0  507 1243  220  0  2 97
 0 0 0 9400948 6261072 52 980 0 0  0  0  0  0  0  0  0  531 1108  221  0  1 99
 0 0 0 9400656 6260956 129 2156 0 0 0 0  0  0  0  0  0  580 1669  265  0  4 96
 0 0 0 9400952 6261096 134 2158 0 0 0 0  0  0  0  0  0  584 1774  305  0  4 96
 0 0 0 9400668 6260964 129 2159 0 0 0 0  0  0  0  0  0  577 1673  260  0  4 96
 0 0 0 9400628 6260992 129 2159 0 0 0 0  0  2  0  0  0  617 1686  310  0  4 96
 0 0 0 9400852 6261196 147 2166 0 0 0 0  0  0  0  0  0  603 1678  284  0  4 96
 0 0 0 9400672 6260956 129 2158 0 0 0 0  0  0  0  0  0  565 1701  259  0  4 96
 0 0 0 9400628 6260920 131 2157 0 0 0 0  0  0  0  0  0  575 1673  262  0  4 96
 0 0 0 9400924 6261048 12 98 0  0  0  0  0  0  0  0  0  458  753  177  0  1 99
 0 0 0 9400912 6261036 117 2064 0 0 0 0  0  0  0  0  0  565 1597  250  0  3 97
 0 0 0 9400652 6261008 129 2158 0 0 0 0  0  3  0  0  0  632 1684  318  0  4 96
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s1 s2 --   in   sy   cs us sy id
 0 0 0 9400608 6260972 147 2166 0 0 0 0  0  0  0  0  0  572 1671  257  0  4 96
 0 0 0 9400904 6261028 129 2162 0 0 0 0  0  0  0  0  0  590 1689  263  0  4 96
 0 0 0 9400652 6260948 129 2162 0 0 0 0  0  0  0  0  0  570 1675  263  0  4 96
 0 0 0 9400588 6260952 134 2162 0 0 0 0  0  0  0  0  0  580 1688  260  0  4 96
 0 0 0 9400880 6261004 129 2163 0 0 0 0  0  0  0  0  0  571 1675  257  0  4 96
 0 0 0 9400624 6260964 94 1190 0 0 0  0  0  2  0  0  0  560 1272  268  0  3 97
 0 0 0 9400764 6260888 52 981 0 0  0  0  0  0  0  0  0  511 1079  232  0  1 99
 0 0 0 9400588 6260880 129 2161 0 0 0 0  0  0  0  0  0  590 1698  270  0  4 96
 0 0 0 9400880 6261016 129 2165 0 0 0 0  0  0  0  0  0  578 1675  263  0  4 96
 0 0 0 9400624 6260932 134 2167 0 0 0 0  0  0  0  0  0  578 1686  258  0  4 96
 0 0 0 9400588 6260880 129 2162 0 0 0 0  0  0  0  0  0  568 1670  252  0  4 96
 0 0 0 9400868 6261064 129 2168 0 0 0 0  0  2  0  0  0  617 1691  308  0  4 96
 0 0 0 9400588 6261144 147 2175 0 0 0 0  0  0  0  0  0  573 1675  257  0  4 96
 0 0 0 9400548 6260840 129 2168 0 0 0 0  0  0  0  0  0  571 1695  257  0  4 96
 0 0 0 9400848 6260992 17 98 0  0  0  0  0  0  0  0  0  459  752  180  0  1 99
 0 0 0 9400812 6260948 117 2070 0 0 0 0  0  0  0  0  0  580 1689  301  0  3 97
 0 0 0 9400568 6260852 129 2167 0 0 0 0  0  0  0  0  0  584 1680  259  0  4 96
 0 0 0 9400532 6260896 129 2164 0 0 0 0  0  2  0  0  0  627 1687  308  0  4 96
 0 0 0 9400760 6261028 147 2178 0 0 0 0  0  0  0  0  0  592 1681  274  0  4 96
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s1 s2 --   in   sy   cs us sy id
 0 0 0 9400576 6260860 129 2172 0 0 0 0  0  0  0  0  0  571 1701  258  0  4 96
 0 0 0 9400532 6260824 129 2168 0 0 0 0  0  0  0  0  0  586 1680  263  0  4 96
 0 0 0 9400828 6260952 129 2167 0 0 0 0  0  0  0  0  0  576 1690  256  0  4 96
 0 0 0 9400576 6260860 77 1187 0 0 0  0  0  0  0  0  0  527 1263  216  0  3 97
 0 0 0 9400828 6261024 60 1072 0 0 0  0  0  3  0  0  0  630 1133  283  0  1 98
 0 0 0 9047668 5964172 362 50536 0 0 0 0 0  0  0  0  0 1031 15343 281 39 15 46
 0 0 0 8412900 5275740 145 7976 0 0 0 0  0  0  0  0  0 1295 11747 251 42 12 46
