 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s1 s2 --   in   sy   cs us sy id
 0 0 0 7903340 4847148 157 2441 0 0 0 0  7  3 -0  0  0  700 1569  275 21  3 75
 0 0 0 7464972 4325092 151 2512 0 0 0 0  0  0  0  0  0  641 2101  260  0  4 96
 0 0 0 7465056 4325172 141 2150 0 0 0 0  0  0  0  0  0  542 1670  250  0  4 96
 0 0 0 7464796 4325032 130 2147 0 0 0 0  0  0  0  0  0  538 1692  266  0  4 96
 0 0 0 7464752 4324996 129 2149 0 0 0 0  0  0  0  0  0  554 1678  257  0  4 96
 0 0 0 7465044 4325180 130 2143 0 0 0 0  0  0  0  0  0  529 1758  297  0  4 96
 0 0 0 7464788 4325084 133 2151 0 0 0 0  0  2  0  0  0  597 1675  320  0  4 96
 0 0 0 7464720 4325088 134 2154 0 0 0 0  0  0  0  0  0  547 1675  248  0  4 96
 0 0 0 7464952 4325084 77 1175 0 0 0  0  0  0  0  0  0  520 1246  239  0  2 97
 0 0 0 7465020 4325152 52 977 0 0  0  0  0  0  0  0  0  486 1079  221  0  1 99
 0 0 0 7464764 4325052 129 2149 0 0 0 0  0  0  0  0  0  560 1674  254  0  4 96
 0 0 0 7464720 4325020 130 2151 0 0 0 0  0  0  0  0  0  549 1672  251  0  4 96
 0 0 0 7465020 4325180 129 2153 0 0 0 0  0  4  0  0  0  713 1675  341  0  4 96
 0 0 0 7464764 4325148 138 2156 0 0 0 0  0  0  0  0  0  571 1671  255  0  4 96
 0 0 0 7464720 4325160 141 2151 0 0 0 0  0  0  0  0  0  554 1669  250  0  4 96
 0 0 0 7465020 4325156 129 2148 0 0 0 0  0  0  0  0  0  567 1674  263  0  4 96
 0 0 0 7464764 4325052 129 2149 0 0 0 0  0  0  0  0  0  560 1671  254  0  4 96
 1 0 0 7465020 4325148 12 98 0  0  0  0  0  0  0  0  0  455  729  170  0  1 99
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s1 s2 --   in   sy   cs us sy id
 0 0 0 7464696 4325040 117 2053 0 0 0 0  0  2  0  0  0  586 1583  311  0  3 97
 0 0 0 7464996 4325156 138 2153 0 0 0 0  0  0  0  0  0  568 1679  263  0  4 96
 0 0 0 7464624 4324988 140 2151 0 0 0 0  0  0  0  0  0  549 1671  269  0  4 96
 0 0 0 7464696 4325000 130 2155 0 0 0 0  0  0  0  0  0  574 1684  269  0  4 96
 0 0 0 7464996 4325124 129 2153 0 0 0 0  0  0  0  0  0  578 1670  254  0  4 96
 0 0 0 7464740 4325036 130 2152 0 0 0 0  0  0  0  0  0  550 1684  257  0  4 96
 0 0 0 7464696 4325008 136 2159 0 0 0 0  0  2  0  0  0  598 1675  312  0  4 96
 0 0 0 7464996 4325176 90 1179 0 0 0  0  0  0  0  0  0  493 1261  211  0  3 97
 0 0 0 7464996 4325128 52 976 0 0  0  0  0  0  0  0  0  495 1051  210  0  1 99
 0 0 0 7464736 4325028 130 2152 0 0 0 0  0  0  0  0  0  551 1677  263  0  4 96
 0 0 0 7464692 4324992 129 2157 0 0 0 0  0  0  0  0  0  561 1671  258  0  4 96
 0 0 0 7464992 4325124 130 2156 0 0 0 0  0  0  0  0  0  578 1759  300  0  4 96
 0 0 0 7464716 4325028 131 2153 0 0 0 0  0  2  0  0  0  625 1673  310  0  4 96
 0 0 0 7464684 4325048 136 2164 0 0 0 0  0  0  0  0  0  553 1677  251  0  4 96
 0 0 0 7464908 4325064 131 2157 0 0 0 0  0  0  0  0  0  592 1671  278  0  4 96
 0 0 0 7464724 4325020 129 2155 0 0 0 0  0  0  0  0  0  569 1680  261  0  4 96
 0 0 0 7464980 4325108 13 98 0  0  0  0  0  0  0  0  0  425  744  165  0  1 99
 0 0 0 7464680 4324976 117 2058 0 0 0 0  0  0  0  0  0  543 1565  251  0  3 97
 0 0 0 7464980 4325144 129 2152 0 0 0 0  0  2  0  0  0  606 1670  314  0  4 96
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s1 s2 --   in   sy   cs us sy id
 0 0 0 7464724 4325108 138 2160 0 0 0 0  0  0  0  0  0  561 1671  255  0  4 96
 0 0 0 7464680 4325076 141 2159 0 0 0 0  0  0  0  0  0  566 1670  254  0  4 96
 0 0 0 7464980 4325116 130 2153 0 0 0 0  0  0  0  0  0  568 1676  264  0  4 96
 0 0 0 7464724 4325012 129 2157 0 0 0 0  0  0  0  0  0  553 1673  250  0  4 96
 0 0 0 7464660 4324972 129 2160 0 0 0 0  0  0  0  0  0  542 1674  250  0  3 96
 0 0 0 7464956 4325124 85 1184 0 0 0  0  0  2  0  0  0  565 1283  280  0  3 97
 0 0 0 7464956 4325152 52 980 0 0  0  0  0  0  0  0  0  465 1048  207  0  1 99
 0 0 0 7464584 4324904 142 2162 0 0 0 0  0  0  0  0  0  566 1672  270  0  4 96
 0 0 0 7464656 4324956 130 2155 0 0 0 0  0  0  0  0  0  590 1684  275  0  4 96
 0 0 0 7464956 4325084 129 2157 0 0 0 0  0  0  0  0  0  556 1678  258  0  4 96
 0 0 0 7464700 4324996 129 2158 0 0 0 0  0  0  0  0  0  548 1674  255  0  4 96
 0 0 0 7464656 4324960 134 2168 0 0 0 0  0  3  0  0  0  607 1682  323  0  4 96
 0 0 0 7464956 4325148 144 2164 0 0 0 0  0  0  0  0  0  523 1673  251  0  4 96
 0 0 0 7464700 4325012 131 2153 0 0 0 0  0  0  0  0  0  536 1670  252  0  4 96
 0 0 0 7464956 4325088 12 98 0  0  0  0  0  0  0  0  0  407  752  174  0  1 99
 0 0 0 7464652 4324948 117 2065 0 0 0 0  0  0  0  0  0  531 1561  253  0  3 97
 0 0 0 7464920 4325060 130 2163 0 0 0 0  0  0  0  0  0  538 1760  296  0  4 96
 0 0 0 7464652 4324964 130 2163 0 0 0 0  0  2  0  0  0  600 1669  312  0  4 96
 0 0 0 7464868 4325148 136 2162 0 0 0 0  0  0  0  0  0  535 1668  253  0  4 96
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s1 s2 --   in   sy   cs us sy id
 0 0 0 7464836 4325108 141 2166 0 0 0 0  0  0  0  0  0  549 1673  274  0  4 96
 0 0 0 7464800 4324984 130 2161 0 0 0 0  0  0  0  0  0  565 1683  262  0  4 96
 0 0 0 7464884 4325044 129 2161 0 0 0 0  0  0  0  0  0  538 1670  257  0  4 96
 0 0 0 7464892 4325024 88 1361 0 0 0  0  0  0  0  0  0  503 1345  219  0  3 97
 0 0 0 7464892 4325064 55 946 0 0  0  0  0  2  0  0  0  529 1049  265  0  1 99
 0 0 0 7435204 4294656 251 4384 0 0 0 0  0  0  0  0  0  710 6037  266 24  5 71
 0 0 0 7424612 4284432 141 2218 0 0 0 0  0  0  0  0  0  690 3014  263 24  5 71
 0 0 0 7422828 4282500 130 2279 0 0 0 0  0  0  0  0  0  744 13438 266 19 10 71
 1 0 0 7420692 4240192 15233 2169 0 0 0 0 0 82 0  0  0 2194 7120  677 18 12 70
 0 0 0 7411844 3969328 179 5078 0 0 0 0  0  0  0  0  0  845 9460  257 17 11 71
 0 0 0 7287132 3843500 137 7321 0 0 0 0  0  0  0  0  0  747 6580  260 23  6 71
 0 0 0 7258960 3815668 145 2222 0 0 0 0  0  0  0  0  0  737 1821  248 25  4 71
 0 0 0 7258080 3942424 26 428 0 0  0  0  0  0  0  0  0  579  984  203 25  2 73
 0 0 0 7256620 4101068 105 1868 0 0 0 0  0  0  0  0  0  719 1603  252 25  3 72
 0 0 0 7255356 4109108 129 2223 0 0 0 0  0 24  0  0  0 1534 1830  844 25  5 70
 0 0 0 7253088 4111524 130 2278 0 0 0 0  0  0  0  0  0  742 1813  251 25  4 71
 0 0 0 7251728 4110184 133 2222 0 0 0 0  0  0  0  0  0  749 1800  256 25  4 71
 0 0 0 7250788 4109288 135 2207 0 0 0 0  0  0  0  0  0  758 1815  255 25  4 71
 0 0 0 7249820 4108464 141 2214 0 0 0 0  0  0  0  0  0  739 1812  249 25  4 71
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s1 s2 --   in   sy   cs us sy id
 0 0 0 7248860 4107308 130 2216 0 0 0 0  0  0  0  0  0  752 1822  259 25  4 71
 0 0 0 7247860 4106264 103 1669 0 0 0 0  0  3  0  0  0  847 1589  294 25  4 71
 0 0 0 7246672 4105076 27 600 0 0  0  0  0  0  0  0  0  564 1076  231 25  1 74
 0 0 0 7245448 4103908 129 2224 0 0 0 0  0  0  0  0  0  903 1833  267 25  4 71
 0 0 0 7244452 4102984 139 2213 0 0 0 0  0  0  0  0  0  746 1812  257 25  4 71
 0 0 0 7243572 4102076 141 2209 0 0 0 0  0  0  0  0  0  743 1835  269 25  5 70
 0 0 0 7242264 4100848 130 2220 0 0 0 0  0  0  0  0  0  768 1832  278 25  4 71
 0 0 0 7241260 4099840 129 2215 0 0 0 0  0  2  0  0  0  856 1809  306 25  4 71
 0 0 0 7240608 4099016 130 2214 0 0 0 0  0  0  0  0  0  742 1818  255 25  4 71
 0 0 0 7239176 4097792 136 2221 0 0 0 0  0  0  0  0  0  742 1813  259 25  4 71
 0 0 0 7238320 4096800 18 174 0 0  0  0  0  0  0  0  0  519  825  170 25  1 74
 0 0 0 7236788 4095440 125 2109 0 0 0 0  0  0  0  0  0  741 1713  248 25  3 72
 0 0 0 7236224 4094720 130 2213 0 0 0 0  0  0  0  0  0  758 1826  259 25  4 71
 0 0 0 7234776 4093424 129 2208 0 0 0 0  0  5  0  0  0  920 1789  333 25  4 71
 0 0 0 7233608 4092268 130 2481 0 0 0 0  0  0  0  0  0  751 1842  253 25  4 71
 0 0 0 7228216 4086784 134 2163 0 0 0 0  0  0  0  0  0  747 1759  263 25  4 71
 0 0 0 7227840 4086628 140 2192 0 0 0 0  0  0  0  0  0  743 1814  251 25  4 71
 0 0 0 7226876 4085628 131 2203 0 0 0 0  0  0  0  0  0  763 1816  267 25  4 71
 0 0 0 7225804 4084364 77 1285 0 0 0  0  0  0  0  0  0  640 1423  219 25  3 72
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s1 s2 --   in   sy   cs us sy id
 0 0 0 7224492 4083052 53 1024 0 0 0  0  0  2  0  0  0  643 1176  255 25  2 74
 0 0 0 7223152 4081880 130 2240 0 0 0 0  0  0  0  0  0  742 1824  248 25  4 71
 0 0 0 7221976 4080736 131 2187 0 0 0 0  0  0  0  0  0  730 1808  259 25  4 71
 0 0 0 7221392 4080052 136 2219 0 0 0 0  0  0  0  0  0  742 1813  254 25  4 71
 0 0 0 7219920 4078804 141 2247 0 0 0 0  0  0  0  0  0  738 1813  252 25  4 71
 0 0 0 7218480 4077264 130 2207 0 0 0 0  0  0  0  0  0  745 1823  263 25  4 71
 0 0 0 7217836 4076428 130 2208 0 0 0 0  0  2  0  0  0  821 1805  302 25  4 71
 0 0 0 7216720 4075480 129 2202 0 0 0 0  0  0  0  0  0  748 1903  302 25  4 71
 0 0 0 7216096 4074740 15 162 0 0  0  0  0  0  0  0  0  676  844  178 25  1 74
 0 0 0 7214976 4073780 123 2100 0 0 0 0  0  0  0  0  0  744 1711  250 25  3 72
 0 0 0 7214208 4072852 141 2199 0 0 0 0  0  0  0  0  0  751 1807  268 25  4 71
 0 0 0 7213308 4072072 130 2214 0 0 0 0  0  0  0  0  0  777 1832  275 25  4 71
 0 0 0 7212228 4070996 129 2211 0 0 0 0  0  3  0  0  0  872 1801  310 25  4 71
 0 0 0 7211612 4070212 130 2209 0 0 0 0  0  0  0  0  0  754 1820  250 25  4 71
 0 0 0 7210160 4068940 135 2236 0 0 0 0  0  0  0  0  0  741 1816  253 25  4 71
 0 0 0 7208464 4067276 143 2248 0 0 0 0  0  0  0  0  0  750 1782  251 25  4 71
 0 0 0 7207812 4066408 77 1226 0 0 0  0  0  0  0  0  0  635 1349  209 25  3 72
 0 0 0 7206912 4065508 53 1016 0 0 0  0  0  0  0  0  0  618 1215  215 25  2 73
 0 0 0 7205772 4064528 129 2209 0 0 0 0  0  2  0  0  0  905 1800  292 25  4 71
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s1 s2 --   in   sy   cs us sy id
 0 0 0 7204892 4063652 130 2211 0 0 0 0  0  0  0  0  0  747 1811  251 25  4 71
 0 0 0 7204236 4062848 132 2215 0 0 0 0  0  0  0  0  0  737 1810  257 25  4 71
 0 0 0 7203072 4061936 136 2221 0 0 0 0  0  0  0  0  0  745 1822  256 25  4 71
 0 0 0 7201932 4060832 141 2210 0 0 0 0  0  0  0  0  0  788 1792  281 25  4 71
 0 0 0 7201340 4059932 130 2197 0 0 0 0  0  0  0  0  0  762 1820  264 25  4 71
 0 0 0 7200340 4059092 130 2199 0 0 0 0  0  2  0  0  0  830 1803  306 25  4 71
 0 0 0 7199740 4058328 12 157 0 0  0  0  0  0  0  0  0  505  857  166 25  1 74
 0 0 0 7198304 4057120 117 2117 0 0 0 0  0  0  0  0  0  759 1757  273 25  3 72
 0 0 0 7197516 4056188 139 2215 0 0 0 0  0  0  0  0  0  747 1826  250 25  4 71
 0 0 0 7196260 4055100 141 2216 0 0 0 0  0  0  0  0  0  749 1817  254 25  4 71
 0 0 0 7195108 4053876 130 2218 0 0 0 0  0  0  0  0  0  755 1816  266 25  4 71
 0 0 0 7194616 4053208 129 2208 0 0 0 0  0  3  0  0  0  861 1815  314 25  4 71
 0 0 0 7193416 4052176 130 2211 0 0 0 0  0  0  0  0  0  742 1920  289 25  4 71
 0 0 0 7192380 4051168 137 2212 0 0 0 0  0  0  0  0  0  910 1809  260 25  4 71
 0 0 0 7191548 4050184 88 1235 0 0 0  0  0  0  0  0  0  633 1373  207 25  3 72
 0 0 0 7190624 4049220 53 1033 0 0 0  0  0  0  0  0  0  645 1205  228 25  2 73
 0 0 0 7186892 4045848 130 2339 0 0 0 0  0  0  0  0  0  761 1835  271 25  4 71
 0 0 0 7185600 4044616 129 2213 0 0 0 0  0  3  0  0  0  878 1807  313 25  4 71
 0 0 0 7185064 4043916 130 2200 0 0 0 0  0  0  0  0  0  741 1843  247 25  4 71
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s1 s2 --   in   sy   cs us sy id
 0 0 0 7183912 4042932 133 2210 0 0 0 0  0  0  0  0  0  751 1815  260 25  4 71
 0 0 0 7183016 4042096 135 2203 0 0 0 0  0  0  0  0  0  757 1814  253 25  4 71
 0 0 0 7182340 4041196 129 2214 0 0 0 0  0  0  0  0  0  752 1810  253 25  4 71
 0 0 0 7181188 4040200 130 2216 0 0 0 0  0  0  0  0  0  757 1835  264 25  4 71
 0 0 0 7180512 4039356 13 143 0 0  0  0  0  2  0  0  0  595  859  213 25  1 74
 0 0 0 7179148 4038188 117 2120 0 0 0 0  0  0  0  0  0  729 1720  247 25  3 72
 0 0 0 7178212 4037188 129 2225 0 0 0 0  0  0  0  0  0  752 1804  262 25  4 71
 0 0 0 7177096 4036280 140 2266 0 0 0 0  0  4  0  0  0  915 1828  306 25  4 71
 0 0 0 7176244 4035420 141 2215 0 0 0 0  0  0  0  0  0  782 1819  278 25  4 71
 0 0 0 7174752 4034208 130 2230 0 0 0 0  0  0  0  0  0  756 1801  261 25  4 71
 0 0 0 7173596 4033120 129 2216 0 0 0 0  0  0  0  0  0  731 1813  248 25  4 71
 0 0 0 7172328 4031856 129 2212 0 0 0 0  0  0  0  0  0  749 1815  253 25  4 71
 0 0 0 7171624 4031040 86 1237 0 0 0  0  0  0  0  0  0  647 1360  221 25  3 72
 0 0 0 7170636 4030056 53 1040 0 0 0  0  0  2  0  0  0  696 1202  253 25  2 74
 0 0 0 7169108 4028664 141 2224 0 0 0 0  0  0  0  0  0  756 1805  255 25  4 71
 0 0 0 7168272 4027808 130 2202 0 0 0 0  0  0  0  0  0  762 1798  262 25  4 71
 0 0 0 7167608 4026972 129 2209 0 0 0 0  0  0  0  0  0  730 1814  248 25  4 71
 0 0 0 7165984 4025512 130 2254 0 0 0 0  0  0  0  0  0  749 1899  293 25  4 71
 0 0 0 7165024 4024568 136 2172 0 0 0 0  0  0  0  0  0  904 1786  262 25  4 71
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s1 s2 --   in   sy   cs us sy id
 0 0 0 7276972 4135516 160 7547 0 0 0 0  0  2  0  0  0  837 3680  311 22  6 71
 0 0 0 7310520 4168660 130 2160 0 0 0 0  0  0  0  0  0  705 1671  275 25  4 71
 0 0 0 7310856 4168872 12 98 0  0  0  0  0  0  0  0  0  439  733  182 25  1 74
 0 0 0 7310556 4168760 117 2064 0 0 0 0  0  0  0  0  0  676 1588  251 25  3 72
 0 0 0 7310856 4168912 130 2164 0 0 0 0  0  0  0  0  0  689 1671  254 25  4 71
 0 0 0 7310584 4168836 131 2166 0 0 0 0  0  0  0  0  0  699 1676  269 25  4 71
 0 0 0 7293692 4152232 136 6312 0 0 0 0  0  2  0  0  0  806 2449  302 25  4 71
 0 0 0 7226616 4085860 141 2164 0 0 0 0  0  0  0  0  0  670 1675  256 25  4 71
 0 0 0 7226360 4085644 130 2164 0 0 0 0  0  0  0  0  0  687 1689  271 25  4 71
 0 0 0 7226316 4085600 130 2162 0 0 0 0  0  0  0  0  0  676 1671  256 25  4 71
 0 0 0 7226616 4085728 77 1184 0 0 0  0  0  0  0  0  0  585 1231  211 25  2 73
 0 0 0 7197304 4056616 53 3413 0 0 0  0  0  0  0  0  0  562 1097  219 25  2 73
 0 0 0 7177512 4036860 139 2162 0 0 0 0  0  3  0  0  0  766 1674  316 25  4 71
 0 0 0 7177340 4036676 141 2166 0 0 0 0  0  0  0  0  0  686 1672  268 25  4 71
 0 0 0 7177748 4036868 130 2168 0 0 0 0  0  0  0  0  0  701 1686  271 25  4 71
 0 0 0 7177492 4036768 129 2161 0 0 0 0  0  0  0  0  0  685 1669  253 25  4 71
 0 0 0 7138360 3997648 130 4604 0 0 0 0  0  0  0  0  0  633 1674  251 25  4 71
 0 0 0 7128868 3988016 137 2168 0 0 0 0  0  0  0  0  0  691 1674  259 25  4 71
 0 0 0 7128604 3987944 143 2164 0 0 0 0  0  2  0  0  0  766 1668  297 25  4 71
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s1 s2 --   in   sy   cs us sy id
 0 0 0 7128856 3987968 12 98 0  0  0  0  0  0  0  0  0  448  698  170 25  0 75
 0 0 0 7128556 3987836 118 2066 0 0 0 0  0  0  0  0  0  692 1616  263 25  3 71
 0 0 0 7128856 3987968 129 2163 0 0 0 0  0  0  0  0  0  695 1671  254 25  4 71
 0 0 0 7128600 3987872 130 2165 0 0 0 0  0  0  0  0  0  678 1762  293 25  4 71
 0 0 0 7128556 3987844 134 2169 0 0 0 0  0  0  0  0  0  845 1675  262 25  4 71
 0 0 0 7128852 3988056 134 2167 0 0 0 0  0  2  0  0  0  724 1668  298 25  4 71
 0 0 0 7128460 3987892 141 2173 0 0 0 0  0  0  0  0  0  723 1678  279 25  4 71
 0 0 0 7128552 3987836 130 2165 0 0 0 0  0  0  0  0  0  697 1682  262 25  4 71
 0 0 0 7128852 3987964 77 1183 0 0 0  0  0  0  0  0  0  533 1210  210 25  2 73
 0 0 0 7128836 3987952 53 983 0 0  0  0  0  0  0  0  0  544 1119  213 25  2 73
 0 0 0 7128572 3987912 129 2170 0 0 0 0  0  0  0  0  0  659 1676  260 25  4 71
 0 0 0 7128528 3987916 139 2175 0 0 0 0  0  2  0  0  0  778 1673  295 25  4 71
 0 0 0 7128828 3988036 141 2173 0 0 0 0  0  0  0  0  0  677 1677  253 25  4 71
 0 0 0 7127968 3987248 130 4791 0 0 0 0  0  0  0  0  0  667 1718  263 25  4 71
 0 0 0 7075876 3935136 130 2170 0 0 0 0  0  0  0  0  0  662 1669  252 25  4 71
 0 0 0 7299028 4157296 146 9458 0 0 0 0  0  0  0  0  0  648 5572  251 22  6 71
 0 0 0 7185084 4043204 139 11430 0 0 0 0 0  0  0  0  0  697 6236  263 23  6 71
 0 0 0 6999688 3857832 0 9260 0 0  0  0  0  2  0  0  0  559 5209  219 23  2 75
 0 0 0 6834784 3692908 141 6745 0 0 0 0  0  0  0  0  0  708 4237  272 24  5 71
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s1 s2 --   in   sy   cs us sy id
 0 0 0 6804672 3662768 130 2616 0 0 0 0  0  0  0  0  0  705 1790  269 25  4 71
 0 0 0 6794672 3652848 129 2693 0 0 0 0  0  0  0  0  0  662 1790  255 25  4 71
 0 0 0 6784580 3642648 130 2942 0 0 0 0  0  0  0  0  0  641 1819  251 25  4 71
 0 0 0 6765160 3623276 135 2893 0 0 0 0  0  0  0  0  0  675 1865  263 25  4 71
 0 0 0 6744260 3602380 143 3512 0 0 0 0  0  2  0  0  0  698 1980  297 25  4 71
 0 0 0 6732224 3590324 130 2174 0 0 0 0  0  0  0  0  0  690 1692  254 25  4 71
 0 0 0 6732304 3590344 56 969 0 0  0  0  0  0  0  0  0  553 1151  213 25  2 73
 0 0 0 6732260 3590352 73 1205 0 0 0  0  0  0  0  0  0  591 1227  220 25  2 73
 0 0 0 6727696 3585740 130 3134 0 0 0 0  0  0  0  0  0  670 1814  299 25  4 71
 0 0 0 6708744 3566856 133 2409 0 0 0 0  0  0  0  0  0  834 1761  273 25  4 71
 0 0 0 6708360 3566596 136 2180 0 0 0 0  0  2  0  0  0  698 1698  299 25  4 71
 0 0 0 6708344 3566536 141 2178 0 0 0 0  0  0  0  0  0  703 1697  277 25  4 71
 0 0 0 6708360 3566464 130 2177 0 0 0 0  0  0  0  0  0  689 1737  267 25  4 71
 0 0 0 6708364 3566476 130 2177 0 0 0 0  0  0  0  0  0  651 1695  251 25  4 71
 0 0 0 6708396 3566448 103 1733 0 0 0 0  0  0  0  0  0  610 1521  231 25  3 71
 0 0 0 6708396 3566516 26 442 0 0  0  0  0  0  0  0  0  462  845  191 25  1 74
 0 0 0 6708204 3566480 139 2182 0 0 0 0  0  2  0  0  0  713 1719  298 25  4 71
