66.461,24.875,28.75,24,16.875,19.75,1.5079e+07,5.6461e+06,34753,9392.1,106.12,0,3150,7640.6,5306.2,7481.2,5400,7603.1,5306.2,8006.2,5278.1
54.278,25.5,29.625,24,16.875,19.75,6.6446e+06,2.8337e+05,4.2766e+05,78412,51.625,0,3150,7631.2,5287.5,7500,5390.6,7593.8,5296.9,7996.9,5296.9
46.249,25.5,29.375,24,16.875,19.75,1.3252e+06,1.2872e+06,6.1539e+05,5.1662e+05,159.81,0,3159.4,7621.9,5315.6,7453.1,5400,7584.4,5296.9,8006.2,5268.8
55.62,25.75,29.375,23.875,16.875,19.75,6.5951e+06,5.5126e+06,2.6448e+05,1.2987e+05,34.25,0,3150,7603.1,5287.5,7490.6,5381.2,7603.1,5306.2,8015.6,5250
52.935,25.875,30,23.875,16.875,19.75,1.2079e+07,2.2862e+06,1.5079e+05,78311,67.938,0,3159.4,7650,5306.2,7490.6,5390.6,7593.8,5296.9,8006.2,5259.4
45.079,25.875,29.5,23.875,16.875,19.75,1.498e+06,3.5141e+06,5.2665e+05,0,43.438,0,3150,7603.1,5296.9,7490.6,5400,7584.4,5287.5,7996.9,5287.5
47.273,25.875,29.625,23.875,17,19.75,6.4844e+05,5.195e+05,5.7274e+05,2.7049e+05,34.125,0,3168.8,7603.1,5306.2,7462.5,5371.9,7612.5,5296.9,8006.2,5296.9
54.728,25.75,30,23.875,17,19.875,7.2191e+06,4.841e+06,2.3237e+05,32050,21.438,0,3150,7631.2,5278.1,7481.2,5390.6,7612.5,5296.9,7978.1,5296.9
46.928,26.25,30.25,23.875,17.125,19.875,7.9276e+06,1.0253e+07,1.3799e+05,86201,37.5,0,3150,7603.1,5306.2,7481.2,5400,7612.5,5287.5,8025,5278.1
43.631,26.25,30,23.875,17.125,19.875,7.3189e+06,6.2907e+06,3.2263e+05,1.1306e+05,94.562,0,3159.4,7640.6,5287.5,7481.2,5390.6,7603.1,5296.9,7978.1,5268.8
56.449,26.375,30,23.875,17.125,19.875,1.1588e+06,2.2321e+06,2.9053e+05,3.7152e+05,49.188,0,3159.4,7621.9,5306.2,7471.9,5390.6,7603.1,5268.8,8006.2,5259.4
46.523,26.875,30.25,23.75,17.125,19.875,7.651e+06,6.0886e+06,1.3917e+05,23246,23.25,0,3159.4,7603.1,5296.9,7481.2,5400,7612.5,5296.9,8006.2,5268.8
42.551,26.5,30,23.75,17.125,19.875,1.3965e+07,7.004e+06,38811,12228,21.5,0,3150,7631.2,5287.5,7481.2,5400,7584.4,5296.9,8006.2,5268.8
56.449,26.25,30.625,23.75,17.25,19.875,6.7919e+06,4.4091e+06,4.0673e+05,59734,27.062,0,3150,7621.9,5306.2,7481.2,5390.6,7603.1,5306.2,7978.1,5278.1
