 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd -- -- --   in   sy   cs us sy id
 0 0 0 6666232 7701928 67 705 40 0 0  0 26  2  0  0  0  540  668  279  4  1 94
 0 0 0 6753696 7796424 150 2116 0 0 0 0  0  1  0  0  0  562 1871  278  0  3 97
 0 0 0 6753424 7796312 148 1831 0 0 0 0  0  0  0  0  0  490 1506  268  0  3 97
 0 0 0 6753676 7796420 148 1826 0 0 0 0  0  0  0  0  0  504 1487  293  0  3 97
 0 0 0 6753424 7796312 148 1825 0 0 0 0  0  0  0  0  0  497 1497  280  0  3 97
 0 0 0 6753392 7796284 148 1825 0 1 1 0  0  0  0  0  0  516 1489  291  0  3 97
 0 0 0 6753676 7796416 148 1826 0 0 0 0  0  1  0  0  0  511 1499  292  0  3 97
 0 0 0 6753392 7796280 148 1824 0 0 0 0  0  0  0  0  0  509 1488  297  0  3 97
 0 0 0 6753676 7796416 148 1826 0 0 0 0  0  0  0  0  0  506 1504  284  0  3 97
 0 0 0 6753396 7796296 133 1604 0 0 0 0  0  0  0  0  0  495 1386  276  0  3 97
 0 0 0 6753652 7796392 16 223 0 0  0  0  0  0  0  0  0  426  640  202  0  0 100
 0 0 0 6753652 7796388 148 1826 0 0 0 0  0  1  0  0  0  500 1486  271  0  3 97
 0 0 0 6753400 7796280 149 1826 0 1 1 0  0  2  0  0  0  527 1499  304  0  3 97
 0 0 0 6753368 7796248 148 1826 0 0 0 0  0  0  0  0  0  507 1487  295  0  3 97
 0 0 0 6753652 7796384 148 1826 0 0 0 0  0  0  0  0  0  495 1503  268  0  3 97
 0 0 0 6753368 7796248 148 1824 0 0 0 0  0  0  0  0  0  508 1486  299  0  3 97
 0 0 0 6753652 7796380 148 1826 0 0 0 0  0  0  0  0  0  492 1500  271  0  3 97
 0 0 0 6753396 7796272 148 1825 0 1 1 0  0  1  0  0  0  511 1486  281  0  3 97
 kthr      memory            page            disk          faults      cpu
