 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd -- -- --   in   sy   cs us sy id
 0 0 0 6516716 7573528 118 1278 22 0 0 0 11 1  0  0  0  544 1082  267  9  2 89
 0 0 0 6736316 7760820 146 2034 0 0 0 0  0  0  0  0  0  545 1832  275  0  3 97
 0 0 0 6736548 7760924 149 1830 0 1 1 0  0  0  0  0  0  491 1505  271  0  3 97
 0 0 0 6736296 7760816 148 1827 0 0 0 0  0  0  0  0  0  501 1487  287  0  3 97
 0 0 0 6736264 7760788 148 1826 0 0 0 0  0  0  0  0  0  500 1502  267  0  3 97
 0 0 0 6736548 7760924 148 1826 0 0 0 0  0  0  0  0  0  498 1490  271  0  3 97
 0 0 0 6736264 7760784 148 1826 0 0 0 0  0  0  0  0  0  508 1500  289  0  3 97
 0 0 0 6736548 7760920 148 1824 0 0 0 0  0  0  0  0  0  500 1484  275  0  3 97
 0 0 0 6736292 7760812 148 1825 0 1 1 0  0  1  0  0  0  511 1501  269  0  3 97
 0 0 0 6736524 7760908 92 1013 0 0 0  0  0  0  0  0  0  464 1124  234  0  3 97
 0 0 0 6736508 7760900 57 814 0 0  0  0  0  0  0  0  0  447  904  221  0  1 99
 0 0 0 6736524 7760892 148 1827 0 0 0 0  0  0  0  0  0  507 1495  275  0  3 97
 0 0 0 6736240 7760756 148 1826 0 0 0 0  0  0  0  0  0  505 1500  290  0  3 97
 0 0 0 6736524 7760892 148 1825 0 0 0 0  0  0  0  0  0  502 1498  270  0  3 97
 0 0 0 6736240 7760752 148 1824 0 1 1 0  0  1  0  0  0  513 1488  271  0  3 97
 0 0 0 6736524 7760888 148 1827 0 0 0 0  0  0  0  0  0  487 1504  268  0  3 97
 0 0 0 6736312 7760792 148 1824 0 0 0 0  0  0  0  0  0  494 1481  269  0  3 97
 0 0 0 6736484 7760904 149 1828 0 0 0 0  0  0  0  0  0  500 1506  271  0  3 97
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd -- -- --   in   sy   cs us sy id
 0 0 0 6736524 7760876 179 1986 0 1 1 0  0  0  0  0  0  522 1946  275  0  3 97
 0 0 0 6736240 7760740 90 1008 0 1 1  0  0  1  0  0  0  475 1132  226  0  3 97
 0 0 0 6736500 7760860 58 818 0 0  0  0  0  1  0  0  0  467  894  226  0  1 99
 0 0 0 6736500 7760848 148 1824 0 0 0 0  0  0  0  0  0  488 1565  304  0  3 97
 0 0 0 6736452 7760852 148 1826 0 0 0 0  0  0  0  0  0  500 1486  271  0  3 97
 0 0 0 6736500 7760848 148 1824 0 0 0 0  0  0  0  0  0  502 1501  271  0  3 97
 0 0 0 6736248 7760740 148 1827 0 0 0 0  0  0  0  0  0  495 1489  289  0  3 97
 0 0 0 6736456 7760836 148 1826 0 0 0 0  0  0  0  0  0  533 1500  300  0  3 97
 0 0 0 6736500 7760840 148 1825 0 1 1 0  0  1  0  0  0  513 1486  270  0  3 97
 0 0 0 6736216 7760704 148 1827 0 0 0 0  0  0  0  0  0  495 1504  268  0  3 97
 0 0 0 6736500 7760840 148 1823 0 0 0 0  0  0  0  0  0  496 1483  268  0  3 97
 0 0 0 6736488 7760848 91 1009 0 0 0  0  0  0  0  0  0  457 1107  225  0  2 98
 0 0 0 6736500 7760836 58 817 0 0  0  0  0  0  0  0  0  449  921  222  0  1 99
 0 0 0 6736500 7760836 148 1826 0 0 0 0  0  0  0  0  0  505 1505  273  0  3 97
 0 0 0 6736224 7760716 149 1827 0 1 1 0  0  1  0  0  0  517 1488  286  0  3 97
 0 0 0 6736192 7760668 148 1824 0 0 0 0  0  0  0  0  0  491 1501  263  0  3 97
 0 0 0 6736476 7760812 148 1826 0 0 0 0  0  0  0  0  0  502 1486  273  0  3 97
 0 0 0 6736192 7760672 148 1826 0 0 0 0  0  0  0  0  0  495 1499  271  0  3 97
 0 0 0 6736476 7760808 148 1827 0 0 0 0  0  0  0  0  0  496 1489  270  0  3 97
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd -- -- --   in   sy   cs us sy id
 0 0 0 6736220 7760700 148 1824 0 1 1 0  0  0  0  0  0  511 1498  269  0  3 97
 0 0 0 6736476 7760808 148 1826 0 0 0 0  0  1  0  0  0  504 1488  265  0  3 97
 0 0 0 6736224 7760700 91 1007 0 0 0  0  0  0  0  0  0  451 1076  253  0  2 98
 0 0 0 6736476 7760800 58 817 0 0  0  0  0  0  0  0  0  457  950  226  0  2 98
 0 0 0 6736192 7760660 148 1826 0 0 0 0  0  0  0  0  0  506 1500  288  0  3 97
 0 0 0 6736476 7760796 148 1826 0 0 0 0  0  0  0  0  0  499 1486  287  0  3 97
 0 0 0 6736168 7760648 148 1825 0 0 0 0  0  0  0  0  0  502 1500  270  0  3 97
 0 0 0 6736452 7760772 149 1827 0 1 1 0  0  1  0  0  0  509 1487  267  0  3 97
 0 0 0 6736196 7760660 148 1826 0 0 0 0  0  0  0  0  0  494 1566  302  0  3 97
 0 0 0 6736452 7760768 148 1827 0 0 0 0  0  0  0  0  0  491 1487  271  0  3 97
 0 0 0 6736200 7760656 148 1824 0 0 0 0  0  0  0  0  0  512 1520  280  0  3 97
 0 0 0 6736168 7760624 148 1825 0 0 0 0  0  0  0  0  0  500 1492  269  0  3 97
 0 0 0 6736452 7760760 45 547 0 1  1  0  0  0  0  0  0  449  848  214  0  2 98
 0 0 0 6736452 7760760 103 1278 0 0 0 0  0  1  0  0  0  487 1177  243  0  2 98
 0 0 0 6736168 7760624 148 1826 0 0 0 0  0  0  0  0  0  500 1502  291  0  3 97
 0 0 0 6736452 7760760 148 1826 0 0 0 0  0  0  0  0  0  494 1486  271  0  3 97
 0 0 0 6736196 7760648 148 1825 0 0 0 0  0  0  0  0  0  497 1499  270  0  3 97
 0 0 0 6736452 7760748 148 1824 0 0 0 0  0  0  0  0  0  485 1485  271  0  3 97
 0 0 0 6736176 7760628 149 1829 0 1 1 0  0  0  0  0  0  515 1502  270  0  3 97
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd -- -- --   in   sy   cs us sy id
 0 0 0 6736144 7760588 148 1824 0 0 0 0  0  1  0  0  0  499 1484  269  0  3 97
 0 0 0 6736428 7760720 148 1826 0 0 0 0  0  0  0  0  0  492 1507  266  0  3 97
 0 0 0 6736144 7760584 148 1826 0 0 0 0  0  0  0  0  0  509 1486  294  0  3 97
 0 0 0 6736428 7760716 16 94 0  0  0  0  0  0  0  0  0  423  652  186  0  1 99
 0 0 0 6735496 7759824 162 2737 0 1 1 0  0  0  0  0  0  520 3176  279  3  2 95
 0 0 0 6697676 7718852 470 3483 708 18 1 0 0 59 0 0  0 4397 5306  359 22  4 74
 0 0 0 6692236 7711188 148 1827 0 1 1 0  0  5  0  0  0  686 1895  281 25  3 72
 0 0 0 6691980 7710788 147 1825 0 0 0 0  0  2  0  0  0  633 1904  286 25  3 72
 0 0 0 6691936 7710464 148 1828 0 0 0 0  0  1  0  0  0  629 1857  270 25  3 72
 0 0 0 6692212 7710388 148 1825 0 0 0 0  0  1  0  0  0  589 1735  295 25  3 72
 0 0 0 6691904 7710100 148 1828 0 0 0 0  0  1  0  0  0  605 1704  292 25  3 72
 0 0 0 6692188 7710100 148 1826 0 1 1 0  0  3  0  0  0  582 1694  274 25  3 72
 0 0 0 6691932 7709856 148 1824 0 0 0 0  0  3  0  0  0  538 1658  268 25  3 72
 0 0 0 6692188 7709848 16 94 0  0  0  0  0  1  0  0  0  543  888  249 25  1 74
 0 0 0 6692188 7709728 132 1730 0 0 0 0  0  0  0  0  0  541 1562  293 25  2 72
 0 0 0 6691920 7709500 148 1826 0 0 0 0  0  0  0  0  0  543 1655  297 25  3 72
 0 0 0 6691864 7709344 148 1826 0 0 0 0  0  1  0  0  0  583 1652  273 25  3 72
 0 0 0 6692148 7709376 148 1826 0 0 0 0  0  2  0  0  0  588 1642  268 25  3 72
 0 0 0 6691864 7709148 148 1826 0 1 1 0  0  1  0  0  0  533 1632  276 25  3 72
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd -- -- --   in   sy   cs us sy id
 0 0 0 6692148 7709188 148 1824 0 0 0 0  0  0  0  0  0  534 1637  274 25  3 72
 0 0 0 6691892 7709004 148 1826 0 0 0 0  0  1  0  0  0  565 1599  292 25  3 72
 0 0 0 6692144 7709040 178 1988 0 1 1 0  0  1  0  0  0  555 2073  282 25  3 72
 0 0 0 6691864 7708848 148 1827 0 0 0 0  0  2  0  0  0  590 1591  274 25  3 72
 0 0 0 6692116 7708872 16 94 0  1  1  0  0  2  0  0  0  493  729  211 25  1 74
 0 0 0 6691832 7708668 132 1732 0 0 0 0  0  2  0  0  0  503 1531  268 25  3 72
 0 0 0 6692108 7708716 148 1826 0 0 0 0  0  0  0  0  0  531 1615  290 25  3 72
 0 0 0 6691824 7708500 148 1826 0 0 0 0  0  1  0  0  0  528 1609  272 25  3 72
 0 0 0 6692108 7708556 148 1826 0 0 0 0  0  1  0  0  0  588 1616  275 25  3 72
 0 0 0 6691852 7708380 148 1825 0 0 0 0  0  1  0  0  0  568 1605  295 25  3 72
 0 0 0 6692108 7708412 148 1828 0 1 1 0  0  3  0  0  0  562 1638  274 25  3 72
 0 0 0 6691856 7708224 148 1824 0 0 0 0  0  1  0  0  0  536 1599  296 25  3 72
 0 0 0 6691824 7708116 148 1826 0 0 0 0  0  0  0  0  0  545 1635  295 25  3 72
 0 0 0 6692108 7708172 148 1825 0 0 0 0  0  1  0  0  0  562 1598  275 25  3 72
 0 0 0 6692072 7708080 16 94 0  0  0  0  0  1  0  0  0  462  710  215 25  0 75
 0 0 0 6691776 7707852 132 1732 0 0 0 0  0  1  0  0  0  568 1551  264 25  3 72
 0 0 0 6692060 7707900 148 1827 0 0 0 0  0  3  0  0  0  577 1629  296 25  3 72
