Time Temp Temp Planar_Temp VRD_0_Temp VRD_1_Temp Fan_1 Fan_2A Fan_2B Fan_3A Fan_3B Fan_4A Fan_4B Fan_5A Fan_5B Fan_Redundancy
0 24 28 23 16 19 3150 7575 5250 7425 5400 7575 5250 7875 5250 54h
8 25 28 23 16 19 3150 7500 5250 7425 5400 7575 5250 7875 5250 54h
16 24 28 23 16 19 3150 7575 5250 7500 5325 7575 5325 7950 5250 54h
24 24 28 23 16 19 3150 7575 5250 7425 5325 7575 5250 7875 5250 54h
32 24 29 23 16 19 3150 7575 5250 7500 5400 7500 5250 7950 5250 54h
40 24 29 23 16 19 3150 7575 5250 7500 5400 7500 5250 7875 5250 54h
48 27 29 23 16 19 3150 7575 5250 7425 5400 7575 5250 7875 5250 54h
56 26 31 23 16 19 3150 7575 5250 7425 5400 7575 5250 7950 5250 54h
64 26 31 23 16 19 3150 7575 5250 7425 5325 7575 5250 7950 5250 54h
72 25 33 23 16 19 3150 7575 5250 7425 5325 7500 5250 7950 5250 54h
80 26 30 23 16 19 3150 7575 5250 7425 5400 7575 5250 7950 5250 54h
88 25 29 23 16 19 3150 7575 5250 7425 5400 7575 5250 7950 5325 54h
96 25 29 23 16 19 3150 7575 5250 7425 5400 7575 5250 7950 5250 54h
104 25 29 23 16 19 3150 7575 5250 7425 5325 7575 5250 7875 5250 54h
112 25 29 23 16 19 3150 7575 5250 7425 5400 7575 5250 7875 5250 54h
120 25 29 23 16 19 3150 7500 5250 7425 5325 7575 5250 7875 5250 54h
128 25 28 23 16 19 3150 7575 5250 7425 5400 7500 5250 7950 5250 54h
136 25 29 23 16 19 3150 7575 5250 7500 5400 7575 5250 7875 5250 54h
144 24 28 23 16 19 3150 7575 5250 7425 5325 7500 5250 7950 5250 54h
152 24 28 23 16 19 3150 7575 5250 7500 5325 7575 5250 7950 5325 54h
160 24 29 23 16 19 3150 7575 5250 7425 5325 7575 5250 7950 5250 54h
168 24 28 23 16 19 3150 7500 5250 7425 5325 7575 5250 7875 5250 54h
176 27 29 23 16 19 3150 7575 5250 7425 5400 7575 5250 7950 5250 54h
184 27 29 23 16 18 3150 7575 5250 7425 5400 7575 5250 7875 5250 54h
192 28 29 23 16 18 3150 7575 5250 7425 5325 7575 5250 7950 5250 54h
200 27 31 23 16 18 3150 7575 5250 7425 5400 7575 5250 7950 5250 54h
208 26 29 23 16 18 3150 7575 5250 7500 5325 7500 5250 7950 5250 54h
216 25 28 23 16 18 3150 7575 5250 7425 5325 7575 5250 7950 5250 54h
224 25 28 23 16 18 3150 7575 5250 7425 5400 7500 5250 7950 5250 54h
232 25 29 23 16 18 3150 7575 5250 7425 5325 7575 5250 7875 5250 54h
240 25 29 23 16 18 3150 7575 5250 7425 5325 7575 5250 7950 5250 54h
248 25 28 23 16 18 3150 7575 5250 7425 5400 7575 5250 7875 5250 54h
256 25 33 23 16 18 3150 7575 5250 7425 5325 7575 5250 7875 5250 54h
264 31 29 23 16 19 3150 7575 5250 7425 5325 7500 5250 7950 5250 54h
272 27 34 23 17 19 3150 7575 5250 7425 5400 7500 5250 7875 5250 54h
280 32 30 23 17 19 3150 7575 5250 7425 5400 7575 5250 7950 5250 54h
288 28 35 23 17 19 3150 7575 5175 7425 5400 7575 5325 7875 5250 54h
296 32 31 23 17 19 3150 7575 5250 7425 5325 7500 5325 7875 5250 54h
304 29 36 23 17 19 3150 7575 5250 7425 5325 7575 5250 7950 5250 54h
312 30 37 23 17 20 3150 7575 5250 7500 5400 7575 5325 7950 5250 54h
320 31 37 23 17 20 3150 7500 5250 7425 5400 7575 5325 7875 5250 54h
328 31 38 23 17 20 3150 7575 5250 7425 5400 7575 5250 7950 5250 54h
336 30 39 24 17 20 3150 7575 5250 7425 5400 7500 5250 7875 5250 54h
344 32 38 24 17 20 3150 7500 5250 7425 5325 7575 5250 7875 5250 54h
352 33 37 24 17 20 3150 7575 5250 7425 5325 7500 5250 7875 5250 54h
360 33 39 24 17 20 3150 7575 5325 7425 5400 7575 5250 7950 5325 54h
368 31 38 24 17 20 3150 7500 5250 7425 5325 7575 5250 7875 5175 54h
376 30 39 24 17 20 3150 7575 5250 7425 5325 7500 5325 7950 5250 54h
384 29 39 24 17 21 3150 7575 5250 7425 5325 7500 5250 7875 5175 54h
392 33 36 24 17 21 3150 7500 5250 7425 5400 7575 5250 7950 5250 54h
400 31 36 24 17 21 3150 7500 5250 7425 5325 7575 5325 7950 5250 54h
408 29 39 24 17 20 3150 7575 5250 7500 5400 7575 5250 7950 5250 54h
416 29 39 24 17 20 3150 7500 5250 7425 5325 7575 5250 7875 5175 54h
424 29 38 24 17 21 3150 7575 5250 7425 5400 7575 5325 7875 5250 54h
432 33 35 24 17 20 3150 7500 5250 7425 5325 7575 5250 7950 5250 54h
440 29 41 24 17 20 3150 7575 5325 7425 5400 7575 5250 7950 5250 54h
448 28 39 25 17 21 3150 7575 5250 7500 5400 7575 5250 7875 5250 54h
456 32 40 25 17 21 3150 7575 5250 7425 5400 7575 5250 7950 5250 54h
464 34 40 25 17 21 3150 7500 5250 7425 5400 7575 5250 7875 5250 54h
472 31 43 25 17 21 3150 7575 5250 7425 5325 7575 5250 7875 5250 54h
480 31 42 25 17 21 3150 7575 5325 7425 5400 7575 5250 7875 5250 54h
488 35 36 25 17 21 3150 7575 5325 7500 5325 7575 5250 7950 5250 54h
496 30 40 25 17 20 3150 7500 5250 7425 5325 7575 5250 7950 5250 54h
504 31 40 25 17 21 3150 7575 5250 7425 5400 7575 5250 7950 5250 54h
512 30 39 25 17 21 3150 7575 5250 7425 5325 7500 5250 7875 5250 54h
520 34 38 25 17 21 3150 7500 5250 7425 5400 7575 5250 7950 5250 54h
528 31 39 25 17 21 3150 7575 5250 7425 5400 7575 5250 7875 5250 54h
536 33 39 25 17 21 3150 7500 5175 7425 5400 7575 5250 7875 5250 54h
544 33 38 25 17 21 3150 7500 5250 7425 5325 7575 5250 7950 5250 54h
552 33 39 25 17 21 3150 7500 5250 7425 5400 7575 5250 7875 5250 54h
560 33 43 25 17 21 3150 7500 5250 7425 5400 7575 5250 7875 5175 54h
568 32 42 25 17 21 3150 7575 5250 7425 5400 7500 5250 7875 5250 54h
576 32 41 25 17 21 3150 7575 5250 7425 5400 7575 5250 7875 5250 54h
584 31 42 25 17 21 3150 7575 5250 7425 5400 7500 5250 7875 5250 54h
592 35 38 25 17 21 3150 7575 5250 7425 5325 7575 5250 7950 5250 54h
600 31 36 25 17 21 3150 7575 5250 7425 5325 7575 5250 7950 5250 54h
608 31 38 25 17 20 3150 7575 5250 7425 5400 7500 5250 7875 5250 54h
616 34 42 25 17 20 3150 7500 5250 7425 5325 7575 5250 7875 5250 54h
624 32 36 25 17 20 3150 7575 5250 7425 5400 7575 5250 7950 5250 54h
632 30 38 25 17 20 3150 7575 5250 7425 5325 7575 5250 7950 5250 54h
640 29 39 25 17 20 3075 7575 5250 7425 5400 7575 5250 7875 5250 54h
648 29 39 26 17 20 3150 7575 5250 7425 5400 7575 5250 7875 5250 54h
656 28 39 26 17 21 3150 7575 5250 7425 5325 7575 5250 7875 5250 54h
664 33 34 26 17 20 3150 7500 5250 7425 5400 7575 5250 7950 5250 54h
672 29 38 26 18 20 3150 7575 5250 7425 5400 7500 5250 7950 5250 54h
680 33 34 26 18 20 3150 7575 5325 7425 5400 7575 5325 7950 5250 54h
688 30 39 26 18 20 3150 7575 5250 7425 5400 7575 5250 7875 5250 54h
696 33 34 26 18 21 3150 7575 5250 7425 5400 7575 5250 7875 5250 54h
704 30 38 26 18 20 3150 7575 5250 7425 5400 7575 5250 7875 5250 54h
712 30 39 26 18 21 3150 7500 5250 7425 5325 7575 5250 7950 5250 54h
720 29 40 26 18 21 3150 7575 5250 7500 5325 7575 5250 7950 5250 54h
728 31 40 26 18 21 3150 7575 5250 7425 5325 7650 5250 7950 5250 54h
736 35 37 26 18 21 3150 7575 5325 7425 5400 7500 5250 7875 5250 54h
744 33 37 26 18 21 3150 7500 5250 7425 5325 7575 5250 7950 5250 54h
752 33 39 26 18 21 3150 7575 5250 7425 5400 7575 5250 7875 5250 54h
760 35 37 26 18 21 3150 7575 5250 7425 5400 7575 5250 7950 5250 54h
768 34 39 26 18 21 3150 7575 5250 7425 5400 7575 5250 7950 5250 54h
776 34 38 26 18 21 3150 7575 5250 7425 5325 7575 5250 7950 5250 54h
784 32 37 26 18 21 3150 7575 5250 7500 5400 7575 5250 7875 5250 54h
792 30 39 26 18 21 3150 7500 5250 7500 5400 7575 5250 7950 5250 54h
800 30 40 26 18 21 3150 7575 5250 7425 5325 7575 5250 7950 5250 54h
808 30 40 26 18 21 3150 7575 5250 7500 5325 7575 5250 7950 5250 54h
816 30 41 26 18 21 3150 7575 5250 7425 5400 7575 5250 7950 5250 54h
824 33 37 26 18 22 3150 7575 5250 7425 5400 7575 5250 7875 5250 54h
832 33 36 26 18 21 3150 7575 5250 7425 5325 7575 5250 7875 5250 54h
840 30 39 26 18 21 3150 7575 5250 7500 5325 7575 5250 7875 5250 54h
848 33 35 26 18 21 3150 7575 5250 7425 5400 7575 5325 7950 5250 54h
856 32 37 26 19 21 3150 7575 5250 7425 5400 7575 5250 7950 5250 54h
864 37 34 26 19 21 3150 7575 5250 7425 5325 7575 5250 7875 5250 54h
872 31 38 26 19 21 3150 7575 5250 7425 5400 7575 5250 7875 5250 54h
880 31 39 26 19 21 3150 7575 5250 7500 5400 7575 5250 7950 5325 54h
888 31 40 26 18 21 3150 7575 5250 7425 5400 7575 5250 7875 5250 54h
896 30 41 26 18 22 3225 7575 5250 7500 5400 7575 5250 7950 5250 54h
904 32 37 26 18 22 3150 7575 5250 7500 5400 7575 5250 7950 5250 54h
912 34 38 26 18 22 3150 7575 5250 7425 5325 7575 5250 7875 5250 54h
920 34 41 26 18 22 3150 7575 5250 7500 5325 7575 5250 7875 5250 54h
928 35 38 26 19 21 3150 7575 5250 7500 5325 7575 5250 7950 5250 54h
936 35 38 26 19 21 3150 7575 5250 7500 5400 7575 5250 7875 5250 54h
944 35 38 26 19 21 3150 7575 5250 7425 5400 7575 5250 7875 5250 54h
952 36 39 26 19 21 3150 7575 5250 7425 5400 7575 5250 7950 5250 54h
960 34 38 26 19 21 3150 7500 5250 7425 5400 7575 5250 7875 5250 54h
968 34 37 26 19 22 3150 7575 5250 7500 5325 7575 5250 7875 5250 54h
976 32 39 26 19 21 3150 7575 5250 7500 5325 7575 5325 7950 5250 54h
984 32 40 26 19 22 3150 7575 5250 7425 5400 7575 5250 7875 5250 54h
992 32 40 26 19 22 3150 7575 5250 7425 5325 7575 5250 7950 5250 54h
1000 30 41 26 18 22 3150 7575 5250 7500 5325 7650 5250 7875 5250 54h
1008 34 36 26 19 22 3150 7575 5250 7500 5400 7575 5250 7950 5250 54h
1016 35 35 26 19 22 3150 7575 5250 7425 5400 7575 5250 7875 5325 54h
1024 36 34 26 19 21 3150 7575 5250 7500 5400 7575 5250 7950 5325 54h
1032 36 34 27 19 21 3150 7650 5250 7500 5400 7575 5250 7950 5325 54h
1040 37 34 27 19 21 3150 7575 5250 7500 5400 7575 5250 7950 5250 54h
1048 32 38 27 19 21 3150 7575 5250 7425 5400 7650 5250 7950 5325 54h
1056 35 41 27 19 21 3150 7575 5250 7425 5400 7575 5250 7875 5250 54h
1064 31 40 27 19 22 3150 7575 5250 7425 5400 7575 5250 7950 5250 54h
1072 30 40 27 19 22 3150 7650 5250 7425 5400 7575 5250 7950 5325 54h
1080 30 41 27 19 22 3150 7575 5250 7425 5400 7575 5250 7875 5250 54h
1088 35 36 27 19 22 3150 7575 5250 7425 5400 7575 5250 7950 5325 54h
1096 36 35 27 19 22 3150 7575 5325 7425 5400 7650 5325 7950 5250 54h
1104 34 38 27 19 22 3150 7575 5250 7500 5400 7575 5250 7950 5250 54h
1112 36 40 27 19 22 3150 7575 5250 7425 5400 7650 5250 7950 5325 54h
1120 33 41 27 19 22 3150 7575 5325 7425 5325 7575 5325 7950 5250 54h
1128 33 41 27 19 22 3150 7575 5325 7425 5400 7500 5325 7950 5250 54h
1136 30 39 27 18 22 3150 7575 5250 7425 5400 7575 5250 7950 5250 54h
1144 31 39 27 18 22 3150 7575 5250 7425 5400 7575 5250 7875 5325 54h
1152 31 40 27 18 22 3150 7500 5325 7500 5400 7575 5325 7875 5250 54h
1160 29 41 27 18 22 3150 7575 5250 7500 5400 7575 5250 7950 5250 54h
1168 33 37 27 18 22 3150 7575 5325 7425 5325 7575 5325 7875 5250 54h
1176 30 40 26 18 22 3150 7575 5250 7425 5325 7575 5250 7950 5325 54h
1184 32 37 26 18 22 3150 7650 5250 7425 5400 7575 5250 7950 5250 54h
1192 30 40 26 19 22 3150 7575 5250 7500 5400 7575 5250 7950 5250 54h
1200 33 37 26 18 22 3150 7575 5250 7500 5325 7650 5250 7950 5250 54h
1208 34 36 26 19 22 3150 7575 5250 7425 5400 7575 5250 7950 5250 54h
1216 34 36 26 19 22 3150 7575 5250 7425 5325 7575 5250 7950 5250 54h
1224 31 40 26 19 22 3150 7575 5250 7425 5325 7575 5250 7950 5250 54h
1232 34 37 26 19 22 3150 7575 5250 7500 5400 7575 5250 7950 5250 54h
1240 31 40 26 19 22 3150 7575 5250 7425 5325 7575 5250 7875 5250 54h
1248 34 37 26 19 22 3150 7575 5250 7425 5400 7575 5250 7950 5250 54h
1256 31 40 27 19 22 3150 7575 5325 7425 5325 7575 5325 7950 5250 54h
1264 32 40 27 19 22 3150 7575 5250 7425 5400 7575 5250 7950 5325 54h
1272 36 35 27 19 22 3150 7575 5325 7425 5325 7575 5325 7950 5250 54h
1280 32 41 27 19 22 3150 7575 5250 7425 5325 7575 5250 7950 5250 54h
