 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 8376860 5225284 6 212 0  0  0  0  0  0  0  0  0  373  167   95  1  0 98
 0 0 0 7642336 4478616 155 3999 0 0 0 0  0  0  0  0  0  437 2589  247  1  9 90
 0 0 0 7642312 4478452 12 100 0 0  0  0  0  0  0  0  0  373  818   89  0  2 98
 0 0 0 7642072 4478372 130 3530 0 0 0 0  0  0  0  0  0  387 2128  248  1  7 93
 0 0 0 7642108 4478420 34 692 0 0  0  0  0  2  0  0  0  393 1001  163  0  4 96
 0 0 0 7642068 4478440 111 2942 0 0 0 0  0  0  0  0  0  359 1812  207  1  5 94
 0 0 0 7642100 4478540 69 1352 0 0 0  0  0  0  0  0  0  367 1373  189  0  5 94
 0 0 0 7642288 4478504 78 2275 0 0 0  0  0  0  0  0  0  373 1541  194  0  3 96
 0 0 0 7642044 4478388 63 1348 0 0 0  0  0  0  0  0  0  371 1352  142  0  7 93
 0 0 0 7642284 4478464 78 2297 0 0 0  0  0  0  0  0  0  378 1503  195  0  2 98
 0 0 0 7641840 4478320 123 3184 0 0 0 0  0  3  0  0  0  427 1979  286  1  9 91
 0 0 0 7642284 4478524 20 444 0 0  0  0  0  0  0  0  0  374  874  111  0  0 99
 0 0 0 7642048 4478524 149 3655 0 0 0 0  0  0  0  0  0  380 2192  245  1  9 91
 0 0 0 7642284 4478464 0  0  0  0  0  0  0  0  0  0  0  381  664   92  0  0 100
 0 0 0 7642260 4478488 142 3645 0 0 0 0  0  0  0  0  0  382 2172  241  1  9 91
 0 0 0 7642284 4478464 0  0  0  0  0  0  0  0  0  0  0  369  703   95  0  0 100
 0 0 0 7641840 4478324 142 3629 0 0 0 0  0  2  0  0  0  433 2161  281  1  9 91
 0 0 0 7642284 4478540 0  0  0  0  0  0  0  0  0  0  0  361  654   90  0  0 100
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 7641836 4478400 149 3633 0 0 0 0  0  0  0  0  0  389 2159  245  1  9 91
 0 0 0 7642260 4478452 0  1  0  0  0  0  0  0  0  0  0  370  653   86  0  0 100
 0 0 0 7642232 4478460 142 3629 0 0 0 0  0  0  0  0  0  391 2164  242  1  9 91
 0 0 0 7642260 4478440 0  0  0  0  0  0  0  0  0  0  0  371  668   96  0  0 100
 0 0 0 7641816 4478308 141 3624 0 0 0 0  0  4  0  0  0  435 2153  306  1  9 91
 0 0 0 7642260 4478552 0  0  0  0  0  0  0  0  0  0  0  368  670   93  0  0 100
 0 0 0 7641812 4478356 151 3636 0 0 0 0  0  0  0  0  0  380 2181  246  1  9 91
 0 0 0 7642260 4478440 0  0  0  0  0  0  0  0  0  0  0  369  659   87  0  0 100
 0 0 0 7642264 4478484 141 3627 0 0 0 0  0  0  0  0  0  387 2161  241  1  9 91
 0 0 0 7642260 4478440 0  0  0  0  0  0  0  0  0  0  0  368  656   93  0  0 100
 0 0 0 7641816 4478316 142 3646 0 0 0 0  0  3  0  0  0  423 2161  296  1  9 91
 0 0 0 7642260 4478576 0  0  0  0  0  0  0  0  0  0  0  376  661   90  0  0 100
 0 0 0 7641788 4478304 152 3644 0 0 0 0  0  0  0  0  0  396 2255  290  1  9 91
 0 0 0 7642236 4478428 12 99 0  0  0  0  0  0  0  0  0  383  724   90  0  1 99
 0 0 0 7642240 4478456 130 3544 0 0 0 0  0  0  0  0  0  383 2105  242  1  8 92
 0 0 0 7642032 4478360 12 99 0  0  0  0  0  0  0  0  0  351  786   87  0  3 97
 0 0 0 7641996 4478344 130 3546 0 0 0 0  0  2  0  0  0  411 2045  284  1  6 93
 0 0 0 7642028 4478476 74 1350 0 0 0  0  0  0  0  0  0  385 1277  143  0  4 95
 0 0 0 7641996 4478328 78 2291 0 0 0  0  0  0  0  0  0  374 1602  192  0  4 95
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 7642028 4478360 63 1355 0 0 0  0  0  0  0  0  0  375 1309  145  0  6 94
 0 0 0 7642240 4478456 78 2285 0 0 0  0  0  0  0  0  0  371 1538  186  0  3 96
 0 0 0 7641996 4478328 63 1408 0 0 0  0  0  0  0  0  0  379 1380  147  0  7 92
 0 0 0 7642188 4478384 78 2241 0 0 0  0  0  2  0  0  0  406 1476  223  0  2 98
 0 0 0 7641744 4478300 152 3645 0 0 0 0  0  0  0  0  0  391 2207  242  1  9 91
 0 0 0 7642164 4478356 0  1  0  0  0  0  0  0  0  0  0  375  722   92  0  0 100
 0 0 0 7641964 4478320 141 3649 0 0 0 0  0  0  0  0  0  388 2187  242  1  9 91
 0 0 0 7642164 4478344 0  0  0  0  0  0  0  0  0  0  0  370  723   92  0  0 100
 0 0 0 7641924 4478256 141 3643 0 0 0 0  0  0  0  0  0  391 2221  248  1  9 91
 0 0 0 7642164 4478360 0  0  0  0  0  0  0  2  0  0  0  393  687  124  0  0 100
 0 0 0 7641720 4478240 151 3647 0 0 0 0  0  0  0  0  0  386 2227  246  1  9 91
 0 0 0 7642164 4478344 0  0  0  0  0  0  0  0  0  0  0  369  701   94  0  0 100
 0 0 0 7641820 4478280 141 3645 0 0 0 0  0  0  0  0  0  382 2150  241  1  9 91
 0 0 0 7642164 4478344 0  0  0  0  0  0  0  0  0  0  0  369  656   87  0  0 100
 0 0 0 7641924 4478256 142 3642 0 0 0 0  0  0  0  0  0  383 2159  247  1  9 91
 0 0 0 7642164 4478360 0  0  0  0  0  0  0  3  0  0  0  401  661  138  0  0 100
 0 0 0 7641700 4478216 149 3642 0 0 0 0  0  0  0  0  0  388 2173  243  1  9 91
 0 0 0 7642120 4478332 0  0  0  0  0  0  0  0  0  0  0  374  764  136  0  0 100
 0 0 0 7641776 4478248 143 3656 0 0 0 0  0  0  0  0  0  385 2155  240  1  9 91
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 7642100 4478280 0  0  0  0  0  0  0  0  0  0  0  374  684   88  0  0 100
 0 0 0 7641860 4478192 142 3644 0 0 0 0  0  0  0  0  0  375 2179  244  1  9 91
 0 0 0 7642100 4478296 0  0  0  0  0  0  0  2  0  0  0  387  665  124  0  0 100
 0 0 0 7641656 4478180 145 3652 0 0 0 0  0  0  0  0  0  391 2189  245  1  9 91
