 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd -- -- --   in   sy   cs us sy id
 0 0 0 6624644 7661928 83 903 33 0 0  0 22  2  0  0  0  551  776  276  6  2 93
 0 0 0 6753632 7795732 148 2073 0 0 0 0  0  0  0  0  0  555 1846  270  0  3 97
 0 0 0 6753456 7795684 149 1829 0 0 0 0  0  0  0  0  0  520 1502  302  0  3 97
 0 0 0 6753612 7795728 148 1827 0 0 0 0  0  0  0  0  0  491 1487  271  0  3 97
 0 0 0 6753356 7795620 148 1826 0 0 0 0  0  0  0  0  0  499 1502  271  0  3 97
 0 0 0 6753568 7795744 148 1824 0 0 0 0  0  0  0  0  0  498 1484  274  0  3 97
 0 0 0 6753612 7795724 149 1826 0 1 1 0  0  0  0  0  0  491 1563  306  0  3 97
 0 0 0 6753328 7795588 148 1825 0 0 0 0  0  0  0  0  0  490 1485  265  0  3 97
 0 0 0 6753612 7795724 149 1828 0 0 0 0  0  0  0  0  0  506 1502  278  0  3 97
 0 0 0 6753304 7795576 132 1558 0 0 0 0  0  0  0  0  0  483 1377  259  0  3 97
 0 0 0 6753588 7795700 16 268 0 0  0  0  0  0  0  0  0  421  659  199  0  0 100
 0 0 0 6753588 7795696 148 1826 0 0 0 0  0  0  0  0  0  505 1488  274  0  3 97
 0 0 0 6753332 7795588 149 1826 0 1 1 0  0  2  0  0  0  505 1500  276  0  3 97
 0 0 0 6753588 7795696 148 1826 0 0 0 0  0  0  0  0  0  496 1489  273  0  3 97
 0 0 0 6753336 7795584 148 1826 0 0 0 0  0  0  0  0  0  507 1499  276  0  3 97
 0 0 0 6753304 7795556 148 1825 0 0 0 0  0  0  0  0  0  490 1485  277  0  3 97
 0 0 0 6753588 7795688 148 1825 0 0 0 0  0  0  0  0  0  502 1501  277  0  3 97
 0 0 0 6753304 7795552 148 1826 0 0 0 0  0  0  0  0  0  506 1486  275  0  3 97
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd -- -- --   in   sy   cs us sy id
 0 0 0 6753588 7795688 149 1826 0 1 1 0  0  1  0  0  0  515 1500  275  0  3 97
 0 0 0 6753332 7795580 91 1012 0 0 0  0  0  0  0  0  0  455 1122  232  0  3 97
