time,offcore_req,l2_cache_miss,offcore_req_scaled,l2_cache_miss_scaled,Temp0,Temp1,Temp2,Ambient_Temp0,Temp3,Ambient_Temp1,Ambient_Temp2,Planar_Temp,Temp4,Temp5,Temp6,FAN_MOD_1A_RPM,FAN_MOD_2A_RPM,FAN_MOD_3A_RPM,FAN_MOD_4A_RPM,FAN_MOD_5A_RPM,FAN_MOD_6A_RPM,FAN_MOD_1B_RPM,FAN_MOD_2B_RPM,FAN_MOD_3B_RPM,FAN_MOD_4B_RPM,FAN_MOD_5B_RPM,FAN_MOD_6B_RPM,Watts,InputDCPwr,AllPwrExtBd,ProcPwrUnc,ProcPwr,disk_read_kbytes,disk_write_kbytes
10,6235461,4492846,0.06235461,0.04492846,57,57,38,30,36,27,16,39,28,30,44,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1646,1470.4,1102.8,55.14,55.14,8.1,13.3
20,9867746,7328489,0.09867746,0.07328489,53,60,38,30,36,28,16,39,28,30,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1493,1105.6,829.2,41.46,41.46,0,0
30,22459811,16664554,0.22459811,0.16664554,57,56,38,30,36,28,16,39,29,30,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1480,1114.4,835.8,41.79,41.79,0,30.1
40,15175826,10944786,0.15175826,0.10944786,57,57,38,30,36,28,16,39,29,30,44,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1376,1123.2,842.4,42.12,42.12,0,0
50,25580358,17417191,0.25580358,0.17417191,52,59,38,30,36,28,16,39,29,30,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1538,1400,1050,52.5,52.5,0,0
60,1889489,1676714,0.01889489,0.01676714,57,59,38,30,36,28,16,39,29,30,44,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1473,1114.4,835.8,41.79,41.79,0,14.2
70,18567865,14021188,0.18567865,0.14021188,52,59,38,30,36,28,16,39,29,30,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1463,1126.4,844.8,42.24,42.24,0,0
80,17438342,12748159,0.17438342,0.12748159,52,59,38,30,36,28,16,39,29,30,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1397,1104,828,41.4,41.4,0,0
90,10561734,7220055,0.10561734,0.07220055,57,59,38,30,36,27,16,39,29,30,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1526,1264,948,47.4,47.4,0,19.5
100,10664487,7193707,0.10664487,0.07193707,57,57,38,30,36,27,16,39,29,30,44,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1548,1109.6,832.2,41.61,41.61,0,0
110,24470483,17171393,0.24470483,0.17171393,57,59,38,30,36,28,16,39,29,30,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1408,1240.8,930.6,46.53,46.53,0,0
120,2010221,1247456,0.02010221,0.01247456,56,59,38,30,36,28,16,39,29,30,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1402,1106.4,829.8,41.49,41.49,0,16.7
130,13348307,8929832,0.13348307,0.08929832,54,59,38,30,36,28,16,39,29,30,44,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1564,1214.4,910.8,45.54,45.54,0,0
140,14497670,9227610,0.1449767,0.0922761,53,59,38,30,36,28,16,39,29,30,44,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1565,1108,831,41.55,41.55,0,0
150,15033757,9731935,0.15033757,0.09731935,53,59,38,30,36,27,16,39,29,30,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1455,1315.2,986.4,49.32,49.32,0,17.8
160,15545376,11441512,0.15545376,0.11441512,53,59,38,30,36,27,16,39,29,30,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1369,1355.2,1016.4,50.82,50.82,0,0
170,13492539,8353862,0.13492539,0.08353862,52,59,38,30,36,28,16,39,29,30,44,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1539,1199.2,899.4,44.97,44.97,0,0
180,7891897,5410905,0.07891897,0.05410905,52,59,38,30,36,28,16,39,29,30,44,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1373,1112.8,834.6,41.73,41.73,0,18.9
190,15933412,11271016,0.15933412,0.11271016,52,60,38,30,36,27,16,39,29,30,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1368,1119.2,839.4,41.97,41.97,0,0
200,19342330,13895345,0.1934233,0.13895345,56,56,38,30,36,28,16,39,29,30,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1550,1112.8,834.6,41.73,41.73,0,0
210,16581216,11062665,0.16581216,0.11062665,57,57,38,30,36,27,16,39,29,30,44,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1536,1113.6,835.2,41.76,41.76,0,20.1
220,16378171,13394249,0.16378171,0.13394249,52,59,38,30,36,28,16,39,29,30,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1597,1135.2,851.4,42.57,42.57,0,0
230,21014542,13754909,0.21014542,0.13754909,52,59,38,30,36,27,16,39,29,30,44,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1474,1109.6,832.2,41.61,41.61,0,0
240,22135910,15411010,0.2213591,0.1541101,56,57,38,30,36,27,16,39,29,30,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1478,1113.6,835.2,41.76,41.76,0,91.1
250,7822804,5439246,0.07822804,0.05439246,52,59,38,30,36,28,16,39,29,30,44,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1366,1114.4,835.8,41.79,41.79,0,0
260,5570366,4151011,0.05570366,0.04151011,57,57,38,30,36,27,16,39,29,30,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1377,1103.2,827.4,41.37,41.37,0,0
270,11185142,9173133,0.11185142,0.09173133,57,59,38,30,36,27,16,39,29,30,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1502,1111.2,833.4,41.67,41.67,0,22.9
280,20117662,13869892,0.20117662,0.13869892,57,59,38,30,36,27,16,39,28,30,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1472,1095.2,821.4,41.07,41.07,0,0
290,12678797,8644237,0.12678797,0.08644237,57,57,38,30,36,28,16,39,29,30,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1374,1098.4,823.8,41.19,41.19,0,0
300,7048816,4862090,0.07048816,0.0486209,56,58,38,30,36,28,16,39,28,30,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1371,1105.6,829.2,41.46,41.46,0,24.1
310,54580228,38237047,0.54580228,0.38237047,51,59,38,30,36,28,16,39,29,30,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1662,1099.2,824.4,41.22,41.22,0,0
320,14126110,9674754,0.1412611,0.09674754,53,57,38,30,36,27,16,39,29,30,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1800,1291.2,968.4,48.42,48.42,0,0
330,10648326,8623481,0.10648326,0.08623481,50,59,38,30,36,27,16,39,30,30,44,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1814,1290.4,967.8,48.39,48.39,0,384.7
340,8944987,6456894,0.08944987,0.06456894,51,59,38,30,36,27,16,39,30,30,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1682,1295.2,971.4,48.57,48.57,0,0
350,24964944,17970141,0.24964944,0.17970141,52,56,38,30,36,27,16,39,31,30,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1788,1363.2,1022.4,51.12,51.12,0,0
360,28496408,18902929,0.28496408,0.18902929,48,59,38,30,37,27,16,39,31,31,44,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1748,1364.8,1023.6,51.18,51.18,0,26.6
370,16152523,12728630,0.16152523,0.1272863,47,59,39,30,37,28,16,39,32,30,43,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1715,1304,978,48.9,48.9,0,0
380,15328422,12057651,0.15328422,0.12057651,47,56,39,30,37,27,15,39,32,31,43,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1775,1305.6,979.2,48.96,48.96,0,0
390,13771969,10029949,0.13771969,0.10029949,48,56,39,31,37,28,15,39,32,30,44,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1657,1322.4,991.8,49.59,49.59,0,27.7
400,804899708,364801460,8.04899708,3.6480146,47,59,39,31,37,28,15,39,32,30,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1605,1304.8,978.6,48.93,48.93,0,0
410,799033277,362208099,7.99033277,3.62208099,48,59,39,31,37,28,15,39,33,30,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1711,1304.8,978.6,48.93,48.93,0,0
420,18765254,12685494,0.18765254,0.12685494,46,58,39,31,37,28,15,39,33,30,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1823,1322.4,991.8,49.59,49.59,0,28.8
430,11491875,8640197,0.11491875,0.08640197,46,59,39,31,37,27,15,39,33,30,43,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1631,1299.2,974.4,48.72,48.72,0,0
440,769403604,347453958,7.69403604,3.47453958,46,58,39,31,37,28,16,39,33,30,43,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1748,1346.4,1009.8,50.49,50.49,0,0
450,788903978,354146175,7.88903978,3.54146175,46,59,39,31,37,28,15,39,34,30,43,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1632,1351.2,1013.4,50.67,50.67,0,34.7
460,13396850,10446820,0.1339685,0.1044682,47,56,39,31,37,28,16,39,34,30,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1618,1344.8,1008.6,50.43,50.43,0,0
470,759030902,343983601,7.59030902,3.43983601,47,57,39,31,37,28,16,39,34,31,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1708,1404,1053,52.65,52.65,0,0
480,769670389,347388367,7.69670389,3.47388367,45,59,39,31,37,28,16,39,34,30,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1730,1334.4,1000.8,50.04,50.04,0,31.3
490,768648060,346100252,7.6864806,3.46100252,46,59,39,32,37,28,16,39,34,30,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1686,1284.8,963.6,48.18,48.18,0,0
500,754872647,343609751,7.54872647,3.43609751,45,59,40,32,37,28,16,39,34,30,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1715,1268.8,951.6,47.58,47.58,0,0
510,27741979,17894457,0.27741979,0.17894457,45,59,40,32,37,28,16,39,35,30,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1786,1278.4,958.8,47.94,47.94,0,45.2
520,15068674,9449992,0.15068674,0.09449992,48,59,40,32,37,28,16,39,35,30,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1674,1285.6,964.2,48.21,48.21,0,0
530,764592856,343078379,7.64592856,3.43078379,46,59,40,32,37,28,16,39,35,30,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1667,1300.8,975.6,48.78,48.78,0,0
540,8164774,6291033,0.08164774,0.06291033,46,60,40,32,37,28,16,39,35,30,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1672,1289.6,967.2,48.36,48.36,0,32.6
550,759366989,346303536,7.59366989,3.46303536,46,58,40,32,37,28,16,39,35,30,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1602,1336.8,1002.6,50.13,50.13,0,0
560,729400469,328246289,7.29400469,3.28246289,45,59,40,32,37,28,16,39,35,30,43,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1663,1290.4,967.8,48.39,48.39,0,0
570,738855794,335984068,7.38855794,3.35984068,46,57,40,32,37,28,16,39,35,30,43,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1689,1296,972,48.6,48.6,0,35.9
580,10264578,6110919,0.10264578,0.06110919,46,57,40,32,37,28,16,39,35,30,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1645,1296,972,48.6,48.6,0,0
590,760443765,348033607,7.60443765,3.48033607,44,59,40,32,37,28,16,39,35,30,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1673,1320,990,49.5,49.5,0,0
