Time	Temp0	Temp1	Planar_Temp	VRD_0_Temp	VRD_1_Temp	Fan_1	Fan_2A	Fan_2B	Fan_3A	Fan_3B	Fan_4A	Fan_4B	Fan_5A	Fan_5B
0	27	30	25	18	21	3150	7575	5250	7500	5400	7575	5325	7950	5250
5	26	30	25	18	21	3150	7650	5250	7425	5325	7650	5325	8025	5250
10	31	32	25	18	21	3150	7575	5250	7425	5400	7575	5325	7950	5250
15	28	33	25	18	21	3150	7650	5250	7425	5400	7575	5325	7950	5250
20	28	34	25	18	21	3225	7650	5250	7500	5325	7650	5325	7950	5250
25	29	34	25	18	21	3150	7575	5325	7500	5400	7575	5250	8025	5325
30	28	33	25	18	21	3150	7575	5325	7500	5400	7575	5250	8025	5325
35	28	35	25	18	21	3150	7650	5325	7425	5400	7650	5250	8025	5325
40	30	35	25	19	21	3150	7575	5325	7500	5400	7575	5250	7950	5325
45	28	34	25	19	21	3150	7650	5250	7500	5400	7650	5325	7950	5250
50	28	35	25	19	21	3150	7650	5325	7500	5400	7575	5250	8025	5325
55	30	32	25	19	21	3150	7575	5250	7425	5400	7575	5325	8025	5250
60	30	32	25	19	21	3150	7575	5250	7500	5400	7650	5250	7950	5325
65	30	32	25	19	21	3150	7575	5250	7500	5400	7650	5250	7950	5325
70	29	34	25	19	21	3150	7575	5250	7500	5400	7575	5250	7950	5325
75	31	35	25	19	21	3150	7650	5325	7425	5400	7650	5325	7950	5250
80	30	33	25	19	21	3150	7575	5250	7500	5400	7575	5325	7950	5250
85	31	32	25	19	21	3225	7575	5325	7500	5400	7650	5325	8025	5250
90	31	32	25	19	21	3225	7575	5325	7500	5400	7650	5325	8025	5325
95	31	33	25	19	21	3150	7575	5250	7425	5400	7575	5325	8025	5250
100	31	32	25	19	21	3150	7575	5250	7425	5400	7575	5325	8025	5250
105	31	32	25	19	21	3150	7575	5325	7500	5400	7575	5250	8025	5325
110	30	36	25	19	21	3150	7575	5250	7500	5400	7575	5325	7950	5250
115	32	33	25	19	21	3150	7650	5325	7500	5400	7575	5325	8025	5250
120	29	34	25	19	21	3150	7575	5250	7500	5400	7575	5250	7950	5250
125	31	32	25	19	21	3150	7650	5325	7500	5400	7575	5250	7950	5325
130	32	32	25	19	21	3150	7575	5325	7500	5400	7575	5250	7950	5325
135	30	34	25	19	21	3150	7575	5325	7500	5400	7575	5250	7950	5325
140	31	32	25	19	21	3225	7650	5250	7425	5400	7500	5325	8025	5250
145	30	36	25	19	21	3150	7575	5250	7500	5400	7575	5250	7950	5325
150	30	34	25	19	21	3150	7575	5325	7425	5400	7575	5250	7950	5325
155	29	35	25	19	21	3150	7650	5250	7500	5400	7575	5325	8025	5250
160	31	32	26	19	21	3150	7650	5325	7500	5400	7575	5250	8025	5325
165	31	32	26	19	21	3150	7650	5325	7500	5400	7650	5250	7950	5325
170	30	34	26	19	21	3150	7650	5325	7500	5400	7650	5250	7950	5325
175	31	32	26	19	21	3150	7650	5250	7500	5400	7575	5325	8025	5250
180	32	32	26	19	21	3150	7650	5325	7500	5400	7575	5250	7950	5325
185	30	35	26	19	21	3150	7575	5325	7500	5400	7575	5325	8025	5250
190	31	33	26	19	21	3150	7650	5250	7500	5400	7575	5325	8025	5325
195	29	35	26	19	21	3150	7650	5325	7500	5325	7575	5325	7950	5325
200	29	35	26	19	21	3150	7650	5325	7500	5400	7650	5325	8025	5325
205	31	33	26	19	21	3150	7650	5325	7500	5400	7575	5325	8025	5325
210	31	32	26	19	21	3150	7650	5250	7425	5325	7650	5250	7950	5250
215	28	31	26	19	21	3225	7650	5250	7425	5400	7650	5250	7950	5250
220	29	32	26	19	21	3225	7650	5325	7500	5400	7575	5250	8025	5250
225	29	34	26	19	21	3150	7650	5250	7425	5400	7575	5250	8025	5250
230	28	31	26	19	21	3150	7650	5325	7500	5400	7575	5325	8025	5325
235	28	31	26	19	21	3150	7650	5325	7500	5400	7650	5325	7950	5325
240	30	32	26	19	21	3150	7650	5250	7425	5400	7650	5325	7950	5325
245	28	32	26	19	21	3150	7650	5250	7425	5400	7575	5250	7950	5250
250	28	32	26	19	21	3150	7575	5250	7500	5400	7575	5250	8025	5250
255	29	33	26	19	21	3150	7650	5250	7500	5400	7575	5250	8025	5250
260	31	32	26	19	21	3150	7575	5250	7425	5400	7575	5250	7950	5250
265	28	32	26	19	21	3150	7575	5250	7500	5400	7575	5250	7950	5250
270	28	32	26	19	21	3150	7650	5250	7500	5400	7575	5250	7950	5250
275	30	32	26	19	21	3150	7650	5325	7500	5400	7650	5250	7950	5250
280	28	32	26	19	21	3150	7650	5325	7425	5400	7575	5250	8025	5250
285	28	32	26	19	21	3150	7650	5250	7425	5400	7575	5325	7950	5325
290	29	32	26	19	21	3150	7650	5325	7500	5400	7575	5250	7950	5250
295	28	32	26	19	21	3150	7650	5325	7500	5400	7575	5250	7950	5250
300	28	31	26	19	21	3150	7575	5250	7425	5400	7650	5250	7950	5250
305	30	34	26	18	21	3150	7650	5325	7500	5400	7650	5250	8025	5250
310	31	37	26	18	21	3150	7650	5250	7425	5400	7575	5250	7950	5325
315	29	38	26	19	21	3150	7650	5325	7500	5400	7575	5250	7950	5325
320	28	39	26	19	22	3150	7575	5325	7500	5400	7650	5250	7950	5325
325	32	35	26	19	22	3150	7575	5250	7500	5400	7650	5250	7950	5325
330	29	39	26	19	22	3150	7650	5250	7500	5400	7575	5325	7950	5250
335	32	36	26	19	22	3150	7650	5250	7500	5400	7575	5325	7950	5250
340	34	34	26	19	22	3150	7650	5250	7425	5400	7575	5250	7950	5325
345	35	34	26	19	22	3225	7575	5250	7425	5400	7575	5325	7950	5250
350	34	35	26	19	22	3225	7650	5325	7500	5400	7575	5325	7950	5250
355	31	39	26	19	22	3225	7575	5325	7500	5400	7650	5250	7950	5325
360	35	35	26	19	22	3150	7575	5325	7425	5400	7575	5250	7950	5250
365	34	35	26	19	22	3150	7575	5325	7425	5400	7575	5325	7950	5250
370	31	39	26	19	22	3150	7650	5250	7425	5400	7575	5250	7950	5250
375	35	37	26	19	22	3150	7575	5250	7425	5400	7575	5250	7950	5250
380	32	40	26	19	22	3150	7650	5325	7500	5400	7575	5250	8025	5250
385	32	40	26	19	22	3150	7575	5250	7500	5400	7575	5325	7950	5250
390	31	41	26	19	22	3150	7650	5250	7500	5400	7575	5325	7950	5250
395	35	37	26	19	22	3150	7575	5325	7500	5400	7575	5250	7950	5250
400	32	40	26	19	22	3150	7575	5325	7425	5325	7575	5250	7950	5325
405	31	41	26	19	22	3150	7575	5250	7500	5400	7575	5250	7950	5250
410	31	41	26	19	22	3225	7575	5250	7425	5400	7575	5250	7950	5250
415	31	41	26	19	22	3225	7650	5250	7425	5400	7575	5250	7950	5250
420	31	42	26	19	22	3150	7650	5325	7500	5400	7500	5250	7950	5250
425	31	42	26	19	22	3225	7575	5325	7500	5400	7575	5325	7950	5250
430	31	42	26	19	23	3150	7650	5325	7425	5400	7500	5325	7950	5250
435	35	37	26	19	23	3150	7650	5250	7500	5400	7575	5250	7950	5250
440	36	37	26	19	22	3150	7575	5325	7500	5400	7575	5250	7950	5325
445	35	38	26	19	22	3150	7650	5250	7425	5400	7500	5250	7950	5250
