 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 8283504 5135340 10 298 0 0  0  0  0  0  0  0  0  375  224  101  2  1 98
 0 0 0 7552120 4388472 178 4265 0 0 0 0  0  0  0  0  0  430 2778  255  1 11 89
 0 0 0 7552144 4388404 153 3769 0 0 0 0  0  2  0  0  0  404 2277  288  1 10 89
 0 0 0 7552360 4388480 135 3591 0 0 0 0  0  0  0  0  0  375 2057  249  1  6 94
 0 0 0 7551944 4388360 175 3913 0 0 0 0  0  0  0  0  0  377 2332  253  1 10 90
 0 0 0 7551940 4388368 157 3752 0 0 0 0  0  0  0  0  0  385 2271  253  1 10 89
 0 0 0 7552184 4388476 189 4838 0 0 0 0  0  0  0  0  0  396 2637  302  1 10 89
 0 0 0 7552124 4388392 116 2681 0 0 0 0  0  0  0  0  0  387 1774  207  1  5 94
 0 0 0 7551920 4388336 153 3750 0 0 0 0  0  4  0  0  0  432 2287  316  1 10 89
 0 0 0 7552160 4388452 155 3756 0 0 0 0  0  0  0  0  0  376 2284  252  1 10 89
 0 0 0 7552440 4388568 136 3605 0 0 0 0  0  0  0  0  0  397 2172  292  1  6 94
 0 0 0 7551920 4388344 177 3913 0 0 0 0  0  0  0  0  0  393 2349  253  1 10 90
 0 0 0 7551916 4388328 153 3767 0 0 0 0  0  0  0  0  0  398 2300  251  1 10 89
 0 0 0 7552160 4388448 204 4999 0 0 0 0  0  0  0  0  0  400 2712  302  1 10 89
 0 0 0 7552124 4388380 101 2510 0 0 0 0  0  3  0  0  0  415 1724  260  0  5 94
 0 0 0 7551920 4388332 155 3760 0 0 0 0  0  0  0  0  0  391 2311  252  1 10 89
 0 0 0 7552168 4388512 164 3846 0 0 0 0  0  0  0  0  0  395 2330  256  1 10 89
 0 0 0 7552124 4388380 132 3527 0 0 0 0  0  0  0  0  0  385 2066  243  1  5 94
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 7551920 4388328 169 3905 0 0 0 0  0  0  0  0  0  389 2390  257  1 10 89
 0 0 0 7551900 4388316 153 3760 0 0 0 0  0  0  0  0  0  399 2299  251  1 10 89
 0 0 0 7552352 4388500 203 5006 0 0 0 0  0  2  0  0  0  581 2760  349  1 10 89
 0 0 0 7552100 4388360 104 2508 0 0 0 0  0  0  0  0  0  358 1763  199  0  5 94
 0 0 0 7551896 4388324 155 3762 0 0 0 0  0  0  0  0  0  393 2303  250  1 10 89
 0 0 0 7552168 4388468 164 3944 0 0 0 0  0  0  0  0  0  388 2410  256  1 10 89
 0 0 0 7552096 4388352 127 3411 0 0 0 0  0  0  0  0  0  388 2060  235  1  5 94
 0 0 0 7551888 4388300 170 3915 0 0 0 0  0  0  0  0  0  391 2377  256  1 10 89
 0 0 0 7551888 4388296 153 3755 0 0 0 0  0  2  0  0  0  405 2355  287  1 10 89
 0 0 0 7552268 4388488 207 5023 0 0 0 0  0  0  0  0  0  400 2686  304  1 10 89
 0 0 0 7552096 4388388 104 2502 0 0 0 0  0  0  0  0  0  386 1701  196  0  5 94
 0 0 0 7551888 4388316 157 3771 0 0 0 0  0  0  0  0  0  393 2286  251  1 10 89
 0 0 0 7552112 4388420 167 4211 0 0 0 0  0  0  0  0  0  384 2442  275  1 10 89
 0 0 0 7552072 4388340 120 3166 0 0 0 0  0  0  0  0  0  391 1905  227  1  5 94
 0 0 0 7551864 4388276 170 3930 0 0 0 0  0  4  0  0  0  444 2369  316  1 10 89
 0 0 0 7551864 4388276 155 3764 0 0 0 0  0  0  0  0  0  392 2286  250  1 10 89
 0 0 0 7552320 4388536 212 5018 0 0 0 0  0  0  0  0  0  402 2798  348  1 10 89
 0 0 0 7552072 4388328 101 2526 0 0 0 0  0  0  0  0  0  396 1711  199  0  5 94
 0 0 0 7551864 4388276 152 3767 0 0 0 0  0  0  0  0  0  398 2306  254  1 10 89
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 7552148 4388408 171 4362 0 0 0 0  0  0  0  0  0  403 2487  286  1 10 89
 0 0 0 7552072 4388328 117 3031 0 0 0 0  0  2  0  0  0  408 1900  264  1  5 94
 0 0 0 7551864 4388280 173 3922 0 0 0 0  0  0  0  0  0  394 2390  256  1 10 89
 0 0 0 7551864 4388308 156 3756 0 0 0 0  0  0  0  0  0  398 2294  252  1 10 89
 0 0 0 7552316 4388456 139 3608 0 0 0 0  0  0  0  0  0  386 2114  248  1  6 94
 0 0 0 7552064 4388328 152 3769 0 0 0 0  0  0  0  0  0  394 2289  252  1  9 90
 0 0 0 7551840 4388252 152 3760 0 0 0 0  0  0  0  0  0  398 2257  251  1  9 91
 0 0 0 7552044 4388344 153 3766 0 0 0 0  0  2  0  0  0  425 2293  292  1  9 90
 0 0 0 7552048 4388308 153 3765 0 0 0 0  0  0  0  0  0  373 2280  244  1  9 90
 0 0 0 7551840 4388284 156 3769 0 0 0 0  0  0  0  0  0  384 2267  246  1  9 91
 0 0 0 7552084 4388416 158 3778 0 0 0 0  0  0  0  0  0  368 2296  247  1  9 91
 0 0 0 7552144 4388380 152 3767 0 0 0 0  0  0  0  0  0  384 2249  250  1  9 90
 0 0 0 7551828 4388236 152 3774 0 0 0 0  0  0  0  0  0  389 2227  254  1  9 91
 0 0 0 7551824 4388232 152 3776 0 0 0 0  0  2  0  0  0  414 2231  294  1  9 91
 0 0 0 7552328 4388488 153 3782 0 0 0 0  0  0  0  0  0  376 2226  250  1  9 91
 0 0 0 7552032 4388320 156 3792 0 0 0 0  0  0  0  0  0  390 2229  248  1  9 91
 0 0 0 7551808 4388264 158 3775 0 0 0 0  0  0  0  0  0  382 2237  248  1  9 91
 0 0 0 7552004 4388316 153 3774 0 0 0 0  0  0  0  0  0  389 2238  253  1  9 90
 0 0 0 7552008 4388268 152 3784 0 0 0 0  0  0  0  0  0  381 2231  254  1  9 90
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 7551800 4388212 153 3777 0 0 0 0  0  2  0  0  0  424 2252  292  1  9 91
 0 0 0 7552004 4388308 152 3784 0 0 0 0  0  0  0  0  0  380 2243  249  1  9 91
 0 0 0 7552108 4388388 158 3780 0 0 0 0  0  0  0  0  0  396 2331  293  1  9 91
 0 0 0 7551804 4388252 158 3775 0 0 0 0  0  0  0  0  0  393 2246  250  1  9 91
 0 0 0 7551800 4388212 163 3924 0 0 0 0  0  0  0  0  0  381 2329  254  1  9 91
 0 0 0 7529412 4364976 302 6250 0 0 0 0  0  0  0  0  0  416 6793  267 21 15 65
 0 0 0 6641976 3494284 166 3815 0 0 0 0  0  2  0  0  0  511 2345  298 24 11 65
 0 0 0 6641008 3478700 163 3766 0 0 0 0  0  0  0  0  0  411 2243  259 26  9 65
 0 0 0 6640772 3478816 171 3783 0 0 0 0  0  0  0  0  0  412 2243  251 26  9 65
 0 0 0 6640752 3478844 164 3776 0 0 0 0  0  0  0  0  0  407 2264  249 26  9 65
 0 0 0 6640904 3478904 163 3779 0 0 0 0  0  0  0  0  0  418 2269  254 26  9 65
 0 0 0 6640956 3478832 163 3785 0 0 0 0  0  0  0  0  0  431 2241  253 26  9 65
 0 0 0 6640752 3478820 163 3769 0 0 0 0  0  2  0  0  0  670 2276  290 26  9 65
 0 0 0 6640748 3478820 163 3778 0 0 0 0  0  0  0  0  0  432 2271  256 26  9 65
 0 0 0 6640984 3478964 170 3781 0 0 0 0  0  0  0  0  0  424 2235  253 26  9 65
 0 0 0 6641060 3478988 166 3786 0 0 0 0  0  0  0  0  0  430 2234  253 26  9 65
 0 0 0 6640940 3478816 163 3788 0 0 0 0  0  0  0  0  0  422 2237  252 26  9 65
 0 0 0 6640728 3478800 163 3773 0 0 0 0  0  0  0  0  0  422 2223  252 26  9 65
 0 0 0 6640828 3478884 164 3788 0 0 0 0  0  2  0  0  0  507 2236  288 26  9 65
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 6636944 3474896 163 3775 0 0 0 0  0  0  0  0  0  425 2223  255 26 10 65
 0 0 0 6636820 3474752 168 3787 0 0 0 0  0  0  0  0  0  418 2227  257 26  9 65
 0 0 0 6636612 3474756 169 3794 0 0 0 0  0  0  0  0  0  399 2254  249 26  9 65
 0 0 0 6636608 3474684 163 3780 0 0 0 0  0  0  0  0  0  398 2249  254 26  9 65
 0 0 0 6636924 3474832 163 3777 0 0 0 0  0  0  0  0  0  423 2238  256 26  9 65
 0 0 0 6636884 3474824 164 3784 0 0 0 0  0  2  0  0  0  474 2264  295 26  9 65
 0 0 0 6636816 3474696 163 3780 0 0 0 0  0  0  0  0  0  410 2256  252 26  9 65
 0 0 0 6636612 3474712 171 3793 0 0 0 0  0  0  0  0  0  407 2339  295 26 10 65
