Time,CPU_0_Temp,CPU_1_Temp,Ambient_Temp0,Ambient_Temp1,Blower_Fan_0,Blower_Fan_1,Axial_Fan_0,Axial_Fan_1,HT0Scaled,HT1Scaled,HT2Scaled,cmiss_core0_scaled,cmiss_core1_scaled,cmiss_core2_scaled,cmiss_core3_scaled,ProcPwr,disk_read_kbytes,disk_write_kbytes
0,95.74468085,95.91836735,97.22222222,95.65217391,80.53097345,82.30088496,97.6,97.54098361,28.50204854,21.92861864,11.84527164,1.46592827,1.752494859,1.969244703,1.473780527,0.74775099,37.77777778,3.225806452
5,95.74468085,95.91836735,97.22222222,97.82608696,80.53097345,80.53097345,95.2,97.54098361,36.06353634,18.58629952,15.53326367,1.731430178,0.964018158,3.04408601,0.801970604,0.748110831,0,0
10,95.74468085,95.91836735,97.22222222,95.65217391,80.53097345,80.53097345,95.2,97.54098361,35.71865924,16.55512731,11.42939355,1.665235587,0.867312944,1.437633241,1.156196007,0.748110831,0,0
15,95.74468085,95.91836735,97.22222222,97.82608696,80.53097345,82.30088496,97.6,97.54098361,35.82696833,17.34488763,13.47461453,2.088502191,1.564285543,1.028465144,1.490734366,0.74775099,0,1.075268817
20,95.74468085,95.91836735,97.22222222,97.82608696,82.30088496,80.53097345,97.6,97.54098361,36.42167435,16.86849537,12.67145845,1.916808243,1.748901364,1.188653475,1.210947083,0.747031306,0,0
25,95.74468085,95.91836735,97.22222222,97.82608696,82.30088496,82.30088496,97.6,100,35.86045972,15.48950098,10.15539557,1.960731054,1.559931582,1.09157164,0.714076711,0.747031306,0,24.19354839
30,95.74468085,95.91836735,97.22222222,97.82608696,80.53097345,80.53097345,97.6,97.54098361,35.89236074,15.78881535,11.4138123,1.612823958,0.833722432,1.465216904,1.383222304,0.747031306,0,0
35,95.74468085,97.95918367,97.22222222,97.82608696,80.53097345,80.53097345,97.6,97.54098361,36.48884423,19.78411084,16.86302735,1.626338061,0.817855101,1.523468787,2.600937148,0.747391148,0,5.376344086
40,95.74468085,95.91836735,97.22222222,97.82608696,80.53097345,80.53097345,97.6,97.54098361,32.09654922,10.15057047,6.959613359,1.056681856,0.667046505,0.734806243,0.810456586,0.74775099,0,6.451612903
45,95.74468085,95.91836735,97.22222222,97.82608696,80.53097345,82.30088496,97.6,100,9.124590771,9.972126385,9.244701957,0.976095418,0.48269468,0.635133658,1.581035219,0.74775099,0,0
50,95.74468085,95.91836735,97.22222222,97.82608696,80.53097345,80.53097345,97.6,97.54098361,36.3040569,17.37288701,13.70119898,1.52433782,1.047011351,2.191565826,1.07412014,0.748470673,0,0
55,95.74468085,95.91836735,97.22222222,97.82608696,80.53097345,82.30088496,95.2,97.54098361,35.5544766,16.28977141,11.45557359,1.616690779,0.761017196,1.812930325,1.000356259,0.748470673,0,20.96774194
60,95.74468085,95.91836735,97.22222222,97.82608696,80.53097345,80.53097345,97.6,97.54098361,35.72102141,15.75510598,11.16116713,1.524215252,0.997971172,1.460765682,1.395960339,0.748830515,0,0
65,95.74468085,95.91836735,97.22222222,97.82608696,80.53097345,82.30088496,97.6,97.54098361,36.00048273,19.18725501,16.19433744,1.670221334,1.130741367,1.375180518,2.502150314,0.748110831,0,7.52688172
70,95.74468085,95.91836735,97.22222222,97.82608696,80.53097345,80.53097345,97.6,97.54098361,35.84240431,15.6092156,10.39625807,1.872205377,1.336102531,1.241355241,0.812084183,0.747031306,0,6.451612903
75,95.74468085,95.91836735,97.22222222,97.82608696,80.53097345,80.53097345,95.2,97.54098361,35.92377061,17.26214933,14.53528956,1.61921726,0.942047402,1.244686702,2.303166544,0.747031306,0,0
80,95.74468085,95.91836735,100,97.82608696,80.53097345,80.53097345,97.6,97.54098361,36.01554449,17.51101069,12.9039099,1.770094429,1.767396832,1.030489058,1.375522934,0.747391148,0,0
