Time,CPU_0_Temp,CPU_1_Temp,Ambient_Temp0,Ambient_Temp1,Blower_Fan_0,Blower_Fan_1,Axial_Fan_0,Axial_Fan_1,HT0Scaled,HT1Scaled,HT2Scaled,cmiss_core0_scaled,cmiss_core1_scaled,cmiss_core2_scaled,cmiss_core3_scaled,ProcPwr,disk_read_kbytes,disk_write_kbytes
0,97.49373434,94.25287356,98.08917197,95.34313725,92.75198188,92.80089989,95.52631579,95.17426273,46.92468327,5.978432703,6.968995973,1.289552024,1.278838847,0.66712721,1.009247232,62.12333333,17.68405571,63.99542072
5,96.9924812,94.48275862,98.08917197,95.83333333,92.29898075,92.80089989,95.78947368,95.44235925,51.77878639,5.114520365,6.173673104,1.097903137,0.803933258,0.645413785,0.934464547,62.11333333,1.821956917,0
10,97.24310777,94.25287356,98.08917197,95.34313725,92.75198188,92.12598425,95.26315789,94.90616622,51.95664391,4.903948193,5.946698615,1.175617521,0.862494196,0.52841125,0.820372572,62.13,0,3.625262355
15,97.49373434,93.79310345,98.08917197,95.58823529,92.75198188,92.57592801,95.52631579,95.44235925,53.55141262,5.053863644,6.360759533,1.162443917,0.91557683,0.523415979,0.900160599,62.15333333,0,6.277427972
20,97.49373434,94.02298851,98.08917197,95.58823529,92.75198188,92.12598425,96.31578947,95.17426273,51.85384827,4.736214793,5.524003221,1.204877154,0.949803954,0.530732841,0.596797434,62.59,0,7.918336195
25,96.9924812,94.02298851,98.08917197,95.58823529,92.75198188,92.80089989,95.52631579,95.71045576,51.69285827,4.792601568,5.467090706,1.286808292,0.975930281,0.527433256,0.562287998,62.13333333,0,8.528906697
30,97.24310777,94.02298851,98.08917197,95.83333333,92.75198188,92.57592801,95,95.17426273,51.59313897,5.030351037,5.9837772,1.165261137,1.006006057,0.576684582,0.788970469,62.09666667,0,3.434459073
35,97.49373434,94.02298851,98.08917197,95.83333333,92.52548131,92.57592801,95.26315789,95.71045576,51.76121613,5.130088521,6.108899893,1.176481222,0.919048446,0.555223383,0.927770752,62.12,0,3.968708262
40,97.24310777,93.79310345,98.08917197,95.58823529,92.97848245,92.57592801,96.05263158,95.71045576,44.13786566,3.284198011,4.029671869,0.744875673,0.540574815,0.306808393,0.589339877,62.13666667,0,6.258347644
45,96.9924812,94.25287356,98.08917197,95.58823529,100,99.4375703,95.26315789,95.17426273,15.17768146,2.930454366,3.990149684,0.690633559,0.474124367,0.266712657,0.646407125,62.15666667,0,6.773516504
50,97.24310777,94.02298851,98.08917197,95.58823529,92.75198188,92.35095613,96.05263158,95.17426273,51.82551643,5.200797833,5.973221564,1.179249648,1.459154455,0.561215286,0.557315005,62.14666667,0,3.873306621
55,96.9924812,93.56321839,98.08917197,95.09803922,92.52548131,92.57592801,95.52631579,95.44235925,51.52399427,4.774629625,5.519849444,1.162655751,0.932833056,0.557969594,0.593191846,62.12333333,0,13.16542645
60,97.24310777,93.79310345,98.08917197,95.83333333,92.75198188,92.35095613,95.26315789,95.17426273,51.74057514,5.001376499,6.008745494,1.155480752,0.959684984,0.537120942,0.881589441,62.14666667,0,2.671245945
65,96.9924812,94.02298851,98.08917197,95.83333333,92.97848245,92.80089989,96.05263158,95.17426273,51.81016652,5.084496872,6.08535926,1.199239144,0.910198932,0.5195697,0.969891351,62.14666667,0,6.029383705
70,96.9924812,93.56321839,98.08917197,95.83333333,92.29898075,92.57592801,95.78947368,95.17426273,51.81180935,4.907809041,5.862591217,1.226840697,0.967329256,0.517578766,0.729736042,62.13666667,0,6.010303377
75,96.9924812,93.79310345,97.77070064,95.58823529,92.52548131,92.57592801,96.05263158,95.44235925,51.81385401,5.067593893,6.360956367,1.144260369,0.904652727,0.535072388,0.899345568,62.14,0,5.87674108
80,96.9924812,93.56321839,98.08917197,95.58823529,92.75198188,92.35095613,96.31578947,95.71045576,51.68473009,4.854550619,5.624078076,1.162942859,0.971535863,0.543823393,0.587450819,62.11333333,0,4.312154169
85,96.9924812,93.79310345,98.08917197,95.58823529,92.75198188,92.80089989,95.78947368,95.17426273,51.86449957,4.710924572,5.4348421,1.199258781,0.98494449,0.536547688,0.608137274,62.13333333,0,4.61743942
90,97.49373434,93.33333333,98.08917197,95.58823529,92.52548131,92.12598425,95.52631579,95.71045576,31.73690185,3.21815143,3.949862701,0.748982643,0.536293445,0.315292418,0.698904624,62.15333333,0,2.594924633
95,97.24310777,93.79310345,98.08917197,95.34313725,92.97848245,92.80089989,96.31578947,94.90616622,27.76478423,3.332496746,4.055292316,0.72891609,0.512898686,0.303498403,0.775513703,62.15666667,0,15.07345926
100,97.24310777,93.79310345,97.77070064,95.34313725,93.20498301,93.02587177,96.31578947,95.17426273,52.04338876,4.916006785,5.870274988,1.214960116,0.889508291,0.515107145,0.780964403,62.13333333,0,11.29555428
105,96.74185464,93.79310345,98.08917197,95.34313725,92.75198188,92.57592801,96.57894737,95.71045576,51.96686534,5.00992408,6.227491486,1.199800565,0.990839952,0.494263774,0.883342185,62.12666667,0,9.044075558
110,96.9924812,94.02298851,97.77070064,95.09803922,92.75198188,92.57592801,96.05263158,95.44235925,51.63846168,4.856734039,5.605926674,1.227396465,1.000819582,0.513811074,0.601926882,62.15,0,4.82732303
115,96.9924812,94.25287356,97.77070064,95.83333333,92.52548131,93.02587177,96.31578947,95.44235925,51.57016363,4.788490565,5.558236977,1.216658957,0.925960977,0.521607847,0.614719578,62.14,0,7.422247663
120,97.24310777,94.25287356,98.08917197,95.34313725,92.07248018,92.12598425,95.78947368,95.17426273,51.97446648,5.004890193,5.999554159,1.199536962,0.750841595,0.538252383,0.977219512,62.14666667,0,4.731921389
125,96.9924812,94.02298851,98.08917197,95.34313725,92.52548131,92.35095613,95.78947368,94.90616622,51.75349725,5.172140747,6.257449116,1.199226351,0.81950099,0.55859177,1.018607275,62.14,0,19.5000954
130,96.9924812,94.02298851,97.77070064,95.09803922,92.29898075,92.57592801,95.52631579,95.17426273,51.72290582,5.058076525,6.100858816,1.147335837,0.80766492,0.560633801,0.81306496,62.12,0,13.64243465
135,96.74185464,93.79310345,98.08917197,95.34313725,92.75198188,92.57592801,95.52631579,95.44235925,51.74619702,4.799783858,6.310767916,1.144509394,0.897948955,0.476087715,0.903421945,62.13,0,11.52451822
140,96.9924812,93.56321839,98.08917197,95.09803922,92.52548131,92.35095613,95.78947368,94.63806971,23.57053301,1.432438945,1.625868288,0.30539625,0.131110912,0.131705682,0.253245452,62.15666667,0,3.491700057
145,96.49122807,93.56321839,97.77070064,95.09803922,92.52548131,92.57592801,96.31578947,95.97855228,35.82211504,4.549490459,5.315118574,1.061859446,0.911243812,0.513343743,0.59454501,62.14333333,0,5.724098454
150,96.74185464,93.56321839,97.77070064,95.34313725,92.52548131,92.35095613,95.26315789,95.17426273,52.01289639,5.114293078,6.049740107,1.157495857,0.977869791,0.606588649,0.816292532,62.13,0,17.00057241
155,97.24310777,93.79310345,97.77070064,95.34313725,93.99773499,94.82564679,95.78947368,95.17426273,51.87166336,4.959164822,5.830829179,1.197869063,1.080317483,0.618799674,0.724621039,62.11666667,0,11.77256249
160,97.24310777,93.33333333,98.08917197,95.34313725,92.07248018,92.35095613,95.26315789,95.44235925,51.69455343,5.04161937,5.999999469,1.155378108,0.903101479,0.610554363,0.670218614,62.45666667,0,8.471665713
165,96.9924812,93.56321839,97.4522293,95.34313725,92.52548131,92.57592801,95.26315789,96.51474531,51.66956894,5.087198208,6.302479928,1.265383856,1.011223232,0.508027599,0.811690433,62.2,0,7.670291929
170,96.74185464,93.56321839,97.77070064,95.09803922,92.97848245,92.80089989,95.78947368,95.17426273,51.89354909,4.650281202,5.391487534,1.233327829,0.926661295,0.501042172,0.583858455,62.16666667,0,5.399732875
175,96.49122807,93.79310345,97.77070064,95.34313725,92.75198188,92.35095613,95.78947368,95.71045576,51.7427282,4.794780456,5.451397124,1.288083167,1.074635475,0.534379079,0.489331708,62.13,0,5.571455829
180,96.74185464,93.79310345,97.4522293,95.34313725,92.52548131,92.35095613,95.78947368,95.97855228,51.83311944,5.047568227,6.005389438,1.210728485,0.95607865,0.57855049,0.83796085,62.12333333,0,2.671245945
185,97.24310777,93.56321839,97.4522293,95.34313725,92.52548131,92.35095613,95.26315789,94.63806971,50.608498,4.797577744,5.968445839,1.085658987,0.93316931,0.474551378,0.942675897,62.12,0,11.18107231
190,96.9924812,93.10344828,97.4522293,95.09803922,92.52548131,92.12598425,96.05263158,94.90616622,13.58334822,1.83635179,2.305476757,0.304165111,0.230324642,0.158621097,0.428043631,62.30333333,0,8.567067354
195,96.9924812,93.56321839,97.4522293,95.09803922,92.75198188,92.80089989,95.26315789,95.97855228,46.96004806,4.912792049,6.255246432,1.083173503,0.8663371,0.502048743,0.908079994,62.25333333,0,8.910513261
