Time,CPU_0_Temp,CPU_1_Temp,Ambient_Temp0,Ambient_Temp1,Blower_Fan_0,Blower_Fan_1,Axial_Fan_0,Axial_Fan_1,HT0_CPU0_ALL,HT0_CPU1_ALL,HT0,HT1_CPU2_ALL,HT1_CPU3_ALL,HT1,HT2_CPU0_ALL,HT2_CPU1_ALL,HT2,c1c2missC0,c1c2missC1,c1c2missC2,c1c2missC3,Watts,Volts,Amps,InputDCPwr,AllPwrExtBd,ProcPwr,HT0Scaled,HT1Scaled,HT2Scaled,cmiss_core0_scaled,cmiss_core1_scaled,cmiss_core2_scaled,cmiss_core3_scaled,disk_read_count,disk_write_count,disk_read_kbytes,disk_write_kbytes,disk_read_bytes,disk_write_bytes
15,43,43,32,41,3488.8,3567.2,8662,8449,5300475,5300541,5300508,105759718,105764322,105762020,137527098,137533511,137530304.5,1146918,1013979,8836536,4576048,220.5,115.3,1.77,165.38,132.3,66.15,5.3,105.76,137.53,11.47,10.14,88.37,45.76,0,0,0,0,0,0
20,44,43,32,41,3488.8,3567.2,8449,8662,3151660,3151660,3151660,97449846,97440662,97445254,95341210,95331541,95336375.5,22445222,624299,2910100,3447581,225.5,115.4,1.77,169.13,135.3,67.65,3.15,97.45,95.34,224.45,6.24,29.1,34.48,0,0,0,0,0,0
25,44,43,32,41,3488.8,3567.2,8662,8662,1514539,1514539,1514539,74950747,74951844,74951295.5,73918558,73929809,73924183.5,593559,26295610,831939,386409,223.9,115.4,1.77,167.93,134.34,67.17,1.51,74.95,73.92,5.94,262.96,8.32,3.86,0,0.2,0,11.2,0,11468.8
30,44,43,32,41,3567.2,3567.2,8662,8662,1543510,1543510,1543510,72411204,72415078,72413141,72903337,72891846,72897591.5,25780869,395977,917877,391126,223.1,115.2,1.78,167.33,133.86,66.93,1.54,72.41,72.9,257.81,3.96,9.18,3.91,0,0.6,0,2.8,0,2867.2
35,44,43,32,41,3567.2,3567.2,8449,8449,1541110,1541110,1541110,79916211,79915976,79916093.5,86662605,86657814,86660209.5,25648742,441349,1437026,365173,222.3,115.3,1.87,166.73,133.38,66.69,1.54,79.92,86.66,256.49,4.41,14.37,3.65,0,1.8,0,23.9,0,24473.6
40,44,43,32,41,3567.2,3567.2,8449,8662,1537550,1537550,1537550,77845707,77848598,77847152.5,78372599,78387125,78379862,21450409,5306359,1356249,553807,222.2,115.3,1.79,166.65,133.32,66.66,1.54,77.85,78.38,214.5,53.06,13.56,5.54,0,3.8,0,24.8,0,25395.2
45,44,43,32,41,3488.8,3567.2,8449,8449,877525,877525,877525,67500284,67452018,67476151,67859499,67871028,67865263.5,190564,25245727,277407,892639,222.2,115.3,1.77,166.65,133.32,66.66,0.88,67.48,67.87,1.91,252.46,2.77,8.93,0,0,0,0,0,0
50,44,43,32,41,3567.2,3567.2,8662,8662,939240,939240,939240,65170126,65217271,65193698.5,60558023,60554411,60556217,26364873,420530,286974,265998,222.1,115.3,1.77,166.58,133.26,66.63,0.94,65.19,60.56,263.65,4.21,2.87,2.66,0,0,0,0,0,0
55,45,43,32,41,3567.2,3645.6,8449,8662,1552186,1552186,1552186,72961567,72960856,72961211.5,73805474,73801979,73803726.5,25421687,918848,482834,828038,222.1,115.4,1.77,166.58,133.26,66.63,1.55,72.96,73.8,254.22,9.19,4.83,8.28,0,0.2,0,11.2,0,11468.8
60,45,43,33,41,3567.2,3567.2,8662,8449,1509668,1509668,1509668,74840618,74844311,74842464.5,79019693,79007866,79013779.5,23871358,376293,524130,1175258,222.2,115.4,1.77,166.65,133.32,66.66,1.51,74.84,79.01,238.71,3.76,5.24,11.75,0,1,0,5,0,5120
65,44,43,33,41,3488.8,3567.2,8662,8662,1553192,1553192,1553192,83420255,83417090,83418672.5,94583862,94581846,94582854,21066712,4205040,1881818,438006,222.4,115.4,1.77,166.8,133.44,66.72,1.55,83.42,94.58,210.67,42.05,18.82,4.38,0,1.2,0,16.5,0,16896
70,45,43,33,41,3567.2,3567.2,8662,8662,1547992,1547992,1547992,73089926,73092367,73091146.5,73219551,73222168,73220859.5,24353189,391325,532016,1930635,222.5,115.4,1.78,166.88,133.5,66.75,1.55,73.09,73.22,243.53,3.91,5.32,19.31,0,0.2,0,0.6,0,614.4
75,45,43,33,41,3567.2,3567.2,8662,8662,1576222,1576222,1576222,79034058,79033392,79033725,86099729,86101344,86100536.5,15254415,9650583,506306,1467519,222.6,115.4,1.77,166.95,133.56,66.78,1.58,79.03,86.1,152.54,96.51,5.06,14.68,0,0,0,0,0,0
