Time,CPU_0_Temp,CPU_1_Temp,Ambient_Temp0,Ambient_Temp1,Blower_Fan_0,Blower_Fan_1,Axial_Fan_0,Axial_Fan_1,HT0_CPU0_ALL,HT0_CPU1_ALL,HT0,HT1_CPU2_ALL,HT1_CPU3_ALL,HT1,HT2_CPU0_ALL,HT2_CPU1_ALL,HT2,c1c2missC0,c1c2missC1,c1c2missC2,c1c2missc3,Watts,Volts,Amps,InputDCPwr,AllPwrExtBd,ProcPwr,HT0Scaled,HT1Scaled,HT2Scaled,cmiss_core0_scaled,cmiss_core1_scaled,cmiss_core2_scaled,cmiss_core3_scaled,disk_read_count,disk_write_count,disk_read_kbytes,disk_write_kbytes,disk_read_bytes,disk_write_bytes
0,43.62252248,45.9492193,34.61116062,43.62252248,3566.912763,3593.144184,8554.837111,8413.121251,1307418.604,1521266.243,1423019.719,17972066.24,18861985.22,18665313.73,20773892.31,24257808.31,22671731.42,485441.6605,413726.1322,455310.0607,494111.5641,207.2317028,115.2327315,1.668200484,155.4254376,124.3390217,62.16951084,1.422967109,18.66405325,22.67482376,4.854971236,4.138727989,4.552996563,4.941664047,2.183333333,0.933333333,27.4,3.883333333,28057.6,3976.533333
5,43.29222084,45.95630749,34.61116062,43.78621596,3540.872841,3606.18695,8626.130708,8448.104805,1537474.41,1537460.019,1537467.215,16235733.04,16240660.18,16238196.83,18673474,18674880.48,18674179.52,400217.314,232707.9872,417251.345,505119.1927,207.1149572,115.2158662,1.664892859,155.3403834,124.2689743,62.13448717,1.539956849,16.23725203,18.67351735,4.000817733,2.326818091,4.172418828,5.051188333,0.033333333,0,0.266666667,0,273.0666667,0
10,43.4476745,45.9492193,34.61116062,43.62252248,3566.912763,3567.2,8590.40995,8377.394862,1541940.039,1541928.161,1541934.1,15404430.62,15412112.35,15408274.24,18009455.1,18004618.62,18007040.24,453871.7096,285694.9217,363937.6151,383999.5607,207.1481908,115.2325583,1.668199537,155.3636405,124.2889145,62.14445723,1.543293746,15.40639991,18.00721819,4.539166076,2.85470727,3.638855826,3.836807565,0,0.266666667,0,2.633333333,0,2696.533333
15,43.46644322,45.61316452,34.61116062,43.62252248,3567.2,3580.148591,8590.40995,8448.104805,1533860.876,1533879.301,1533870.089,16108395.84,16099523.59,16103964.31,20039755.55,20053626.16,20046693.2,412927.8811,267431.146,366681.3272,539635.8549,207.2480796,115.215967,1.654972305,155.4385567,124.3488478,62.17442388,1.533304405,16.10442662,20.0478077,4.129130593,2.674010899,3.665991421,5.395216174,0,0.066666667,0,0.066666667,0,68.26666667
20,43.62252248,45.61316452,34.61116062,43.62252248,3567.2,3567.2,8662,8448.104805,1540155.875,1540155.875,1540155.875,14907332.11,14907003.31,14907167.77,16736762,16737655.08,16737208.7,461567.5705,275776.0566,357149.575,306812.7134,209.3946061,115.199191,1.654962174,157.0476373,125.6367637,62.81838183,1.538274749,14.90721676,16.73631618,4.615456782,2.758056234,3.57153558,3.069916836,0,0.666666667,0,6.916666667,0,7082.666667
25,43.29222084,45.63118703,34.61116062,43.62252248,3567.2,3580.148591,8554.837111,8412.229858,1537880.694,1537869.361,1537875.027,15018807.09,15018707.75,15018757.52,16840070.7,16836245.05,16838158.18,452106.3338,280494.451,366573.3127,313738.1688,207.1299216,115.1824894,1.663306662,155.3507744,124.277953,62.13897649,1.538317995,15.01777427,16.83556529,4.518279213,2.801855411,3.665926957,3.137601384,0,0.2,0,3.7,0,3788.8
30,43.29222084,45.79187806,34.61116062,43.78621596,3580.148591,3593.144184,8554.837111,8412.229858,1532843.974,1532855.314,1532849.644,16015033.85,16015486.24,16015260.08,18856230.73,18861028.07,18858630.11,429633.493,306790.268,359255.0134,479603.1168,207.1129531,115.2493253,1.663276839,155.3355442,124.2677719,62.13388594,1.531607617,16.01402627,18.85889267,4.29432474,3.067325484,3.592281076,4.795315522,0,0.333333333,0,3,0,3072
35,43.45467485,45.61675823,34.61116062,43.78621596,3567.2,3593.144184,8519.41158,8484.132745,1533896.555,1533892.922,1533894.738,16181900.17,16181417.87,16181659.14,18310161.21,18308466.63,18309314.03,430709.5931,256868.6772,373864.1347,482425.5861,207.2136917,115.2326455,1.661632468,155.4127717,124.328215,62.1641075,1.53497014,16.18261182,18.31105103,4.308204021,2.568117517,3.738477113,4.826949927,0,1.4,0,2.133333333,0,2184.533333
40,43.46644322,45.61316452,34.61116062,43.62252248,3580.148591,3580.148591,8626.130708,8483.233828,1374629.403,1368151.45,1371408.582,10880725.45,10835378.78,10858065.97,13050492.14,13024775.61,13037652.83,275696.7636,171634.1218,226959.3627,307039.9209,207.2806021,115.1825331,1.656649931,155.462957,124.3683612,62.18418062,1.372816902,10.85814172,13.03966657,2.757596768,1.71570459,2.268693605,3.068434905,0,0.633333333,0,2.3,0,2355.2
45,43.29222084,45.78827055,34.61116062,43.62252248,3903.99625,3896.530069,8554.837111,8448.104805,384105.5657,391390.3955,387829.8459,9245039.479,9291224.133,9268148.08,12315856.2,12358515.09,12337220.13,244437.1207,123754.865,187083.9354,358850.4669,207.3641371,115.2493253,1.654972305,155.5247644,124.4184823,62.20924113,0.388346882,9.266289173,12.33689446,2.445971485,1.236590106,1.872624504,3.58834579,0,1.233333333,0,2.933333333,0,3003.733333
50,43.45467485,45.61316452,34.61116062,43.61071186,3580.148591,3580.148591,8626.130708,8448.104805,1539768.185,1539762.23,1539765.207,16635624.22,16635805.62,16635714.93,18298235.6,18296592.26,18297414.33,448538.8991,439093.5231,367521.9051,288132.7598,207.2646101,115.1826917,1.6746179,155.4501296,124.358766,62.17938302,1.538274749,16.63264395,18.29966075,4.484993503,4.387409046,3.676157918,2.88205922,0,1.1,0,3.383333333,0,3464.533333
55,43.29222084,45.44996283,34.61116062,43.4476745,3567.2,3580.148591,8626.130708,8449,1533832.416,1533827.808,1533830.112,14898788.54,14898821.92,14898805.24,16613808.56,16614629.22,16614219.31,448914.686,308652.5829,363771.8771,290158.4899,207.1145285,115.199206,1.68300216,155.338403,124.2687171,62.13435854,1.534937351,14.89966448,16.61458144,4.490713125,3.086234795,3.637422352,2.901264415,0,0.933333333,0,6.65,0,6809.6
60,43.45467485,45.44996283,34.61116062,43.78621596,3567.2,3580.148591,8554.837111,8449,1543695.276,1543697.44,1543696.358,15676862.18,15676838.91,15676850.55,18412540.79,18414888.88,18413715.41,442073.8284,301900.9004,351216.2899,443789.4267,207.1813406,115.2159678,1.666620148,155.3885,124.3088044,62.15440219,1.543217534,15.67692754,18.41366843,4.419953381,3.019764202,3.514672211,4.439041794,0,0.5,0,2.333333333,0,2389.333333
65,43.29222084,45.61316452,34.61116062,43.78621596,3580.148591,3580.148591,8626.130708,8413.121251,1538431.128,1538427.681,1538429.405,15812178.92,15812554.39,15812366.74,17903052.96,17901588.09,17902320.81,445127.7301,284061.003,355954.3481,481757.6187,207.2146903,115.2324868,1.654972305,155.4135191,124.3288142,62.1644071,1.539956707,15.81432742,17.90100297,4.451175564,2.84333774,3.56004985,4.819308521,0,1.733333333,0,3.7,0,3788.8
70,43.29222084,45.44996283,34.61116062,43.78621596,3554.012043,3580.148591,8590.40995,8447.209705,1541312.618,1541300.036,1541306.327,15355306.33,15344330.96,15349822.74,17800949.37,17790076.77,17795515.73,461113.8073,290721.0359,344448.9004,371823.8097,207.1817523,115.2326743,1.668161769,155.3871511,124.3090514,62.15452569,1.541608001,15.35076873,17.79621984,4.611440434,2.905833498,3.444147079,3.717413013,0,0.666666667,0,2.583333333,0,2645.333333
75,43.29222084,45.77349775,34.4576655,43.61071186,3566.912763,3593.144184,8662,8448.104805,1542067.618,1542067.871,1542067.745,16292982.24,16305061.99,16299027.88,19918225.08,19927948.22,19923089.5,424109.2815,276167.1869,369231.132,497339.4599,207.2315578,115.2490798,1.658319104,155.4253377,124.3389347,62.16946734,1.54327247,16.29834823,19.92182323,4.242057121,2.761229978,3.693583042,4.971865764,0,0.8,0,1.833333333,0,1877.333333
80,43.29222084,45.61316452,34.4576655,43.61071186,3566.912763,3580.148591,8662,8484.132745,1531317.716,1531329.794,1531323.755,15377695.66,15378078.08,15377886.98,17528992.49,17531469.81,17530231.49,407218.2547,258118.9363,398863.1939,333782.1354,207.214345,115.2159811,1.67144659,155.4149198,124.328607,62.16430351,1.531618666,15.37743659,17.53137196,4.071752265,2.581701327,3.987111496,3.3374872,0,0.7,0,3.766666667,0,3857.066667
85,43.29222084,45.61316452,34.4576655,43.61071186,3567.2,3593.144184,8590.40995,8449,1538389.875,1538379.213,1538384.544,14928004.55,14927796.79,14927900.71,17183970.01,17180563.62,17182267.51,400595.1674,272927.0292,374439.471,361143.8409,207.2645606,115.1823166,1.658319104,155.4500917,124.3587364,62.17936819,1.538317995,14.92771147,17.18177141,4.006169981,2.729944124,3.742797201,3.611479775,0,0.2,0,2.033333333,0,2082.133333
90,43.45467485,45.45668173,34.4576655,43.61071186,3554.012043,3567.2,8590.40995,8448.104805,988863.0086,988520.8267,988692.0162,10859473.76,10850280.65,10854881.33,13384633.78,13380248.68,13382445.53,297951.2604,156932.6878,230276.727,384433.3572,207.3478056,115.1824894,1.658319104,155.5133451,124.4086833,62.20434167,0.988294597,10.85346907,13.38222244,2.977706374,1.569326502,2.302160467,3.845097388,0,0.166666667,0,2,0,2048
95,43.29222084,45.62350178,34.4576655,43.4476745,3580.148591,3593.144184,8662,8413.121251,772856.6919,773245.7705,773051.3719,9352136.058,9360823.503,9356485.492,10745626.9,10753007.74,10749323.17,240266.4106,137628.5054,168974.1136,349455.7036,207.3481443,115.2323562,1.658309074,155.513608,124.4088866,62.20444328,0.772353946,9.356826135,10.74880331,2.400440496,1.37741519,1.688567027,3.492364904,0,2.433333333,0,8.866666667,0,9079.466667
100,43.45467485,45.61646492,34.28139797,43.61071186,3580.148591,3606.18695,8697.141643,8448.104805,1548535.25,1548515.539,1548525.395,15417169.89,15407903.89,15412541.2,17972892.5,17962380.08,17967638.69,470044.0546,267869.991,368458.0851,384319.3881,207.2150133,115.2156641,1.672991263,155.413763,124.329008,62.16450399,1.549870814,15.41457132,17.96701668,4.700537251,2.677760519,3.684852266,3.844051903,0,0.466666667,0,2.7,0,2764.8
105,43.133925,45.62350178,34.4576655,43.4476745,3554.012043,3580.148591,8732.425855,8448.104805,1544685.198,1544690.275,1544687.737,15982171.83,15994056.99,15988120.27,19507479.45,19517299.18,19512391.67,433139.061,290480.2579,357490.8139,479945.0354,207.1482384,115.1989878,1.674794924,155.363677,124.288943,62.14447151,1.544959476,15.98877113,19.5120098,4.331096634,2.905241836,3.576620388,4.800367157,0,1.066666667,0,4.133333333,0,4232.533333
110,43.29222084,45.62350178,34.28139797,43.29222084,3566.912763,3593.144184,8662,8412.229858,1536101.702,1536108.005,1536104.854,15309589.62,15309676.09,15309632.87,16717421.71,16713363.11,16715394.08,479558.4434,320353.957,370825.9546,271280.3724,207.1981879,115.2325583,1.654972305,155.4003092,124.3189127,62.15945637,1.534991857,15.30955057,16.71615484,4.795633009,3.201563049,3.706804415,2.712899723,0,0.5,0,4.216666667,0,4317.866667
115,43.29222084,45.78387135,34.28139797,43.78621596,3554.012043,3619.27706,8662,8413.121251,1531548.342,1531540.202,1531544.272,15202960.56,15191293.01,15197132.08,17360092.21,17355336.17,17357718.72,448852.9027,254409.424,381124.0778,333956.8152,207.198478,115.2157804,1.656649931,155.4005252,124.3190868,62.15954341,1.531629571,15.19578207,17.35699464,4.48800293,2.545075843,3.809917518,3.341129928,0,0.433333333,0,2.733333333,0,2798.933333
