Time,CPU_0_Temp,CPU_1_Temp,Ambient_Temp0,Ambient_Temp1,Blower_Fan_0,Blower_Fan_1,Axial_Fan_0,Axial_Fan_1,HT0_CPU0_ALL,HT0_CPU1_ALL,HT0,HT1_CPU2_ALL,HT1_CPU3_ALL,HT1,HT2_CPU0_ALL,HT2_CPU1_ALL,HT2,c1c2missC0,c1c2missC1,c1c2missC2,c1c2missC3,Watts,Volts,Amps,InputDCPwr,AllPwrExtBd,ProcPwr,HT0Scaled,HT1Scaled,HT2Scaled,cmiss_core0_scaled,cmiss_core1_scaled,cmiss_core2_scaled,cmiss_core3_scaled,disk_read_count,disk_write_count,disk_read_kbytes,disk_write_kbytes,disk_read_bytes,disk_write_bytes
5,41,45,32,41,3567.2,3567.2,8662,8449,1524877,1524877,1524877,14865281,14862436,14863858.5,18052389,18052946,18052667.5,360725,186653,457282,384427,222.3,114.8,1.78,166.73,133.38,66.69,1.52,14.86,18.05,3.61,1.87,4.57,3.84,0,0,0,0,0,0
10,41,45,32,41,3567.2,3567.2,8662,8449,1535038,1535038,1535038,14222641,14222618,14222629.5,16256140,16262944,16259542,432503,218278,505829,296538,222.6,114.9,1.79,166.95,133.56,66.78,1.54,14.22,16.26,4.33,2.18,5.06,2.97,0,0,0,0,0,0
15,41,45,32,41,3567.2,3567.2,8662,8449,1315079,1315068,1315073.5,11784973,11766821,11775897,17278138,17274891,17276514.5,340856,211800,600950,99320,222.8,114.8,1.78,167.1,133.68,66.84,1.32,11.78,17.28,3.41,2.12,6.01,0.99,0,3,0,15,0,15360
20,41,45,32,42,3567.2,3567.2,8449,8449,465512,465523,465517.5,8272340,8290173,8281256.5,9291704,9290090,9290897,280719,150891,242366,106050,223,114.9,1.79,167.25,133.8,66.9,0.47,8.28,9.29,2.81,1.51,2.42,1.06,0,4,0,23,0,23552
25,41,45,32,42,3488.8,3567.2,8662,8449,1534866,1534812,1534839,16503123,16507457,16505290,22496039,22486782,22491410.5,487600,447398,284375,522600,223,114.8,1.79,167.25,133.8,66.9,1.53,16.51,22.49,4.88,4.47,2.84,5.23,0,1,0,12,0,12288
30,41,46,32,42,3567.2,3567.2,8449,8662,3724426,3724480,3724453,63573097,63566547,63569822,72728487,72735340,72731913.5,11008468,3686071,2138834,17997099,222.6,114.8,1.86,166.95,133.56,66.78,3.72,63.57,72.73,110.08,36.86,21.39,179.97,0,0,0,0,0,0
35,41,45,32,42,3567.2,3567.2,8662,8449,1548796,1548796,1548796,46373182,46361595,46367388.5,37806265,37809178,37807721.5,1742623,2289448,57064385,387962,222.8,114.7,1.79,167.1,133.68,66.84,1.55,46.37,37.81,17.43,22.89,570.64,3.88,0,0,0,0,0,0
40,41,46,32,42,3567.2,3567.2,8875,8449,1522425,1522425,1522425,45714906,45728637,45721771.5,38253380,38255074,38254227,637327,3912450,57253657,545932,222.9,114.8,1.79,167.18,133.74,66.87,1.52,45.72,38.25,6.37,39.12,572.54,5.46,0,2,0,12,0,12288
45,41,46,32,42,3567.2,3567.2,8662,8662,1526874,1526874,1526874,48871255,48858004,48864629.5,45163787,45162113,45162950,1586567,1383563,32286220,26406854,223,114.8,1.79,167.25,133.8,66.9,1.53,48.86,45.16,15.87,13.84,322.86,264.07,0,2,0,10,0,10240
50,41,46,32,42,3567.2,3567.2,8662,8449,1542403,1542403,1542403,43386150,43394896,43390523,35821758,35822201,35821979.5,1756458,494225,49830422,10373880,223,114.8,1.79,167.25,133.8,66.9,1.54,43.39,35.82,17.56,4.94,498.3,103.74,0,2,0,37,0,37888
55,41,47,32,43,3488.8,3645.6,8662,8662,1539268,1539268,1539268,55737307,55740316,55738811.5,49882911,49875054,49878982.5,1944308,1353169,50467482,7778291,223.1,114.8,1.79,167.33,133.86,66.93,1.54,55.74,49.88,19.44,13.53,504.67,77.78,0,0,0,0,0,0
60,41,46,32,43,3567.2,3567.2,8662,8449,1539068,1539068,1539068,40088459,40093757,40091108,34568993,34574997,34571995,1864870,755037,10640051,49268720,223.2,114.8,1.79,167.4,133.92,66.96,1.54,40.09,34.57,18.65,7.55,106.4,492.69,0,0,0,0,0,0
65,41,47,32,43,3488.8,3567.2,8662,8449,926964,927024,926994,37133727,37032930,37083328.5,30577425,30589543,30583484,1039298,585621,6788330,52203948,223.4,114.7,1.79,167.55,134.04,67.02,0.93,37.08,30.58,10.39,5.86,67.88,522.04,0,0,0,0,0,0
70,41,47,32,43,3567.2,3645.6,8662,8449,851957,851897,851927,35274101,35373809,35323955,28698594,28680947,28689770.5,1863069,215614,360954,59621105,223.5,114.7,1.79,167.63,134.1,67.05,0.85,35.32,28.69,18.63,2.16,3.61,596.21,0,5,0,28,0,28672
75,41,46,32,43,3567.2,3567.2,8449,8449,1535380,1535380,1535380,46791860,46781555,46786707.5,43966700,43973323,43970011.5,1482886,1130463,58004565,648904,223.4,114.7,1.79,167.55,134.04,67.02,1.54,46.79,43.97,14.83,11.3,580.05,6.49,0,5,0,12,0,12288
80,41,47,32,43,3567.2,3567.2,8662,8449,1546272,1546272,1546272,42427920,42438297,42433108.5,35629499,35629548,35629523.5,529621,743041,49549392,12053223,223,114.8,1.84,167.25,133.8,66.9,1.55,42.43,35.63,5.3,7.43,495.49,120.53,0,1,0,12,0,12288
85,41,47,32,43,3567.2,3567.2,8449,8449,1514606,1514606,1514606,48180396,48179318,48179857,45320509,45315833,45318171,948714,3509360,42217903,14439618,223.1,114.8,1.79,167.33,133.86,66.93,1.51,48.18,45.32,9.49,35.09,422.18,144.4,0,0,0,0,0,0
90,41,46,32,43,3567.2,3567.2,8662,8662,1528035,1528035,1528035,46038007,46037288,46037647.5,37908433,37900249,37904341,1797963,1466827,49275956,10466060,223.1,114.7,1.79,167.33,133.86,66.93,1.53,46.04,37.9,17.98,14.67,492.76,104.66,0,0,0,0,0,0
95,41,47,32,43,3567.2,3567.2,8662,8449,1511178,1511178,1511178,44674299,44663360,44668829.5,36937155,36950370,36943762.5,478801,3455108,5078779,51690565,223.1,114.7,1.79,167.33,133.86,66.93,1.51,44.67,36.94,4.79,34.55,50.79,516.91,0,0,0,0,0,0
100,41,47,32,43,3567.2,3567.2,8662,8449,1519051,1519009,1519030,42810198,42827201,42818699.5,35416363,35406440,35411401.5,746378,765789,59761321,1855751,223.3,114.8,1.79,167.48,133.98,66.99,1.52,42.82,35.41,7.46,7.66,597.61,18.56,0,4,0,20,0,20480
105,41,46,32,43,3567.2,3567.2,8662,8449,1513567,1513609,1513588,42033298,42016349,42024823.5,40149879,40159820,40154849.5,460912,740547,58847712,771183,223.4,114.8,1.79,167.55,134.04,67.02,1.51,42.02,40.15,4.61,7.41,588.48,7.71,0,2,0,11,0,11264
110,41,47,32,43,3488.8,3567.2,8662,8449,1545383,1545383,1545383,46070824,46084522,46077673,37122610,37113153,37117881.5,3371999,443712,9990058,49351508,223.4,114.8,1.79,167.55,134.04,67.02,1.55,46.08,37.12,33.72,4.44,99.9,493.52,0,1,0,11.5,0,11776
115,41,47,32,43,3567.2,3567.2,8662,8449,762616,762744,762680,31920862,31520048,31720455,31503449,31530764,31517106.5,1079211,54232,6824203,51835172,223.5,114.8,1.79,167.63,134.1,67.05,0.76,31.72,31.52,10.79,0.54,68.24,518.35,0,1,0,8,0,8192
120,41,48,32,44,3567.2,3567.2,8662,8236,1004736,1004608,1004672,37153377,37555654,37354515.5,31852078,31831191,31841634.5,753885,406804,60258673,1802610,223.6,114.8,1.79,167.7,134.16,67.08,1,37.35,31.84,7.54,4.07,602.59,18.03,0,0,0,0,0,0
125,41,47,32,44,3567.2,3567.2,8662,8449,1526087,1526087,1526087,39207518,39188349,39197933.5,32796872,32799772,32798322,596241,1878859,57606425,367649,223.5,114.7,1.8,167.63,134.1,67.05,1.53,39.2,32.8,5.96,18.79,576.06,3.68,0,0,0,0,0,0
130,41,47,32,44,3567.2,3567.2,8662,8449,1559215,1559215,1559215,39010106,39025032,39017569,33550476,33546476,33548476,1804842,669896,16025518,45113884,223.2,114.7,1.89,167.4,133.92,66.96,1.56,39.02,33.55,18.05,6.7,160.26,451.14,0,5,0,30.5,0,31232
135,41,47,32,44,3567.2,3567.2,8662,8662,1528527,1528527,1528527,41593641,41604089,41598865,39142639,39143150,39142894.5,512241,1495899,7008065,51686422,223.3,114.8,1.79,167.48,133.98,66.99,1.53,41.6,39.14,5.12,14.96,70.08,516.86,0,1,0,4,0,4096
140,41,48,32,44,3567.2,3567.2,8662,8449,1531337,1531337,1531337,45966657,45959284,45962970.5,37683884,37686331,37685107.5,436405,1952820,59190797,1864067,223.3,114.7,1.8,167.48,133.98,66.99,1.53,45.96,37.69,4.36,19.53,591.91,18.64,0,2,0,12,0,12288
145,41,47,32,44,3567.2,3567.2,8662,8449,1550212,1550170,1550191,45483190,45468900,45476045,43783579,43774457,43779018,493573,2804206,6671331,50630916,223.4,114.7,1.79,167.55,134.04,67.02,1.55,45.48,43.78,4.94,28.04,66.71,506.31,0,0,0,0,0,0
150,41,47,32,44,3567.2,3567.2,8662,8449,1515984,1516026,1516005,45849748,45863287,45856517.5,37766525,37776343,37771434,518027,1648942,59514604,1812987,223.4,114.6,1.79,167.55,134.04,67.02,1.52,45.86,37.77,5.18,16.49,595.15,18.13,0,0,0,0,0,0
155,41,47,32,44,3567.2,3567.2,8449,8449,1529288,1529288,1529288,46702798,46714758,46708778,38510658,38511191,38510924.5,620959,2810283,6394179,50515922,223.5,114.7,1.79,167.63,134.1,67.05,1.53,46.71,38.51,6.21,28.1,63.94,505.16,0,2,0,16,0,16384
160,41,48,32,44,3567.2,3645.6,8662,8236,1548189,1548189,1548189,47625822,47609677,47617749.5,38134955,38132365,38133660,1910277,1525810,59808384,471102,223.6,114.8,1.8,167.7,134.16,67.08,1.55,47.62,38.13,19.1,15.26,598.08,4.71,0,4,0,17,0,17408
165,41,48,32,44,3567.2,3567.2,8662,8449,392301,389833,391067,30720465,30712383,30716424,29660807,29569634,29615220.5,114637,758639,49928290,8369492,223.9,114.7,1.79,167.93,134.34,67.17,0.39,30.72,29.62,1.15,7.59,499.28,83.69,0,3,0,15,0,15360
170,41,46,32,44,3488.8,3567.2,8662,8449,1402088,1404549,1403318.5,48098962,48116023,48107492.5,39812041,39904744,39858392.5,414057,1920848,49416816,11884848,223.9,114.7,1.8,167.93,134.34,67.17,1.4,48.11,39.86,4.14,19.21,494.17,118.85,0,1,0,22.5,0,23040
175,41,48,32,44,3567.2,3567.2,8662,8449,1520484,1520491,1520487.5,43940631,43932073,43936352,42978724,42974674,42976699,1383056,483251,57340808,800414,223.4,114.6,1.82,167.55,134.04,67.02,1.52,43.94,42.98,13.83,4.83,573.41,8,0,0,0,0,0,0
180,41,47,32,44,3567.2,3567.2,8662,8662,1532383,1532383,1532383,37683172,37690920,37687046,31920741,31926327,31923534,522865,488594,385432,62567163,223.3,114.7,1.82,167.48,133.98,66.99,1.53,37.69,31.92,5.23,4.89,3.85,625.67,0,0,0,0,0,0
185,41,48,32,44,3567.2,3567.2,8662,8449,1525169,1525169,1525169,47159380,47143843,47151611.5,37241867,37241837,37241852,2350126,510953,56138444,384547,223.3,114.5,1.8,167.48,133.98,66.99,1.53,47.15,37.24,23.5,5.11,561.38,3.85,0,0,0,0,0,0
190,41,48,32,44,3567.2,3567.2,8662,8449,1553721,1553721,1553721,37803856,37815214,37809535,32459477,32453744,32456610.5,1854864,483216,22816463,39067964,223.4,114.7,1.8,167.55,134.04,67.02,1.55,37.81,32.46,18.55,4.83,228.16,390.68,0,5,0,23,0,23552
195,41,48,32,44,3567.2,3567.2,8662,8662,1533437,1533437,1533437,43410223,43423020,43416621.5,42823521,42826857,42825189,470493,441908,10884404,47966390,223.4,114.7,1.79,167.55,134.04,67.02,1.53,43.42,42.83,4.7,4.42,108.84,479.66,0,4,0,17,0,17408
200,41,48,32,44,3567.2,3567.2,8449,8236,1553890,1553890,1553890,43025092,43014317,43019704.5,36833792,36833532,36833662,1687427,639181,12575607,49291188,223.5,114.5,1.79,167.63,134.1,67.05,1.55,43.02,36.83,16.87,6.39,125.76,492.91,0,2,0,12,0,12288
205,41,48,32,44,3567.2,3567.2,8662,8449,1521973,1521973,1521973,51809367,51793041,51801204,48058882,48069223,48064052.5,4922678,2048048,52021451,842049,223.5,114.7,1.79,167.63,134.1,67.05,1.52,51.8,48.06,49.23,20.48,520.21,8.42,0,0,0,0,0,0
210,41,48,32,44,3567.2,3567.2,8662,8449,1508756,1508804,1508780,33164324,33291486,33227905,26817045,26820097,26818571,436362,1578199,61473551,268292,223.6,114.6,1.8,167.7,134.16,67.08,1.51,33.23,26.82,4.36,15.78,614.74,2.68,0,0,0,0,0,0
215,41,48,32,44,3567.2,3567.2,8662,8236,245836,245788,245812,34259566,34134884,34197225,27868459,27855114,27861786.5,443613,217031,46903338,11033709,223.7,114.6,1.82,167.78,134.22,67.11,0.25,34.2,27.86,4.44,2.17,469.03,110.34,0,0,0,0,0,0
220,41,48,32,44,3488.8,3567.2,8662,8449,1552502,1552502,1552502,50510757,50518809,50514783,41557942,41561928,41559935,6130632,1633917,56198423,570846,224,114.7,1.8,168,134.4,67.2,1.55,50.51,41.56,61.31,16.34,561.98,5.71,0,4,0,31,0,31744
225,41,48,32,44,3567.2,3567.2,8662,8236,1520672,1520672,1520672,56949482,56939853,56944667.5,50129199,50123346,50126272.5,4538976,3642990,50866271,590731,223.5,114.7,1.86,167.63,134.1,67.05,1.52,56.94,50.13,45.39,36.43,508.66,5.91,0,2,0,10,0,10240
230,41,48,32,44,3567.2,3567.2,8449,8449,1542872,1542872,1542872,44335598,44351785,44343691.5,36016251,36019229,36017740,1779785,407293,47724262,14459730,223.5,114.7,1.82,167.63,134.1,67.05,1.54,44.34,36.02,17.8,4.07,477.24,144.6,0,1,0,11.5,0,11776
235,41,48,32,44,3645.6,3567.2,8662,8449,1543153,1543153,1543153,49262532,49258005,49260268.5,46348492,46342132,46345312,2897965,615329,43344796,12774336,223.5,114.7,1.79,167.63,134.1,67.05,1.54,49.26,46.35,28.98,6.15,433.45,127.74,0,0,0,0,0,0
240,41,48,32,44,3567.2,3567.2,8662,8449,1536431,1536431,1536431,37901606,37891939,37896772.5,32624804,32629272,32627038,494007,523350,62771178,449828,223.5,114.7,1.8,167.63,134.1,67.05,1.54,37.9,32.63,4.94,5.23,627.71,4.5,0,0,0,0,0,0
245,41,48,32,44,3567.2,3567.2,8662,8449,1528435,1528435,1528435,44311942,44304582,44308262,35771346,35774419,35772882.5,508928,2109108,56115168,436656,223.5,114.7,1.8,167.63,134.1,67.05,1.53,44.31,35.77,5.09,21.09,561.15,4.37,0,1,0,8,0,8192
250,41,47,32,44,3567.2,3567.2,8662,8449,1524746,1524720,1524733,45159193,45170619,45164906,37357518,37350049,37353783.5,478401,1613445,1589639,60756165,223.6,114.7,1.8,167.7,134.16,67.08,1.52,45.16,37.35,4.78,16.13,15.9,607.56,0,3,0,13,0,13312
255,41,48,32,44,3488.8,3567.2,8662,8449,1517339,1517365,1517352,47114388,47131125,47122756.5,43744279,43750950,43747614.5,468620,1551934,728465,56673815,223.7,114.8,1.79,167.78,134.22,67.11,1.52,47.12,43.75,4.69,15.52,7.28,566.74,0,2,0,13,0,13312
260,42,48,32,44,3567.2,3567.2,8662,8449,1222272,1221376,1221824,43971833,43953373,43962603,34523077,34444309,34483693,1287029,1823608,13203951,47727739,223.8,114.7,1.8,167.85,134.28,67.14,1.22,43.96,34.48,12.87,18.24,132.04,477.28,0,3,0,20,0,20480
265,42,48,32,44,3567.2,3567.2,8662,8236,544533,545429,544981,39117760,39127579,39122669.5,37399415,37472027,37435721,712412,535308,13573666,44125647,223.9,114.7,1.8,167.93,134.34,67.17,0.54,39.12,37.44,7.12,5.35,135.74,441.26,0,0,0,0,0,0
270,41,48,32,44,3567.2,3567.2,8662,8449,1512875,1512875,1512875,39784643,39784060,39784351.5,32826612,32849353,32837982.5,480038,1303507,13439649,48958996,223.8,114.7,1.8,167.85,134.28,67.14,1.51,39.78,32.84,4.8,13.04,134.4,489.59,0,1,0,4,0,4096
275,41,48,32,45,3567.2,3567.2,8662,8449,1546817,1546817,1546817,46170924,46157502,46164213,38212133,38195384,38203758.5,930785,1165021,56589853,452490,223.4,114.7,1.84,167.55,134.04,67.02,1.55,46.16,38.2,9.31,11.65,565.9,4.52,0,0,0,0,0,0
280,42,48,32,44,3567.2,3567.2,8662,8449,1542803,1542803,1542803,45292141,45303390,45297765.5,37124764,37120621,37122692.5,1864280,494575,61510717,575738,223.5,114.6,1.8,167.63,134.1,67.05,1.54,45.3,37.12,18.64,4.95,615.11,5.76,0,3,0,8,0,8192
285,41,48,32,44,3567.2,3567.2,8662,8449,1522040,1522040,1522040,45016587,45009119,45012853,41522781,41527945,41525363,509110,843508,57392147,707362,223.7,114.6,1.8,167.78,134.22,67.11,1.52,45.01,41.53,5.09,8.44,573.92,7.07,0,2,0,3,0,3072
290,42,48,33,44,3567.2,3567.2,8449,8449,1543422,1543422,1543422,53687273,53684710,53685991.5,44115065,44114457,44114761,4298276,424930,38658430,21128797,223.7,114.6,1.8,167.78,134.22,67.11,1.54,53.69,44.11,42.98,4.25,386.58,211.29,0,1,0,11.5,0,11776
295,42,49,33,44,3567.2,3567.2,8662,8236,1534387,1534387,1534387,43095634,43105594,43100614,42651058,42650038,42650548,922220,474669,43513293,14612584,223.8,114.7,1.8,167.85,134.28,67.14,1.53,43.1,42.65,9.22,4.75,435.13,146.13,0,0,0,0,0,0
300,42,48,32,45,3567.2,3645.6,8449,8449,1532923,1532923,1532923,40963562,40974241,40968901.5,34312113,34313491,34312802,499904,781663,13985914,48996849,223.8,114.7,1.8,167.85,134.28,67.14,1.53,40.97,34.31,5,7.82,139.86,489.97,0,0,0,0,0,0
305,42,48,33,45,3567.2,3567.2,8662,8236,1535007,1535007,1535007,49577337,49575723,49576530,39432408,39430466,39431437,2098189,518067,12754813,43829675,223.9,114.8,1.8,167.93,134.34,67.17,1.54,49.58,39.43,20.98,5.18,127.55,438.3,0,0,0,0,0,0
310,42,48,33,45,3567.2,3645.6,8662,8449,867109,867109,867109,34644026,34632340,34638183,28307036,28317376,28312206,656397,228988,48762906,14071873,223.9,114.7,1.8,167.93,134.34,67.17,0.87,34.64,28.31,6.56,2.29,487.63,140.72,0,7,0,31,0,31744
315,42,48,33,45,3567.2,3567.2,8449,8449,895619,895619,895619,36833090,36830081,36831585.5,34300956,34261855,34281405.5,343688,279557,532888,57755962,224.1,114.7,1.8,168.08,134.46,67.23,0.9,36.83,34.28,3.44,2.8,5.33,577.56,0,1,0,4,0,4096
320,42,49,33,45,3567.2,3567.2,8875,8449,1558632,1558632,1558632,38101029,38118045,38109537,33310526,33340863,33325694.5,469625,564246,529016,62635083,224,114.8,1.8,168,134.4,67.2,1.56,38.11,33.33,4.7,5.64,5.29,626.35,0,1,0,21,0,21504
325,42,49,33,45,3567.2,3567.2,8662,8449,1543174,1543174,1543174,47112423,47117967,47115195,45359411,45365569,45362490,500822,1223099,14108228,43674850,223.6,114.6,1.88,167.7,134.16,67.08,1.54,47.12,45.36,5.01,12.23,141.08,436.75,0,0,0,0,0,0
330,42,49,33,45,3567.2,3567.2,8662,8449,1532659,1532659,1532659,37732452,37722229,37727340.5,32056639,32051346,32053992.5,488441,475613,24934673,38381984,223.6,114.7,1.8,167.7,134.16,67.08,1.53,37.73,32.05,4.88,4.76,249.35,383.82,0,0,0,0,0,0
335,42,49,33,45,3488.8,3567.2,8449,8449,1513777,1513777,1513777,53655690,53637468,53646579,41516280,41515513,41515896.5,1909767,1664589,55158739,415455,223.7,114.8,1.8,167.78,134.22,67.11,1.51,53.65,41.52,19.1,16.65,551.59,4.15,0,0,0,0,0,0
340,42,49,33,45,3488.8,3645.6,8449,8449,1551703,1551703,1551703,48872556,48884088,48878322,40465527,40472889,40469208,2950940,864854,591707,60239550,223.8,114.7,1.8,167.85,134.28,67.14,1.55,48.88,40.47,29.51,8.65,5.92,602.4,0,4,0,18,0,18432
345,42,48,33,45,3567.2,3567.2,8662,8449,1533602,1533602,1533602,42540748,42524470,42532609,40506069,40498280,40502174.5,480144,468493,57788571,701635,224,114.8,1.8,168,134.4,67.2,1.53,42.53,40.5,4.8,4.68,577.89,7.02,0,2,0,6,0,6144
350,42,49,33,45,3567.2,3567.2,8662,8449,1555552,1555552,1555552,40772178,40791684,40781931,33982125,34000946,33991535.5,558169,870961,459024,62436844,224.1,114.8,1.8,168.08,134.46,67.23,1.56,40.78,33.99,5.58,8.71,4.59,624.37,0,1,0,11.5,0,11776
355,42,49,33,45,3567.2,3567.2,8449,8449,1554080,1554080,1554080,51467197,51454052,51460624.5,47846049,47822943,47834496,1309012,1390124,55986858,830212,224.2,114.8,1.8,168.15,134.52,67.26,1.55,51.46,47.83,13.09,13.9,559.87,8.3,0,0,0,0,0,0
360,42,49,33,45,3567.2,3567.2,8449,8449,626290,624429,625359.5,26796443,26798583,26797513,20637784,20551263,20594523.5,134299,253541,47305622,15648193,224.2,114.8,1.8,168.15,134.52,67.26,0.63,26.8,20.59,1.34,2.54,473.06,156.48,0,0,0,0,0,0
365,42,49,33,45,3567.2,3567.2,8662,8449,1140612,1142473,1141542.5,40768464,40766759,40767611.5,33582172,33674296,33628234,462609,1013638,43232790,14304564,224.2,114.7,1.8,168.15,134.52,67.26,1.14,40.77,33.63,4.63,10.14,432.33,143.05,0,0,0,0,0,0
370,42,49,33,45,3567.2,3567.2,8662,8449,1554713,1554713,1554713,44893214,44891896,44892555,37892116,37896471,37894293.5,552713,3306700,1035596,59740407,223.8,114.7,1.85,167.85,134.28,67.14,1.55,44.89,37.89,5.53,33.07,10.36,597.4,0,6,0,34,0,34816
375,42,49,33,45,3567.2,3567.2,8662,8449,1969989,1969989,1969989,43270458,43292858,43281658,40512430,40507727,40510078.5,499858,778475,15191154,42953989,223.9,114.6,1.83,167.93,134.34,67.17,1.97,43.28,40.51,5,7.78,151.91,429.54,0,1,0,6,0,6144
