Time,CPU_0_Temp,CPU_1_Temp,Ambient_Temp0,Ambient_Temp1,Blower_Fan_0,Blower_Fan_1,Axial_Fan_0,Axial_Fan_1,HT0_CPU0_ALL,HT0_CPU1_ALL,HT0,HT1_CPU2_ALL,HT1_CPU3_ALL,HT1,HT2_CPU0_ALL,HT2_CPU1_ALL,HT2,c1c2missC0,c1c2missC1,c1c2missC2,c1c2missc3,Watts,Volts,Amps,InputDCPwr,AllPwrExtBd,ProcPwr,HT0Scaled,HT1Scaled,HT2Scaled,cmiss_core0_scaled,cmiss_core1_scaled,cmiss_core2_scaled,cmiss_core3_scaled,disk_read_count,disk_write_count,disk_read_kbytes,disk_write_kbytes,disk_read_bytes,disk_write_bytes
0,45,50,35,45,3567.2,3645.6,8662,8449,1068812,1066440,1067626,13295910,13399156,13347533,19642217,19449463,19545840,294543,154933,201520,633034,231.5,115.9,1.81,173.63,138.9,69.45,1.07,13.35,19.55,2.95,1.55,2.02,6.33,0,0,0,0,0,0
5,45,50,36,45,3645.6,3567.2,8662,8236,697143,699515,698329,7665825,7562634,7614230,8477963,8678726,8578345,194051,126717,168081,259959,229.7,116.1,1.81,172.28,137.82,68.91,0.7,7.61,8.58,1.94,1.27,1.68,2.6,0,2,0,11.5,0,11776
10,45,50,36,45,3567.2,3567.2,8662,8449,1545919,1545919,1545919,15046662,15046450,15046556,14639750,14629675,14634713,480655,356437,298971,258209,228.8,116,1.81,171.6,137.28,68.64,1.55,15.05,14.63,4.81,3.56,2.99,2.58,0,1,0,8,0,8192
15,45,50,36,45,3567.2,3567.2,8662,8236,2495282,2495282,2495282,221529311,221522121,221525716,224255531,224259297,224257414,13645282,3408602,4790711,27301245,228.4,116,1.81,171.3,137.04,68.52,2.5,221.53,224.26,136.45,34.09,47.91,273.01,0,0,0,0,0,0
20,45,51,36,46,3567.2,3645.6,8449,8236,1523549,1523555,1523552,139568044,139566189,139567117,101295848,101309233,101302541,483929,3973480,111899774,464403,228.4,115.9,1.81,171.3,137.04,68.52,1.52,139.57,101.3,4.84,39.73,1119,4.64,1,23,8,360,8192,368640
25,45,50,36,46,3567.2,3567.2,8662,8023,1535974,1535968,1535971,147913372,150289694,149101533,108583770,108553840,108568805,5636176,1333618,110777162,627647,228.3,116,1.82,171.23,136.98,68.49,1.54,149.1,108.57,56.36,13.34,1107.77,6.28,0,1,0,3,0,3072
30,45,50,36,46,3488.8,3567.2,8662,8236,1549815,1549815,1549815,139876149,137501032,138688591,107900897,107917065,107908981,561321,4828095,100428968,722971,227.9,116,1.89,170.93,136.74,68.37,1.55,138.69,107.91,5.61,48.28,1004.29,7.23,0,0,0,0,0,0
35,45,51,36,46,3567.2,3645.6,8662,8236,1531115,1531073,1531094,130325220,130324700,130324960,93607440,93597951,93602696,581317,2488323,15150877,101346136,227.9,116,1.81,170.93,136.74,68.37,1.53,130.32,93.6,5.81,24.88,151.51,1013.46,0,3,0,73.5,0,75264
40,45,51,36,46,3567.2,3567.2,8662,8236,1517518,1517560,1517539,147191801,145494133,146342967,105118608,105109617,105114113,5422904,406722,87129053,21087304,227.9,115.9,1.81,170.93,136.74,68.37,1.52,146.34,105.11,54.23,4.07,871.29,210.87,0,0,0,0,0,0
45,45,51,36,46,3567.2,3567.2,8662,8236,1548574,1548574,1548574,168952252,170649784,169801018,129253767,129274911,129264339,502963,9679734,101312193,875231,228.2,116,1.81,171.15,136.92,68.46,1.55,169.8,129.26,5.03,96.8,1013.12,8.75,0,0,0,0,0,0
