Time,CPU_0_Temp,CPU_1_Temp,Ambient_Temp0,Ambient_Temp1,Blower_Fan_0,Blower_Fan_1,Axial_Fan_0,Axial_Fan_1,time , HT0, HT1, HT2, c1c2missC0,c1c2missC1,c1c2missC2,c1c2missC3,HT0Scaled,HT1Scaled,HT2Scaled,cmiss_core0_scaled,cmiss_core1_scaled,cmiss_core2_scaled,cmiss_core3_scaled,Watts,Amps,Volts,InputDCPwr,AllPwrExtBd,ProcPwr,disk_read_count,disk_write_count,disk_read_kbytes,disk_write_kbytes,disk_read_bytes,disk_write_bytes
445,41,51,34,45,3567.2,3645.6,9656,9372,750,5.30E+05,3.81E+07,1.37E+07,239927,229598,5046035,1.15E+07,0.5304987,38.10728,13.65879,2.40E+00,2.30E+00,5.05E+01,1.15E+02,2026,1143,2315.718,1621.0026,1296.80208,64.840104,0,0,0,0,0,0
450,42,51,34,45,3724,3645.6,9372,9372,755,5.23E+05,3.59E+07,1.38E+07,2.80E+05,229598,7.55E+06,8.65E+06,0.5232117,35.87845,13.79364,2.80E+00,2.30E+00,7.55E+01,8.65E+01,2029,1145,2323.205,1626.2435,1300.9948,65.04974,0,0,0,0,0,0
455,41,51,34,45,3645.6,3645.6,9656,9656,760,521228,3.56E+07,13487252,2.80E+05,1.72E+05,7.27E+06,8.96E+06,0.521228,35.59935,13.487252,2.80E+00,1.72E+00,7.27E+01,8.96E+01,2031,1145,2325.495,1627.8465,1302.2772,65.11386,0,0,0,0,0,0
460,41,51,34,46,3645.6,3645.6,9656,9656,765,5.26E+05,5.78E+07,2.04E+07,203622,1.72E+05,1.11E+07,6.46E+06,0.5261993,57.80318,20.36735,2.04E+00,1.72E+00,1.11E+02,6.46E+01,2032,1145,2326.64,1628.648,1302.9184,65.14592,0,0,0,0,0,0
465,41,52,34,46,3645.6,3645.6,9656,9656,770,5.66E+05,220628572,7.63E+07,177420,1.72E+05,2.55E+06,2.42E+07,0.5661803,220.628572,76.27265,1.77E+00,1.72E+00,2.55E+01,2.42E+02,2061,1145,2359.845,1651.8915,1321.5132,66.07566,0,0,0,0,0,0
470,41,51,34,46,3645.6,3645.6,9656,9656,775,8.48E+05,1.01E+08,1.37E+08,118729,1.48E+05,25694061,2.42E+07,0.8480927,101.4337,137.0068,1.19E+00,1.48E+00,2.57E+02,2.42E+02,2058,1145,2356.41,1649.487,1319.5896,65.97948,0,12.4,0,82.2,0,82200
475,41,52,34,46,3645.6,3645.6,9656,9656,780,2.01E+05,2.03E+08,68008189,118729,1.59E+05,2.69E+07,6.77E+04,0.2009007,203.1144,68.008189,1.19E+00,1.59E+00,2.69E+02,6.77E-01,2149,1144,2458.456,1720.9192,1376.73536,68.836768,0,0,0,0,0,0
480,42,51,34,46,3645.6,3645.6,9656,9656,785,527547,2.06E+08,7.07E+07,219449,1.59E+05,7507385,1.95E+07,0.527547,205.7029,70.6842,2.19E+00,1.59E+00,7.51E+01,1.95E+02,2059,1145,2357.555,1650.2885,1320.2308,66.01154,0,0,0,0,0,0
485,41,52,34,46,3645.6,3567.2,9656,9656,790,7.97E+05,191529802,133247661,2.92E+05,1.59E+05,7507385,29609232,0.7965065,191.529802,133.247661,2.92E+00,1.59E+00,7.51E+01,2.96E+02,2058,1145,2356.41,1649.487,1319.5896,65.97948,0,0,0,0,0,0
490,42,52,34,46,3645.6,3645.6,9656,9656,795,518536,2.10E+08,7.08E+07,2.92E+05,250573,19714569,7.27E+06,0.518536,209.802,70.81587,2.92E+00,2.51E+00,1.97E+02,7.27E+01,2060,1144,2356.64,1649.648,1319.7184,65.98592,0,0,0,0,0,0
495,41,52,34,46,3645.6,3645.6,9656,9372,800,8.74E+05,1.56E+08,107399597,3.52E+05,250573,2.06E+07,7.27E+06,0.8737765,156.2385,107.399597,3.52E+00,2.51E+00,2.06E+02,7.27E+01,2066,1145,2365.57,1655.899,1324.7192,66.23596,0,0,0,0,0,0
500,41,52,34,46,3724,3645.6,9656,9656,805,5.20E+05,2.08E+08,7.08E+07,3.52E+05,1.90E+05,8.84E+06,18145545,0.5198543,208.4053,70.76327,3.52E+00,1.90E+00,8.84E+01,1.81E+02,2055,1144,2350.92,1645.644,1316.5152,65.82576,0,12.8,0,108.6,0,108600
505,42,51,34,46,3645.6,3645.6,9372,9656,810,5.26E+05,2.10E+08,7.17E+07,206214,1.90E+05,1.80E+07,9.04E+06,0.5256843,209.9606,71.66555,2.06E+00,1.90E+00,1.80E+02,9.04E+01,2059,1145,2357.555,1650.2885,1320.2308,66.01154,0,0,0,0,0,0
510,41,52,34,46,3645.6,3645.6,9656,9372,815,5.23E+05,2.06E+08,70287744,2.40E+05,1.90E+05,1.50E+07,11971102,0.5232933,205.7866,70.287744,2.40E+00,1.90E+00,1.50E+02,1.20E+02,2061,1144,2357.784,1650.4488,1320.35904,66.017952,0,0,0,0,0,0
515,41,52,34,46,3645.6,3645.6,9656,9656,820,5.24E+05,1.95E+08,6.67E+07,1.76E+05,1.90E+05,1727839,23929886,0.5242263,195.1848,66.73234,1.76E+00,1.90E+00,1.73E+01,2.39E+02,2059,1144,2355.496,1648.8472,1319.07776,65.953888,0,0,0,0,0,0
520,41,52,34,46,3645.6,3645.6,9656,9656,825,4.57E+05,3.66E+07,2.35E+07,5.43E+04,1.90E+05,6.38E+05,23929886,0.4567385,36.62432,23.53574,5.43E-01,1.90E+00,6.38E+00,2.39E+02,2049,1145,2346.105,1642.2735,1313.8188,65.69094,0,0,0,0,0,0
525,41,52,34,46,3645.6,3645.6,9656,9656,830,550917,40226019,29950784,2.92E+05,1.90E+05,9521461,23929886,0.550917,40.226019,29.950784,2.92E+00,1.90E+00,9.52E+01,2.39E+02,2134,1144,2441.296,1708.9072,1367.12576,68.356288,0,0,0,0,0,0
530,41,52,34,46,3645.6,3645.6,9656,9656,835,5.24E+05,5.76E+07,2.06E+07,2.92E+05,2.05E+05,8.16E+06,1.19E+06,0.5242963,57.64289,20.60523,2.92E+00,2.05E+00,8.16E+01,1.19E+01,2049,1145,2346.105,1642.2735,1313.8188,65.69094,0,12.2,0,83.9,0,83900
535,41,52,34,46,3645.6,3645.6,9372,9656,840,782884,4.35E+07,3.09E+07,2.92E+05,3.01E+05,8.16E+06,5526354,0.782884,43.51214,30.87412,2.92E+00,3.01E+00,8.16E+01,5.53E+01,2038,1143,2329.434,1630.6038,1304.48304,65.224152,0,0,0,0,0,0
540,41,52,34,46,3645.6,3645.6,9372,9656,845,5.25E+05,5.49E+07,20121180,2.01E+05,3.01E+05,1.44E+05,9.24E+06,0.5248553,54.8665,20.12118,2.01E+00,3.01E+00,1.44E+00,9.24E+01,2041,1143,2332.863,1633.0041,1306.40328,65.320164,0,0,0,0,0,0
545,41,52,34,46,3645.6,3645.6,9656,9656,850,5.21E+05,5.62E+07,20288912,2.01E+05,2.00E+05,8741275,5.57E+05,0.5208563,56.24555,20.288912,2.01E+00,2.00E+00,8.74E+01,5.57E+00,2045,1144,2339.48,1637.636,1310.1088,65.50544,0,0,0,0,0,0
550,41,53,34,46,3645.6,3645.6,9372,9372,855,5.26E+05,5.73E+07,20311772,2.01E+05,2.25E+05,5951772,3.35E+06,0.5255803,57.25348,20.311772,2.01E+00,2.25E+00,5.95E+01,3.35E+01,2039,1145,2334.655,1634.2585,1307.4068,65.37034,0,0,0,0,0,0
555,42,52,34,46,3645.6,3645.6,9656,9656,860,5.79E+05,55367822,2.05E+07,2.01E+05,1.45E+05,3016775,6.33E+06,0.5791677,55.367822,20.45234,2.01E+00,1.45E+00,3.02E+01,6.33E+01,2041,1143,2332.863,1633.0041,1306.40328,65.320164,0,0,0,0,0,0
560,41,52,34,46,3645.6,3645.6,9372,9656,865,5.25E+05,5.65E+07,1.98E+07,2.01E+05,223812,5605766,3.72E+06,0.5250837,56.45327,19.83137,2.01E+00,2.24E+00,5.61E+01,3.72E+01,2044,1145,2340.38,1638.266,1310.6128,65.53064,0,16.6,0,96.9,0,96900
565,41,52,34,46,3645.6,3645.6,9656,9656,870,5.27E+05,5.69E+07,2.00E+07,194747,223812,829034,8.48E+06,0.5272307,56.87096,20.00948,1.95E+00,2.24E+00,8.29E+00,8.48E+01,2043,1144,2337.192,1636.0344,1308.82752,65.441376,0,0,0,0,0,0
570,41,52,34,46,3645.6,3645.6,9656,9656,875,1.57E+05,4.26E+07,1.46E+07,2.84E+04,223812,2.70E+04,9.05E+06,0.1569937,42.55192,14.56999,2.84E-01,2.24E+00,2.70E-01,9.05E+01,2043,1144,2337.192,1636.0344,1308.82752,65.441376,0,0,0,0,0,0
575,41,52,34,46,3645.6,3645.6,9656,9656,880,4.62E+05,5.45E+07,1.95E+07,2.84E+04,1.74E+05,2.98E+06,6.25E+06,0.4621853,54.5353,19.52226,2.84E-01,1.74E+00,2.98E+01,6.25E+01,2088,1144,2388.672,1672.0704,1337.65632,66.882816,0,0,0,0,0,0
580,41,52,34,46,3724,3645.6,9656,9656,885,795077,42551650,30090536,314930,1.74E+05,1.37E+07,6.25E+06,0.795077,42.55165,30.090536,3.15E+00,1.74E+00,1.37E+02,6.25E+01,2048,1145,2344.96,1641.472,1313.1776,65.65888,0,0,0,0,0,0
585,41,52,34,46,3645.6,3645.6,9372,9656,890,859438,40979321,3.00E+07,339563,1.74E+05,10616716,6.25E+06,0.859438,40.979321,29.9776,3.40E+00,1.74E+00,1.06E+02,6.25E+01,2042,1144,2336.048,1635.2336,1308.18688,65.409344,0,0,0,0,0,0
590,41,52,34,46,3645.6,3645.6,9372,9656,895,5.30E+05,60463453,2.14E+07,339563,2.07E+05,8.79E+06,5.37E+05,0.5300523,60.463453,21.37892,3.40E+00,2.07E+00,8.79E+01,5.37E+00,2043,1145,2339.235,1637.4645,1309.9716,65.49858,0,12.4,0,86.9,0,86900
595,41,52,34,47,3645.6,3645.6,9656,9656,900,532743,6.25E+07,2.21E+07,339563,2.10E+05,4770400,4531105,0.532743,62.52258,22.1346,3.40E+00,2.10E+00,4.77E+01,4.53E+01,2057,1143,2351.151,1645.8057,1316.64456,65.832228,0,0,0,0,0,0
600,41,53,34,47,3567.2,3567.2,9656,9656,905,5.26E+05,5.99E+07,2.18E+07,1.93E+05,2.10E+05,4019766,5197254,0.5257397,59.89671,21.77518,1.93E+00,2.10E+00,4.02E+01,5.20E+01,2059,1144,2355.496,1648.8472,1319.07776,65.953888,0,0,0,0,0,0
605,41,52,34,47,3645.6,3645.6,9656,9656,910,517859,61005616,2.14E+07,1.93E+05,2.02E+05,5.36E+06,3.89E+06,0.517859,61.005616,21.44052,1.93E+00,2.02E+00,5.36E+01,3.89E+01,2059,1143,2353.437,1647.4059,1317.92472,65.896236,0,0,0,0,0,0
610,41,53,34,47,3645.6,3645.6,9372,9656,915,5.23E+05,6.29E+07,2.19E+07,179162,2.02E+05,523737,8746262,0.5229853,62.88632,21.9265,1.79E+00,2.02E+00,5.24E+00,8.75E+01,2061,1144,2357.784,1650.4488,1320.35904,66.017952,0,0,0,0,0,0
615,41,52,34,47,3645.6,3645.6,9372,9372,920,1110538,2.77E+07,3.97E+07,1.17E+05,1.05E+05,523737,5.58E+05,1.110538,27.72016,39.65509,1.17E+00,1.05E+00,5.24E+00,5.58E+00,2059,1144,2355.496,1648.8472,1319.07776,65.953888,0,0,0,0,0,0
620,41,52,34,47,3645.6,3645.6,9656,9656,925,116911,5.61E+07,1.90E+07,1.17E+05,1.59E+05,6.77E+04,9252337,0.116911,56.06717,19.03899,1.17E+00,1.59E+00,6.77E-01,9.25E+01,2216,1143,2532.888,1773.0216,1418.41728,70.920864,0,12.4,0,87.8,0,87800
625,41,53,34,47,3645.6,3567.2,9656,9656,930,5.16E+05,6.26E+07,21886667,1.17E+05,224701,6.09E+06,3.31E+06,0.5164437,62.64016,21.886667,1.17E+00,2.25E+00,6.09E+01,3.31E+01,2059,1143,2353.437,1647.4059,1317.92472,65.896236,0,0,0,0,0,0
630,42,52,34,47,3645.6,3645.6,9656,9372,935,5.21E+05,6.01E+07,2.18E+07,1.83E+05,224701,1.59E+05,9.20E+06,0.5205147,60.08089,21.80071,1.83E+00,2.25E+00,1.59E+00,9.20E+01,2060,1144,2356.64,1649.648,1319.7184,65.98592,0,0,0,0,0,0
635,41,52,34,47,3724,3645.6,9656,9656,940,5.25E+05,60908186,21343822,1.83E+05,2.12E+05,3.15E+06,6144303,0.5254193,60.908186,21.343822,1.83E+00,2.12E+00,3.15E+01,6.14E+01,2058,1145,2356.41,1649.487,1319.5896,65.97948,0,0,0,0,0,0
640,41,52,34,47,3645.6,3645.6,9656,9656,945,522844,6.29E+07,2.23E+07,1.83E+05,219095,3.38E+06,5937562,0.522844,62.92938,22.25906,1.83E+00,2.19E+00,3.38E+01,5.94E+01,2058,1144,2354.352,1648.0464,1318.43712,65.921856,0,0,0,0,0,0
645,41,51,34,47,3645.6,3645.6,9656,9656,950,5.71E+05,6.28E+07,2.28E+07,269189,219095,8.23E+06,1002967,0.5710083,62.84129,22.83641,2.69E+00,2.19E+00,8.23E+01,1.00E+01,2062,1143,2356.866,1649.8062,1319.84496,65.992248,0,0,0,0,0,0
650,41,51,34,46,3645.6,3645.6,9372,9656,955,5.26E+05,6.22E+07,21740473,3.02E+05,219095,5273281,3992230,0.5258807,62.21327,21.740473,3.02E+00,2.19E+00,5.27E+01,3.99E+01,2062,1144,2358.928,1651.2496,1320.99968,66.049984,0,16.2,0,100.6,0,100600
655,42,52,34,46,3645.6,3645.6,9656,9656,960,5.25E+05,8.93E+07,31412604,3.02E+05,1.74E+05,8.69E+05,1.30E+07,0.5246833,89.28544,31.412604,3.02E+00,1.74E+00,8.69E+00,1.30E+02,2058,1143,2352.294,1646.6058,1317.28464,65.864232,0,0,0,0,0,0
660,41,51,34,46,3645.6,3645.6,9372,9656,965,5.23E+05,5.85E+07,21216767,3.02E+05,1.33E+05,1.47E+07,13628398,0.5230797,58.52809,21.216767,3.02E+00,1.33E+00,1.47E+02,1.36E+02,2028,1143,2318.004,1622.6028,1298.08224,64.904112,0,0,0,0,0,0
665,41,51,34,46,3645.6,3645.6,9656,9372,970,7.42E+05,28881264,39720477,116418,166722,1.47E+07,26997315,0.7422577,28.881264,39.720477,1.16E+00,1.67E+00,1.47E+02,2.70E+02,2025,1144,2316.6,1621.62,1297.296,64.8648,0,0,0,0,0,0
670,41,51,34,46,3645.6,3645.6,9656,9372,975,3.75E+05,4.14E+07,27925881,116418,222163,25918879,26997315,0.3753265,41.35289,27.925881,1.16E+00,2.22E+00,2.59E+02,2.70E+02,2062,1144,2358.928,1651.2496,1320.99968,66.049984,0,0,0,0,0,0
675,41,51,34,46,3645.6,3645.6,9656,9372,980,8.51E+05,46570495,3.42E+07,528773,222163,25918879,40076660,0.8512415,46.570495,34.1916,5.29E+00,2.22E+00,2.59E+02,4.01E+02,2023,1143,2312.289,1618.6023,1294.88184,64.744092,0,0,0,0,0,0
680,41,51,34,46,3645.6,3645.6,9656,9656,985,5.23E+05,6.38E+07,2.26E+07,528773,2.12E+05,18525134,9.87E+06,0.5231307,63.84597,22.64992,5.29E+00,2.12E+00,1.85E+02,9.87E+01,2026,1144,2317.744,1622.4208,1297.93664,64.896832,0,11.4,0,90.4,0,90400
685,41,51,34,46,3645.6,3645.6,9656,9656,990,5.25E+05,62946382,22463191,528773,1.86E+05,19350867,9.01E+06,0.5246893,62.946382,22.463191,5.29E+00,1.86E+00,1.94E+02,9.01E+01,2024,1144,2315.456,1620.8192,1296.65536,64.832768,0,0,0,0,0,0
690,41,51,34,46,3645.6,3645.6,9656,9656,995,5.21E+05,60309350,21825500,2.10E+05,1.86E+05,16011301,1.22E+07,0.5211753,60.30935,21.8255,2.10E+00,1.86E+00,1.60E+02,1.22E+02,2023,1143,2312.289,1618.6023,1294.88184,64.744092,0,0,0,0,0,0
695,41,50,34,46,3645.6,3645.6,9656,9656,1000,5.16E+05,66430264,2.37E+07,2.10E+05,525817,1.53E+05,2.79E+07,0.5162577,66.430264,23.70859,2.10E+00,5.26E+00,1.53E+00,2.79E+02,2027,1143,2316.861,1621.8027,1297.44216,64.872108,0,0,0,0,0,0
700,41,50,34,46,3724,3645.6,9656,9656,1005,5.24E+05,6.30E+07,2.22E+07,2.19E+05,525817,2.23E+07,6.25E+06,0.5236943,62.99597,22.17562,2.19E+00,5.26E+00,2.23E+02,6.25E+01,2027,1145,2320.915,1624.6405,1299.7124,64.98562,0,0,0,0,0,0
705,41,50,34,46,3645.6,3645.6,9372,9656,1010,5.66E+05,6.13E+07,22214300,2.28E+05,525817,1.28E+07,15222458,0.5664207,61.25435,22.2143,2.28E+00,5.26E+00,1.28E+02,1.52E+02,2029,1144,2321.176,1624.8232,1299.85856,64.992928,0,0,0,0,0,0
710,41,50,34,46,3645.6,3645.6,9656,9656,1015,5.24E+05,63869777,2.24E+07,2.28E+05,2.30E+05,1.68E+07,1.17E+07,0.5238913,63.869777,22.35165,2.28E+00,2.30E+00,1.68E+02,1.17E+02,2030,1144,2322.32,1625.624,1300.4992,65.02496,0,11,0,91.2,0,91200
715,42,49,34,46,3567.2,3645.6,9372,9656,1020,4.37E+05,38963476,2.59E+07,4.42E+04,2.30E+05,5.57E+04,1.17E+07,0.4367975,38.963476,25.85525,4.42E-01,2.30E+00,5.57E-01,1.17E+02,2025,1142,2312.55,1618.785,1295.028,64.7514,0,0,0,0,0,0
720,41,49,34,46,3645.6,3567.2,9372,9656,1025,3.21E+05,5.85E+07,2.14E+07,4.42E+04,1.39E+05,1.66E+05,28188702,0.3210363,58.52781,21.4047,4.42E-01,1.39E+00,1.66E+00,2.82E+02,2153,1141,2456.573,1719.6011,1375.68088,68.784044,0,0,0,0,0,0
725,41,49,34,46,3645.6,3645.6,9656,9656,1030,5.18E+05,62263641,21661142,4.42E+04,2.30E+05,1.03E+07,1.79E+07,0.5183903,62.263641,21.661142,4.42E-01,2.30E+00,1.03E+02,1.79E+02,2024,1143,2313.432,1619.4024,1295.52192,64.776096,0,0,0,0,0,0
730,41,49,34,45,3645.6,3645.6,9656,9656,1035,5.22E+05,6.28E+07,2.23E+07,2.19E+05,2.30E+05,6.47E+06,21768975,0.5219407,62.79916,22.34873,2.19E+00,2.30E+00,6.47E+01,2.18E+02,2031,1144,2323.464,1626.4248,1301.13984,65.056992,0,0,0,0,0,0
735,42,48,34,45,3724,3645.6,9656,9656,1040,583190,1.29E+08,4.48E+07,214399,2.30E+05,2.69E+07,1.36E+06,0.58319,129.2191,44.80708,2.14E+00,2.30E+00,2.69E+02,1.36E+01,2027,1143,2316.861,1621.8027,1297.44216,64.872108,0,0,0,0,0,0
740,42,48,34,45,3645.6,3645.6,9656,9656,1045,5.19E+05,2.25E+08,76220758,214399,2.39E+05,1.66E+07,11950135,0.5185667,225.2859,76.220758,2.14E+00,2.39E+00,1.66E+02,1.20E+02,2066,1143,2361.438,1653.0066,1322.40528,66.120264,0,10.4,0,92.9,0,92900
745,41,48,34,45,3645.6,3645.6,9656,9656,1050,5.26E+05,224325894,76279974,214399,2.03E+05,1.93E+05,2.84E+07,0.5263323,224.325894,76.279974,2.14E+00,2.03E+00,1.93E+00,2.84E+02,2064,1142,2357.088,1649.9616,1319.96928,65.998464,0,0,0,0,0,0
750,41,48,34,45,3645.6,3645.6,9656,9656,1055,5.30E+05,2.21E+08,7.51E+07,2.14E+05,2.03E+05,20756871,7.79E+06,0.5297277,220.7651,75.11896,2.14E+00,2.03E+00,2.08E+02,7.79E+01,2066,1142,2359.372,1651.5604,1321.24832,66.062416,0,0,0,0,0,0
755,41,48,34,45,3645.6,3645.6,9656,9656,1060,5.16E+05,2.25E+08,7.61E+07,2.14E+05,2.22E+05,1.38E+06,27192458,0.5163167,225.3492,76.12031,2.14E+00,2.22E+00,1.38E+01,2.72E+02,2060,1142,2352.52,1646.764,1317.4112,65.87056,0,0,0,0,0,0
760,41,48,34,45,3645.6,3645.6,9656,9656,1065,5.28E+05,2.23E+08,75515826,205717,2.22E+05,1.56E+07,1.29E+07,0.5275287,222.6775,75.515826,2.06E+00,2.22E+00,1.56E+02,1.29E+02,2072,1143,2368.296,1657.8072,1326.24576,66.312288,0,0,0,0,0,0
765,41,48,34,45,3645.6,3645.6,9372,9656,1070,1.72E+05,211731619,7.12E+07,205717,6.03E+04,14115461,14402683,0.1719083,211.731619,71.21855,2.06E+00,6.03E-01,1.41E+02,1.44E+02,2070,1142,2363.94,1654.758,1323.8064,66.19032,0,0,0,0,0,0
770,41,49,34,45,3645.6,3645.6,9656,9656,1075,492080,223731530,75523279,205717,2.39E+05,177077,2.82E+07,0.49208,223.73153,75.523279,2.06E+00,2.39E+00,1.77E+00,2.82E+02,2104,1142,2402.768,1681.9376,1345.55008,67.277504,0,15,0,106.1,0,106100
775,41,48,34,45,3645.6,3645.6,9656,9656,1080,776941,1.70E+08,115999592,205717,296548,4.10E+07,2.82E+07,0.776941,170.4726,115.999592,2.06E+00,2.97E+00,4.10E+02,2.82E+02,2059,1141,2349.319,1644.5233,1315.61864,65.780932,0,0,0,0,0,0
780,42,47,34,45,3645.6,3645.6,9656,9656,1085,5.30E+05,2.23E+08,76544512,2.15E+05,296548,9424114,1.92E+07,0.5301017,223.02,76.544512,2.15E+00,2.97E+00,9.42E+01,1.92E+02,2075,1142,2369.65,1658.755,1327.004,66.3502,0,0,0,0,0,0
785,41,48,34,45,3567.2,3645.6,9656,9656,1090,5.27E+05,223531185,7.58E+07,2.15E+05,1.91E+05,2.82E+07,1.98E+05,0.5265757,223.531185,75.7974,2.15E+00,1.91E+00,2.82E+02,1.98E+00,2061,1142,2353.662,1647.5634,1318.05072,65.902536,0,0,0,0,0,0
790,41,47,34,44,3645.6,3645.6,9656,9656,1095,522238,222579027,7.55E+07,2.15E+05,194281,14158286,1.42E+07,0.522238,222.579027,75.53585,2.15E+00,1.94E+00,1.42E+02,1.42E+02,2065,1143,2360.295,1652.2065,1321.7652,66.08826,0,0,0,0,0,0
795,41,48,34,45,3567.2,3645.6,9656,9656,1100,5.81E+05,2.21E+08,7.58E+07,2.15E+05,1.34E+05,1.09E+07,17551692,0.5809503,221.2707,75.77383,2.15E+00,1.34E+00,1.09E+02,1.76E+02,2057,1142,2349.094,1644.3658,1315.49264,65.774632,0,0,0,0,0,0
800,42,47,34,44,3645.6,3645.6,9656,9656,1105,5.29E+05,2.26E+08,7.63E+07,2.15E+05,2.43E+05,7.63E+06,2.10E+07,0.5293173,226.2926,76.28197,2.15E+00,2.43E+00,7.63E+01,2.10E+02,2058,1142,2350.236,1645.1652,1316.13216,65.806608,0,15.8,0,105.9,0,105900
805,41,47,34,44,3567.2,3645.6,9656,9656,1110,784997,96643049,68036425,218858,2.43E+05,7.63E+06,23509036,0.784997,96.643049,68.036425,2.19E+00,2.43E+00,7.63E+01,2.35E+02,2061,1142,2353.662,1647.5634,1318.05072,65.902536,0,0,0,0,0,0
