Time,CPU_0_Temp,CPU_1_Temp,Ambient_Temp0,Ambient_Temp1,Blower_Fan_0,Blower_Fan_1,Axial_Fan_0,Axial_Fan_1,HT0_CPU0_ALL,HT0_CPU1_ALL,HT0,HT1_CPU2_ALL,HT1_CPU3_ALL,HT1,HT2_CPU0_ALL,HT2_CPU1_ALL,HT2,c1c2missC0,c1c2missC1,c1c2missC2,c1c2missC3,Watts,Volts,Amps,InputDCPwr,AllPwrExtBd,ProcPwr,HT0Scaled,HT1Scaled,HT2Scaled,cmiss_core0_scaled,cmiss_core1_scaled,cmiss_core2_scaled,cmiss_core3_scaled,disk_read_count,disk_write_count,disk_read_kbytes,disk_write_kbytes,disk_read_bytes,disk_write_bytes
5,45,45,35,44,3567.2,3567.2,8662,8662,647567,647579,647573,14146256,8799695,11472975.5,10316581,10323459,10320020,275156,219229,435309,49757,220.6,115,1.78,165.45,132.36,66.18,0.65,11.47,10.32,2.75,2.19,4.35,0.5,0,0,0,0,0,0
10,45,45,35,44,3567.2,3567.2,8662,8449,1535470,1535470,1535470,122847700,14141587,68494643.5,16380779,16371810,16376294.5,403987,244325,977113,312805,225.5,114.9,1.78,169.13,135.3,67.65,1.54,68.49,16.38,4.04,2.44,9.77,3.13,0,2,0,19.5,0,19968
15,45,45,35,44,3567.2,3567.2,8662,8662,4275747,4275705,4275726,57849915,122858047,90353981,137214535,137212901,137213718,3770571,7726579,1158166,5828678,224.2,114.9,1.78,168.15,134.52,67.26,4.28,90.35,137.21,37.71,77.27,11.58,58.29,0,0,0,0,0,0
20,46,46,35,44,3567.2,3645.6,8662,8449,4172592,4172634,4172613,104357447,57848452,81102949.5,75487619,75497239,75492429,2486418,11257407,808587,868450,223.5,114.9,1.78,167.63,134.1,67.05,4.17,81.1,75.49,24.86,112.57,8.09,8.68,0,0,0,0,0,0
25,46,45,35,44,3567.2,3567.2,8662,8449,1548319,1548319,1548319,72838014,104351352,88594683,147964762,147945504,147955133,21499941,443469,952054,3060795,222.9,115,1.78,167.18,133.74,66.87,1.55,88.59,147.96,215,4.43,9.52,30.61,0,0,0,0,0,0
30,46,45,35,44,3567.2,3645.6,8662,8449,1519074,1519074,1519074,74053208,72843763,73448485.5,108438261,108464711,108451486,402387,24763226,706764,683456,222.4,114.9,1.86,166.8,133.44,66.72,1.52,73.45,108.45,4.02,247.63,7.07,6.83,0,2,0,58,0,59392
35,46,45,35,44,3567.2,3567.2,8662,8449,1567238,1567238,1567238,73036722,74055260,73545991,105893466,105874956,105884211,24903728,397418,785648,726301,222.4,115,1.78,166.8,133.44,66.72,1.57,73.55,105.88,249.04,3.97,7.86,7.26,0,0,0,0,0,0
40,45,45,35,44,3567.2,3645.6,8662,8449,1531425,1531425,1531425,77691643,73037518,75364580.5,104670211,104665355,104667783,3575051,21598002,1242541,725741,222.3,114.9,1.78,166.73,133.38,66.69,1.53,75.36,104.67,35.75,215.98,12.43,7.26,0,3,0,21,0,21504
45,46,45,35,44,3567.2,3567.2,8662,8449,1564962,1564962,1564962,74623556,77683384,76153470,109231525,109231197,109231361,24966410,449229,760825,407265,222.4,115,1.78,166.8,133.44,66.72,1.56,76.15,109.23,249.66,4.49,7.61,4.07,0,6,0,12,0,12288
50,46,45,35,44,3567.2,3567.2,8662,8449,846516,860531,853523.5,72319511,74550317,73434914,113040133,113459103,113249618,17827710,6704734,880924,1062728,222.5,115,1.78,166.88,133.5,66.75,0.85,73.43,113.25,178.28,67.05,8.81,10.63,0,1,0,4,0,4096
55,46,45,35,44,3567.2,3567.2,8662,8662,928091,914076,921083.5,101357716,72392558,86875137,103644995,103230047,103437521,24936965,388083,2523502,366489,222.5,115,1.78,166.88,133.5,66.75,0.92,86.88,103.44,249.37,3.88,25.24,3.66,0,1,0,1,0,1024
60,46,45,35,44,3567.2,3567.2,8662,8449,1549737,1549737,1549737,75243840,101360322,88302081,150016655,150017182,150016918.5,22920443,786276,573685,870624,222.6,114.9,1.78,166.95,133.56,66.78,1.55,88.3,150.02,229.2,7.86,5.74,8.71,0,1,0,12,0,12288
65,46,46,35,44,3488.8,3567.2,8449,8449,1533554,1533554,1533554,90174702,75244809,82709755.5,106999498,106995930,106997714,24897895,423833,1006130,954962,222.7,114.9,1.78,167.03,133.62,66.81,1.53,82.71,107,248.98,4.24,10.06,9.55,0,0,0,0,0,0
70,46,45,35,44,3488.8,3567.2,8662,8449,1529268,1529268,1529268,79938609,90177709,85058159,129762530,129760035,129761282.5,23862077,427882,754821,1676118,222.7,115,1.78,167.03,133.62,66.81,1.53,85.06,129.76,238.62,4.28,7.55,16.76,0,2,0,15,0,15360
75,46,45,35,43,3488.8,3567.2,8662,8449,1540405,1540405,1540405,101520833,79933205,90727019,113310713,113314718,113312715.5,11966144,13165068,2850488,1034656,222.3,114.9,1.79,166.73,133.38,66.69,1.54,90.73,113.31,119.66,131.65,28.5,10.35,0,5,0,23,0,23552
80,46,45,35,44,3567.2,3567.2,8449,8449,1557899,1557899,1557899,79120523,101519721,90320122,148374581,148372587,148373584,23270519,492419,1115353,398488,222.4,114.8,1.82,166.8,133.44,66.72,1.56,90.32,148.37,232.71,4.92,11.15,3.98,0,0,0,0,0,0
85,46,45,35,44,3567.2,3567.2,8662,8662,1547217,1547217,1547217,92993867,79120348,86057107.5,112504651,112502135,112503393,24525116,381500,2071084,654607,222.4,115,1.78,166.8,133.44,66.72,1.55,86.06,112.5,245.25,3.82,20.71,6.55,0,1,0,2,0,2048
90,46,45,35,43,3567.2,3645.6,8662,8662,1548161,1548161,1548161,72173504,92981458,82577481,138097541,138105461,138101501,20544018,3755496,511168,865363,222.4,114.9,1.78,166.8,133.44,66.72,1.55,82.58,138.1,205.44,37.55,5.11,8.65,0,2,0,12,0,12288
95,46,45,35,44,3567.2,3567.2,8662,8449,1519056,1519056,1519056,54266802,72181973,63224387.5,102164160,102160897,102162528.5,2939877,22966994,82175,802927,222.5,114.9,1.78,166.88,133.5,66.75,1.52,63.22,102.16,29.4,229.67,0.82,8.03,0,0,0,0,0,0
100,46,45,35,43,3567.2,3567.2,8662,8662,438302,438262,438282,75854657,54331108,65092882.5,80013707,80017754,80015730.5,469935,25165306,1013602,144745,222.5,114.9,1.78,166.88,133.5,66.75,0.44,65.09,80.02,4.7,251.65,10.14,1.45,0,2,0,18,0,18432
105,47,45,35,43,3567.2,3645.6,8662,8449,1311758,1311798,1311778,88988165,75797430,82392797.5,106637163,106626526,106631844.5,24936381,434828,1120890,463205,222.6,114.9,1.78,166.95,133.56,66.78,1.31,82.39,106.63,249.36,4.35,11.21,4.63,0,3,0,12,0,12288
110,47,45,35,43,3488.8,3645.6,8662,8449,1531038,1531038,1531038,74205705,88991153,81598429,130165479,130174039,130169759,20459082,4177054,823692,1385696,222.6,114.9,1.78,166.95,133.56,66.78,1.53,81.6,130.17,204.59,41.77,8.24,13.86,0,1,0,9.5,0,9728
115,46,45,35,43,3567.2,3645.6,8662,8662,1552882,1552882,1552882,75973496,74200806,75087151,106143009,106138479,106140744,16861603,8572565,1086630,631175,222.7,114.9,1.78,167.03,133.62,66.81,1.55,75.09,106.14,168.62,85.73,10.87,6.31,0,1,0,3,0,3072
120,46,45,35,43,3567.2,3567.2,8662,8449,1571249,1571249,1571249,72695988,75974918,74335453,114076193,114075904,114076048.5,25018300,402092,949729,814964,222.8,114.9,1.78,167.1,133.68,66.84,1.57,74.34,114.08,250.18,4.02,9.5,8.15,0,1,0,11.5,0,11776
125,46,45,35,43,3567.2,3567.2,8875,8662,1569066,1569066,1569066,74229262,72694498,73461880,104131038,104131592,104131315,20768279,4630439,1122048,475546,222.3,114.9,1.86,166.73,133.38,66.69,1.57,73.46,104.13,207.68,46.3,11.22,4.76,0,0,0,0,0,0
130,47,45,35,43,3567.2,3567.2,8662,8449,1559925,1559925,1559925,69040389,74228346,71634367.5,106692593,106692840,106692716.5,17740583,7380620,733609,397603,222.3,114.9,1.8,166.73,133.38,66.69,1.56,71.63,106.69,177.41,73.81,7.34,3.98,0,2,0,13,0,13312
135,46,45,35,43,3567.2,3645.6,8449,8662,1555890,1555925,1555907.5,76340804,69044588,72692696,98727462,98754836,98741149,438562,24980907,482224,542353,222.5,114.9,1.78,166.88,133.5,66.75,1.56,72.69,98.74,4.39,249.81,4.82,5.42,0,3,0,19,0,19456
140,47,44,35,43,3567.2,3567.2,8662,8662,1529359,1529324,1529341.5,68818749,76342834,72580791.5,111718983,111705360,111712171.5,25292097,478117,908272,1108996,222.5,114.9,1.78,166.88,133.5,66.75,1.53,72.58,111.71,252.92,4.78,9.08,11.09,0,0,0,0,0,0
145,45,46,35,43,3567.2,3567.2,8662,8449,1448522,1430280,1439401,82357476,68813405,75585440.5,99605856,99459844,99532850,25180122,340965,2000243,233438,222.4,114.8,1.78,166.8,133.44,66.72,1.44,75.59,99.53,251.8,3.41,20,2.33,0,4,0,22,0,22528
150,45,46,35,43,3488.8,3567.2,8662,8449,314567,332809,323688,77392217,82355889,79874053,124350686,124509520,124430103,255668,24026014,536230,214267,222.5,114.9,1.78,166.88,133.5,66.75,0.32,79.87,124.43,2.56,240.26,5.36,2.14,0,1,0,20,0,20480
155,45,47,35,44,3567.2,3567.2,8662,8449,1550750,1550750,1550750,76749538,77399572,77074555,110106806,110083843,110095324.5,24888759,433448,832980,1005149,222.6,114.9,1.78,166.95,133.56,66.78,1.55,77.07,110.1,248.89,4.33,8.33,10.05,0,0,0,0,0,0
160,45,47,35,44,3567.2,3567.2,8662,8449,1533459,1533459,1533459,69079462,76749586,72914524,107941783,107936786,107939284.5,20669028,4635623,685535,668647,222.6,115,1.78,166.95,133.56,66.78,1.53,72.91,107.94,206.69,46.36,6.86,6.69,0,0,0,0,0,0
165,44,47,35,44,3567.2,3567.2,8662,8449,1567786,1567786,1567786,75450199,69078964,72264581.5,98894772,98895250,98895011,513947,25379190,1185683,672988,222.7,114.9,1.78,167.03,133.62,66.81,1.57,72.26,98.9,5.14,253.79,11.86,6.73,0,2,0,8,0,8192
170,44,48,35,44,3488.8,3567.2,8662,8449,1531313,1531313,1531313,75792217,75443956,75618086.5,111231704,111241621,111236662.5,462423,25029364,767555,638027,222.6,114.9,1.78,166.95,133.56,66.78,1.53,75.62,111.24,4.62,250.29,7.68,6.38,0,0,0,0,0,0
175,44,47,35,44,3567.2,3567.2,8662,8449,1553583,1553583,1553583,73918952,75799326,74859139,109349641,109341873,109345757,24805177,396074,1242053,949934,222.5,114.9,1.83,166.88,133.5,66.75,1.55,74.86,109.35,248.05,3.96,12.42,9.5,0,3,0,16,0,16384
180,44,48,35,44,3567.2,3567.2,8662,8449,1533677,1533677,1533677,68981193,73915208,71448200.5,109309849,109302931,109306390,8175376,17382037,2489427,372417,223,114.9,1.79,167.25,133.8,66.9,1.53,71.45,109.31,81.75,173.82,24.89,3.72,0,2,0,12,0,12288
185,44,48,35,44,3567.2,3567.2,8662,8662,1554640,1554640,1554640,47549777,68976020,58262898.5,97477220,97500015,97488617.5,20727183,417725,2792727,823454,223.2,114.9,1.78,167.4,133.92,66.96,1.55,58.26,97.49,207.27,4.18,27.93,8.23,0,0,0,0,0,0
