 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s1 s2 --   in   sy   cs us sy id
 0 0 0 8984784 5889168 116 2071 0 0 0 0  3  2 -0  0  0  699 1610  266 24  3 72
 0 0 0 9377400 6237580 150 2547 0 0 0 0  0  0  0  0  0  691 2115  276  0  4 96
 0 0 0 9376940 6237148 134 2157 0 0 0 0  0  0  0  0  0  602 1690  272  0  4 96
 0 0 0 9377232 6237252 129 2156 0 0 0 0  0  0  0  0  0  587 1679  262  0  4 96
 0 0 0 9376980 6237212 147 2165 0 0 0 0  0  0  0  0  0  581 1692  274  0  4 96
 0 0 0 9376932 6237120 129 2156 0 0 0 0  0  2  0  0  0  629 1674  315  0  4 96
 0 0 0 9377208 6237252 129 2158 0 0 0 0  0  0  0  0  0  575 1695  266  0  4 96
 0 0 0 9376956 6237200 134 2155 0 0 0 0  0  0  0  0  0  567 1670  260  0  4 96
 0 0 0 9377208 6237260 77 1180 0 0 0  0  0  0  0  0  0  527 1242  230  0  2 98
 0 0 0 9376908 6237128 52 978 0 0  0  0  0  0  0  0  0  502 1116  222  0  2 98
 0 0 0 9377204 6237472 129 2160 0 0 0 0  0  0  0  0  0  591 1690  271  0  4 96
 0 0 0 9376956 6237292 147 2166 0 0 0 0  0  2  0  0  0  624 1673  312  0  4 96
 0 0 0 9376808 6237028 128 2157 0 0 0 0  0  0  0  0  0  593 1688  292  0  4 96
 0 0 0 9377168 6237240 134 2157 0 0 0 0  0  0  0  0  0  576 1671  259  0  4 96
 0 0 0 9376916 6237128 129 2161 0 0 0 0  0  0  0  0  0  578 1692  270  0  4 96
 0 0 0 9376876 6237096 129 2155 0 0 0 0  0  0  0  0  0  579 1676  262  0  4 96
 0 0 0 9377148 6237420 147 2166 0 0 0 0  0  0  0  0  0  572 1686  265  0  4 96
 0 0 0 9377120 6237184 12 98 0  0  0  0  0  2  0  0  0  491  728  225  0  1 99
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s1 s2 --   in   sy   cs us sy id
 0 0 0 9376856 6237068 117 2064 0 0 0 0  0  0  0  0  0  596 1629  270  0  3 96
 0 0 0 9376816 6237036 129 2157 0 0 0 0  0  0  0  0  0  572 1673  260  0  4 96
 0 0 0 9377112 6237164 129 2156 0 0 0 0  0  0  0  0  0  593 1697  288  0  4 96
 0 0 0 9376836 6237048 129 2161 0 0 0 0  0  0  0  0  0  597 1685  267  0  4 96
 0 0 0 9376760 6237052 147 2164 0 0 0 0  0  0  0  0  0  596 1773  308  0  4 96
 0 0 0 9377020 6237072 130 2227 0 0 0 0  0  2  0  0  0  627 1716  317  0  4 96
 0 0 0 9376644 6236852 129 2160 0 0 0 0  0  0  0  0  0  593 1695  296  0  4 96
 0 0 0 9377008 6237124 82 1179 0 0 0  0  0  0  0  0  0  508 1253  220  0  2 97
 0 0 0 9376712 6236932 52 978 0 0  0  0  0  0  0  0  0  532 1108  227  0  1 98
 0 0 0 9377012 6237064 129 2159 0 0 0 0  0  0  0  0  0  582 1678  264  0  4 96
 0 0 0 9376756 6236968 141 2163 0 0 0 0  0  0  0  0  0  589 1686  267  0  4 96
 0 0 0 9376692 6236920 129 2159 0 0 0 0  0  3  0  0  0  691 1673  323  0  4 96
 0 0 0 9376984 6237040 129 2159 0 0 0 0  0  0  0  0  0  593 1688  268  0  4 96
 0 0 0 9376732 6236964 134 2158 0 0 0 0  0  0  0  0  0  591 1671  264  0  4 96
 0 0 0 9376692 6236912 129 2161 0 0 0 0  0  0  0  0  0  592 1686  272  0  4 96
 0 0 0 9376984 6237036 129 2156 0 0 0 0  0  0  0  0  0  591 1681  266  0  4 96
 0 0 0 9376980 6237300 17 99 0  0  0  0  0  0  0  0  0  468  753  179  0  1 99
 0 0 0 9376712 6236980 130 2065 0 0 0 0  0  2  0  0  0  621 1594  310  0  3 97
 0 0 0 9376548 6236768 129 2163 0 0 0 0  0  0  0  0  0  609 1688  286  0  4 96
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s1 s2 --   in   sy   cs us sy id
 1 0 0 9376960 6237012 134 2159 0 0 0 0  0  0  0  0  0  565 1678  265  0  4 96
 0 0 0 9376704 6236916 129 2160 0 0 0 0  0  0  0  0  0  586 1688  272  0  4 96
 0 0 0 9376668 6236888 129 2161 0 0 0 0  0  0  0  0  0  597 1675  264  0  4 96
 0 0 0 9376940 6237208 147 2170 0 0 0 0  0  0  0  0  0  598 1689  269  0  4 96
 0 0 0 9376676 6236892 128 2164 0 0 0 0  0  2  0  0  0  623 1676  313  0  4 96
 0 0 0 9376932 6236984 77 1181 0 0 0  0  0  0  0  0  0  519 1265  222  0  3 97
 0 0 0 9376636 6236916 52 981 0 0  0  0  0  0  0  0  0  525 1089  219  0  1 99
 0 0 0 9376912 6236984 134 2164 0 0 0 0  0  0  0  0  0  593 1689  277  0  4 96
 0 0 0 9376652 6236864 129 2165 0 0 0 0  0  0  0  0  0  579 1681  268  0  4 96
 0 0 0 9376612 6236892 147 2171 0 0 0 0  0  0  0  0  0  583 1772  308  0  4 96
 0 0 0 9376912 6236964 128 2164 0 0 0 0  0  2  0  0  0  605 1672  309  0  4 96
 0 0 0 9376568 6236780 128 2162 0 0 0 0  0  0  0  0  0  602 1684  289  0  4 96
 0 0 0 9376588 6236848 134 2171 0 0 0 0  0  0  0  0  0  591 1680  261  0  4 96
 0 0 0 9376860 6236912 129 2166 0 0 0 0  0  0  0  0  0  600 1695  277  0  4 96
 0 0 0 9376864 6236916 12 98 0  0  0  0  0  0  0  0  0  453  755  178  0  1 99
 0 0 0 9376580 6236836 127 2072 0 0 0 0  0  0  0  0  0  583 1611  268  0  3 97
 0 0 0 9376528 6236760 132 2168 0 0 0 0  0  2  0  0  0  631 1673  313  0  4 96
 0 0 0 9376824 6236876 129 2166 0 0 0 0  0  0  0  0  0  584 1686  265  0  4 96
 1 0 0 9376572 6236784 134 2170 0 0 0 0  0  0  0  0  0  588 1677  261  0  4 96
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s1 s2 --   in   sy   cs us sy id
 0 0 0 9376532 6236752 129 2171 0 0 0 0  0  0  0  0  0  580 1694  274  0  4 96
 0 0 0 9376824 6236876 129 2168 0 0 0 0  0  0  0  0  0  585 1678  259  0  4 96
 0 0 0 9376568 6237044 147 2176 0 0 0 0  0  0  0  0  0  590 1694  272  0  4 96
 0 0 0 9376828 6236880 77 1186 0 0 0  0  0  2  0  0  0  568 1263  270  0  3 97
 0 0 0 9376428 6236644 59 1067 0 0 0  0  0  0  0  0  0  545 1133  255  0  1 98
 0 0 0 9261960 6127988 391 14629 0 0 0 0 0  0  0  0  0 1054 10905 296 46  8 46
 0 0 0 9132260 6006860 134 2475 0 0 0 0  0  0  0  0  0  852 1752  269 50  4 46
 0 0 0 9128144 6002720 129 2273 0 0 0 0  0  0  0  0  0  847 1691  261 50  4 46
 0 0 0 9127072 6001632 147 2242 0 0 0 0  0  0  0  0  0  849 1707  267 50  4 46
 0 0 0 9126152 6000744 129 2175 0 0 0 0  0  3  0  0  0 1241 1680  321 50  4 46
 0 0 0 9126276 6000772 129 2172 0 0 0 0  0  0  0  0  0  846 1694  255 50  4 46
 0 0 0 9126360 6000924 82 1187 0 0 0  0  0  0  0  0  0  683 1281  214 50  3 47
 0 0 0 9126060 6000744 53 984 0 0  0  0  0  0  0  0  0  678 1077  223 50  1 49
 0 0 0 9126352 6000868 129 2171 0 0 0 0  0  0  0  0  0  848 1693  253 50  4 46
 0 0 0 9126096 6000824 147 2179 0 0 0 0  0  0  0  0  0 1173 1784  306 50  4 46
 0 0 0 9126048 6000732 129 2171 0 0 0 0  0  4  0  0  0 1134 1687  327 50  4 46
 0 0 0 9126176 6000692 129 2172 0 0 0 0  0  0  0  0  0  889 1700  276 50  4 46
 0 0 0 9126320 6000884 134 2173 0 0 0 0  0  0  0  0  0  847 1679  250 50  4 46
 0 0 0 9126356 6000872 129 2172 0 0 0 0  0  0  0  0  0  857 1700  262 50  4 46
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s1 s2 --   in   sy   cs us sy id
 0 0 0 9126304 6000832 87 1361 0 0 0  0  0  0  0  0  0  716 1366  228 50  3 47
 0 0 0 9126336 6001024 50 816 0 0  0  0  0  0  0  0  0  631 1005  209 50  1 49
 0 0 0 9126296 6000856 140 2174 0 0 0 0  0  2  0  0  0  975 1679  302 50  4 46
 0 0 0 9126264 6000840 129 2173 0 0 0 0  0  0  0  0  0  869 1697  259 50  4 46
 0 0 0 9126004 6000688 134 2172 0 0 0 0  0  0  0  0  0  842 1681  249 50  4 46
 0 0 0 9126300 6000808 129 2173 0 0 0 0  0  0  0  0  0  845 1693  262 50  4 46
 0 0 0 9126036 6000704 129 2172 0 0 0 0  0  0  0  0  0  849 1687  255 50  4 46
 0 0 0 9125992 6000880 147 2177 0 0 0 0  0  0  0  0  0  846 1698  248 50  4 46
 0 0 0 9126292 6000796 118 1980 0 0 0 0  0  2  0  0  0  937 1614  297 50  4 46
 0 0 0 9126072 6000620 11 195 0 0  0  0  0  0  0  0  0  556  764  202 50  0 50
 1 0 0 9126208 6000748 131 2172 0 0 0 0  0  0  0  0  0  852 1685  254 50  4 46
 0 0 0 9126204 6000740 132 2174 0 0 0 0  0  0  0  0  0  876 1711  265 50  4 46
 0 0 0 9125892 6000564 129 2173 0 0 0 0  0  0  0  0  0  852 1688  251 50  4 46
 0 0 0 9126140 6000784 147 2178 0 0 0 0  0  0  0  0  0  853 1701  260 50  4 46
 0 0 0 9125876 6000540 129 2173 0 0 0 0  0  2  0  0  0  970 1687  298 50  4 46
 0 0 0 9125824 6000496 129 2170 0 0 0 0  0  0  0  0  0  840 1695  257 50  4 46
 0 0 0 9126124 6000700 134 2172 0 0 0 0  0  0  0  0  0  838 1689  249 50  4 46
 0 0 0 9126124 6000628 12 98 0  0  0  0  0  0  0  0  0  505  742  186 50  1 50
 0 0 0 9125868 6000532 117 2076 0 0 0 0  0  0  0  0  0  839 1624  253 50  4 46
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s1 s2 --   in   sy   cs us sy id
 0 0 0 9125824 6000496 146 2179 0 0 0 0  0  0  0  0  0 1164 1782  302 50  4 46
 0 0 0 9126080 6000624 129 2174 0 0 0 0  0  2  0  0  0  965 1684  298 50  4 46
 0 0 0 9133140 6007600 138 2814 0 0 0 0  0  0  0  0  0  905 1923  272 50  4 46
 0 0 0 9139980 6014436 134 2359 0 0 0 0  0  0  0  0  0  780 1726  243 50  4 46
 0 0 0 9136976 6011496 129 2276 0 0 0 0  0  0  0  0  0  796 1725  256 50  4 46
 0 0 0 9135828 6010184 129 2185 0 0 0 0  0  0  0  0  0  802 1695  245 50  4 46
 0 0 0 9135688 6010328 17 100 0 0  0  0  0  0  0  0  0  454  783  175 50  1 49
