time,cpu,FSB,L2miss
2,1,22752880,
4,1,,5943
4,0,,88101
6,0,8755689,
8,0,,377793
10,0,112146,
12,0,,583660
12,1,,610251
14,1,2195624,
16,0,,221781
18,0,10423476,
20,1,,48603
22,0,17520088,
24,0,,32763
26,0,2665272,
26,1,2692234,
28,0,,656714
30,1,909410,
30,0,911146,
32,0,,739719
34,0,1159976,
36,0,,201518
38,0,10039642,
40,0,,42117
42,0,16739616,
44,0,,45840
46,1,7853056,
48,0,,479966
50,0,1161708,
52,0,,608097
54,0,192200,
56,0,,318353
58,0,8424424,
60,0,,5497
60,1,,61041
62,1,19309888,
64,0,,38288
66,0,8299242,
68,0,,429208
70,1,1601887,
72,0,,604773
74,0,593536,
76,0,,114888
78,0,13634030,
80,0,,52609
82,1,17392696,
84,0,,11583
86,1,8788008,
88,0,,362369
90,0,983578,
92,0,,659020
92,1,,708005
94,0,1719551,
96,1,,336770
96,0,,218884
98,1,10439388,
100,0,,42728
102,0,16892526,
104,0,,26631
106,0,2580290,
106,1,2608990,
108,0,,529758
110,0,121914,
112,0,,588096
114,1,225686,
116,0,,213248
118,0,9912832,
120,0,,4457
120,1,,67297
122,0,15564500,
122,1,15579944,
124,1,,207019
126,0,796458,
128,0,,636955
130,0,245068,
132,1,,245023
134,0,10285844,
136,1,,50023
138,0,15936650,
140,0,,7268
142,0,8457298,
144,0,,340118
146,0,2027934,
148,0,,557707
150,1,1156888,
150,0,1158484,
152,0,,429011
154,1,6939444,
156,0,,25771
158,0,17809968,
160,0,,18020
162,1,8381118,
164,0,,481555
166,0,2452914,
166,1,2479162,
168,0,,651651
170,1,90858,
170,0,89878,
172,0,,343362
172,1,,210372
174,0,10940072,
176,0,,59043
178,0,16743298,
180,1,,4813
180,0,,86561
182,0,11025588,
182,1,11044296,
184,0,,436660
186,1,776522,
188,0,,625650
190,0,253044,
192,0,,226442
194,0,10463976,
196,0,,46413
198,1,16087380,
200,0,,5570
202,1,6399316,
204,1,,507106
204,0,,430892
206,0,1823818,
206,1,1852558,
208,0,,620006
208,1,,629443
210,1,1282800,
210,0,1304268,
212,0,,331904
212,1,,296528
214,0,10256336,
216,0,,15735
218,0,17894686,
218,1,17906742,
220,0,,19146
222,0,8135594,
224,0,,338477
226,1,2212458,
226,0,2215544,
228,0,,493638
230,1,111394,
232,1,,106097
234,0,15426434,
236,1,,18215
238,0,17766126,
240,1,,5368
240,0,,88324
242,0,9872610,
244,0,,413769
246,1,712346,
246,0,725522,
248,0,,535547
248,1,,654074
250,0,1769776,
252,0,,301278
