 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd -- -- --   in   sy   cs us sy id
 1 0 0 6831256 7852300 545 1246 448 2 2 0 1763 58 0 0 0 2038 7149 3100 3 12 85
 0 0 0 6772196 7784684 129 1788 34 0 0 0 0 71  0  0  0  792 1519  400  0  3 97
 0 0 0 6772124 7784640 144 1830 0 0 0 0  0  0  0  0  0  561 1505  424  0  3 97
 0 0 0 6772172 7784644 144 1827 0 1 1 0  0  0  0  0  0  567 1487  424  0  3 97
 0 0 0 6771916 7784536 144 1823 0 0 0 0  0  0  0  0  0  568 1503  443  0  3 97
 0 0 0 6772236 7784716 145 1835 0 0 0 0  0  0  0  0  0  563 1500  388  0  3 97
 0 0 0 6772460 7784960 144 1823 0 0 0 0  0  0  0  0  0  542 1432  365  0  3 97
 0 0 0 6772176 7784824 144 1827 0 0 0 0  0  0  0  0  0  527 1090  329  0  3 97
 0 0 0 6772456 7784956 144 1822 0 1 1 0  0  2  0  0  0  569 1492  382  0  3 97
 0 0 0 6772148 7784808 102 1191 0 0 0 0  0  0  0  0  0  491 1208  350  0  3 97
 0 0 0 6772432 7784932 42 637 0 0  0  0  0  0  0  0  0  456  826  297  0  0 100
 0 0 0 6772428 7784924 144 1824 0 0 0 0  0  0  0  0  0  586 1483  460  0  3 97
 0 0 0 6772172 7784816 144 1825 0 0 0 0  0  0  0  0  0  537 1500  384  0  3 97
 0 0 0 6772428 7784924 144 1825 0 0 0 0  0  0  0  0  0  530 1485  363  0  3 97
 0 0 0 6772176 7784812 144 1825 0 1 1 0  0  2  0  0  0  541 1502  356  0  3 97
 0 0 0 6772144 7784784 144 1825 0 0 0 0  0  0  0  0  0  575 1487  459  0  3 97
 0 0 0 6772428 7784916 144 1825 0 0 0 0  0  0  0  0  0  548 1501  384  0  3 97
 0 0 0 6772144 7784780 144 1826 0 0 0 0  0  0  0  0  0  538 1488  384  0  3 97
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd -- -- --   in   sy   cs us sy id
 0 0 0 6771572 7783764 198 2043 582 0 0 0 0 23 0  0  0 1681 1976  659  0  3 96
 0 0 0 6768876 7781216 115 1323 44 0 0 0 0  6  0  0  0  741 1820  418  0  3 97
 0 0 0 6768068 7780632 54 850 0 0  0  0  0  2  0  0  0  550 1020  405  0  1 99
 0 0 0 6768020 7780560 133 1829 0 1 1 0  0  0  0  0  0  572 1562  430  0  3 97
 0 0 0 6767760 7780448 132 1826 0 0 0 0  0  0  0  0  0  558 1540  425  0  3 97
 0 0 0 6767724 7780416 132 1822 0 0 0 0  0  0  0  0  0  552 1537  406  0  3 97
 0 0 0 6768004 7780544 136 1856 0 0 0 0  0  0  0  0  0  581 1608  449  0  3 97
 0 0 0 6767588 7780320 134 1850 2 0 0 0  0  0  0  0  0  586 1547  448  0  3 97
 0 0 0 6767780 7780388 133 1826 0 1 1 0  0  2  0  0  0  565 1507  372  0  3 97
 0 0 0 6768076 7780832 132 1824 0 0 0 0  0  0  0  0  0  650 1488  432  0  3 97
 0 0 0 6768832 7781436 132 1823 0 0 0 0  0  0  0  0  0  669 1505  440  0  3 97
 0 0 0 6768704 7781456 81 1007 0 0 0  0  0  0  0  0  0  477 1125  311  0  2 97
 0 0 0 6768944 7781544 51 818 0 0  0  0  0  0  0  0  0  495 1044  370  0  1 99
 0 0 0 6768660 7781412 132 1825 0 0 0 0  0  0  0  0  0  542 1492  378  0  3 97
 0 0 0 6768892 7781504 132 1825 0 0 0 0  0  1  0  0  0  608 1524  495  0  3 97
 0 0 0 6768600 7781352 133 1826 0 1 1 0  0  0  0  0  0  575 1489  440  0  3 97
 0 0 0 6768884 7781484 132 1821 0 0 0 0  0  0  0  0  0  522 1505  361  0  3 97
 0 0 0 6768628 7781376 132 1824 0 0 0 0  0  0  0  0  0  535 1490  364  0  3 97
 0 0 0 6768884 7781480 132 1824 0 0 0 0  0  0  0  0  0  600 1504  499  0  3 97
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd -- -- --   in   sy   cs us sy id
 0 0 0 6768628 7781372 132 1823 0 0 0 0  0  0  0  0  0  520 1489  363  0  3 97
 0 0 0 6768596 7781344 132 1826 0 1 1 0  0  1  0  0  0  595 1504  467  0  3 97
 0 0 0 6768880 7781480 102 1164 0 3 3 0  0  1  0  0  0  535 1574  334  0  2 97
 0 0 0 6768880 7781480 51 818 0 0  0  0  0  0  0  0  0  465  921  315  0  1 99
 0 0 0 6768596 7781344 132 1824 0 0 0 0  0  0  0  0  0  543 1491  361  0  3 97
 0 0 0 6768880 7781472 132 1823 0 0 0 0  0  0  0  0  0  549 1566  441  0  3 97
 0 0 0 6768600 7781356 132 1826 0 0 0 0  0  0  0  0  0  614 1493  495  0  3 97
 0 0 0 6768840 7781432 132 1824 0 1 1 0  0  2  0  0  0  557 1506  365  0  3 97
 0 0 0 6768552 7781296 132 1823 0 0 0 0  0  0  0  0  0  557 1490  399  0  3 97
 0 0 0 6768496 7781252 132 1825 0 0 0 0  0  0  0  0  0  537 1510  372  0  3 97
 0 0 0 6768824 7781428 132 1823 0 0 0 0  0  0  0  0  0  574 1487  378  0  3 97
 0 0 0 6768716 7781472 132 1824 0 0 0 0  0  0  0  0  0  530 1504  367  0  3 97
 0 0 0 6769000 7781600 81 1007 0 0 0  0  0  0  0  0  0  501 1112  345  0  2 98
 0 0 0 6768996 7781588 51 821 0 0  0  0  0  1  0  0  0  492  927  344  0  1 99
 0 0 0 6768740 7781452 133 1824 0 1 1 0  0  0  0  0  0  557 1485  403  0  3 97
 0 0 0 6768992 7781552 132 1824 0 0 0 0  0  0  0  0  0  517 1508  368  0  3 97
 0 0 0 6768732 7781440 132 1823 0 0 0 0  0  0  0  0  0  528 1493  374  0  3 97
 0 0 0 6768696 7781396 132 1824 0 0 0 0  0  0  0  0  0  524 1503  387  0  3 97
 0 0 0 6768960 7781516 132 1825 0 0 0 0  0  0  0  0  0  536 1491  378  0  3 97
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd -- -- --   in   sy   cs us sy id
