 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd -- -- --   in   sy   cs us sy id
 0 0 0 6505856 7564604 118 1257 24 0 0 0 11 1  0  0  0  548 1063  268  9  2 89
 0 0 0 6734568 7760680 149 2112 0 0 0 0  0  0  0  0  0  552 1859  268  0  3 97
 0 0 0 6734296 7760568 149 1830 0 1 1 0  0  0  0  0  0  506 1505  289  0  3 97
 0 0 0 6734548 7760676 148 1828 0 0 0 0  0  0  0  0  0  485 1490  269  0  3 97
 0 0 0 6734288 7760564 148 1826 0 0 0 0  0  0  0  0  0  497 1515  275  0  3 97
 0 0 0 6734256 7760536 153 1902 0 0 0 0  0  0  0  0  0  502 1517  280  0  3 97
 0 0 0 6734540 7760668 148 1826 0 0 0 0  0  0  0  0  0  497 1500  297  0  3 97
 0 0 0 6734256 7760532 148 1822 0 1 1 0  0  0  0  0  0  524 1489  291  0  3 97
 0 0 0 6734540 7760668 148 1827 0 0 0 0  0  1  0  0  0  505 1504  282  0  3 97
 0 0 0 6734260 7760548 124 1469 0 0 0 0  0  0  0  0  0  479 1324  252  0  3 97
 0 0 0 6734516 7760644 25 359 0 0  0  0  0  0  0  0  0  432  701  204  0  0 99
 0 0 0 6734516 7760640 148 1826 0 0 0 0  0  0  0  0  0  506 1486  285  0  3 97
 0 0 0 6734264 7760532 148 1826 0 0 0 0  0  0  0  0  0  499 1502  274  0  3 97
 0 0 0 6734232 7760504 148 1826 0 1 1 0  0  1  0  0  0  513 1486  295  0  3 97
 0 0 0 6734516 7760636 148 1824 0 0 0 0  0  0  0  0  0  509 1567  328  0  3 97
 0 0 0 6734232 7760500 148 1826 0 0 0 0  0  0  0  0  0  507 1490  293  0  3 97
 0 0 0 6734516 7760632 148 1826 0 0 0 0  0  0  0  0  0  525 1503  306  0  3 97
 0 0 0 6734260 7760524 148 1823 0 0 0 0  0  0  0  0  0  486 1483  268  0  3 97
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd -- -- --   in   sy   cs us sy id
 0 0 0 6734516 7760632 148 1826 0 0 0 0  0  0  0  0  0  526 1504  307  0  3 97
 0 0 0 6734264 7760524 91 1009 0 1 1  0  0  1  0  0  0  485 1112  250  0  3 97
 0 0 0 6734492 7760620 58 817 0 0  0  0  0  0  0  0  0  461  918  228  0  1 99
 0 0 0 6734208 7760464 148 1827 0 0 0 0  0  0  0  0  0  485 1489  274  0  3 97
 0 0 0 6734492 7760600 148 1825 0 0 0 0  0  0  0  0  0  498 1499  281  0  3 97
 0 0 0 6734488 7760620 148 1824 0 0 0 0  0  0  0  0  0  497 1485  292  0  3 97
 0 0 0 6734492 7760600 148 1826 0 0 0 0  0  0  0  0  0  537 1506  304  0  3 97
 0 0 0 6734240 7760488 149 1827 0 1 1 0  0  1  0  0  0  509 1487  293  0  3 97
 0 0 0 6734208 7760452 147 1824 0 0 0 0  0  0  0  0  0  501 1500  271  0  3 97
 0 0 0 6734492 7760592 148 1826 0 0 0 0  0  0  0  0  0  504 1488  292  0  3 97
 0 0 0 6734208 7760456 148 1826 0 0 0 0  0  0  0  0  0  518 1501  302  0  3 97
 0 0 0 6734492 7760592 91 1008 0 0 0  0  0  0  0  0  0  457 1084  250  0  2 98
 0 0 0 6734492 7760588 58 817 0 0  0  0  0  0  0  0  0  461  943  228  0  1 99
 0 0 0 6734236 7760480 148 1827 0 0 0 0  0  0  0  0  0  512 1487  299  0  3 97
 0 0 0 6734468 7760576 148 1825 0 1 1 0  0  1  0  0  0  493 1506  270  0  3 97
 0 0 0 6734216 7760456 148 1826 0 0 0 0  0  0  0  0  0  499 1488  271  0  3 97
 0 0 0 6734184 7760420 149 1828 0 0 0 0  0  0  0  0  0  509 1502  297  0  3 97
 0 0 0 6734468 7760560 148 1823 0 0 0 0  0  0  0  0  0  506 1482  293  0  3 97
 0 0 0 6734184 7760424 148 1826 0 0 0 0  0  0  0  0  0  511 1503  270  0  3 97
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd -- -- --   in   sy   cs us sy id
 0 0 0 6734468 7760560 149 1825 0 1 1 0  0  1  0  0  0  514 1486  292  0  3 97
 0 0 0 6734212 7760452 148 1827 0 0 0 0  0  0  0  0  0  514 1570  329  0  3 97
 0 0 0 6734468 7760560 91 1008 0 0 0  0  0  0  0  0  0  466 1062  250  0  2 98
 0 0 0 6734468 7760556 58 817 0 0  0  0  0  0  0  0  0  466  967  261  0  2 98
 0 0 0 6734212 7760440 148 1826 0 0 0 0  0  0  0  0  0  513 1485  290  0  3 97
 0 0 0 6734180 7760412 148 1826 0 0 0 0  0  0  0  0  0  522 1503  307  0  3 97
 0 0 0 6734440 7760536 149 1826 0 1 1 0  0  1  0  0  0  512 1487  291  0  3 97
 0 0 0 6734156 7760388 148 1826 0 0 0 0  0  0  0  0  0  491 1504  270  0  3 97
 0 0 0 6734440 7760520 148 1826 0 0 0 0  0  0  0  0  0  498 1488  301  0  3 97
 0 0 0 6734184 7760412 148 1826 0 0 0 0  0  0  0  0  0  502 1500  279  0  3 97
 0 0 0 6734440 7760516 148 1824 0 0 0 0  0  0  0  0  0  494 1484  265  0  3 97
 0 0 0 6734188 7760408 148 1826 0 0 0 0  0  0  0  0  0  486 1500  278  0  3 97
 0 0 0 6734440 7760512 16 94 0  1  1  0  0  1  0  0  0  438  639  184  0  1 99
 0 0 0 6734156 7760376 132 1734 0 0 0 0  0  0  0  0  0  490 1392  279  0  2 98
 0 0 0 6734440 7760512 148 1826 0 0 0 0  0  0  0  0  0  508 1486  282  0  3 97
 0 0 0 6734464 7760532 148 1825 0 0 0 0  0  0  0  0  0  489 1500  274  0  3 97
 0 0 0 6734440 7760512 148 1826 0 0 0 0  0  0  0  0  0  491 1487  268  0  3 97
 0 0 0 6734184 7760396 148 1826 0 0 0 0  0  0  0  0  0  507 1499  292  0  3 97
 0 0 0 6734372 7760500 148 1825 0 1 1 0  0  1  0  0  0  519 1486  296  0  3 97
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd -- -- --   in   sy   cs us sy id
 0 0 0 6734416 7760480 148 1827 0 0 0 0  0  0  0  0  0  493 1505  269  0  3 97
 0 0 0 6734132 7760344 148 1826 0 0 0 0  0  0  0  0  0  490 1487  267  0  3 97
 0 0 0 6734416 7760480 148 1826 0 0 0 0  0  0  0  0  0  501 1500  274  0  3 97
 0 0 0 6734416 7760476 16 94 0  0  0  0  0  0  0  0  0  424  617  195  0  1 99
 0 0 0 6734340 7760444 162 2734 0 1 1 0  0  0  0  0  0  521 3195  279  3  3 94
 0 0 0 6616744 7664720 239 9486 152 11 11 0 0 21 0 0 0 1340 4409  293 22  4 74
 0 0 0 6553840 7594632 148 1825 0 1 1 0  0  0  0  0  0  498 1567  303 25  3 72
 0 0 0 6553812 7594600 148 1826 0 0 0 0  0  0  0  0  0  508 1491  271 25  3 72
 0 0 0 6554096 7594736 148 1826 0 0 0 0  0  0  0  0  0  533 1519  273 25  3 72
 0 0 0 6553812 7594600 148 1824 0 0 0 0  0  0  0  0  0  501 1486  269 25  3 72
 0 0 0 6554072 7594724 148 1826 0 0 0 0  0  0  0  0  0  501 1502  268 25  3 72
 0 0 0 6553816 7594612 148 1826 0 1 1 0  0  2  0  0  0  557 1494  266 25  4 71
 0 0 0 6554072 7594708 90 1008 0 0 0  0  0  0  0  0  0  481 1120  221 25  2 73
 0 0 0 6553788 7594568 57 817 0 0  0  0  0  0  0  0  0  439  910  227 25  1 74
 0 0 0 6554072 7594704 148 1827 0 0 0 0  0  0  0  0  0  521 1505  269 25  3 72
 0 0 0 6553884 7594680 148 1825 0 0 0 0  0  0  0  0  0  520 1484  268 25  3 72
 0 0 0 6554068 7594700 148 1826 0 0 0 0  0  0  0  0  0  535 1500  268 25  3 72
 0 0 0 6553856 7594604 148 1826 0 1 1 0  0  1  0  0  0  549 1488  270 25  3 72
 0 0 0 6553912 7594652 148 1826 0 0 0 0  0  0  0  0  0  528 1506  264 25  3 72
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd -- -- --   in   sy   cs us sy id
 0 0 0 6554068 7594692 148 1826 0 0 0 0  0  0  0  0  0  529 1489  270 25  3 72
 0 0 0 6553784 7594556 148 1823 0 0 0 0  0  0  0  0  0  528 1498  262 25  3 72
 0 0 0 6554068 7594692 148 1827 0 0 0 0  0  0  0  0  0  525 1488  264 25  3 72
 0 0 0 6553788 7594568 44 466 0 1  1  0  0  0  0  0  0  435  828  207 25  1 74
