Time Temp Temp Planar_Temp VRD_0_Temp VRD_1_Temp Fan_1 Fan_2A Fan_2B Fan_3A Fan_3B Fan_4A Fan_4B Fan_5A Fan_5B Fan_Redundancy
0 25 28 23 17 19 3150 7500 5250 7425 5400 7575 5250 7950 5325 54h
8 28 29 23 17 19 3150 7575 5250 7425 5325 7575 5250 7950 5250 54h
16 28 29 23 17 19 3150 7575 5250 7425 5400 7575 5250 7875 5250 54h
24 27 30 23 17 19 3150 7575 5250 7500 5400 7575 5250 7875 5250 54h
32 28 30 23 17 19 3150 7575 5250 7425 5400 7575 5250 7950 5250 54h
40 28 33 23 17 19 3150 7575 5250 7425 5325 7575 5250 7950 5250 54h
48 27 30 23 17 19 3150 7575 5250 7425 5400 7575 5250 7950 5250 54h
56 26 29 23 17 19 3150 7575 5250 7500 5400 7575 5250 7950 5250 54h
64 26 29 23 17 19 3150 7500 5250 7425 5325 7500 5250 7875 5250 54h
72 26 29 23 17 19 3150 7575 5325 7425 5325 7575 5325 7950 5250 54h
80 26 29 23 17 19 3150 7575 5250 7425 5400 7575 5250 7950 5250 54h
88 26 29 23 17 19 3150 7575 5250 7500 5325 7575 5250 7950 5250 54h
96 25 29 23 17 19 3150 7500 5325 7500 5325 7500 5325 7950 5250 54h
104 25 29 23 17 19 3150 7500 5250 7500 5325 7575 5250 7875 5325 54h
112 25 29 23 17 19 3150 7500 5325 7500 5400 7575 5325 7875 5250 54h
120 25 29 23 17 19 3150 7575 5250 7500 5400 7575 5250 7950 5250 54h
128 25 29 23 17 19 3150 7575 5250 7425 5400 7575 5250 7950 5250 54h
136 28 29 23 17 19 3150 7500 5250 7425 5325 7500 5250 7950 5250 54h
144 28 31 23 17 19 3150 7575 5250 7500 5400 7575 5250 7950 5250 54h
152 27 31 23 17 19 3150 7575 5250 7425 5400 7575 5250 7950 5250 54h
160 26 32 23 17 19 3150 7575 5250 7425 5325 7575 5250 7950 5250 54h
168 29 32 23 17 19 3150 7575 5250 7500 5325 7575 5250 7950 5250 54h
176 27 29 23 17 19 3150 7575 5250 7500 5400 7575 5250 7875 5325 54h
184 26 30 23 17 19 3150 7575 5325 7500 5325 7575 5250 7950 5250 54h
192 25 30 23 17 19 3150 7575 5250 7425 5325 7575 5250 7875 5250 54h
200 26 29 23 17 19 3150 7575 5250 7425 5325 7575 5250 7950 5250 54h
208 26 29 23 17 19 3150 7575 5250 7500 5325 7575 5250 7950 5250 54h
216 26 29 23 17 19 3150 7575 5325 7425 5400 7575 5325 7875 5250 54h
224 26 29 23 17 19 3150 7575 5250 7500 5400 7575 5250 7950 5250 54h
232 26 29 23 17 19 3150 7500 5250 7425 5400 7500 5250 7950 5250 54h
240 25 29 24 17 19 3150 7575 5250 7500 5400 7575 5250 7950 5250 54h
248 25 29 24 17 19 3150 7575 5325 7425 5400 7575 5250 7875 5250 54h
256 26 35 24 17 19 3150 7575 5250 7425 5400 7575 5250 7875 5250 54h
264 26 36 24 17 20 3150 7575 5250 7500 5400 7500 5250 7950 5250 54h
272 31 34 24 17 20 3075 7575 5250 7500 5325 7575 5250 7875 5250 54h
280 32 35 24 17 20 3150 7575 5250 7500 5400 7575 5250 7875 5250 54h
288 29 38 24 17 20 3150 7575 5250 7425 5400 7575 5250 7950 5250 54h
296 31 37 24 18 20 3150 7575 5325 7500 5325 7575 5325 7875 5250 54h
304 31 38 24 18 21 3150 7575 5250 7425 5400 7575 5250 7950 5250 54h
312 34 37 24 18 21 3150 7575 5250 7425 5325 7575 5250 7950 5325 54h
320 33 37 24 18 20 3150 7575 5250 7425 5400 7575 5250 7875 5250 54h
328 29 39 24 18 21 3150 7575 5325 7425 5400 7575 5325 7875 5250 54h
336 29 39 24 18 21 3150 7575 5250 7500 5400 7575 5250 7875 5250 54h
344 33 36 24 18 21 3150 7575 5250 7425 5400 7575 5250 7875 5250 54h
352 33 36 24 18 21 3150 7575 5250 7425 5400 7575 5250 7950 5250 54h
360 31 41 24 18 21 3150 7575 5250 7500 5400 7575 5250 7950 5250 54h
368 31 40 24 18 21 3150 7575 5250 7500 5325 7575 5250 7950 5325 54h
376 29 40 25 18 21 3150 7500 5325 7425 5325 7575 5325 7950 5250 54h
384 32 37 25 18 21 3150 7575 5325 7425 5325 7500 5325 7875 5250 54h
392 34 35 25 18 21 3150 7575 5250 7425 5400 7575 5250 7875 5250 54h
400 33 35 25 18 21 3150 7575 5250 7425 5325 7575 5250 7950 5250 54h
408 34 35 25 18 21 3150 7575 5250 7425 5325 7575 5250 7875 5250 54h
416 34 34 25 18 21 3150 7575 5250 7500 5400 7575 5250 7950 5250 54h
424 34 34 25 18 21 3150 7575 5325 7425 5400 7575 5325 7950 5250 54h
432 30 38 25 19 21 3150 7575 5250 7500 5400 7575 5250 7950 5325 54h
440 29 40 25 18 21 3150 7575 5250 7500 5325 7575 5250 7875 5250 54h
448 29 40 25 18 21 3225 7575 5250 7425 5325 7575 5250 7950 5250 54h
456 34 35 25 18 21 3150 7575 5250 7500 5325 7575 5250 7950 5325 54h
464 35 34 25 18 21 3150 7575 5325 7425 5400 7575 5325 7875 5250 54h
472 34 34 25 19 21 3150 7575 5325 7500 5325 7575 5325 7950 5250 54h
480 30 38 25 19 21 3150 7575 5250 7500 5325 7575 5250 7950 5250 54h
488 30 38 25 18 21 3150 7575 5250 7500 5400 7575 5250 7950 5325 54h
496 35 37 25 18 21 3150 7575 5325 7425 5400 7575 5325 7950 5250 54h
504 33 39 25 19 21 3150 7500 5250 7425 5325 7500 5250 7875 5250 54h
512 32 39 25 18 21 3150 7575 5250 7425 5400 7575 5250 7875 5325 54h
520 33 38 25 18 21 3150 7575 5250 7500 5400 7575 5250 7950 5325 54h
528 33 40 26 18 21 3150 7575 5250 7425 5325 7575 5250 7875 5250 54h
536 34 40 26 18 21 3150 7575 5250 7425 5325 7575 5250 7875 5250 54h
544 33 38 26 18 21 3150 7575 5250 7500 5325 7575 5250 7950 5250 54h
552 31 38 26 19 21 3150 7575 5250 7425 5400 7500 5250 7950 5250 54h
560 34 35 26 18 21 3150 7575 5250 7500 5325 7500 5250 7875 5250 54h
568 34 39 26 19 21 3150 7575 5250 7500 5400 7575 5250 7875 5250 54h
576 31 37 26 18 21 3150 7575 5250 7500 5325 7500 5250 7875 5250 54h
584 30 40 26 18 21 3150 7575 5250 7425 5400 7575 5250 7950 5250 54h
592 29 40 26 18 21 3150 7575 5250 7425 5400 7575 5250 7875 5250 54h
600 29 40 26 18 22 3150 7575 5250 7425 5400 7500 5250 7875 5250 54h
608 29 41 26 18 22 3150 7575 5325 7500 5400 7575 5250 7875 5250 54h
616 33 36 26 18 22 3150 7575 5250 7425 5400 7500 5250 7875 5250 54h
624 33 35 26 18 22 3150 7575 5250 7425 5325 7500 5250 7875 5250 54h
632 28 41 26 18 22 3150 7575 5250 7425 5325 7500 5250 7950 5250 54h
640 28 41 26 18 22 3150 7575 5250 7500 5325 7575 5250 7950 5250 54h
648 28 41 26 18 22 3150 7575 5250 7425 5325 7500 5250 7875 5325 54h
656 33 35 26 18 22 3150 7575 5250 7425 5400 7575 5250 7950 5250 54h
664 34 37 26 18 22 3150 7575 5175 7425 5325 7575 5250 7875 5250 54h
672 34 38 26 18 21 3150 7575 5250 7500 5325 7575 5250 7875 5250 54h
680 31 41 26 18 21 3150 7575 5325 7425 5325 7500 5325 7950 5250 54h
688 34 38 26 18 21 3150 7575 5250 7425 5400 7575 5250 7950 5325 54h
696 33 39 26 18 21 3150 7575 5250 7500 5400 7575 5250 7875 5250 54h
704 32 41 26 18 22 3150 7575 5250 7425 5325 7575 5250 7875 5250 54h
712 32 42 26 18 22 3225 7575 5250 7425 5400 7575 5250 7875 5250 54h
720 33 37 26 18 22 3150 7650 5325 7425 5400 7575 5325 7875 5250 54h
728 34 36 26 18 22 3150 7575 5250 7500 5325 7575 5250 7875 5250 54h
736 34 35 26 18 21 3150 7575 5250 7425 5400 7575 5250 7950 5325 54h
744 34 35 26 18 21 3150 7575 5250 7425 5400 7575 5250 7950 5250 54h
752 30 40 26 19 21 3150 7575 5250 7500 5400 7575 5250 7950 5250 54h
760 34 34 26 19 21 3150 7575 5250 7425 5325 7575 5250 7875 5250 54h
768 35 34 26 19 21 3150 7575 5250 7500 5325 7575 5250 7950 5250 54h
776 35 34 26 19 21 3150 7575 5250 7425 5400 7575 5250 7875 5250 54h
784 30 40 26 19 21 3225 7575 5250 7425 5325 7500 5250 7950 5250 54h
792 29 40 26 18 21 3150 7575 5250 7500 5400 7575 5250 7875 5325 54h
800 33 35 26 18 22 3150 7575 5250 7500 5325 7575 5250 7950 5250 54h
808 30 39 26 19 21 3150 7575 5250 7500 5400 7575 5250 7875 5250 54h
816 30 39 26 19 21 3150 7575 5325 7425 5400 7575 5325 7950 5250 54h
824 29 41 26 18 21 3150 7650 5250 7425 5400 7500 5250 7950 5250 54h
832 33 36 26 18 22 3150 7575 5250 7425 5400 7575 5250 7875 5325 54h
840 33 39 26 18 22 3150 7575 5250 7425 5400 7575 5250 7950 5250 54h
848 32 41 26 18 21 3150 7575 5325 7500 5400 7575 5325 7875 5250 54h
856 32 39 26 18 22 3150 7575 5325 7500 5325 7500 5325 7875 5250 54h
864 33 40 26 18 21 3225 7575 5250 7500 5400 7575 5250 7950 5250 54h
872 32 40 26 18 21 3150 7650 5250 7425 5400 7575 5250 7950 5325 54h
880 32 41 26 18 22 3150 7575 5325 7425 5400 7500 5325 7875 5250 54h
888 33 41 26 18 22 3150 7575 5250 7425 5400 7575 5250 7950 5325 54h
896 30 40 26 18 22 3150 7575 5250 7500 5400 7575 5250 7950 5250 54h
904 29 41 26 18 22 3150 7575 5325 7425 5400 7575 5325 7875 5250 54h
912 33 37 26 18 22 3150 7575 5250 7500 5325 7575 5250 7950 5250 54h
920 29 41 26 18 22 3150 7575 5250 7425 5400 7575 5250 7875 5325 54h
928 29 41 26 18 22 3150 7575 5325 7500 5400 7575 5250 7950 5250 54h
936 33 37 26 18 22 3150 7575 5250 7425 5325 7575 5250 7950 5250 54h
944 31 40 26 18 22 3150 7575 5250 7425 5400 7575 5250 7950 5250 54h
952 28 41 26 18 22 3150 7575 5250 7425 5325 7575 5250 7950 5250 54h
960 33 36 26 18 22 3150 7575 5325 7425 5400 7575 5325 7875 5250 54h
968 29 40 26 18 21 3150 7575 5250 7500 5400 7575 5250 7950 5250 54h
976 29 40 26 18 21 3150 7575 5250 7425 5325 7575 5250 7875 5250 54h
984 29 41 26 18 21 3150 7575 5250 7500 5325 7575 5250 7875 5250 54h
992 29 40 26 18 21 3225 7575 5250 7500 5400 7575 5250 7950 5325 54h
1000 29 41 26 18 21 3150 7575 5250 7425 5400 7575 5250 7950 5250 54h
1008 29 41 26 18 22 3150 7575 5250 7500 5325 7575 5250 7950 5250 54h
1016 33 35 26 18 22 3150 7575 5250 7425 5325 7575 5250 7875 5250 54h
1024 34 37 26 18 21 3150 7575 5325 7425 5400 7575 5325 7950 5250 54h
1032 34 39 26 18 21 3150 7575 5250 7500 5325 7575 5250 7875 5250 54h
1040 34 38 26 18 21 3150 7575 5250 7425 5400 7500 5250 7875 5325 54h
1048 34 37 26 19 21 3150 7575 5250 7500 5325 7575 5250 7950 5250 54h
1056 34 38 26 18 21 3150 7575 5250 7425 5400 7575 5250 7950 5325 54h
1064 35 37 26 19 21 3225 7650 5250 7425 5325 7575 5250 7875 5250 54h
1072 36 38 26 19 21 3225 7575 5250 7425 5325 7575 5250 7875 5250 54h
1080 31 39 26 18 21 3150 7650 5250 7500 5325 7500 5250 7875 5250 54h
1088 34 36 26 18 21 3150 7575 5250 7425 5400 7500 5250 7950 5250 54h
1096 31 39 26 18 21 3150 7575 5250 7425 5325 7575 5250 7875 5250 54h
1104 30 40 26 18 21 3150 7575 5250 7425 5325 7575 5250 7875 5250 54h
1112 35 34 26 18 21 3150 7575 5250 7425 5325 7575 5250 7950 5325 54h
1120 35 33 26 19 21 3150 7575 5250 7425 5325 7575 5250 7950 5250 54h
1128 31 38 26 19 21 3150 7575 5250 7425 5325 7575 5250 7875 5325 54h
1136 31 39 26 19 21 3225 7575 5325 7425 5400 7575 5325 7950 5250 54h
1144 29 40 26 18 21 3150 7575 5325 7500 5400 7575 5325 7875 5250 54h
1152 35 34 26 18 21 3150 7575 5250 7425 5325 7575 5250 7950 5250 54h
1160 33 35 26 18 21 3150 7575 5250 7425 5325 7575 5250 7875 5325 54h
1168 35 34 26 19 21 3150 7575 5325 7425 5325 7575 5325 7875 5250 54h
1176 30 39 26 19 21 3150 7575 5250 7500 5400 7575 5250 7950 5250 54h
1184 29 40 26 18 21 3150 7650 5250 7425 5325 7575 5250 7950 5325 54h
1192 33 35 26 18 21 3150 7575 5250 7425 5325 7575 5250 7875 5250 54h
1200 32 40 26 18 21 3150 7575 5250 7500 5325 7575 5250 7875 5250 54h
1208 35 37 26 18 21 3150 7575 5250 7425 5400 7575 5250 7950 5250 54h
1216 34 38 26 19 21 3150 7575 5250 7425 5400 7575 5250 7950 5250 54h
1224 32 39 26 18 21 3150 7575 5250 7425 5325 7575 5250 7950 5325 54h
1232 33 39 26 18 21 3150 7575 5250 7500 5400 7575 5250 7950 5250 54h
1240 33 39 26 18 21 3150 7575 5250 7425 5400 7575 5250 7950 5250 54h
1248 36 38 26 19 21 3150 7575 5250 7500 5400 7575 5250 7875 5250 54h
1256 33 36 26 18 21 3150 7575 5250 7500 5400 7575 5250 7875 5325 54h
1264 34 36 26 18 21 3150 7575 5250 7500 5400 7575 5250 7950 5250 54h
1272 33 36 26 18 21 3150 7575 5250 7500 5400 7575 5250 7950 5250 54h
1280 30 39 26 18 21 3150 7575 5250 7425 5400 7575 5250 7950 5250 54h
1288 30 39 26 18 21 3150 7575 5250 7425 5400 7575 5250 7950 5250 54h
1296 34 35 26 18 21 3150 7575 5250 7425 5400 7575 5250 7950 5250 54h
1304 32 37 26 18 21 3150 7575 5250 7425 5325 7575 5250 7950 5250 54h
1312 34 34 26 19 21 3150 7500 5250 7425 5400 7575 5250 7950 5250 54h
1320 30 39 26 19 21 3150 7575 5250 7425 5400 7575 5250 7875 5250 54h
1328 29 40 26 18 21 3150 7575 5250 7425 5400 7575 5250 7875 5250 54h
1336 29 40 26 18 21 3150 7500 5250 7425 5400 7575 5250 7875 5250 54h
1344 34 35 26 18 21 3150 7575 5250 7425 5400 7575 5250 7950 5325 54h
1352 32 35 26 18 21 3150 7575 5250 7500 5400 7575 5250 7950 5250 54h
1360 30 33 26 19 21 3150 7650 5250 7500 5325 7575 5250 7950 5325 54h
1368 32 33 26 19 21 3150 7575 5250 7500 5325 7500 5250 7950 5250 54h
1376 35 35 26 18 21 3150 7575 5250 7425 5325 7575 5250 7950 5250 54h
1384 35 35 26 19 21 3150 7575 5250 7425 5400 7575 5250 7950 5250 54h
1392 37 35 26 19 21 3150 7575 5250 7425 5325 7575 5250 7950 5250 54h
1400 33 38 26 19 21 3150 7575 5250 7425 5325 7575 5250 7875 5325 54h
1408 36 37 26 19 21 3150 7575 5325 7425 5400 7575 5325 7950 5250 54h
1416 33 37 26 19 21 3150 7500 5325 7425 5325 7575 5325 7875 5250 54h
