time,cpu,FSB,L2miss
2,1,24163128,
4,0,,6953
4,1,,38950
6,1,2349246,
8,0,,305719
10,1,11564072,
12,1,,37119
14,0,3813658,
16,1,,702285
18,0,1758142,
20,1,,6534
20,0,,83875
22,0,20934904,
24,1,,141993
26,0,2533906,
28,0,,222572
30,0,10844609,
32,1,,229160
34,0,2494832,
36,0,,893761
38,0,1452296,
40,0,,11339
42,1,21242686,
44,1,,55032
46,1,2545266,
48,0,,249639
50,1,12124316,
52,0,,41741
54,0,3527790,
56,1,,928436
58,1,1531804,
60,1,,22430
62,0,22221236,
62,1,22225964,
64,1,,62452
66,1,2413292,
68,1,,406057
70,1,12064274,
72,1,,57726
74,1,2856374,
76,1,,767781
78,0,1364770,
80,1,,5501
80,0,,71424
82,0,20870262,
84,0,,80980
86,0,2440442,
88,0,,272106
90,1,10904492,
92,0,,74822
94,1,2394242,
96,1,,783758
98,0,1361800,
98,1,1362916,
100,1,,38043
102,1,21122502,
104,1,,66200
106,0,2497104,
108,0,,269815
110,1,12290508,
112,1,,119588
114,0,2903602,
116,0,,791619
118,0,615874,
120,1,,8482
122,1,20526564,
124,0,,4674
124,1,,54066
126,0,2438156,
126,1,2437836,
128,1,,359133
130,1,11845136,
132,0,,28121
134,1,2856732,
136,0,,820041
138,0,1362736,
140,0,,72819
142,0,20921208,
144,0,,6134
144,1,,90569
146,0,2494852,
148,0,,300837
150,1,11273266,
152,0,,80787
154,1,2074234,
156,0,,770404
158,0,1305190,
160,1,,5277
160,0,,54655
162,0,21372052,
164,1,,6589
164,0,,63009
166,0,2605056,
168,0,,298678
168,1,,325040
170,1,12294412,
172,1,,103207
174,0,2861216,
176,0,,772425
178,0,619076,
180,1,,19073
182,0,20846380,
184,0,,50410
186,1,2355626,
188,0,,359280
188,1,,276695
190,0,12050562,
192,1,,39897
194,1,2617482,
196,0,,730807
198,1,1355652,
200,0,,74019
202,1,21295274,
204,0,,5724
204,1,,87190
206,0,2521226,
208,1,,276987
210,0,11318388,
212,0,,79920
214,0,1888176,
216,1,,732452
218,1,1346520,
220,0,,54166
222,1,20133050,
224,0,,81592
226,0,2379854,
228,1,,289876
230,0,12498016,
232,1,,78437
234,1,2482380,
234,0,2512960,
236,0,,707673
238,1,545944,
240,1,,15763
242,1,17275516,
242,0,17299172,
244,1,,128552
246,0,2424936,
246,1,2426320,
248,0,,361571
250,1,12094002,
250,0,12100738,
252,0,,78097
254,0,2448128,
256,0,,672952
258,1,1441574,
260,0,,45297
262,0,16470376,
262,1,16487926,
264,1,,255335
266,0,2889086,
268,0,,344771
268,1,,269913
270,0,11631786,
272,1,,51726
274,0,1698866,
276,0,,835179
278,1,1334534,
278,0,1336932,
280,1,,3672
280,0,,53473
282,0,14794976,
282,1,14837588,
284,1,,228974
286,1,2426238,
288,0,,250107
288,1,,375435
290,1,12536464,
292,0,,78015
294,0,2252804,
296,0,,806977
298,1,624760,
300,1,,5514
300,0,,22094
302,0,33727498,
302,1,33754826,
304,0,,1644562
306,0,4413890,
308,0,,4034096
310,0,143141012,
312,1,,3905016
314,1,161655248,
316,0,,3559643
318,0,130917530,
320,0,,4289642
322,0,125956360,
324,0,,2515548
326,0,156550116,
328,0,,4844813
330,0,156469389,
332,0,,4508294
334,0,230759416,
336,1,,4532321
336,0,,5280909
338,0,190086920,
340,0,,4667015
342,0,124137500,
344,0,,3809394
346,0,121589698,
348,1,,3285428
348,0,,4508226
350,0,146440566,
352,0,,6546502
354,0,152442588,
356,0,,4052797
358,0,223333444,
360,1,,5635073
362,0,237436726,
364,0,,2299854
366,1,258821594,
367,0,329940994,
368,0,,2041791
370,1,174045280,
372,0,,3338966
374,1,134063788,
376,1,,3058638
376,0,,2031996
378,1,96369974,
380,1,,2579393
380,0,,71835
382,1,76658936,
384,1,,252003
384,0,,4254535
386,1,60109571,
388,0,,2068653
390,1,20528296,
392,0,,2458871
394,1,42966474,
396,1,,1074189
396,0,,1963060
398,0,46564066,
400,1,,442406
400,0,,86590
402,1,42960000,
404,0,,84459
404,1,,1246418
406,0,49003696,
406,1,49002798,
408,1,,2712007
410,0,108676990,
412,1,,110431
412,0,,1916968
414,0,26059762,
416,1,,1346306
416,0,,1536950
418,1,18158658,
420,0,,770373
422,0,44534973,
424,1,,894500
426,0,21088652,
428,0,,608908
428,1,,1572088
430,0,38107260,
432,1,,103731
432,0,,1348923
434,0,33785210,
436,0,,1418143
436,1,,1256029
438,1,18040790,
440,0,,6007
440,1,,1443692
442,1,45739298,
444,1,,1634241
446,1,26933902,
448,1,,1424065
448,0,,352534
450,0,36621658,
452,1,,76955
454,1,25544096,
454,0,25548640,
456,1,,1080715
458,1,14895127,
460,1,,272761
462,0,33837769,
464,0,,1753054
466,1,27654302,
466,0,27659002,
468,0,,1087788
470,0,45315082,
472,1,,154226
472,0,,1889889
474,0,63691008,
476,1,,1346141
478,1,21924120,
480,0,,20510
480,1,,1996190
482,0,47145408,
484,0,,1693754
486,1,20715486,
488,0,,973691
490,1,103479148,
492,1,,1391005
494,0,40134648,
496,0,,1275436
496,1,,2112208
498,0,50902791,
500,1,,399383
502,0,84993530,
504,0,,2549742
506,0,98752386,
508,0,,2921028
510,0,64831464,
512,1,,929300
512,0,,1957358
514,1,38039449,
516,0,,1074011
518,0,177184612,
518,1,177206572,
520,0,,41299
520,1,,3440666
522,1,68442672,
524,1,,3012323
526,1,29316940,
528,0,,1458080
528,1,,1535990
530,1,78346760,
532,1,,227566
534,0,73318090,
534,1,73330012,
536,1,,2278137
538,1,95501560,
538,0,95521291,
540,1,,2251667
542,1,59185222,
544,1,,2541073
546,0,61472250,
548,0,,580534
