 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 10082616 6936996 33 1002 0 0 0 0  4  1  0  0  0  388  624  152  4  2 94
 0 0 0 9296280 6140112 135 3983 0 0 0 0  0  0  0  0  0  440 2591  252  1  9 91
 0 0 0 9296072 6139872 123 3612 0 0 0 0  0  2  0  0  0  428 2181  282  1  9 91
 0 0 0 9295868 6139820 123 3612 0 0 0 0  0  0  0  0  0  378 2188  240  1  8 91
 0 0 0 9296308 6139956 12 99 0  0  0  0  0  0  0  0  0  371  750  100  0  0 99
 0 0 0 9296044 6139956 111 3509 0 0 0 0  0  0  0  0  0  377 2132  245  1  8 91
 0 0 0 9296068 6139932 128 3630 0 0 0 0  0  0  0  0  0  386 2188  248  1  9 91
 0 0 0 9295860 6139892 127 3609 0 0 0 0  0  0  0  0  0  387 2193  247  1  8 91
 0 0 0 9296304 6139968 12 98 0  0  0  0  0  2  0  0  0  387  732  126  0  0 100
 0 0 0 9296076 6139940 111 3534 0 0 0 0  0  0  0  0  0  391 2160  241  1  8 91
 0 0 0 9296040 6139856 123 3620 0 0 0 0  0  0  0  0  0  382 2214  251  1  9 91
 0 0 0 9295836 6139800 124 3609 0 0 0 0  0  0  0  0  0  394 2203  253  1  8 91
 0 0 0 9296280 6140000 15 99 0  0  0  0  0  0  0  0  0  365  757   95  0  0 99
 0 0 0 9296040 6139916 115 3519 0 0 0 0  0  0  0  0  0  383 2105  248  1  8 91
 0 0 0 9296028 6139844 123 3606 0 0 0 0  0  2  0  0  0  414 2162  283  1  9 91
 0 0 0 9295796 6139764 123 3605 0 0 0 0  0  0  0  0  0  386 2155  245  1  9 91
 0 0 0 9296240 6139904 12 98 0  0  0  0  0  0  0  0  0  373  816  147  0  0 100
 0 0 0 9296008 6139888 111 3591 0 0 0 0  0  0  0  0  0  384 2148  242  1  8 91
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 9296000 6139860 130 3616 0 0 0 0  0  0  0  0  0  379 2166  247  1  9 91
 0 0 0 9295784 6139784 125 3622 0 0 0 0  0  0  0  0  0  381 2181  245  1  8 91
 0 0 0 9296204 6139880 12 99 0  0  0  0  0  2  0  0  0  397  726  133  0  0 100
 0 0 0 9296004 6139864 111 3521 0 0 0 0  0  0  0  0  0  389 2143  239  1  8 91
 0 0 0 9295964 6139780 123 3622 0 0 0 0  0  0  0  0  0  386 2207  249  1  9 91
 0 0 0 9295760 6139728 124 3625 0 0 0 0  0  0  0  0  0  388 2180  249  1  9 91
 0 0 0 9296204 6139932 15 99 0  0  0  0  0  0  0  0  0  363  756   93  0  0 100
 0 0 0 9296000 6139860 115 3524 0 0 0 0  0  0  0  0  0  382 2158  250  1  8 91
