 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd -- -- --   in   sy   cs us sy id
 0 0 0 6468040 7480228 130 1587 20 0 0 0 23 2  0  0  0  570 1428  336 12  3 86
 0 0 0 6780148 7806064 149 2097 0 0 0 0  0  0  0  0  0  570 1852  285  0  3 97
 0 0 0 6779876 7805968 148 1830 0 0 0 0  0  0  0  0  0  521 1507  300  0  3 97
 0 0 0 6779844 7805940 147 1825 0 0 0 0  0  0  0  0  0  510 1501  275  0  3 97
 0 0 0 6780128 7806076 148 1826 0 1 1 0  0  0  0  0  0  515 1486  274  0  3 97
 0 0 0 6779844 7805940 148 1828 0 0 0 0  0  0  0  0  0  508 1500  274  0  3 97
 0 0 0 6780128 7806072 147 1824 0 0 0 0  0  0  0  0  0  510 1484  274  0  3 97
 0 0 0 6779872 7805964 148 1826 0 0 0 0  0  0  0  0  0  524 1499  305  0  3 97
 0 0 0 6780128 7806072 148 1827 0 0 0 0  0  0  0  0  0  515 1486  272  0  3 97
 0 0 0 6779852 7805952 146 1800 0 1 1 0  0  1  0  0  0  526 1551  305  0  3 97
 0 0 0 6780104 7806048 2 28  0  0  0  0  0  0  0  0  0  422  540  188  0  0 100
 0 0 0 6779820 7805912 147 1826 0 0 0 0  0  0  0  0  0  524 1501  297  0  3 97
 0 0 0 6780104 7806048 148 1829 0 0 0 0  0  0  0  0  0  522 1492  302  0  3 97
 0 0 0 6779820 7805912 147 1822 0 0 0 0  0  0  0  0  0  508 1496  270  0  3 97
 0 0 0 6780104 7806044 148 1828 0 0 0 0  0  0  0  0  0  530 1489  298  0  3 97
 0 0 0 6779848 7805936 148 1824 0 1 1 0  0  1  0  0  0  515 1503  272  0  3 97
 0 0 0 6780104 7806040 148 1828 0 0 0 0  0  0  0  0  0  515 1486  275  0  3 97
 0 0 0 6779852 7805932 148 1826 0 0 0 0  0  0  0  0  0  511 1503  275  0  3 97
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd -- -- --   in   sy   cs us sy id
 0 0 0 6779820 7805900 147 1825 0 0 0 0  0  0  0  0  0  529 1485  301  0  3 97
 0 0 0 6780104 7806036 115 1347 0 0 0 0  0  0  0  0  0  508 1285  276  0  3 97
 0 0 0 6780080 7806024 33 480 0 0  0  0  0  0  0  0  0  449  742  208  0  0 100
 0 0 0 6779796 7805880 148 1827 0 0 0 0  0  2  0  0  0  523 1503  271  0  3 97
 0 0 0 6780080 7806016 147 1824 0 1 1 0  0  0  0  0  0  520 1484  273  0  3 97
 0 0 0 6779824 7805908 148 1826 0 0 0 0  0  0  0  0  0  511 1500  271  0  3 97
 0 0 0 6780080 7806016 148 1827 0 0 0 0  0  0  0  0  0  510 1486  270  0  3 97
 0 0 0 6779828 7805908 148 1826 0 0 0 0  0  0  0  0  0  513 1506  276  0  3 97
 0 0 0 6779796 7805880 148 1827 0 0 0 0  0  0  0  0  0  535 1487  317  0  3 97
 0 0 0 6780080 7806016 148 1825 0 1 1 0  0  1  0  0  0  538 1501  337  0  3 97
 0 0 0 6779796 7805880 147 1826 0 0 0 0  0  0  0  0  0  532 1485  304  0  3 97
 0 0 0 6780080 7806016 90 1009 0 0 0  0  0  0  0  0  0  486 1135  229  0  3 97
 0 0 0 6780080 7806016 57 816 0 0  0  0  0  0  0  0  0  465  890  224  0  1 99
 0 0 0 6779824 7805908 148 1827 0 0 0 0  0  1  0  0  0  516 1506  274  0  3 97
 0 0 0 6780056 7806004 147 1826 0 0 0 0  0  0  0  0  0  524 1485  296  0  3 97
 0 0 0 6779804 7805884 148 1827 0 1 1 0  0  1  0  0  0  523 1746  320  0  3 97
 0 0 0 6779772 7805856 148 1826 0 0 0 0  0  0  0  0  0  512 1486  277  0  3 97
 0 0 0 6780056 7805984 148 1826 0 0 0 0  0  0  0  0  0  521 1517  279  0  3 97
 0 0 0 6779772 7805848 148 1826 0 0 0 0  0  0  0  0  0  526 1494  273  0  3 97
