Time,ambienttemp,cpu0.dietemp,cpu0.memtemp,cpu1.dietemp,cpu1.memtemp,gbeth.temp,hddbp.temp,sp.temp,fan1.tach,fan2.tach,fan3.tach,fan4.tach,fan5.tach,fan6.tach
0,19.200,39,27,37.200,30,37.800,21,37.200,10020,10260,10440,9600,10920,10740
5,18.600,39,27,37.200,30,37.800,21,37.200,10020,10260,10440,9600,10920,10740
10,18.600,39.600,27,37.200,30,37.800,21,37.200,10020,10200,10440,9660,10920,10740
15,19.200,39.600,27,37.200,30,37.800,21,37.200,10020,10200,10440,9660,10920,10740
20,19.200,39,27,37.200,30,37.800,21,37.200,10020,10260,10380,9600,10920,10800
25,19.200,39,27,37.200,30,37.800,21,37.200,10020,10260,10380,9600,10920,10800
30,19.200,39,27,37.200,30,37.800,21,37.200,10080,10260,10380,9660,10920,10740
35,18.600,39,27,37.200,30,37.800,21,37.200,10080,10260,10380,9660,10920,10740
40,18.600,39.600,27,37.200,30,37.200,21,37.200,10020,10260,10380,9660,10860,10740
45,18.600,39.600,27,37.200,30,37.200,21,37.200,10020,10260,10380,9660,10860,10740
50,19.800,39,27,37.200,30.600,37.200,21,37.200,10020,10200,10380,9600,10920,10740
55,19.800,39,27,37.200,30.600,37.200,21,37.200,10020,10200,10380,9600,10920,10740
60,18.600,39.600,27,37.800,30,37.800,21,37.200,10020,10260,10440,9660,10920,10740
65,19.200,39.600,27,37.800,30,37.800,21,37.200,10020,10260,10440,9660,10920,10740
70,19.200,39,27,37.800,30,37.800,21,37.200,10020,10260,10440,9660,10920,10740
75,19.200,39,27,37.800,30,37.800,21,37.200,10020,10260,10440,9660,10920,10740
80,19.200,39.600,27,37.200,30,37.800,21,37.200,9960,10200,10380,9660,10920,10740
85,18.600,39.600,27,37.200,30,37.800,21,37.200,9960,10200,10380,9660,10920,10740
90,18.600,39.600,27,37.800,30.600,37.200,21,37.200,10020,10200,10380,9600,10920,10740
95,19.200,39.600,27,37.800,30.600,37.200,21,37.200,10020,10200,10380,9600,10920,10740
100,19.800,39.600,27,37.200,30.600,37.800,21,37.200,10080,10260,10440,9660,10920,10800
105,19.800,39.600,27,37.200,30.600,37.800,21,37.200,10080,10260,10440,9660,10920,10800
110,19.200,39.600,27,37.200,30.600,37.800,21,37.200,10020,10200,10440,9600,10920,10800
115,18.600,39.600,27,37.200,30.600,37.800,21,37.200,10020,10200,10440,9600,10920,10800
120,18.600,39.600,27,37.800,30.600,37.800,21,37.200,10020,10200,10380,9600,10920,10800
125,19.200,39.600,27,37.800,30.600,37.800,21,37.200,10020,10200,10380,9600,10920,10800
130,19.200,39.600,27,37.800,30.600,37.800,21,37.200,10080,10260,10380,9660,10920,10740
135,19.200,39.600,27,37.800,30.600,37.800,21,37.200,10080,10260,10380,9660,10920,10740
140,19.200,39.600,27,37.800,30.600,37.800,21,37.200,10020,10260,10440,9600,10920,10740
145,18.600,39.600,27,37.800,30.600,37.800,21,37.200,10020,10260,10440,9600,10920,10740
150,18.600,39.600,27,37.800,30.600,37.800,21,37.200,10080,10260,10440,9600,10920,10740
155,18.600,39.600,27,37.800,30.600,37.800,21,37.200,10080,10260,10440,9600,10920,10740
160,19.800,39.600,27,37.800,30.600,37.800,21,37.200,10020,10260,10440,9660,10860,10740
165,19.800,39.600,27,37.800,30.600,37.800,21,37.200,10020,10260,10440,9660,10860,10740
170,19.200,39.600,27,37.800,30.600,37.800,21,37.200,10020,10260,10440,9600,10920,10740
175,19.200,39.600,27,37.800,30.600,37.800,21,37.200,10020,10260,10440,9600,10920,10740
180,19.800,39.600,27,37.800,30.600,37.800,21,37.200,10020,10200,10440,9660,10920,10800
185,19.200,39.600,27,37.800,30.600,37.800,21,37.200,10020,10200,10440,9660,10920,10800
190,19.200,39.600,27,37.800,30.600,37.800,21,37.200,10080,10200,10440,9660,10920,10740
195,19.200,39.600,27,37.800,30.600,37.800,21,37.200,10080,10260,10440,9600,10920,10740
200,19.200,39.600,27,37.800,30.600,37.800,21,37.200,10020,10260,10440,9600,10920,10740
205,19.200,39.600,27,37.800,30.600,37.800,21,37.200,10020,10260,10380,9660,10920,10740
210,19.200,39.600,27,37.800,30.600,37.800,21,37.200,10020,10260,10380,9660,10920,10740
215,19.200,39.600,27,37.800,30.600,37.800,21,37.200,10020,10200,10440,9660,10920,10800
220,19.800,39.600,27,37.800,30.600,37.800,21,37.200,10020,10200,10440,9660,10920,10800
225,19.800,39.600,27,37.800,30.600,37.800,21,37.200,10020,10200,10440,9600,10860,10740
