 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd -- -- --   in   sy   cs us sy id
 0 0 0 6493012 7530412 89 1023 28 0 0 0 18  2  0  0  0  543  857  272  7  2 91
 0 0 0 6741272 7776848 180 2276 0 3 3 0  0  0  0  0  0  587 2326  291  0  3 97
 0 0 0 6741000 7776740 149 1830 0 0 0 0  0  0  0  0  0  488 1504  268  0  3 97
 0 0 0 6740968 7776708 149 1827 0 1 1 0  0  0  0  0  0  498 1504  273  0  3 97
 0 0 0 6741252 7776848 148 1824 0 0 0 0  0  0  0  0  0  490 1490  268  0  3 97
 0 0 0 6740968 7776712 148 1826 0 0 0 0  0  0  0  0  0  499 1566  306  0  3 97
 0 0 0 6741252 7776844 148 1826 0 0 0 0  0  0  0  0  0  500 1487  270  0  3 97
 0 0 0 6741172 7776812 148 1825 0 0 0 0  0  0  0  0  0  500 1503  273  0  3 97
 0 0 0 6741252 7776844 149 1826 0 1 1 0  0  1  0  0  0  514 1488  269  0  3 97
 0 0 0 6740976 7776724 105 1217 0 0 0 0  0  1  0  0  0  481 1233  243  0  3 97
 0 0 0 6741228 7776820 43 609 0 0  0  0  0  0  0  0  0  436  795  211  0  0 100
 0 0 0 6740944 7776672 148 1826 0 0 0 0  0  0  0  0  0  493 1499  275  0  3 97
 0 0 0 6741228 7776816 148 1826 0 0 0 0  0  0  0  0  0  498 1486  264  0  3 97
 0 0 0 6740944 7776680 148 1825 0 0 0 0  0  0  0  0  0  493 1498  264  0  3 97
 0 0 0 6741228 7776812 148 1826 0 0 0 0  0  0  0  0  0  498 1487  267  0  3 97
 0 0 0 6741184 7776824 148 1825 0 1 1 0  0  1  0  0  0  506 1501  271  0  3 97
 0 0 0 6741228 7776808 148 1826 0 0 0 0  0  0  0  0  0  519 1486  314  0  3 97
 0 0 0 6740976 7776700 148 1826 0 0 0 0  0  0  0  0  0  491 1499  268  0  3 97
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd -- -- --   in   sy   cs us sy id
 0 0 0 6740944 7776664 148 1826 0 0 0 0  0  0  0  0  0  504 1486  296  0  3 97
 0 0 0 6741228 7776808 90 1009 0 0 0  0  0  0  0  0  0  453 1134  232  0  3 97
 0 0 0 6741204 7776796 58 817 0 0  0  0  0  0  0  0  0  456  891  223  0  1 99
 0 0 0 6740920 7776640 148 1828 0 1 1 0  0  1  0  0  0  502 1505  276  0  3 97
 0 0 0 6741204 7776776 148 1826 0 0 0 0  0  0  0  0  0  501 1487  272  0  3 97
 0 0 0 6740948 7776668 148 1825 0 0 0 0  0  0  0  0  0  489 1501  268  0  3 97
 0 0 0 6741204 7776776 148 1825 0 0 0 0  0  0  0  0  0  491 1485  269  0  3 97
 0 0 0 6740952 7776664 148 1826 0 0 0 0  0  0  0  0  0  499 1500  275  0  3 97
 0 0 0 6740920 7776632 149 1826 0 1 1 0  0  1  0  0  0  502 1486  267  0  3 97
 0 0 0 6741204 7776768 148 1826 0 0 0 0  0  1  0  0  0  509 1502  273  0  3 97
 0 0 0 6740920 7776632 148 1825 0 0 0 0  0  0  0  0  0  504 1485  272  0  3 97
 0 0 0 6741204 7776768 91 1009 0 0 0  0  0  0  0  0  0  450 1188  262  0  2 98
 0 0 0 6741204 7776764 58 817 0 0  0  0  0  0  0  0  0  448  911  224  0  1 99
 0 0 0 6740948 7776656 148 1825 0 0 0 0  0  0  0  0  0  501 1514  276  0  3 97
 0 0 0 6741180 7776752 148 1825 0 0 0 0  0  0  0  0  0  502 1486  268  0  3 97
 0 0 0 6740928 7776632 149 1829 0 1 1 0  0  1  0  0  0  505 1506  274  0  3 97
 0 0 0 6740896 7776596 148 1826 0 0 0 0  0  0  0  0  0  508 1486  290  0  3 97
 0 0 0 6741180 7776736 148 1825 0 0 0 0  0  0  0  0  0  494 1498  267  0  3 97
 0 0 0 6740896 7776600 148 1825 0 0 0 0  0  0  0  0  0  493 1485  266  0  3 97
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd -- -- --   in   sy   cs us sy id
 0 0 0 6741180 7776736 148 1825 0 0 0 0  0  0  0  0  0  496 1499  268  0  3 97
 0 0 0 6740924 7776628 148 1824 0 1 1 0  0  1  0  0  0  508 1487  270  0  3 97
 0 0 0 6741180 7776736 91 1008 0 0 0  0  0  1  0  0  0  469 1113  227  0  2 98
 0 0 0 6741180 7776732 58 818 0 0  0  0  0  0  0  0  0  441  913  224  0  1 99
 0 0 0 6740928 7776616 148 1826 0 0 0 0  0  0  0  0  0  497 1500  268  0  3 97
 0 0 0 6740896 7776580 148 1827 0 0 0 0  0  0  0  0  0  500 1489  270  0  3 97
 0 0 0 6741156 7776712 148 1827 0 0 0 0  0  0  0  0  0  491 1503  272  0  3 97
 0 0 0 6740872 7776564 148 1824 0 1 1 0  0  1  0  0  0  503 1487  269  0  3 97
 0 0 0 6741156 7776696 147 1826 0 0 0 0  0  1  0  0  0  512 1504  285  0  3 97
 0 0 0 6741088 7776668 148 1826 0 0 0 0  0  0  0  0  0  498 1486  271  0  3 97
