pic0: pic0=NB_ht_bus0_bandwidth,umask=0x0f
pic1: pic1=NB_ht_bus1_bandwidth,umask=0x0f
pic2: pic2=NB_ht_bus2_bandwidth,umask=0x0f,sys
   time cpu event      pic0      pic1      pic2 
 55.004   0  tick 4986665934         0 4986665932 
 55.004   3  tick         0 4986673709         0 
 60.004   2  tick         0 4986671511         0 
 60.004   3  tick         0 4986669254         0 
 60.004   0  tick 4986676830         0 4986676833 
 60.004   1  tick 4986685159         0 4986685154 
 65.004   2  tick         0 4986670532         0 
 65.004   1  tick 4986656829         0 4986656836 
 65.004   0  tick 4986669248         0 4986669252 
 65.004   3  tick         0 4986671269         0 
 70.004   2  tick         0 4986669541         0 
 70.004   1  tick 4986670395         0 4986670392 
 70.004   0  tick 4986672150         0 4986672149 
 70.004   3  tick         0 4986673558         0 
 75.004   3  tick         0 4986663919         0 
 75.004   0  tick 4986670186         0 4986670185 
 75.004   2  tick         0 4986675053         0 
 75.004   1  tick 4986685731         0 4986685732 
 80.004   1  tick 4986654691         0 4986654687 
 80.004   3  tick         0 4986669617         0 
 80.004   0  tick 4986669879         0 4986669874 
 80.004   2  tick         0 4986667334         0 
 85.004   1  tick 4986670598         0 4986670605 
 85.004   2  tick         0 4986668774         0 
 85.004   0  tick 4986665434         0 4986665439 
 85.004   3  tick         0 4986674579         0 
 90.004   3  tick         0 4986669429         0 
 90.004   1  tick 4986678498         0 4986678492 
 90.004   2  tick         0 4986674411         0 
 90.004   0  tick 4986689467         0 4986689463 
 95.004   1  tick 4986671997         0 4986671995 
 95.004   3  tick         0 4986678530         0 
 95.004   0  tick 4986661450         0 4986661454 
 95.004   2  tick         0 4986687430         0 
100.004   1  tick 4986661940         0 4986661940 
100.004   0  tick 4986661596         0 4986661591 
100.004   2  tick         0 4986650525         0 
100.004   3  tick         0 4986661424         0 
105.004   2  tick         0 4986672267         0 
105.004   0  tick 4986671120         0 4986671119 
105.004   3  tick         0 4986671609         0 
105.004   1  tick 4986684675         0 4986684680 
110.004   1  tick 4986655985         0 4986655987 
110.004   2  tick         0 4986668153         0 
110.004   0  tick 4986673995         0 4986673996 
110.004   3  tick         0 4986669547         0 
115.004   0  tick 4986668564         0 4986668569 
115.004   2  tick         0 4986673694         0 
115.004   1  tick 4986677620         0 4986677621 
115.004   3  tick         0 4986676742         0 
120.004   2  tick         0 4986669385         0 
120.004   0  tick 4986674280         0 4986674278 
120.004   3  tick         0 4986665703         0 
120.004   1  tick 4986680010         0 4986680007 
125.004   2  tick         0 4986670808         0 
125.004   0  tick 4986665792         0 4986665794 
125.004   1  tick 4986660127         0 4986660123 
125.004   3  tick         0 4986670658         0 
130.004   1  tick 4986664771         0 4986664770 
130.004   2  tick         0 4986669356         0 
130.004   0  tick 4986674167         0 4986674162 
130.004   3  tick         0 4986670683         0 
135.004   2  tick         0 4986671484         0 
135.004   0  tick 4986666572         0 4986666576 
135.004   3  tick         0 4986673129         0 
135.004   1  tick 4986685624         0 4986685631 
140.004   1  tick 4986655609         0 4986655607 
140.004   2  tick         0 4986668856         0 
140.004   3  tick         0 4986665085         0 
140.004   0  tick 4986669273         0 4986669270 
145.004   1  tick 4986671302         0 4986671302 
145.004   3  tick         0 4986672455         0 
145.004   2  tick         0 4986673276         0 
145.004   0  tick 4986718121         0 4986718123 
150.004   1  tick 4986669148         0 4986669142 
150.004   2  tick         0 4986667905         0 
150.004   3  tick         0 4986669704         0 
150.004   0  tick 4986637360         0 4986637357 
155.004   1  tick 4986670651         0 4986670661 
155.004   2  tick         0 4986671805         0 
155.004   0  tick 4986661346         0 4986661351 
155.004   3  tick         0 4986671205         0 
160.004   1  tick 4986671706         0 4986671699 
160.004   2  tick         0 4986670253         0 
160.004   0  tick 4986666788         0 4986666783 
160.004   3  tick         0 4986676633         0 
165.004   1  tick 4986669836         0 4986669839 
165.004   2  tick         0 4986670572         0 
165.004   3  tick         0 4986667266         0 
165.004   0  tick 4986684589         0 4986684601 
170.004   1  tick 4986669847         0 4986669844 
170.004   2  tick         0 4986670030         0 
170.004   0  tick 4986659755         0 4986659742 
170.004   3  tick         0 4986668051         0 
175.004   2  tick         0 4986671556         0 
175.004   1  tick 4986672594         0 4986672599 
175.004   0  tick 4986671685         0 4986671693 
175.004   3  tick         0 4986676729         0 
180.004   1  tick 4986669582         0 4986669576 
180.004   2  tick         0 4986669162         0 
180.004   3  tick         0 4986664034         0 
180.004   0  tick 4986679340         0 4986679336 
185.004   1  tick 4986670514         0 4986670518 
185.004   2  tick         0 4986671635         0 
185.004   0  tick 4986661663         0 4986661665 
185.004   3  tick         0 4986673538         0 
190.004   1  tick 4986691722         0 4986691713 
190.004   2  tick         0 4986691390         0 
190.004   3  tick         0 4986688498         0 
190.004   0  tick 4986686464         0 4986686460 
195.004   1  tick 4986665563         0 4986665580 
195.004   3  tick         0 4986652761         0 
195.004   0  tick 4986665581         0 4986665593 
195.005   2  tick         0 4987276261         0 
200.004   2  tick         0 4986046059         0 
200.004   1  tick 4986661046         0 4986661034 
200.004   0  tick 4986656936         0 4986656924 
200.004   3  tick         0 4986670972         0 
205.004   1  tick 4986664199         0 4986664203 
205.004   2  tick         0 4986668722         0 
205.004   0  tick 4986668741         0 4986668747 
205.004   3  tick         0 4986670826         0 
210.004   2  tick         0 4986670471         0 
210.004   0  tick 4986671426         0 4986671418 
210.004   3  tick         0 4986668403         0 
210.004   1  tick 4986685046         0 4986685043 
215.004   2  tick         0 4986671865         0 
215.004   1  tick 4986659393         0 4986659398 
215.004   0  tick 4986672055         0 4986672057 
215.004   3  tick         0 4986671116         0 
220.004   2  tick         0 4986671999         0 
220.004   0  tick 4986670411         0 4986670417 
220.004   1  tick 4986684122         0 4986684117 
220.004   3  tick         0 4986677558         0 
225.004   2  tick         0 4986668447         0 
225.004   0  tick 4986673327         0 4986673329 
225.004   3  tick         0 4986662931         0 
225.004   1  tick 4986668221         0 4986668224 
230.004   1  tick 4986656433         0 4986656435 
230.004   3  tick         0 4986668334         0 
230.004   0  tick 4986670582         0 4986670580 
230.004   2  tick         0 4986672068         0 
235.004   1  tick 4986671564         0 4986671556 
235.004   3  tick         0 4986670628         0 
235.004   0  tick 4986670893         0 4986670891 
235.004   2  tick         0 4986675043         0 
240.004   2  tick         0 4986666691         0 
240.004   1  tick 4986676334         0 4986676334 
240.004   0  tick 4986709967         0 4986709968 
240.005   3  tick         0 4987317447         0 
245.004   2  tick         0 4986665819         0 
245.004   1  tick 4986662068         0 4986662076 
245.004   0  tick 4986630134         0 4986630130 
245.004   3  tick         0 4986024501         0 
250.004   1  tick 4986672261         0 4986672255 
250.004   2  tick         0 4986672909         0 
250.004   0  tick 4986666392         0 4986666390 
250.004   3  tick         0 4986676164         0 
255.004   2  tick         0 4986671389         0 
255.004   0  tick 4986676088         0 4986676094 
255.004   3  tick         0 4986666448         0 
255.004   1  tick 4986684852         0 4986684856 
260.004   1  tick 4986655670         0 4986655664 
260.004   2  tick         0 4986668388         0 
260.004   0  tick 4986664528         0 4986664526 
260.004   3  tick         0 4986668997         0 
265.004   2  tick         0 4986673674         0 
265.004   1  tick 4986677408         0 4986677416 
265.004   0  tick 4986672941         0 4986672938 
265.004   3  tick         0 4986676734         0 
270.004   1  tick 4986664067         0 4986664062 
270.004   2  tick         0 4986668130         0 
270.004   3  tick         0 4986664871         0 
270.004   0  tick 4986683529         0 4986683529 
275.004   2  tick         0 4986672634         0 
275.004   1  tick 4986673890         0 4986673893 
275.004   0  tick 4986657922         0 4986657926 
275.004   3  tick         0 4986674913         0 
280.004   1  tick 4986667247         0 4986667241 
280.004   2  tick         0 4986669095         0 
280.004   0  tick 4986668276         0 4986668276 
280.004   3  tick         0 4986669085         0 
285.004   1  tick 4986671651         0 4986671658 
285.004   3  tick         0 4986665923         0 
285.004   2  tick         0 4986670396         0 
285.004   0  tick 4986685971         0 4986685967 
290.004   2  tick         0 4986704389         0 
290.004   3  tick         0 4986705876         0 
290.004   1  tick 4986719082         0 4986719075 
290.005   0  tick 4987298852         0 4987298850 
295.004   2  tick         0 4986634922         0 
295.004   0  tick 4986025808         0 4986025816 
295.004   1  tick 4986621080         0 4986621083 
295.004   3  tick         0 4986637840         0 
300.004   2  tick         0 4986673439         0 
300.004   0  tick 4986677412         0 4986677406 
300.004   3  tick         0 4986672121         0 
300.004   1  tick 4986686114         0 4986686113 
305.004   2  tick         0 4986677652         0 
305.004   3  tick         0 4986675766         0 
305.004   1  tick 4986663890         0 4986663898 
305.004   0  tick 4986688792         0 4986688796 
310.004   0  tick 4986648655         0 4986648652 
310.004   3  tick         0 4986668627         0 
310.004   1  tick 4986686866         0 4986686862 
310.004   2  tick         0 4986707946         0 
315.004   2  tick         0 4986627214         0 
315.004   3  tick         0 4986667782         0 
315.004   0  tick 4986690292         0 4986690297 
315.004   1  tick 4986679198         0 4986679200 
320.004   2  tick         0 4986669059         0 
320.004   1  tick 4986641776         0 4986641774 
320.004   0  tick 4986653950         0 4986653949 
320.004   3  tick         0 4986709015         0 
325.004   2  tick         0 4986672650         0 
325.004   0  tick 4986667398         0 4986667397 
325.004   3  tick         0 4986641351         0 
325.004   1  tick 4986692764         0 4986692766 
330.004   3  tick         0 4986659496         0 
330.004   2  tick         0 4986671668         0 
330.004   0  tick 4986688602         0 4986688604 
330.004   1  tick 4986677862         0 4986677860 
335.004   1  tick 4986665379         0 4986665380 
335.004   2  tick         0 4986704824         0 
335.004   3  tick         0 4986710354         0 
335.004   0  tick 4986703521         0 4986703519 
340.004   2  tick         0 4986665028         0 
340.004   3  tick         0 4986670664         0 
340.004   0  tick 4986666925         0 4986666928 
340.005   1  tick 4987351298         0 4987351298 
345.004   1  tick 4986012364         0 4986012366 
345.004   3  tick         0 4986677679         0 
345.004   2  tick         0 4986691436         0 
345.004   0  tick 4986690246         0 4986690247 
350.004   3  tick         0 4986620346         0 
350.004   1  tick 4986624335         0 4986624332 
350.004   0  tick 4986607493         0 4986607483 
350.004   2  tick         0 4986660594         0 
355.004   1  tick 4986707401         0 4986707406 
355.004   3  tick         0 4986716045         0 
355.004   2  tick         0 4986675566         0 
355.004   0  tick 4986728063         0 4986728071 
360.004   2  tick         0 4986624251         0 
360.004   3  tick         0 4986630087         0 
360.004   0  tick 4986625984         0 4986625982 
360.004   1  tick 4986662505         0 4986662499 
365.004   2  tick         0 4986702578         0 
365.004   1  tick 4986670643         0 4986670643 
365.004   3  tick         0 4986716260         0 
365.004   0  tick 4986707195         0 4986707197 
370.004   1  tick 4986674339         0 4986674339 
370.004   2  tick         0 4986677646         0 
370.004   3  tick         0 4986672412         0 
370.004   0  tick 4986672889         0 4986672889 
375.004   3  tick         0 4986664843         0 
375.004   1  tick 4986682714         0 4986682715 
375.004   2  tick         0 4986684830         0 
375.004   0  tick 4986679069         0 4986679066 
380.004   1  tick 4986654144         0 4986654138 
380.004   3  tick         0 4986659603         0 
380.004   2  tick         0 4986654087         0 
380.004   0  tick 4986657133         0 4986657136 
385.004   1  tick 4986681625         0 4986681630 
385.004   2  tick         0 4986675958         0 
385.004   0  tick 4986682397         0 4986682395 
385.018   3  tick         0 5000466987         0 
390.004   2  tick         0 4986664759         0 
390.004   1  tick 4986669687         0 4986669690 
390.004   3  tick         0 4972881273         0 
390.004   0  tick 4986664471         0 4986664473 
395.004   1  tick 4986675726         0 4986675726 
395.004   2  tick         0 4986678760         0 
395.004   3  tick         0 4986689407         0 
395.004   0  tick 4986678478         0 4986678476 
400.004   0  tick 4986604149         0 4986604145 
400.004   3  tick         0 4986609347         0 
400.004   2  tick         0 4986625587         0 
400.004   1  tick 4986649956         0 4986649953 
405.004   1  tick 4986683465         0 4986683466 
405.004   3  tick         0 4986710774         0 
405.004   0  tick 4986727233         0 4986727239 
405.004   2  tick         0 4986749387         0 
410.004   1  tick 4986677313         0 4986677315 
410.004   2  tick         0 4986633824         0 
410.004   3  tick         0 4986686049         0 
410.004   0  tick 4986675309         0 4986675306 
415.004   1  tick 4986663882         0 4986663880 
415.004   2  tick         0 4986671496         0 
415.004   3  tick         0 4986670626         0 
415.004   0  tick 4986672445         0 4986672446 
420.004   3  tick         0 4986617073         0 
420.004   2  tick         0 4986628749         0 
420.004   1  tick 4986660349         0 4986660349 
420.004   0  tick 4986645457         0 4986645456 
425.004   1  tick 4986675897         0 4986675903 
425.004   2  tick         0 4986704700         0 
425.004   3  tick         0 4986720008         0 
425.004   0  tick 4986688338         0 4986688339 
430.004   1  tick 4986635639         0 4986635637 
430.004   2  tick         0 4986634913         0 
430.004   0  tick 4986617559         0 4986617558 
430.004   3  tick         0 4986666776         0 
435.004   2  tick         0 4986688105         0 
435.004   1  tick 4986712103         0 4986712101 
435.004   3  tick         0 4986679259         0 
435.005   0  tick 4987063664         0 4987063666 
440.004   0  tick 4986274549         0 4986274544 
440.004   2  tick         0 4986650473         0 
440.004   3  tick         0 4986616139         0 
440.004   1  tick 4986661011         0 4986661008 
445.004   2  tick         0 4986706089         0 
445.004   1  tick 4986674918         0 4986674919 
445.004   3  tick         0 4986718535         0 
445.004   0  tick 4986724065         0 4986724070 
450.004   2  tick         0 4986638297         0 
450.004   3  tick         0 4986623607         0 
450.004   0  tick 4986638230         0 4986638229 
450.004   1  tick 4986663140         0 4986663140 
455.004   2  tick         0 4986670308         0 
455.004   0  tick 4986652098         0 4986652098 
455.004   1  tick 4986645640         0 4986645642 
455.004   3  tick         0 4986712902         0 
460.004   1  tick 4986695434         0 4986695434 
460.004   2  tick         0 4986699310         0 
460.004   3  tick         0 4986671418         0 
460.004   0  tick 4986716431         0 4986716431 
465.004   2  tick         0 4986643274         0 
465.004   1  tick 4986647661         0 4986647659 
465.004   0  tick 4986643847         0 4986643847 
465.004   3  tick         0 4986673034         0 
470.004   3  tick         0 4986625415         0 
470.004   2  tick         0 4986678419         0 
470.004   0  tick 4986657587         0 4986657589 
470.004   1  tick 4986690274         0 4986690274 
475.004   1  tick 4986644878         0 4986644880 
475.004   2  tick         0 4986662172         0 
475.004   0  tick 4986664342         0 4986664343 
475.004   3  tick         0 4986705995         0 
480.004   2  tick         0 4986670222         0 
480.004   3  tick         0 4986634277         0 
480.004   0  tick 4986688441         0 4986688438 
480.004   1  tick 4986702309         0 4986702307 
485.004   1  tick 4986638438         0 4986638441 
485.004   0  tick 4986653173         0 4986653173 
485.004   3  tick         0 4986709783         0 
485.005   2  tick         0 4987758925         0 
490.004   0  tick 4986671191         0 4986671185 
490.004   2  tick         0 4985585621         0 
490.004   1  tick 4986694627         0 4986694626 
490.004   3  tick         0 4986676362         0 
495.004   2  tick         0 4986703836         0 
495.004   1  tick 4986696118         0 4986696115 
495.004   3  tick         0 4986675880         0 
495.004   0  tick 4986721610         0 4986721618 
500.004   1  tick 4986655226         0 4986655228 
500.004   3  tick         0 4986654368         0 
500.004   2  tick         0 4986671108         0 
500.004   0  tick 4986669133         0 4986669131 
505.004   1  tick 4986677908         0 4986677906 
505.004   3  tick         0 4986681279         0 
505.004   0  tick 4986684831         0 4986684832 
505.004   2  tick         0 4986709102         0 
510.004   3  tick         0 4986625136         0 
510.004   2  tick         0 4986596569         0 
510.004   1  tick 4986660308         0 4986660311 
510.004   0  tick 4986641864         0 4986641865 
515.004   1  tick 4986675736         0 4986675733 
515.004   2  tick         0 4986705310         0 
515.004   3  tick         0 4986722835         0 
515.004   0  tick 4986689072         0 4986689070 
520.004   0  tick 4986614451         0 4986614451 
520.004   2  tick         0 4986633587         0 
520.004   1  tick 4986635877         0 4986635878 
520.004   3  tick         0 4986660136         0 
525.004   3  tick         0 4986671725         0 
525.004   1  tick 4986718795         0 4986718797 
525.004   0  tick 4986732785         0 4986732784 
525.004   2  tick         0 4986750037         0 
530.004   0  tick 4986637109         0 4986637110 
530.004   1  tick 4986670443         0 4986670440 
530.004   2  tick         0 4986654838         0 
530.004   3  tick         0 4986744669         0 
535.004   1  tick 4986656625         0 4986656625 
535.004   2  tick         0 4986641323         0 
535.004   3  tick         0 4986606602         0 
535.004   0  tick 4986700792         0 4986700794 
540.004   2  tick         0 4986635342         0 
540.004   3  tick         0 4986619186         0 
540.004   0  tick 4986629336         0 4986629337 
540.004   1  tick 4986667178         0 4986667179 
545.004   2  tick         0 4986669853         0 
545.004   1  tick 4986638935         0 4986638931 
545.004   0  tick 4986654891         0 4986654890 
545.004   3  tick         0 4986712051         0 
550.004   2  tick         0 4986708488         0 
550.004   1  tick 4986712076         0 4986712081 
550.004   3  tick         0 4986668542         0 
550.004   0  tick 4986726580         0 4986726580 
555.004   2  tick         0 4986635734         0 
555.004   3  tick         0 4986631336         0 
555.004   0  tick 4986634102         0 4986634100 
555.004   1  tick 4986660521         0 4986660520 
560.004   2  tick         0 4986706755         0 
560.004   1  tick 4986678333         0 4986678333 
560.004   3  tick         0 4986709792         0 
560.004   0  tick 4986707805         0 4986707804 
565.004   1  tick 4986667106         0 4986667108 
565.004   2  tick         0 4986667579         0 
565.004   3  tick         0 4986679576         0 
565.004   0  tick 4986667308         0 4986667310 
570.004   1  tick 4986680794         0 4986680794 
570.004   3  tick         0 4986666402         0 
570.004   0  tick 4986680952         0 4986680951 
570.004   2  tick         0 4986720506         0 
575.004   0  tick 4986606707         0 4986606706 
575.004   1  tick 4986628896         0 4986628895 
575.004   3  tick         0 4986629713         0 
575.004   2  tick         0 4986630838         0 
580.004   3  tick         0 4986703772         0 
580.004   2  tick         0 4986676647         0 
580.004   0  tick 4986725917         0 4986725920 
580.005   1  tick 4987266687         0 4987266686 
585.004   2  tick         0 4986617924         0 
585.004   3  tick         0 4986633900         0 
585.004   0  tick 4986630992         0 4986630992 
585.004   1  tick 4986102987         0 4986102987 
590.004   1  tick 4986668162         0 4986668164 
590.004   3  tick         0 4986705877         0 
590.004   2  tick         0 4986716036         0 
590.004   0  tick 4986704446         0 4986704446 
595.004   2  tick         0 4986625813         0 
595.004   1  tick 4986643846         0 4986643843 
595.004   0  tick 4986622973         0 4986622971 
595.004   3  tick         0 4986637999         0 
600.004   2  tick         0 4986671179         0 
600.004   3  tick         0 4986668977         0 
600.004   0  tick 4986686309         0 4986686310 
600.004   1  tick 4986693866         0 4986693866 
605.004   1  tick 4986656193         0 4986656196 
605.004   2  tick         0 4986687548         0 
605.004   3  tick         0 4986685851         0 
605.004   0  tick 4986682219         0 4986682217 
610.004   1  tick 4986692355         0 4986692355 
610.004   2  tick         0 4986687888         0 
610.004   3  tick         0 4986702227         0 
610.004   0  tick 4986693518         0 4986693519 
615.004   3  tick         0 4986630451         0 
615.004   0  tick 4986626252         0 4986626251 
615.004   2  tick         0 4986649180         0 
615.004   1  tick 4986653860         0 4986653858 
620.004   3  tick         0 4986699255         0 
620.004   1  tick 4986690224         0 4986690224 
620.004   2  tick         0 4986698580         0 
620.004   0  tick 4986717520         0 4986717523 
625.004   1  tick 4986667533         0 4986667533 
625.004   2  tick         0 4986664839         0 
625.004   3  tick         0 4986682736         0 
625.004   0  tick 4986668125         0 4986668125 
630.004   0  tick 4986651775         0 4986651773 
630.004   3  tick         0 4986655345         0 
630.004   1  tick 4986679393         0 4986679392 
630.005   2  tick         0 4987456297         0 
635.004   1  tick 4986660501         0 4986660504 
635.004   2  tick         0 4985886711         0 
635.004   3  tick         0 4986684065         0 
635.004   0  tick 4986689655         0 4986689655 
640.004   2  tick         0 4986677681         0 
640.004   3  tick         0 4986666504         0 
640.004   0  tick 4986672848         0 4986672849 
640.004   1  tick 4986701701         0 4986701701 
645.004   2  tick         0 4986627220         0 
645.004   3  tick         0 4986627612         0 
645.004   0  tick 4986634163         0 4986634164 
645.004   1  tick 4986637297         0 4986637297 
650.004   2  tick         0 4986703528         0 
650.004   1  tick 4986673983         0 4986673982 
650.004   3  tick         0 4986717780         0 
650.004   0  tick 4986704057         0 4986704055 
655.004   1  tick 4986674566         0 4986674569 
655.004   3  tick         0 4986664235         0 
655.004   2  tick         0 4986689561         0 
655.004   0  tick 4986675225         0 4986675224 
660.004   1  tick 4986679032         0 4986679028 
660.004   3  tick         0 4986674357         0 
660.004   0  tick 4986677974         0 4986677975 
660.004   2  tick         0 4986704733         0 
665.004   0  tick 4986607718         0 4986607718 
665.004   1  tick 4986628196         0 4986628197 
665.004   2  tick         0 4986588108         0 
665.004   3  tick         0 4986671148         0 
670.004   1  tick 4986702268         0 4986702266 
670.004   2  tick         0 4986704759         0 
670.004   3  tick         0 4986673383         0 
670.004   0  tick 4986722113         0 4986722115 
675.004   2  tick         0 4986676619         0 
675.004   1  tick 4986690403         0 4986690406 
675.004   3  tick         0 4986682592         0 
675.004   0  tick 4986681553         0 4986681553 
680.004   1  tick 4986647872         0 4986647870 
680.004   3  tick         0 4986648395         0 
680.004   0  tick 4986659096         0 4986659098 
680.004   2  tick         0 4986778292         0 
685.004   3  tick         0 4986667291         0 
685.004   1  tick 4986672233         0 4986672235 
685.004   2  tick         0 4986559850         0 
685.004   0  tick 4986672477         0 4986672473 
690.004   1  tick 4986678922         0 4986678920 
690.004   2  tick         0 4986675160         0 
690.004   3  tick         0 4986693516         0 
690.004   0  tick 4986676458         0 4986676458 
695.004   2  tick         0 4986626289         0 
695.004   0  tick 4986610456         0 4986610455 
695.004   1  tick 4986631166         0 4986631166 
695.004   3  tick         0 4986656393         0 
700.004   1  tick 4986697400         0 4986697402 
700.004   2  tick         0 4986710807         0 
700.004   3  tick         0 4986675482         0 
700.004   0  tick 4986721484         0 4986721487 
705.004   1  tick 4986685224         0 4986685221 
705.004   2  tick         0 4986675038         0 
705.004   3  tick         0 4986680815         0 
705.004   0  tick 4986681806         0 4986681806 
710.004   2  tick         0 4986664838         0 
710.004   1  tick 4986666483         0 4986666486 
710.004   3  tick         0 4986655546         0 
710.004   0  tick 4986667867         0 4986667864 
715.004   1  tick 4986628393         0 4986628390 
715.004   2  tick         0 4986631185         0 
715.004   0  tick 4986610004         0 4986610007 
715.004   3  tick         0 4986666773         0 
720.004   1  tick 4986716473         0 4986716473 
720.004   3  tick         0 4986675090         0 
720.004   0  tick 4986735228         0 4986735228 
720.004   2  tick         0 4986754406         0 
725.004   3  tick         0 4986628779         0 
725.004   1  tick 4986631208         0 4986631209 
725.004   2  tick         0 4986627243         0 
725.016   0  tick 4998087690         0 4998087690 
730.004   2  tick         0 4986626818         0 
730.004   0  tick 4975188606         0 4975188604 
730.004   1  tick 4986670393         0 4986670395 
730.004   3  tick         0 4986668228         0 
735.004   1  tick 4986709899         0 4986709899 
735.004   3  tick         0 4986715903         0 
735.004   0  tick 4986733557         0 4986733562 
735.004   2  tick         0 4986760538         0 
740.004   2  tick         0 4986614778         0 
740.004   1  tick 4986664331         0 4986664332 
740.004   0  tick 4986660868         0 4986660863 
740.004   3  tick         0 4986673098         0 
745.004   1  tick 4986631999         0 4986631998 
745.004   2  tick         0 4986638158         0 
745.004   0  tick 4986617687         0 4986617689 
745.004   3  tick         0 4986664441         0 
750.004   1  tick 4986713789         0 4986713789 
750.004   3  tick         0 4986667994         0 
750.004   2  tick         0 4986713900         0 
750.004   0  tick 4986725899         0 4986725899 
755.004   2  tick         0 4986667664         0 
755.004   1  tick 4986673478         0 4986673476 
755.004   0  tick 4986675891         0 4986675891 
755.004   3  tick         0 4986687505         0 
760.004   2  tick         0 4986663855         0 
760.004   1  tick 4986658289         0 4986658289 
760.004   0  tick 4986663226         0 4986663229 
760.004   3  tick         0 4986661927         0 
765.004   2  tick         0 4986636614         0 
765.004   1  tick 4986641091         0 4986641093 
765.004   0  tick 4986640157         0 4986640154 
765.004   3  tick         0 4986671199         0 
770.004   0  tick 4986646842         0 4986646840 
770.004   3  tick         0 4986620760         0 
770.004   2  tick         0 4986675504         0 
770.004   1  tick 4986681556         0 4986681556 
775.004   2  tick         0 4986703670         0 
775.004   3  tick         0 4986721397         0 
775.004   0  tick 4986724607         0 4986724607 
775.005   1  tick 4987026935         0 4987026932 
780.004   3  tick         0 4986620902         0 
780.004   2  tick         0 4986637413         0 
780.004   0  tick 4986636811         0 4986636813 
780.004   1  tick 4986333740         0 4986333743 
785.004   1  tick 4986667845         0 4986667847 
785.004   3  tick         0 4986703214         0 
785.004   2  tick         0 4986705843         0 
785.004   0  tick 4986703322         0 4986703322 
790.004   1  tick 4986676758         0 4986676755 
790.004   3  tick         0 4986677036         0 
790.004   2  tick         0 4986682797         0 
790.004   0  tick 4986678734         0 4986678736 
795.004   2  tick         0 4986661018         0 
795.004   1  tick 4986687425         0 4986687426 
795.004   3  tick         0 4986687231         0 
795.004   0  tick 4986669149         0 4986669145 
800.004   1  tick 4986650749         0 4986650748 
800.004   3  tick         0 4986649389         0 
800.004   2  tick         0 4986666551         0 
800.004   0  tick 4986667066         0 4986667065 
805.004   1  tick 4986676406         0 4986676405 
805.004   2  tick         0 4986675235         0 
805.004   3  tick         0 4986691669         0 
805.004   0  tick 4986675261         0 4986675264 
810.004   2  tick         0 4986629547         0 
810.004   1  tick 4986634829         0 4986634828 
810.004   0  tick 4986641662         0 4986641660 
810.004   3  tick         0 4986658734         0 
815.004   3  tick         0 4986625086         0 
815.004   2  tick         0 4986670256         0 
815.004   0  tick 4986658555         0 4986658554 
815.004   1  tick 4986693507         0 4986693510 
820.004   1  tick 4986646442         0 4986646440 
820.004   2  tick         0 4986675106         0 
820.004   0  tick 4986655080         0 4986655082 
820.004   3  tick         0 4986717797         0 
825.004   3  tick         0 4986633431         0 
825.004   1  tick 4986698763         0 4986698763 
825.004   2  tick         0 4986704593         0 
825.004   0  tick 4986837245         0 4986837246 
830.004   1  tick 4986637373         0 4986637375 
830.004   2  tick         0 4986628969         0 
830.004   0  tick 4986501472         0 4986501470 
830.004   3  tick         0 4986707618         0 
835.004   2  tick         0 4986708811         0 
835.004   1  tick 4986706958         0 4986706961 
835.004   3  tick         0 4986673353         0 
